scenario file,app,applications,throughput (flits/cycle),delay avg (cycles),delay var (cycles),a,b,type,fire rate,overlap
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-809,1,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.18472873,36.713438000000004,1018.7678799999999,False,False,noncompact,0.001,356
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-809,2,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.1558038,25.131569,620.74093,False,False,noncompact,0.001,356
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-809,3,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.13017817999999998,20.702970999999998,707.9055999999999,False,False,noncompact,0.001,356
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-809,4,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.0646086,20.059704,564.899,False,False,noncompact,0.001,356
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-809,5,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.19475476,56.330948,1939.7545,False,False,noncompact,0.001,356
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-809,6,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.19081482,41.440037000000004,1377.3114,False,False,noncompact,0.001,356
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-809,7,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.09548749000000001,19.428511999999998,305.20545000000004,False,False,noncompact,0.001,356
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-809,8,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.09821021,23.337868,828.5124999999999,False,False,noncompact,0.001,356
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-809,9,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.13031532,37.583612,1081.651,False,False,noncompact,0.001,356
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-819,0,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.09540140000000001,24.926192,585.939,False,False,noncompact,0.001,356
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-819,1,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.19216015,39.349909,1159.6775,False,False,noncompact,0.001,356
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-819,2,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.16083282999999998,27.421906,772.8756,False,False,noncompact,0.001,356
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-819,3,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.12611011,19.688240999999998,553.2923000000001,False,False,noncompact,0.001,356
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-819,4,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.06246246999999999,20.280518,584.8157,False,False,noncompact,0.001,356
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-819,5,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.19075074,53.413198,1708.1646000000003,False,False,noncompact,0.001,356
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-819,6,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.18866866,39.103507,1118.33254,False,False,noncompact,0.001,356
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-819,7,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.09798598000000001,20.939808,415.08442,False,False,noncompact,0.001,356
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-819,8,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.09769769,22.613945,718.7717,False,False,noncompact,0.001,356
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-819,9,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.1261101,37.026301000000004,996.5061000000001,False,False,noncompact,0.001,356
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-829,0,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.09551952000000001,25.044311,581.2456000000001,False,False,noncompact,0.001,356
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-829,1,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.19183984,37.620807,1043.61116,False,False,noncompact,0.001,356
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-829,2,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.1592953,25.805094,678.44326,False,False,noncompact,0.001,356
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-829,3,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.1272953,20.553772000000002,615.7508,False,False,noncompact,0.001,356
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-829,4,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.06197598,18.417552,477.2346,False,False,noncompact,0.001,356
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-829,5,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.19295496,54.741122,1739.7862,False,False,noncompact,0.001,356
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-829,6,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.19107107,40.085675,1173.8326,False,False,noncompact,0.001,356
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-829,7,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.09885885999999999,20.548509000000003,401.98555000000005,False,False,noncompact,0.001,356
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-829,8,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.0918999,22.067276999999997,697.1926,False,False,noncompact,0.001,356
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-829,9,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.12718718,36.544557999999995,910.7325,False,False,noncompact,0.001,356
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-839,0,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.09592993,26.089277,663.0586,False,False,noncompact,0.001,356
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-839,1,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.1896046,38.732032000000004,1075.3215,False,False,noncompact,0.001,356
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-839,2,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.1612002,26.054005000000004,651.26777,False,False,noncompact,0.001,356
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-839,3,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.1271992,20.729349999999997,668.7475000000001,False,False,noncompact,0.001,356
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-839,4,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.06182182,18.279357,500.68999999999994,False,False,noncompact,0.001,356
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-839,5,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.19149349000000002,54.160812,1673.6662999999999,False,False,noncompact,0.001,356
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-839,6,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.19157658,41.157599999999995,1306.5203000000001,False,False,noncompact,0.001,356
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-839,7,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.09648048,21.496921,441.09483,False,False,noncompact,0.001,356
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-839,8,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.09504304,22.343601,718.5877,False,False,noncompact,0.001,356
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-839,9,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.12506706,34.121379999999995,825.4972999999999,False,False,noncompact,0.001,356
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-849,0,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.09561561,25.976274,676.98711,False,False,noncompact,0.001,357
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-849,1,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.19328328,38.536834999999996,1097.7633700000001,False,False,noncompact,0.001,357
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-849,2,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.15988787999999998,26.749550999999997,712.47935,False,False,noncompact,0.001,357
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-849,3,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.13022622,21.027253,617.3774000000001,False,False,noncompact,0.001,357
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-849,4,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.06393594,18.380919,454.8296,False,False,noncompact,0.001,357
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-849,5,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.19435035,53.19050000000001,1635.0339999999999,False,False,noncompact,0.001,357
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-849,6,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.19182381000000004,41.012309,1199.62592,False,False,noncompact,0.001,357
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-849,7,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.09574374999999999,21.216375,436.1076,False,False,noncompact,0.001,357
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-849,8,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.09753754,22.653657000000003,761.1259,False,False,noncompact,0.001,357
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-849,9,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.12616216,37.35007,1026.3471,False,False,noncompact,0.001,357
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-859,0,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.09555155,24.352203999999997,576.18634,False,False,noncompact,0.001,357
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-859,1,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.18994993999999998,37.339974,1022.70168,False,False,noncompact,0.001,357
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-859,2,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.15859059,26.608889,710.4615,False,False,noncompact,0.001,357
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-859,3,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.12764765,20.106144999999998,547.636,False,False,noncompact,0.001,357
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-859,4,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.06541342,20.406845,618.3842999999999,False,False,noncompact,0.001,357
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-859,5,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.19452552,54.45263800000001,1687.4716,False,False,noncompact,0.001,357
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-859,6,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.19177578,40.276898,1104.83503,False,False,noncompact,0.001,357
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-859,7,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.09491091,20.535266999999997,381.65382,False,False,noncompact,0.001,357
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-859,8,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.09633132999999999,23.312915,732.8665,False,False,noncompact,0.001,357
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-859,9,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.12534134,36.618395,960.4742,False,False,noncompact,0.001,357
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-869,0,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.09673673999999999,24.452558,545.7617700000001,False,False,noncompact,0.001,357
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-869,1,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.19722822,42.102159,1409.9452999999999,False,False,noncompact,0.001,357
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-869,2,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.16429229,26.661191000000002,718.25078,False,False,noncompact,0.001,357
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-869,3,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.12707308,19.721401,574.4293,False,False,noncompact,0.001,357
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-869,4,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.06353254,20.252395999999997,607.0045,False,False,noncompact,0.001,357
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-869,5,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.19194395999999997,52.445339999999995,1585.6443,False,False,noncompact,0.001,357
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-869,6,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.19148949000000004,39.870201,1174.6988999999999,False,False,noncompact,0.001,357
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-869,7,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.09705905000000001,22.045969,543.64832,False,False,noncompact,0.001,357
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-869,8,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.09787287,21.624074,624.1133,False,False,noncompact,0.001,357
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-869,9,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.12905706,36.184028,915.1650999999999,False,False,noncompact,0.001,357
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-879,0,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.09625625,24.978194000000002,586.7109800000001,False,False,noncompact,0.001,357
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-879,1,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.19190390999999998,38.893049,1115.31164,False,False,noncompact,0.001,357
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-879,2,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.15827027999999999,27.302809,766.68911,False,False,noncompact,0.001,357
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-879,3,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.13104304,21.181432,647.1193000000001,False,False,noncompact,0.001,357
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-879,4,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.06486486,20.589751999999997,656.4941,False,False,noncompact,0.001,357
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-879,5,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.19122523,57.605633,1916.0216,False,False,noncompact,0.001,357
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-879,6,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.19491491,40.616603,1196.42343,False,False,noncompact,0.001,357
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-879,7,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.09949148999999999,21.653906,449.10862,False,False,noncompact,0.001,357
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-879,8,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.09788989000000001,23.275909,762.4888,False,False,noncompact,0.001,357
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-879,9,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.12783983000000002,37.336697,1028.3977,False,False,noncompact,0.001,357
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-889,0,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.09673672999999999,28.254756,844.1183,False,False,noncompact,0.001,357
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-889,1,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.19073775,37.147256999999996,1073.35265,False,False,noncompact,0.001,357
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-889,2,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.15864165,25.527048999999998,671.86489,False,False,noncompact,0.001,357
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-889,3,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.12847447,21.049829,679.4357,False,False,noncompact,0.001,357
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-889,4,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.06422423,18.775640000000003,548.0205,False,False,noncompact,0.001,357
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-889,5,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.18966165,54.38602900000001,1712.1916,False,False,noncompact,0.001,357
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-889,6,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.19199398999999998,40.941541,1267.4925899999998,False,False,noncompact,0.001,357
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-889,7,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.09596796999999999,21.030867,438.44737,False,False,noncompact,0.001,357
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-889,8,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.0951031,21.804068,616.9060999999999,False,False,noncompact,0.001,357
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-889,9,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.12728228,35.595536,913.6122,False,False,noncompact,0.001,357
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-899,0,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.09532732999999999,25.907398,685.14132,False,False,noncompact,0.001,357
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-899,1,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.19341341,36.764451,1023.7564699999999,False,False,noncompact,0.001,357
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-899,2,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.16259459,26.559131999999998,710.25289,False,False,noncompact,0.001,357
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-899,3,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.1306987,20.105216,601.6225000000001,False,False,noncompact,0.001,357
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-899,4,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.06749149,20.539924999999997,547.4461,False,False,noncompact,0.001,357
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-899,5,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.19406007,55.105489,1770.6656,False,False,noncompact,0.001,357
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-899,6,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.1946987,41.116855,1232.25383,False,False,noncompact,0.001,357
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-899,7,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.09894693999999998,21.273899,433.29734,False,False,noncompact,0.001,357
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-899,8,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.09892893,22.786360000000002,738.0482,False,False,noncompact,0.001,357
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-899,9,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.13184384999999998,38.848608,1149.7428,False,False,noncompact,0.001,357
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-909,0,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.09783083000000001,26.511069000000003,753.6582999999999,False,False,noncompact,0.001,357
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-909,1,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.19337737,36.365303,961.4863999999999,False,False,noncompact,0.001,357
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-909,2,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.16339539000000003,26.037673000000005,656.7137,False,False,noncompact,0.001,357
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-909,3,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.12816516,18.993902,512.111,False,False,noncompact,0.001,357
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-909,4,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.06166166,20.195245,623.5687,False,False,noncompact,0.001,357
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-909,5,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.19180781000000002,56.026095999999995,1787.8307,False,False,noncompact,0.001,357
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-909,6,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.19181281,38.805032999999995,1080.0724500000001,False,False,noncompact,0.001,357
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-909,7,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.09776878,20.359039000000003,394.5192,False,False,noncompact,0.001,357
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-909,8,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.09459059,22.88281,753.6598,False,False,noncompact,0.001,357
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-909,9,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.1277998,39.320999,1124.7536,False,False,noncompact,0.001,357
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-919,0,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.09414215000000001,27.734074,807.64294,False,False,noncompact,0.001,358
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-919,1,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.18854053999999998,36.963963,1029.3082000000002,False,False,noncompact,0.001,358
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-919,2,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.15599599,25.376365999999997,650.16074,False,False,noncompact,0.001,358
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-919,3,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.12780781,20.236326,643.3812,False,False,noncompact,0.001,358
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-919,4,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.06422022,20.507333000000003,603.3085,False,False,noncompact,0.001,358
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-919,5,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.19443243999999998,55.197134000000005,1789.7886999999998,False,False,noncompact,0.001,358
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-919,6,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.19289689,40.286861,1273.26387,False,False,noncompact,0.001,358
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-919,7,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.09654454000000001,20.364409000000002,413.99631999999997,False,False,noncompact,0.001,358
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-919,8,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.09715115,25.117712,963.1727999999999,False,False,noncompact,0.001,358
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-919,9,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.13295295,36.77413,968.7415,False,False,noncompact,0.001,358
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-929,0,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.09626326,26.904115,728.7035800000001,False,False,noncompact,0.001,358
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-929,1,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.18677877,36.872827,988.04268,False,False,noncompact,0.001,358
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-929,2,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.15404204,26.322185,711.2369,False,False,noncompact,0.001,358
noncompact-0-1-2-3-4-5-6-7-8-9-prob-0.001-iter-929,3,['0'  '1'  '2'  '3'  '4'  '5'  '6'  '7'  '8'  '9'],0.12712212,20.731954,621.1927000000001,False,False,noncompact,0.001,358
