representation_init_time,kpn,time_representation,mapper,trace,mappings_cached,processes_in_task,tgff,time_simulating,platform,mappings_evaluated,estimated_total_time,best_mapping_time,log_level
0.0004636000012396835,tgff_reader,1.3837352330010617,genetic,tgff_reader,149,6,"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_1}",1.2936157109970736,mppa_coolidge,380,7.7839367389678955,14.199921665,ERROR
0.00012756399883073755,tgff_reader,0.012455386000056023,simulated_annealing,tgff_reader,46,2,"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_5}",0.01974252099989826,exynos,25,0.8679931163787842,0.001649,ERROR
0.00034930399851873517,tgff_reader,4.333718909001618,simulated_annealing,tgff_reader,231,4,"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_0}",7.556539470996768,mppa_coolidge,2515,34.91171622276306,706.668717166,ERROR
0.00020750499970745295,tgff_reader,0.2697091620000265,random_walk,tgff_reader,0,6,"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_2}",1.361794490000002,exynos,500,3.5279715061187744,0.005924183,ERROR
0.0,tgff_reader,0.0,gbm,tgff_reader,0,2,"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_5}",0.0,exynos,1,0.4839959144592285,0.024642857,ERROR
0.00021181199917919002,tgff_reader,0.1752709829994501,genetic,tgff_reader,222,4,"{file:networking-mocsyn.tgff,graph_name:TASK_GRAPH_1}",0.47427922100047226,exynos,298,3.6239688396453857,0.0023025,ERROR
0.00034834499820135534,tgff_reader,0.9403543650007578,genetic,tgff_reader,139,5,"{file:consumer-mocsyn.tgff,graph_name:TASK_GRAPH_1}",1.0932137749994126,mppa_coolidge,382,6.883944272994995,410.563717166,ERROR
0.00015253200035658665,tgff_reader,1.5400206829999945,tabu_search,tgff_reader,60,7,"{file:consumer-mocsyn.tgff,graph_name:TASK_GRAPH_0}",6.172367454000607,exynos,1896,15.367868185043335,0.008603572,ERROR
0.00012324800263741054,tgff_reader,0.08785619199971961,genetic,tgff_reader,462,2,"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_8}",0.043611647999682646,exynos,56,2.0359838008880615,0.001649,ERROR
0.00012918699940200895,tgff_reader,0.23024884599999496,random_walk,tgff_reader,0,5,"{file:office-automation-mocsyn.tgff,graph_name:TASK_GRAPH_0}",1.17857834,exynos,500,3.2199740409851074,0.214229137,ERROR
0.0001278790005017072,tgff_reader,0.3980126220004081,genetic,tgff_reader,190,7,"{file:consumer-mocsyn.tgff,graph_name:TASK_GRAPH_0}",1.0604281069998365,exynos,340,5.051956653594971,0.008603572,ERROR
0.0003151660021103453,tgff_reader,1.494435467999665,genetic,tgff_reader,202,7,"{file:consumer-mocsyn.tgff,graph_name:TASK_GRAPH_0}",1.3114687180004694,mppa_coolidge,329,8.431931972503662,1300.26605,ERROR
0.0,tgff_reader,0.0,gbm,tgff_reader,0,6,"{file:auto-indust-mocsyn.tgff,graph_name:TASK_GRAPH_0}",0.0,exynos,1,0.48799562454223633,0.015603,ERROR
0.00034000400046352297,tgff_reader,1.0118508470036431,simulated_annealing,tgff_reader,541,3,"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_3}",1.4604223369901774,mppa_coolidge,720,11.683905124664307,403.334933333,ERROR
0.00012044100003549829,tgff_reader,0.1358283270001266,genetic,tgff_reader,347,3,"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_4}",0.20302154699970743,exynos,170,2.7159781455993652,0.002001,ERROR
0.0001264080019609537,tgff_reader,0.781380043000155,tabu_search,tgff_reader,222,5,"{file:auto-indust-mocsyn.tgff,graph_name:TASK_GRAPH_3}",3.6289787020005235,exynos,1743,11.36390233039856,0.002773877,ERROR
0.00012181800047983415,tgff_reader,0.6197565390000932,simulated_annealing,tgff_reader,1,9,"{file:auto-indust-mocsyn.tgff,graph_name:TASK_GRAPH_2}",2.806081417000115,exynos,706,10.299911499023438,0.009229929,ERROR
