ue	rb	rxAnt	layer	carrier	Start	FFT	ChanEqlz	IDFT	QamDemod	Decode	ChanEst	ChanInv	est	matrixInv	inv	eqlz	demod
12	75	2	2	4	1	112	12	288	288	12	12	12	29600	1184	2368	170496	255744
12	75	2	3	1	1	28	12	288	288	12	12	12	7200	288	576	41472	62208
12	75	2	3	2	1	56	12	288	288	12	12	12	14500	580	1160	83520	125280
12	75	2	3	3	1	84	12	288	288	12	12	12	22000	880	1760	126720	190080
12	75	2	3	4	1	112	12	288	288	12	12	12	29600	1184	2368	170496	255744
12	75	2	4	1	1	28	12	288	288	12	12	12	7200	288	576	41472	62208
12	75	2	4	2	1	56	12	288	288	12	12	12	14500	580	1160	83520	125280
12	75	2	4	3	1	84	12	288	288	12	12	12	22000	880	1760	126720	190080
12	75	2	4	4	1	112	12	288	288	12	12	12	29600	1184	2368	170496	255744
12	75	3	1	1	1	42	12	144	144	12	12	12	5400	0	72	31104	31104
12	75	3	1	2	1	84	12	144	144	12	12	12	10875	0	145	62640	62640
12	75	3	1	3	1	126	12	144	144	12	12	12	16500	0	220	95040	95040
12	75	3	1	4	1	168	12	144	144	12	12	12	22200	0	296	127872	127872
12	75	3	2	1	1	42	12	288	288	12	12	12	10800	288	792	62208	62208
12	75	3	2	2	1	84	12	288	288	12	12	12	21750	580	1595	125280	125280
12	75	3	2	3	1	126	12	288	288	12	12	12	33000	880	2420	190080	190080
12	75	3	2	4	1	168	12	288	288	12	12	12	44400	1184	3256	255744	255744
12	75	3	3	1	1	42	12	432	432	12	12	12	16200	1080	2160	93312	93312
12	75	3	3	2	1	84	12	432	432	12	12	12	32625	2175	4350	187920	187920
12	75	3	3	3	1	126	12	432	432	12	12	12	49500	3300	6600	285120	285120
12	75	3	3	4	1	168	12	432	432	12	12	12	66600	4440	8880	383616	383616
12	75	3	4	1	1	42	12	432	432	12	12	12	16200	1080	2160	93312	93312
12	75	3	4	2	1	84	12	432	432	12	12	12	32625	2175	4350	187920	187920
12	75	3	4	3	1	126	12	432	432	12	12	12	49500	3300	6600	285120	285120
12	75	3	4	4	1	168	12	432	432	12	12	12	66600	4440	8880	383616	383616
12	75	4	1	1	1	56	12	144	144	12	12	12	7200	0	72	41472	31104
12	75	4	1	2	1	112	12	144	144	12	12	12	14500	0	145	83520	62640
12	75	4	1	3	1	168	12	144	144	12	12	12	22000	0	220	126720	95040
12	75	4	1	4	1	224	12	144	144	12	12	12	29600	0	296	170496	127872
12	75	4	2	1	1	56	12	288	288	12	12	12	14400	288	1008	82944	62208
12	75	4	2	2	1	112	12	288	288	12	12	12	29000	580	2030	167040	125280
12	75	4	2	3	1	168	12	288	288	12	12	12	44000	880	3080	253440	190080
12	75	4	2	4	1	224	12	288	288	12	12	12	59200	1184	4144	340992	255744
12	75	4	3	1	1	56	12	432	432	12	12	12	21600	1080	2808	124416	93312
12	75	4	3	2	1	112	12	432	432	12	12	12	43500	2175	5655	250560	187920
12	75	4	3	3	1	168	12	432	432	12	12	12	66000	3300	8580	380160	285120
12	75	4	3	4	1	224	12	432	432	12	12	12	88800	4440	11544	511488	383616
12	75	4	4	1	1	56	12	576	576	12	12	12	28800	2592	5472	165888	124416
12	75	4	4	2	1	112	12	576	576	12	12	12	58000	5220	11020	334080	250560
12	75	4	4	3	1	168	12	576	576	12	12	12	88000	7920	16720	506880	380160
12	75	4	4	4	1	224	12	576	576	12	12	12	118400	10656	22496	681984	511488
13	100	1	1	1	1	14	13	156	156	13	13	13	2275	0	91	13104	39312
13	100	1	1	2	1	28	13	156	156	13	13	13	4900	0	196	28224	84672
13	100	1	1	3	1	42	13	156	156	13	13	13	7375	0	295	42480	127440
13	100	1	1	4	1	56	13	156	156	13	13	13	9975	0	399	57456	172368
13	100	1	2	1	1	14	13	156	156	13	13	13	2275	0	91	13104	39312
13	100	1	2	2	1	28	13	156	156	13	13	13	4900	0	196	28224	84672
13	100	1	2	3	1	42	13	156	156	13	13	13	7375	0	295	42480	127440
13	100	1	2	4	1	56	13	156	156	13	13	13	9975	0	399	57456	172368
13	100	1	3	1	1	14	13	156	156	13	13	13	2275	0	91	13104	39312
13	100	1	3	2	1	28	13	156	156	13	13	13	4900	0	196	28224	84672
13	100	1	3	3	1	42	13	156	156	13	13	13	7375	0	295	42480	127440
13	100	1	3	4	1	56	13	156	156	13	13	13	9975	0	399	57456	172368
13	100	1	4	1	1	14	13	156	156	13	13	13	2275	0	91	13104	39312
13	100	1	4	2	1	28	13	156	156	13	13	13	4900	0	196	28224	84672
13	100	1	4	3	1	42	13	156	156	13	13	13	7375	0	295	42480	127440
13	100	1	4	4	1	56	13	156	156	13	13	13	9975	0	399	57456	172368
13	100	2	1	1	1	28	13	156	156	13	13	13	4550	0	91	26208	39312
13	100	2	1	2	1	56	13	156	156	13	13	13	9800	0	196	56448	84672
13	100	2	1	3	1	84	13	156	156	13	13	13	14750	0	295	84960	127440
13	100	2	1	4	1	112	13	156	156	13	13	13	19950	0	399	114912	172368
13	100	2	2	1	1	28	13	312	312	13	13	13	9100	364	728	52416	78624
13	100	2	2	2	1	56	13	312	312	13	13	13	19600	784	1568	112896	169344
13	100	2	2	3	1	84	13	312	312	13	13	13	29500	1180	2360	169920	254880
13	100	2	2	4	1	112	13	312	312	13	13	13	39900	1596	3192	229824	344736
13	100	2	3	1	1	28	13	312	312	13	13	13	9100	364	728	52416	78624
13	100	2	3	2	1	56	13	312	312	13	13	13	19600	784	1568	112896	169344
13	100	2	3	3	1	84	13	312	312	13	13	13	29500	1180	2360	169920	254880
13	100	2	3	4	1	112	13	312	312	13	13	13	39900	1596	3192	229824	344736
13	100	2	4	1	1	28	13	312	312	13	13	13	9100	364	728	52416	78624
13	100	2	4	2	1	56	13	312	312	13	13	13	19600	784	1568	112896	169344
13	100	2	4	3	1	84	13	312	312	13	13	13	29500	1180	2360	169920	254880
13	100	2	4	4	1	112	13	312	312	13	13	13	39900	1596	3192	229824	344736
13	100	3	1	1	1	42	13	156	156	13	13	13	6825	0	91	39312	39312
13	100	3	1	2	1	84	13	156	156	13	13	13	14700	0	196	84672	84672
13	100	3	1	3	1	126	13	156	156	13	13	13	22125	0	295	127440	127440
13	100	3	1	4	1	168	13	156	156	13	13	13	29925	0	399	172368	172368
13	100	3	2	1	1	42	13	312	312	13	13	13	13650	364	1001	78624	78624
13	100	3	2	2	1	84	13	312	312	13	13	13	29400	784	2156	169344	169344
13	100	3	2	3	1	126	13	312	312	13	13	13	44250	1180	3245	254880	254880
13	100	3	2	4	1	168	13	312	312	13	13	13	59850	1596	4389	344736	344736
13	100	3	3	1	1	42	13	468	468	13	13	13	20475	1365	2730	117936	117936
13	100	3	3	2	1	84	13	468	468	13	13	13	44100	2940	5880	254016	254016
13	100	3	3	3	1	126	13	468	468	13	13	13	66375	4425	8850	382320	382320
13	100	3	3	4	1	168	13	468	468	13	13	13	89775	5985	11970	517104	517104
13	100	3	4	1	1	42	13	468	468	13	13	13	20475	1365	2730	117936	117936
13	100	3	4	2	1	84	13	468	468	13	13	13	44100	2940	5880	254016	254016
13	100	3	4	3	1	126	13	468	468	13	13	13	66375	4425	8850	382320	382320
13	100	3	4	4	1	168	13	468	468	13	13	13	89775	5985	11970	517104	517104
13	100	4	1	1	1	56	13	156	156	13	13	13	9100	0	91	52416	39312
13	100	4	1	2	1	112	13	156	156	13	13	13	19600	0	196	112896	84672
13	100	4	1	3	1	168	13	156	156	13	13	13	29500	0	295	169920	127440
13	100	4	1	4	1	224	13	156	156	13	13	13	39900	0	399	229824	172368
13	100	4	2	1	1	56	13	312	312	13	13	13	18200	364	1274	104832	78624
13	100	4	2	2	1	112	13	312	312	13	13	13	39200	784	2744	225792	169344
13	100	4	2	3	1	168	13	312	312	13	13	13	59000	1180	4130	339840	254880
13	100	4	2	4	1	224	13	312	312	13	13	13	79800	1596	5586	459648	344736
13	100	4	3	1	1	56	13	468	468	13	13	13	27300	1365	3549	157248	117936
13	100	4	3	2	1	112	13	468	468	13	13	13	58800	2940	7644	338688	254016
13	100	4	3	3	1	168	13	468	468	13	13	13	88500	4425	11505	509760	382320
13	100	4	3	4	1	224	13	468	468	13	13	13	119700	5985	15561	689472	517104
13	100	4	4	1	1	56	13	624	624	13	13	13	36400	3276	6916	209664	157248
13	100	4	4	2	1	112	13	624	624	13	13	13	78400	7056	14896	451584	338688
13	100	4	4	3	1	168	13	624	624	13	13	13	118000	10620	22420	679680	509760
13	100	4	4	4	1	224	13	624	624	13	13	13	159600	14364	30324	919296	689472
14	100	1	1	1	1	14	14	168	168	14	14	14	2450	0	98	14112	42336
14	100	1	1	2	1	28	14	168	168	14	14	14	4975	0	199	28656	85968
14	100	1	1	3	1	42	14	168	168	14	14	14	7350	0	294	42336	127008
14	100	1	1	4	1	56	14	168	168	14	14	14	10000	0	400	57600	172800
14	100	1	2	1	1	14	14	168	168	14	14	14	2450	0	98	14112	42336
14	100	1	2	2	1	28	14	168	168	14	14	14	4975	0	199	28656	85968
14	100	1	2	3	1	42	14	168	168	14	14	14	7350	0	294	42336	127008
14	100	1	2	4	1	56	14	168	168	14	14	14	10000	0	400	57600	172800
14	100	1	3	1	1	14	14	168	168	14	14	14	2450	0	98	14112	42336
14	100	1	3	2	1	28	14	168	168	14	14	14	4975	0	199	28656	85968
14	100	1	3	3	1	42	14	168	168	14	14	14	7350	0	294	42336	127008
14	100	1	3	4	1	56	14	168	168	14	14	14	10000	0	400	57600	172800
14	100	1	4	1	1	14	14	168	168	14	14	14	2450	0	98	14112	42336
14	100	1	4	2	1	28	14	168	168	14	14	14	4975	0	199	28656	85968
14	100	1	4	3	1	42	14	168	168	14	14	14	7350	0	294	42336	127008
14	100	1	4	4	1	56	14	168	168	14	14	14	10000	0	400	57600	172800
14	100	2	1	1	1	28	14	168	168	14	14	14	4900	0	98	28224	42336
14	100	2	1	2	1	56	14	168	168	14	14	14	9950	0	199	57312	85968
14	100	2	1	3	1	84	14	168	168	14	14	14	14700	0	294	84672	127008
14	100	2	1	4	1	112	14	168	168	14	14	14	20000	0	400	115200	172800
14	100	2	2	1	1	28	14	336	336	14	14	14	9800	392	784	56448	84672
14	100	2	2	2	1	56	14	336	336	14	14	14	19900	796	1592	114624	171936
14	100	2	2	3	1	84	14	336	336	14	14	14	29400	1176	2352	169344	254016
14	100	2	2	4	1	112	14	336	336	14	14	14	40000	1600	3200	230400	345600
14	100	2	3	1	1	28	14	336	336	14	14	14	9800	392	784	56448	84672
14	100	2	3	2	1	56	14	336	336	14	14	14	19900	796	1592	114624	171936
14	100	2	3	3	1	84	14	336	336	14	14	14	29400	1176	2352	169344	254016
14	100	2	3	4	1	112	14	336	336	14	14	14	40000	1600	3200	230400	345600
14	100	2	4	1	1	28	14	336	336	14	14	14	9800	392	784	56448	84672
14	100	2	4	2	1	56	14	336	336	14	14	14	19900	796	1592	114624	171936
14	100	2	4	3	1	84	14	336	336	14	14	14	29400	1176	2352	169344	254016
14	100	2	4	4	1	112	14	336	336	14	14	14	40000	1600	3200	230400	345600
14	100	3	1	1	1	42	14	168	168	14	14	14	7350	0	98	42336	42336
14	100	3	1	2	1	84	14	168	168	14	14	14	14925	0	199	85968	85968
14	100	3	1	3	1	126	14	168	168	14	14	14	22050	0	294	127008	127008
14	100	3	1	4	1	168	14	168	168	14	14	14	30000	0	400	172800	172800
14	100	3	2	1	1	42	14	336	336	14	14	14	14700	392	1078	84672	84672
14	100	3	2	2	1	84	14	336	336	14	14	14	29850	796	2189	171936	171936
14	100	3	2	3	1	126	14	336	336	14	14	14	44100	1176	3234	254016	254016
14	100	3	2	4	1	168	14	336	336	14	14	14	60000	1600	4400	345600	345600
14	100	3	3	1	1	42	14	504	504	14	14	14	22050	1470	2940	127008	127008
14	100	3	3	2	1	84	14	504	504	14	14	14	44775	2985	5970	257904	257904
14	100	3	3	3	1	126	14	504	504	14	14	14	66150	4410	8820	381024	381024
14	100	3	3	4	1	168	14	504	504	14	14	14	90000	6000	12000	518400	518400
14	100	3	4	1	1	42	14	504	504	14	14	14	22050	1470	2940	127008	127008
14	100	3	4	2	1	84	14	504	504	14	14	14	44775	2985	5970	257904	257904
14	100	3	4	3	1	126	14	504	504	14	14	14	66150	4410	8820	381024	381024
14	100	3	4	4	1	168	14	504	504	14	14	14	90000	6000	12000	518400	518400
14	100	4	1	1	1	56	14	168	168	14	14	14	9800	0	98	56448	42336
14	100	4	1	2	1	112	14	168	168	14	14	14	19900	0	199	114624	85968
14	100	4	1	3	1	168	14	168	168	14	14	14	29400	0	294	169344	127008
14	100	4	1	4	1	224	14	168	168	14	14	14	40000	0	400	230400	172800
14	100	4	2	1	1	56	14	336	336	14	14	14	19600	392	1372	112896	84672
14	100	4	2	2	1	112	14	336	336	14	14	14	39800	796	2786	229248	171936
14	100	4	2	3	1	168	14	336	336	14	14	14	58800	1176	4116	338688	254016
14	100	4	2	4	1	224	14	336	336	14	14	14	80000	1600	5600	460800	345600
14	100	4	3	1	1	56	14	504	504	14	14	14	29400	1470	3822	169344	127008
14	100	4	3	2	1	112	14	504	504	14	14	14	59700	2985	7761	343872	257904
14	100	4	3	3	1	168	14	504	504	14	14	14	88200	4410	11466	508032	381024
14	100	4	3	4	1	224	14	504	504	14	14	14	120000	6000	15600	691200	518400
14	100	4	4	1	1	56	14	672	672	14	14	14	39200	3528	7448	225792	169344
14	100	4	4	2	1	112	14	672	672	14	14	14	79600	7164	15124	458496	343872
14	100	4	4	3	1	168	14	672	672	14	14	14	117600	10584	22344	677376	508032
14	100	4	4	4	1	224	14	672	672	14	14	14	160000	14400	30400	921600	691200
15	100	1	1	1	1	14	15	180	180	15	15	15	2250	0	90	12960	38880
15	100	1	1	2	1	28	15	180	180	15	15	15	4875	0	195	28080	84240
15	100	1	1	3	1	42	15	180	180	15	15	15	7425	0	297	42768	128304
15	100	1	1	4	1	56	15	180	180	15	15	15	9975	0	399	57456	172368
15	100	1	2	1	1	14	15	180	180	15	15	15	2250	0	90	12960	38880
15	100	1	2	2	1	28	15	180	180	15	15	15	4875	0	195	28080	84240
15	100	1	2	3	1	42	15	180	180	15	15	15	7425	0	297	42768	128304
15	100	1	2	4	1	56	15	180	180	15	15	15	9975	0	399	57456	172368
15	100	1	3	1	1	14	15	180	180	15	15	15	2250	0	90	12960	38880
15	100	1	3	2	1	28	15	180	180	15	15	15	4875	0	195	28080	84240
15	100	1	3	3	1	42	15	180	180	15	15	15	7425	0	297	42768	128304
15	100	1	3	4	1	56	15	180	180	15	15	15	9975	0	399	57456	172368
15	100	1	4	1	1	14	15	180	180	15	15	15	2250	0	90	12960	38880
15	100	1	4	2	1	28	15	180	180	15	15	15	4875	0	195	28080	84240
15	100	1	4	3	1	42	15	180	180	15	15	15	7425	0	297	42768	128304
15	100	1	4	4	1	56	15	180	180	15	15	15	9975	0	399	57456	172368
15	100	2	1	1	1	28	15	180	180	15	15	15	4500	0	90	25920	38880
15	100	2	1	2	1	56	15	180	180	15	15	15	9750	0	195	56160	84240
15	100	2	1	3	1	84	15	180	180	15	15	15	14850	0	297	85536	128304
15	100	2	1	4	1	112	15	180	180	15	15	15	19950	0	399	114912	172368
15	100	2	2	1	1	28	15	360	360	15	15	15	9000	360	720	51840	77760
15	100	2	2	2	1	56	15	360	360	15	15	15	19500	780	1560	112320	168480
15	100	2	2	3	1	84	15	360	360	15	15	15	29700	1188	2376	171072	256608
15	100	2	2	4	1	112	15	360	360	15	15	15	39900	1596	3192	229824	344736
15	100	2	3	1	1	28	15	360	360	15	15	15	9000	360	720	51840	77760
15	100	2	3	2	1	56	15	360	360	15	15	15	19500	780	1560	112320	168480
15	100	2	3	3	1	84	15	360	360	15	15	15	29700	1188	2376	171072	256608
15	100	2	3	4	1	112	15	360	360	15	15	15	39900	1596	3192	229824	344736
15	100	2	4	1	1	28	15	360	360	15	15	15	9000	360	720	51840	77760
15	100	2	4	2	1	56	15	360	360	15	15	15	19500	780	1560	112320	168480
15	100	2	4	3	1	84	15	360	360	15	15	15	29700	1188	2376	171072	256608
15	100	2	4	4	1	112	15	360	360	15	15	15	39900	1596	3192	229824	344736
15	100	3	1	1	1	42	15	180	180	15	15	15	6750	0	90	38880	38880
15	100	3	1	2	1	84	15	180	180	15	15	15	14625	0	195	84240	84240
15	100	3	1	3	1	126	15	180	180	15	15	15	22275	0	297	128304	128304
15	100	3	1	4	1	168	15	180	180	15	15	15	29925	0	399	172368	172368
15	100	3	2	1	1	42	15	360	360	15	15	15	13500	360	990	77760	77760
15	100	3	2	2	1	84	15	360	360	15	15	15	29250	780	2145	168480	168480
15	100	3	2	3	1	126	15	360	360	15	15	15	44550	1188	3267	256608	256608
15	100	3	2	4	1	168	15	360	360	15	15	15	59850	1596	4389	344736	344736
15	100	3	3	1	1	42	15	540	540	15	15	15	20250	1350	2700	116640	116640
15	100	3	3	2	1	84	15	540	540	15	15	15	43875	2925	5850	252720	252720
15	100	3	3	3	1	126	15	540	540	15	15	15	66825	4455	8910	384912	384912
15	100	3	3	4	1	168	15	540	540	15	15	15	89775	5985	11970	517104	517104
15	100	3	4	1	1	42	15	540	540	15	15	15	20250	1350	2700	116640	116640
15	100	3	4	2	1	84	15	540	540	15	15	15	43875	2925	5850	252720	252720
15	100	3	4	3	1	126	15	540	540	15	15	15	66825	4455	8910	384912	384912
15	100	3	4	4	1	168	15	540	540	15	15	15	89775	5985	11970	517104	517104
15	100	4	1	1	1	56	15	180	180	15	15	15	9000	0	90	51840	38880
15	100	4	1	2	1	112	15	180	180	15	15	15	19500	0	195	112320	84240
15	100	4	1	3	1	168	15	180	180	15	15	15	29700	0	297	171072	128304
15	100	4	1	4	1	224	15	180	180	15	15	15	39900	0	399	229824	172368
15	100	4	2	1	1	56	15	360	360	15	15	15	18000	360	1260	103680	77760
15	100	4	2	2	1	112	15	360	360	15	15	15	39000	780	2730	224640	168480
15	100	4	2	3	1	168	15	360	360	15	15	15	59400	1188	4158	342144	256608
15	100	4	2	4	1	224	15	360	360	15	15	15	79800	1596	5586	459648	344736
15	100	4	3	1	1	56	15	540	540	15	15	15	27000	1350	3510	155520	116640
15	100	4	3	2	1	112	15	540	540	15	15	15	58500	2925	7605	336960	252720
15	100	4	3	3	1	168	15	540	540	15	15	15	89100	4455	11583	513216	384912
15	100	4	3	4	1	224	15	540	540	15	15	15	119700	5985	15561	689472	517104
15	100	4	4	1	1	56	15	720	720	15	15	15	36000	3240	6840	207360	155520
15	100	4	4	2	1	112	15	720	720	15	15	15	78000	7020	14820	449280	336960
15	100	4	4	3	1	168	15	720	720	15	15	15	118800	10692	22572	684288	513216
15	100	4	4	4	1	224	15	720	720	15	15	15	159600	14364	30324	919296	689472
16	100	1	1	1	1	14	16	192	192	16	16	16	2400	0	96	13824	41472
16	100	1	1	2	1	28	16	192	192	16	16	16	4900	0	196	28224	84672
16	100	1	1	3	1	42	16	192	192	16	16	16	7450	0	298	42912	128736
16	100	1	1	4	1	56	16	192	192	16	16	16	9900	0	396	57024	171072
16	100	1	2	1	1	14	16	192	192	16	16	16	2400	0	96	13824	41472
16	100	1	2	2	1	28	16	192	192	16	16	16	4900	0	196	28224	84672
16	100	1	2	3	1	42	16	192	192	16	16	16	7450	0	298	42912	128736
16	100	1	2	4	1	56	16	192	192	16	16	16	9900	0	396	57024	171072
16	100	1	3	1	1	14	16	192	192	16	16	16	2400	0	96	13824	41472
16	100	1	3	2	1	28	16	192	192	16	16	16	4900	0	196	28224	84672
16	100	1	3	3	1	42	16	192	192	16	16	16	7450	0	298	42912	128736
16	100	1	3	4	1	56	16	192	192	16	16	16	9900	0	396	57024	171072
16	100	1	4	1	1	14	16	192	192	16	16	16	2400	0	96	13824	41472
16	100	1	4	2	1	28	16	192	192	16	16	16	4900	0	196	28224	84672
16	100	1	4	3	1	42	16	192	192	16	16	16	7450	0	298	42912	128736
16	100	1	4	4	1	56	16	192	192	16	16	16	9900	0	396	57024	171072
16	100	2	1	1	1	28	16	192	192	16	16	16	4800	0	96	27648	41472
16	100	2	1	2	1	56	16	192	192	16	16	16	9800	0	196	56448	84672
16	100	2	1	3	1	84	16	192	192	16	16	16	14900	0	298	85824	128736
16	100	2	1	4	1	112	16	192	192	16	16	16	19800	0	396	114048	171072
16	100	2	2	1	1	28	16	384	384	16	16	16	9600	384	768	55296	82944
16	100	2	2	2	1	56	16	384	384	16	16	16	19600	784	1568	112896	169344
16	100	2	2	3	1	84	16	384	384	16	16	16	29800	1192	2384	171648	257472
16	100	2	2	4	1	112	16	384	384	16	16	16	39600	1584	3168	228096	342144
16	100	2	3	1	1	28	16	384	384	16	16	16	9600	384	768	55296	82944
16	100	2	3	2	1	56	16	384	384	16	16	16	19600	784	1568	112896	169344
16	100	2	3	3	1	84	16	384	384	16	16	16	29800	1192	2384	171648	257472
16	100	2	3	4	1	112	16	384	384	16	16	16	39600	1584	3168	228096	342144
16	100	2	4	1	1	28	16	384	384	16	16	16	9600	384	768	55296	82944
16	100	2	4	2	1	56	16	384	384	16	16	16	19600	784	1568	112896	169344
16	100	2	4	3	1	84	16	384	384	16	16	16	29800	1192	2384	171648	257472
16	100	2	4	4	1	112	16	384	384	16	16	16	39600	1584	3168	228096	342144
16	100	3	1	1	1	42	16	192	192	16	16	16	7200	0	96	41472	41472
16	100	3	1	2	1	84	16	192	192	16	16	16	14700	0	196	84672	84672
16	100	3	1	3	1	126	16	192	192	16	16	16	22350	0	298	128736	128736
16	100	3	1	4	1	168	16	192	192	16	16	16	29700	0	396	171072	171072
16	100	3	2	1	1	42	16	384	384	16	16	16	14400	384	1056	82944	82944
16	100	3	2	2	1	84	16	384	384	16	16	16	29400	784	2156	169344	169344
16	100	3	2	3	1	126	16	384	384	16	16	16	44700	1192	3278	257472	257472
16	100	3	2	4	1	168	16	384	384	16	16	16	59400	1584	4356	342144	342144
16	100	3	3	1	1	42	16	576	576	16	16	16	21600	1440	2880	124416	124416
16	100	3	3	2	1	84	16	576	576	16	16	16	44100	2940	5880	254016	254016
16	100	3	3	3	1	126	16	576	576	16	16	16	67050	4470	8940	386208	386208
16	100	3	3	4	1	168	16	576	576	16	16	16	89100	5940	11880	513216	513216
16	100	3	4	1	1	42	16	576	576	16	16	16	21600	1440	2880	124416	124416
16	100	3	4	2	1	84	16	576	576	16	16	16	44100	2940	5880	254016	254016
16	100	3	4	3	1	126	16	576	576	16	16	16	67050	4470	8940	386208	386208
16	100	3	4	4	1	168	16	576	576	16	16	16	89100	5940	11880	513216	513216
16	100	4	1	1	1	56	16	192	192	16	16	16	9600	0	96	55296	41472
16	100	4	1	2	1	112	16	192	192	16	16	16	19600	0	196	112896	84672
16	100	4	1	3	1	168	16	192	192	16	16	16	29800	0	298	171648	128736
16	100	4	1	4	1	224	16	192	192	16	16	16	39600	0	396	228096	171072
16	100	4	2	1	1	56	16	384	384	16	16	16	19200	384	1344	110592	82944
16	100	4	2	2	1	112	16	384	384	16	16	16	39200	784	2744	225792	169344
16	100	4	2	3	1	168	16	384	384	16	16	16	59600	1192	4172	343296	257472
16	100	4	2	4	1	224	16	384	384	16	16	16	79200	1584	5544	456192	342144
16	100	4	3	1	1	56	16	576	576	16	16	16	28800	1440	3744	165888	124416
16	100	4	3	2	1	112	16	576	576	16	16	16	58800	2940	7644	338688	254016
16	100	4	3	3	1	168	16	576	576	16	16	16	89400	4470	11622	514944	386208
16	100	4	3	4	1	224	16	576	576	16	16	16	118800	5940	15444	684288	513216
16	100	4	4	1	1	56	16	768	768	16	16	16	38400	3456	7296	221184	165888
16	100	4	4	2	1	112	16	768	768	16	16	16	78400	7056	14896	451584	338688
16	100	4	4	3	1	168	16	768	768	16	16	16	119200	10728	22648	686592	514944
16	100	4	4	4	1	224	16	768	768	16	16	16	158400	14256	30096	912384	684288
1	100	1	1	1	1	14	1	12	12	1	1	1	2500	0	100	14400	43200
1	100	1	1	2	1	28	2	24	24	2	2	2	5000	0	200	28800	86400
1	100	1	1	3	1	42	3	36	36	3	3	3	7500	0	300	43200	129600
1	100	1	1	4	1	56	4	48	48	4	4	4	10000	0	400	57600	172800
1	100	1	2	1	1	14	1	12	12	1	1	1	2500	0	100	14400	43200
1	100	1	2	2	1	28	2	24	24	2	2	2	5000	0	200	28800	86400
1	100	1	2	3	1	42	3	36	36	3	3	3	7500	0	300	43200	129600
1	100	1	2	4	1	56	4	48	48	4	4	4	10000	0	400	57600	172800
1	100	1	3	1	1	14	1	12	12	1	1	1	2500	0	100	14400	43200
1	100	1	3	2	1	28	2	24	24	2	2	2	5000	0	200	28800	86400
1	100	1	3	3	1	42	3	36	36	3	3	3	7500	0	300	43200	129600
1	100	1	3	4	1	56	4	48	48	4	4	4	10000	0	400	57600	172800
1	100	1	4	1	1	14	1	12	12	1	1	1	2500	0	100	14400	43200
1	100	1	4	2	1	28	2	24	24	2	2	2	5000	0	200	28800	86400
1	100	1	4	3	1	42	3	36	36	3	3	3	7500	0	300	43200	129600
1	100	1	4	4	1	56	4	48	48	4	4	4	10000	0	400	57600	172800
1	100	2	1	1	1	28	1	12	12	1	1	1	5000	0	100	28800	43200
1	100	2	1	2	1	56	2	24	24	2	2	2	10000	0	200	57600	86400
1	100	2	1	3	1	84	3	36	36	3	3	3	15000	0	300	86400	129600
1	100	2	1	4	1	112	4	48	48	4	4	4	20000	0	400	115200	172800
1	100	2	2	1	1	28	1	24	24	1	1	1	10000	400	800	57600	86400
1	100	2	2	2	1	56	2	48	48	2	2	2	20000	800	1600	115200	172800
1	100	2	2	3	1	84	3	72	72	3	3	3	30000	1200	2400	172800	259200
1	100	2	2	4	1	112	4	96	96	4	4	4	40000	1600	3200	230400	345600
1	100	2	3	1	1	28	1	24	24	1	1	1	10000	400	800	57600	86400
1	100	2	3	2	1	56	2	48	48	2	2	2	20000	800	1600	115200	172800
1	100	2	3	3	1	84	3	72	72	3	3	3	30000	1200	2400	172800	259200
1	100	2	3	4	1	112	4	96	96	4	4	4	40000	1600	3200	230400	345600
1	100	2	4	1	1	28	1	24	24	1	1	1	10000	400	800	57600	86400
1	100	2	4	2	1	56	2	48	48	2	2	2	20000	800	1600	115200	172800
1	100	2	4	3	1	84	3	72	72	3	3	3	30000	1200	2400	172800	259200
1	100	2	4	4	1	112	4	96	96	4	4	4	40000	1600	3200	230400	345600
1	100	3	1	1	1	42	1	12	12	1	1	1	7500	0	100	43200	43200
1	100	3	1	2	1	84	2	24	24	2	2	2	15000	0	200	86400	86400
1	100	3	1	3	1	126	3	36	36	3	3	3	22500	0	300	129600	129600
1	100	3	1	4	1	168	4	48	48	4	4	4	30000	0	400	172800	172800
1	100	3	2	1	1	42	1	24	24	1	1	1	15000	400	1100	86400	86400
1	100	3	2	2	1	84	2	48	48	2	2	2	30000	800	2200	172800	172800
1	100	3	2	3	1	126	3	72	72	3	3	3	45000	1200	3300	259200	259200
1	100	3	2	4	1	168	4	96	96	4	4	4	60000	1600	4400	345600	345600
1	100	3	3	1	1	42	1	36	36	1	1	1	22500	1500	3000	129600	129600
1	100	3	3	2	1	84	2	72	72	2	2	2	45000	3000	6000	259200	259200
1	100	3	3	3	1	126	3	108	108	3	3	3	67500	4500	9000	388800	388800
1	100	3	3	4	1	168	4	144	144	4	4	4	90000	6000	12000	518400	518400
1	100	3	4	1	1	42	1	36	36	1	1	1	22500	1500	3000	129600	129600
1	100	3	4	2	1	84	2	72	72	2	2	2	45000	3000	6000	259200	259200
1	100	3	4	3	1	126	3	108	108	3	3	3	67500	4500	9000	388800	388800
1	100	3	4	4	1	168	4	144	144	4	4	4	90000	6000	12000	518400	518400
1	100	4	1	1	1	56	1	12	12	1	1	1	10000	0	100	57600	43200
1	100	4	1	2	1	112	2	24	24	2	2	2	20000	0	200	115200	86400
1	100	4	1	3	1	168	3	36	36	3	3	3	30000	0	300	172800	129600
