mappings_evaluated,kpn,tgff.file,representation,tgff.directory,kpn.name,trace,time_representation,mapper.record_statistics,time_simulating,representation_init_time,processes_in_task,mapper.random_seed,platform,mappings_cached,mapper,best_mapping_time,log_level
,tgff_reader,office-automation-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_2,tgff_reader,,True,,,,6,designer_odroid,,tabu_search,,ERROR
49,tgff_reader,telecom-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_1,tgff_reader,0.5929165459892829,True,0.08919840400631074,0.18893592059612274,6,2,mppa_coolidge,344,tabu_search,1600.842383833,ERROR
,tgff_reader,consumer-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_5,tgff_reader,,True,,,,9,multi_cluster,,genetic,,ERROR
,tgff_reader,networking-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_6,tgff_reader,,True,,,,4,multi_cluster,,tabu_search,,ERROR
120,tgff_reader,office-automation-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_0,tgff_reader,0.05743009398429422,True,0.12240838900470408,0.006103426218032837,5,10,designer_odroid,143,genetic,0.002251,ERROR
,tgff_reader,office-automation-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_2,tgff_reader,,True,,,,9,mppa_coolidge,,simulated_annealing,,ERROR
,tgff_reader,consumer-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_8,tgff_reader,,True,,,,6,mppa_coolidge,,random_walk,,ERROR
300,tgff_reader,telecom-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_7,tgff_reader,0.07170289799978491,True,0.3084071490000004,0.18693541549146175,2,4,haec,0,random_walk,0.169327783,ERROR
194,tgff_reader,networking-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_1,tgff_reader,0.21140575500612613,True,0.2389231339802791,8.483603596687317e-05,4,3,haec,66,genetic,0.272949999,ERROR
,tgff_reader,office-automation-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_8,tgff_reader,,True,,,,5,designer_odroid,,simulated_annealing,,ERROR
,tgff_reader,networking-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_4,tgff_reader,,True,,,,2,haec,,tabu_search,,ERROR
,tgff_reader,office-automation-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_4,tgff_reader,,True,,,,8,designer_odroid,,tabu_search,,ERROR
6,tgff_reader,telecom-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_8,tgff_reader,0.029126009005267406,True,0.002259246994071873,0.005195006728172302,2,6,designer_odroid,257,genetic,0.0012505,ERROR
,tgff_reader,office-automation-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_3,tgff_reader,,True,,,,9,designer_odroid,,simulated_annealing,,ERROR
,tgff_reader,office-automation-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_8,tgff_reader,,True,,,,4,multi_cluster,,simulated_annealing,,ERROR
,tgff_reader,consumer-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_5,tgff_reader,,True,,,,2,haec,,genetic,,ERROR
300,tgff_reader,networking-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_3,tgff_reader,0.19832942500033823,True,0.5090403359999996,0.0001178644597530365,4,3,mppa_coolidge,0,random_walk,7401.35814,ERROR
191,tgff_reader,telecom-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_1,tgff_reader,0.07842571399305598,True,0.23638953198314994,0.005099896341562271,6,5,designer_odroid,166,tabu_search,0.003376,ERROR
,tgff_reader,auto-indust-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_4,tgff_reader,,True,,,,4,designer_odroid,,tabu_search,,ERROR
,tgff_reader,networking-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_5,tgff_reader,,True,,,,7,designer_odroid,,genetic,,ERROR
,tgff_reader,office-automation-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_6,tgff_reader,,True,,,,10,designer_odroid,,genetic,,ERROR
,tgff_reader,consumer-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_2,tgff_reader,,True,,,,4,mppa_coolidge,,tabu_search,,ERROR
210,tgff_reader,office-automation-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_0,tgff_reader,0.24829836105709546,True,0.31641247804873274,0.18934524431824684,5,9,haec,46,genetic,0.470377782,ERROR
,tgff_reader,auto-indust-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_6,tgff_reader,,True,,,,7,designer_odroid,,random_walk,,ERROR
305,tgff_reader,office-automation-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_0,tgff_reader,0.35143469701506547,True,0.466294288962672,9.644404053688049e-05,5,5,haec,31,simulated_annealing,1.227599999,ERROR
300,tgff_reader,networking-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_2,tgff_reader,0.3227891990009084,True,0.5165857419999997,0.18912536092102528,4,9,mppa_coolidge,0,random_walk,7405.534717166,ERROR
478,tgff_reader,auto-indust-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_1,tgff_reader,0.38054559400188737,True,0.5966981439978554,0.00048210471868515015,4,1,haec,92,simulated_annealing,0.209827799,ERROR
,tgff_reader,networking-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_4,tgff_reader,,True,,,,7,mppa_coolidge,,tabu_search,,ERROR
,tgff_reader,networking-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_5,tgff_reader,,True,,,,7,haec,,genetic,,ERROR
,tgff_reader,office-automation-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_3,tgff_reader,,True,,,,7,multi_cluster,,tabu_search,,ERROR
,tgff_reader,networking-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_7,tgff_reader,,True,,,,5,designer_odroid,,genetic,,ERROR
338,tgff_reader,auto-indust-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_0,tgff_reader,0.3403261030016438,True,0.6172659380081313,9.759142994880676e-05,6,9,mppa_coolidge,4,tabu_search,2000.003118,ERROR
,tgff_reader,auto-indust-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_4,tgff_reader,,True,,,,3,designer_odroid,,simulated_annealing,,ERROR
,tgff_reader,auto-indust-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_4,tgff_reader,,True,,,,2,haec,,random_walk,,ERROR
,tgff_reader,auto-indust-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_5,tgff_reader,,True,,,,4,designer_odroid,,simulated_annealing,,ERROR
,tgff_reader,office-automation-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_1,tgff_reader,,True,,,,3,multi_cluster,,genetic,,ERROR
300,tgff_reader,auto-indust-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_1,tgff_reader,0.18899281000085466,True,3.0818575160000017,0.0004914253950119019,4,1,haec,0,random_walk,0.240383399,ERROR
,tgff_reader,office-automation-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_7,tgff_reader,,True,,,,10,haec,,simulated_annealing,,ERROR
402,tgff_reader,telecom-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_2,tgff_reader,0.07414002399309538,True,0.512416353001754,4.9307942390441895e-05,6,3,designer_odroid,11,tabu_search,0.003376,ERROR
7,tgff_reader,telecom-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_6,tgff_reader,0.03126706602415652,True,0.005317279003065778,0.18471275083720684,2,2,haec,120,simulated_annealing,0.849883333,ERROR
,tgff_reader,networking-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_6,tgff_reader,,True,,,,8,multi_cluster,,random_walk,,ERROR
,tgff_reader,auto-indust-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_6,tgff_reader,,True,,,,6,mppa_coolidge,,random_walk,,ERROR
224,tgff_reader,auto-indust-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_2,tgff_reader,0.509040189006555,True,0.5524045879938058,0.18821833841502666,9,2,haec,49,genetic,0.695033348,ERROR
9,tgff_reader,networking-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_3,tgff_reader,0.005408120014180895,True,0.0071810740082582925,0.005315102636814117,4,3,designer_odroid,22,simulated_annealing,4.528259694,ERROR
,tgff_reader,consumer-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_6,tgff_reader,,True,,,,10,haec,,tabu_search,,ERROR
,tgff_reader,auto-indust-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_4,tgff_reader,,True,,,,6,multi_cluster,,genetic,,ERROR
,tgff_reader,consumer-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_6,tgff_reader,,True,,,,6,haec,,simulated_annealing,,ERROR
,tgff_reader,consumer-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_6,tgff_reader,,True,,,,10,multi_cluster,,simulated_annealing,,ERROR
139,tgff_reader,telecom-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_6,tgff_reader,0.07409012400603388,True,0.12917984402520233,9.649991989135742e-05,2,7,mppa_coolidge,132,genetic,3.334333833,ERROR
185,tgff_reader,telecom-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_2,tgff_reader,0.3489184270001715,True,0.3483947050081042,0.0001047234982252121,6,6,mppa_coolidge,75,genetic,807.539705499,ERROR
178,tgff_reader,consumer-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_0,tgff_reader,0.07040054900426185,True,0.26680571200449776,5.018152296543121e-05,7,3,designer_odroid,88,genetic,0.004001,ERROR
300,tgff_reader,auto-indust-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_1,tgff_reader,0.04033223400074348,True,0.2825054300000003,0.005293147638440132,4,9,designer_odroid,0,random_walk,0.006241202,ERROR
,tgff_reader,consumer-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_2,tgff_reader,,True,,,,9,designer_odroid,,simulated_annealing,,ERROR
,tgff_reader,office-automation-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_3,tgff_reader,,True,,,,5,haec,,genetic,,ERROR
123,tgff_reader,telecom-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_4,tgff_reader,0.16764230301123462,True,0.12172597899188986,0.18934903293848038,3,5,haec,237,tabu_search,0.138266683,ERROR
300,tgff_reader,telecom-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_1,tgff_reader,0.04832429100133595,True,0.450804546,6.685778498649597e-05,6,4,designer_odroid,0,random_walk,0.005012066,ERROR
16,tgff_reader,telecom-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_4,tgff_reader,0.3026027599989902,True,0.017261045995837776,0.1912742555141449,3,1,mppa_coolidge,338,tabu_search,403.334883833,ERROR
300,tgff_reader,telecom-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_4,tgff_reader,0.12899802800166071,True,0.3596298530000001,0.001182451844215393,3,1,haec,0,random_walk,0.2882667,ERROR
,tgff_reader,consumer-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_8,tgff_reader,,True,,,,5,designer_odroid,,random_walk,,ERROR
,tgff_reader,networking-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_6,tgff_reader,,True,,,,6,designer_odroid,,simulated_annealing,,ERROR
300,tgff_reader,networking-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_3,tgff_reader,0.1811904800015327,True,0.44655238100000016,0.1865544505417347,4,2,haec,0,random_walk,48.358237651,ERROR
,tgff_reader,office-automation-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_6,tgff_reader,,True,,,,2,haec,,tabu_search,,ERROR
,tgff_reader,networking-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_7,tgff_reader,,True,,,,1,designer_odroid,,random_walk,,ERROR
51,tgff_reader,networking-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_2,tgff_reader,0.31460807199255214,True,0.06704191100288881,0.1897563859820366,4,10,mppa_coolidge,211,genetic,406.668789166,ERROR
189,tgff_reader,telecom-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_4,tgff_reader,0.13395300798947574,True,0.20841105501312995,0.00011128559708595276,3,3,mppa_coolidge,71,genetic,6.668266666,ERROR
300,tgff_reader,auto-indust-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_1,tgff_reader,0.1791990679994342,True,0.4232563890000002,0.18658489175140858,4,10,haec,0,random_walk,0.290383399,ERROR
151,tgff_reader,auto-indust-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_3,tgff_reader,0.03180047201385605,True,0.15071768501184124,4.595331847667694e-05,5,7,multi_cluster,113,genetic,80.002501,ERROR
12,tgff_reader,networking-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_2,tgff_reader,0.0016155640041688457,True,0.009261010993213858,0.0004014652222394943,4,8,multi_cluster,1,simulated_annealing,60.0281,ERROR
300,tgff_reader,auto-indust-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_3,tgff_reader,0.26292008100017483,True,0.5608215869999997,0.00010639801621437073,5,8,mppa_coolidge,0,random_walk,418.337921333,ERROR
,tgff_reader,office-automation-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_4,tgff_reader,,True,,,,2,multi_cluster,,tabu_search,,ERROR
328,tgff_reader,consumer-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_0,tgff_reader,0.10464390199558693,True,0.4963867219794338,0.0048455726355314255,7,8,designer_odroid,68,tabu_search,0.003751,ERROR
303,tgff_reader,office-automation-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_0,tgff_reader,0.3360140770128055,True,0.45842596198781393,9.170174598693848e-05,5,6,haec,20,tabu_search,1.538711115,ERROR
,tgff_reader,networking-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_4,tgff_reader,,True,,,,4,multi_cluster,,genetic,,ERROR
,tgff_reader,office-automation-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_5,tgff_reader,,True,,,,3,multi_cluster,,tabu_search,,ERROR
,tgff_reader,consumer-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_2,tgff_reader,,True,,,,1,mppa_coolidge,,tabu_search,,ERROR
,tgff_reader,consumer-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_5,tgff_reader,,True,,,,8,designer_odroid,,tabu_search,,ERROR
36,tgff_reader,auto-indust-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_1,tgff_reader,0.0284446719870175,True,0.0279245549972984,0.00039971619844436646,4,7,multi_cluster,235,genetic,60.002001,ERROR
,tgff_reader,office-automation-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_2,tgff_reader,,True,,,,7,multi_cluster,,genetic,,ERROR
,tgff_reader,networking-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_5,tgff_reader,,True,,,,2,multi_cluster,,genetic,,ERROR
,tgff_reader,networking-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_4,tgff_reader,,True,,,,2,designer_odroid,,genetic,,ERROR
,tgff_reader,networking-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_8,tgff_reader,,True,,,,10,multi_cluster,,simulated_annealing,,ERROR
7,tgff_reader,networking-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_0,tgff_reader,0.07634583899198333,True,0.004723415990156354,0.18470039032399654,1,10,haec,1576,tabu_search,0.0065,ERROR
7,tgff_reader,telecom-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_6,tgff_reader,0.0011756609928852413,True,0.0026709029989433475,6.662122905254364e-05,2,10,designer_odroid,8,simulated_annealing,0.024,ERROR
23,tgff_reader,networking-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_3,tgff_reader,0.3716764770069858,True,0.0324406580075447,0.18950562924146652,4,7,mppa_coolidge,322,tabu_search,406.688746666,ERROR
,tgff_reader,auto-indust-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_7,tgff_reader,,True,,,,5,designer_odroid,,tabu_search,,ERROR
,tgff_reader,consumer-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_7,tgff_reader,,True,,,,9,designer_odroid,,random_walk,,ERROR
385,tgff_reader,telecom-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_2,tgff_reader,0.4906469849665882,True,0.6448687259762664,0.0006749872118234634,6,1,haec,13,simulated_annealing,1.441216166,ERROR
55,tgff_reader,auto-indust-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_0,tgff_reader,0.4427250469975661,True,0.09984433799718317,0.19503155536949635,6,1,mppa_coolidge,212,genetic,810.003228499,ERROR
,tgff_reader,auto-indust-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_4,tgff_reader,,True,,,,4,mppa_coolidge,,random_walk,,ERROR
,tgff_reader,auto-indust-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_6,tgff_reader,,True,,,,10,designer_odroid,,random_walk,,ERROR
,tgff_reader,office-automation-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_8,tgff_reader,,True,,,,6,haec,,tabu_search,,ERROR
516,tgff_reader,auto-indust-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_3,tgff_reader,8.295969152964972,True,0.8045177430039985,0.1904171071946621,5,9,mppa_coolidge,8076,simulated_annealing,13.337533832,ERROR
51,tgff_reader,networking-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_3,tgff_reader,0.04822777999652317,True,0.03968513500149129,0.005015658214688301,4,8,designer_odroid,276,tabu_search,0.0555,ERROR
78,tgff_reader,networking-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_1,tgff_reader,4.266544565945878,True,0.10522095400119724,0.19363128021359444,4,6,mppa_coolidge,5469,simulated_annealing,406.668768666,ERROR
,tgff_reader,auto-indust-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_5,tgff_reader,,True,,,,2,multi_cluster,,genetic,,ERROR
,tgff_reader,auto-indust-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_5,tgff_reader,,True,,,,4,designer_odroid,,genetic,,ERROR
529,tgff_reader,auto-indust-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_2,tgff_reader,0.1602449770016392,True,1.006096502978835,0.0049534328281879425,9,1,designer_odroid,24,tabu_search,0.006076494,ERROR
,tgff_reader,office-automation-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_4,tgff_reader,,True,,,,5,mppa_coolidge,,simulated_annealing,,ERROR
40,tgff_reader,networking-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_3,tgff_reader,0.32722308300253644,True,0.05408367199379427,0.1914926152676344,4,9,mppa_coolidge,231,genetic,10.038099999,ERROR
,tgff_reader,consumer-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_2,tgff_reader,,True,,,,9,haec,,simulated_annealing,,ERROR
,tgff_reader,consumer-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_5,tgff_reader,,True,,,,10,designer_odroid,,simulated_annealing,,ERROR
4,tgff_reader,networking-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_0,tgff_reader,0.00754058699021698,True,0.0006876499974168837,5.744770169258118e-05,1,6,multi_cluster,267,genetic,0.0005065,ERROR
,tgff_reader,office-automation-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_3,tgff_reader,,True,,,,7,designer_odroid,,genetic,,ERROR
,tgff_reader,office-automation-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_1,tgff_reader,,True,,,,4,designer_odroid,,simulated_annealing,,ERROR
,tgff_reader,office-automation-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_2,tgff_reader,,True,,,,7,designer_odroid,,random_walk,,ERROR
30,tgff_reader,networking-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_0,tgff_reader,0.011731641987353214,True,0.021502994000911713,9.922310709953308e-05,1,7,mppa_coolidge,231,genetic,0.0005065,ERROR
,tgff_reader,office-automation-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_5,tgff_reader,,True,,,,6,multi_cluster,,tabu_search,,ERROR
,tgff_reader,office-automation-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_2,tgff_reader,,True,,,,9,haec,,tabu_search,,ERROR
,tgff_reader,consumer-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_8,tgff_reader,,True,,,,5,multi_cluster,,simulated_annealing,,ERROR
173,tgff_reader,telecom-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_2,tgff_reader,0.04873081402183743,True,0.21740248100468307,0.0004047378897666931,6,7,multi_cluster,158,tabu_search,90.039755,ERROR
5603,tgff_reader,auto-indust-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_1,tgff_reader,5.845146161003868,True,8.514918777974344,0.00010165013372898102,4,10,mppa_coolidge,1335,simulated_annealing,10.002050499,ERROR
,tgff_reader,consumer-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_7,tgff_reader,,True,,,,5,haec,,simulated_annealing,,ERROR
56,tgff_reader,consumer-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_0,tgff_reader,0.5751852549874457,True,0.12017137300063041,0.18868639133870602,7,8,mppa_coolidge,203,genetic,705.00105,ERROR
,tgff_reader,networking-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_4,tgff_reader,,True,,,,8,haec,,random_walk,,ERROR
44,tgff_reader,networking-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_3,tgff_reader,0.06495480796365882,True,0.034242447996803094,0.0051149968057870865,4,1,designer_odroid,317,simulated_annealing,0.0555,ERROR
,tgff_reader,office-automation-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_7,tgff_reader,,True,,,,7,designer_odroid,,genetic,,ERROR
,tgff_reader,office-automation-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_7,tgff_reader,,True,,,,2,designer_odroid,,genetic,,ERROR
1134,tgff_reader,auto-indust-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_3,tgff_reader,1.1412555009828793,True,1.624352656011979,0.18797030486166477,5,1,haec,136,simulated_annealing,0.190748666,ERROR
,tgff_reader,office-automation-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_2,tgff_reader,,True,,,,8,multi_cluster,,genetic,,ERROR
300,tgff_reader,networking-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_0,tgff_reader,0.013118359001964564,True,0.23079959900000022,0.18977812863886356,1,1,haec,0,random_walk,0.0065,ERROR
,tgff_reader,auto-indust-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_4,tgff_reader,,True,,,,6,haec,,genetic,,ERROR
300,tgff_reader,networking-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_2,tgff_reader,0.029163737999624573,True,0.2846326680000001,6.737932562828064e-05,4,9,designer_odroid,0,random_walk,6.747538034,ERROR
223,tgff_reader,consumer-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_0,tgff_reader,0.4257388310015813,True,0.44259185799819534,8.594430983066559e-05,7,4,haec,36,genetic,3.617599998,ERROR
,tgff_reader,networking-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_4,tgff_reader,,True,,,,2,haec,,simulated_annealing,,ERROR
300,tgff_reader,telecom-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_0,tgff_reader,0.029477390999090858,True,0.326174985,0.00048018433153629303,4,10,multi_cluster,0,random_walk,5020.002001,ERROR
,tgff_reader,networking-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_5,tgff_reader,,True,,,,3,multi_cluster,,simulated_annealing,,ERROR
300,tgff_reader,consumer-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_0,tgff_reader,0.06006618999890634,True,0.5519880230000005,0.00017973408102989197,7,1,designer_odroid,0,random_walk,2.684778819,ERROR
,tgff_reader,auto-indust-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_8,tgff_reader,,True,,,,9,multi_cluster,,tabu_search,,ERROR
,tgff_reader,consumer-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_5,tgff_reader,,True,,,,7,designer_odroid,,simulated_annealing,,ERROR
16,tgff_reader,telecom-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_8,tgff_reader,0.015187672008323716,True,0.005625531994155608,5.305744707584381e-05,2,5,multi_cluster,256,genetic,20.0010005,ERROR
,tgff_reader,consumer-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_6,tgff_reader,,True,,,,8,mppa_coolidge,,tabu_search,,ERROR
,tgff_reader,consumer-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_3,tgff_reader,,True,,,,8,mppa_coolidge,,random_walk,,ERROR
3,tgff_reader,telecom-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_7,tgff_reader,0.016703244986274512,True,0.0010681769999791868,0.00040552206337451935,2,5,multi_cluster,269,genetic,20.0010005,ERROR
