mappings_evaluated,kpn,tgff.file,representation,tgff.directory,kpn.name,trace,time_representation,mapper.record_statistics,time_simulating,representation_init_time,processes_in_task,mapper.random_seed,platform,mappings_cached,mapper,best_mapping_time,log_level
,tgff_reader,office-automation-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_8,tgff_reader,,True,,,,9,designer_odroid,,simulated_annealing,,ERROR
,tgff_reader,auto-indust-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_6,tgff_reader,,True,,,,1,multi_cluster,,simulated_annealing,,ERROR
,tgff_reader,networking-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_4,tgff_reader,,True,,,,1,haec,,genetic,,ERROR
,tgff_reader,consumer-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_2,tgff_reader,,True,,,,3,haec,,genetic,,ERROR
,tgff_reader,consumer-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_4,tgff_reader,,True,,,,2,multi_cluster,,tabu_search,,ERROR
196,tgff_reader,networking-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_2,tgff_reader,0.20968068599904655,True,0.2696168340080476,0.0001014266163110733,4,7,mppa_coolidge,81,genetic,10.018092999,ERROR
,tgff_reader,consumer-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_6,tgff_reader,,True,,,,6,designer_odroid,,tabu_search,,ERROR
200,tgff_reader,networking-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_3,tgff_reader,0.188869312962197,True,0.2467916640052863,9.02712345123291e-05,4,4,haec,64,genetic,0.288099999,ERROR
300,tgff_reader,networking-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_1,tgff_reader,0.20115962499949092,True,0.5256850190000003,0.00011224113404750824,4,6,mppa_coolidge,0,random_walk,3910.276233834,ERROR
,tgff_reader,networking-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_5,tgff_reader,,True,,,,1,mppa_coolidge,,tabu_search,,ERROR
22,tgff_reader,telecom-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_0,tgff_reader,0.4057048289978411,True,0.030930755998269888,0.18880372680723667,4,10,mppa_coolidge,309,tabu_search,1003.334988833,ERROR
,tgff_reader,auto-indust-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_6,tgff_reader,,True,,,,10,haec,,genetic,,ERROR
,tgff_reader,office-automation-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_6,tgff_reader,,True,,,,4,multi_cluster,,tabu_search,,ERROR
200,tgff_reader,networking-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_1,tgff_reader,0.17332787895793444,True,0.2481834109821648,8.684024214744568e-05,4,8,haec,53,simulated_annealing,0.272949999,ERROR
,tgff_reader,office-automation-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_3,tgff_reader,,True,,,,6,multi_cluster,,random_walk,,ERROR
,tgff_reader,office-automation-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_3,tgff_reader,,True,,,,8,mppa_coolidge,,random_walk,,ERROR
64,tgff_reader,networking-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_2,tgff_reader,0.055710226009978214,True,0.05018906199984485,0.005026208236813545,4,6,designer_odroid,320,tabu_search,0.041214285,ERROR
151,tgff_reader,auto-indust-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_3,tgff_reader,0.02568837699072901,True,0.15231496200431138,5.129911005496979e-05,5,6,designer_odroid,11,simulated_annealing,0.003501,ERROR
,tgff_reader,auto-indust-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_6,tgff_reader,,True,,,,10,multi_cluster,,random_walk,,ERROR
,tgff_reader,networking-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_6,tgff_reader,,True,,,,4,designer_odroid,,genetic,,ERROR
,tgff_reader,networking-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_5,tgff_reader,,True,,,,4,designer_odroid,,random_walk,,ERROR
,tgff_reader,auto-indust-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_7,tgff_reader,,True,,,,2,multi_cluster,,random_walk,,ERROR
24,tgff_reader,telecom-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_5,tgff_reader,0.05308873597095953,True,0.008338349995028693,5.7309865951538086e-05,2,5,multi_cluster,992,tabu_search,20.0010005,ERROR
308,tgff_reader,office-automation-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_0,tgff_reader,0.05666305600243504,True,0.3164269079970836,5.161017179489136e-05,5,5,designer_odroid,52,tabu_search,0.002251,ERROR
5,tgff_reader,telecom-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_6,tgff_reader,0.21399326997925527,True,0.004547822005406488,0.18876289203763008,2,2,mppa_coolidge,258,genetic,3.334383333,ERROR
300,tgff_reader,auto-indust-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_1,tgff_reader,0.024357463998967432,True,0.28706974499999993,0.0004641115665435791,4,4,multi_cluster,0,random_walk,4020.00705,ERROR
6,tgff_reader,telecom-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_7,tgff_reader,0.0302540149896231,True,0.0022693080027238466,0.005133418366312981,2,5,designer_odroid,272,genetic,0.0012505,ERROR
13,tgff_reader,telecom-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_6,tgff_reader,0.001399969001795398,True,0.004640323997591622,4.96935099363327e-05,2,9,designer_odroid,5,simulated_annealing,0.0012505,ERROR
,tgff_reader,networking-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_8,tgff_reader,,True,,,,7,designer_odroid,,genetic,,ERROR
,tgff_reader,consumer-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_5,tgff_reader,,True,,,,5,mppa_coolidge,,genetic,,ERROR
,tgff_reader,consumer-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_3,tgff_reader,,True,,,,4,designer_odroid,,random_walk,,ERROR
,tgff_reader,office-automation-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_5,tgff_reader,,True,,,,5,multi_cluster,,random_walk,,ERROR
97,tgff_reader,consumer-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_1,tgff_reader,0.053318243013563915,True,0.09693487299409753,0.0049379486590623856,5,7,designer_odroid,172,genetic,0.0035015,ERROR
,tgff_reader,networking-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_5,tgff_reader,,True,,,,4,mppa_coolidge,,genetic,,ERROR
300,tgff_reader,office-automation-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_0,tgff_reader,0.034233064001455205,True,0.377569679,0.00047736428678035736,5,10,multi_cluster,0,random_walk,3050.1776,ERROR
,tgff_reader,networking-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_5,tgff_reader,,True,,,,8,multi_cluster,,genetic,,ERROR
,tgff_reader,consumer-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_6,tgff_reader,,True,,,,6,multi_cluster,,random_walk,,ERROR
,tgff_reader,office-automation-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_5,tgff_reader,,True,,,,3,multi_cluster,,random_walk,,ERROR
,tgff_reader,auto-indust-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_6,tgff_reader,,True,,,,6,designer_odroid,,tabu_search,,ERROR
164,tgff_reader,networking-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_1,tgff_reader,0.03415793602107442,True,0.1289388459881593,0.00010458752512931824,4,1,designer_odroid,105,genetic,0.0028025,ERROR
306,tgff_reader,consumer-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_1,tgff_reader,0.25878623799326306,True,0.4334508450137946,8.829310536384583e-05,5,5,haec,8,tabu_search,2.447099999,ERROR
367,tgff_reader,auto-indust-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_0,tgff_reader,0.3772828599994682,True,0.6020929550213623,8.820369839668274e-05,6,6,haec,18,simulated_annealing,1.872771965,ERROR
10,tgff_reader,telecom-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_6,tgff_reader,0.0010660730076779146,True,0.0036029849943588488,5.3416937589645386e-05,2,3,multi_cluster,5,simulated_annealing,20.0010005,ERROR
,tgff_reader,auto-indust-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_7,tgff_reader,,True,,,,7,designer_odroid,,simulated_annealing,,ERROR
36,tgff_reader,networking-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_1,tgff_reader,0.028917438990902156,True,0.02869247200214886,0.0004407372325658798,4,4,multi_cluster,240,genetic,60.0020525,ERROR
179,tgff_reader,auto-indust-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_1,tgff_reader,0.21043928297513048,True,0.22640686201339122,8.938834071159363e-05,4,7,haec,85,genetic,0.162605599,ERROR
300,tgff_reader,consumer-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_1,tgff_reader,0.030031893998966552,True,0.3503513319999997,0.00047266483306884766,5,10,multi_cluster,0,random_walk,70.002001,ERROR
164,tgff_reader,networking-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_3,tgff_reader,0.034638007997273235,True,0.12956415299049695,4.996731877326965e-05,4,1,designer_odroid,105,genetic,0.00287,ERROR
300,tgff_reader,networking-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_0,tgff_reader,0.006302318000962259,True,0.08138206599999998,6.278231739997864e-05,1,8,designer_odroid,0,random_walk,0.0005065,ERROR
32,tgff_reader,telecom-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_7,tgff_reader,0.11271068200585432,True,0.025268899011280155,0.18556548841297626,2,4,haec,361,simulated_annealing,0.044327783,ERROR
,tgff_reader,networking-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_4,tgff_reader,,True,,,,9,haec,,tabu_search,,ERROR
1,tgff_reader,networking-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_0,tgff_reader,0.053934541985654505,True,0.00018802200065692887,0.0004092864692211151,1,4,multi_cluster,1951,tabu_search,0.0065,ERROR
3,tgff_reader,telecom-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_5,tgff_reader,0.0007595200004288927,True,0.0010886969976127148,0.00041522830724716187,2,5,multi_cluster,6,simulated_annealing,20.01655,ERROR
300,tgff_reader,auto-indust-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_1,tgff_reader,0.02395422200061148,True,0.29915688499999993,6.080605089664459e-05,4,10,multi_cluster,0,random_walk,6000.002001,ERROR
,tgff_reader,consumer-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_6,tgff_reader,,True,,,,10,multi_cluster,,tabu_search,,ERROR
300,tgff_reader,telecom-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_3,tgff_reader,0.13503730800221092,True,0.35966436300000026,0.00010909512639045715,3,2,haec,0,random_walk,0.1997667,ERROR
,tgff_reader,auto-indust-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_8,tgff_reader,,True,,,,2,mppa_coolidge,,simulated_annealing,,ERROR
,tgff_reader,consumer-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_4,tgff_reader,,True,,,,7,designer_odroid,,genetic,,ERROR
300,tgff_reader,telecom-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_1,tgff_reader,0.04865166300078272,True,0.4515739620000001,6.573647260665894e-05,6,3,designer_odroid,0,random_walk,0.008188202,ERROR
,tgff_reader,office-automation-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_5,tgff_reader,,True,,,,7,haec,,tabu_search,,ERROR
,tgff_reader,office-automation-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_1,tgff_reader,,True,,,,7,haec,,genetic,,ERROR
,tgff_reader,consumer-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_6,tgff_reader,,True,,,,5,multi_cluster,,simulated_annealing,,ERROR
,tgff_reader,networking-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_7,tgff_reader,,True,,,,4,multi_cluster,,simulated_annealing,,ERROR
,tgff_reader,consumer-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_3,tgff_reader,,True,,,,5,multi_cluster,,tabu_search,,ERROR
327,tgff_reader,office-automation-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_0,tgff_reader,0.383375221004826,True,0.5477567140405881,0.00010054931044578552,5,2,mppa_coolidge,22,tabu_search,1104.199217166,ERROR
,tgff_reader,auto-indust-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_5,tgff_reader,,True,,,,5,mppa_coolidge,,random_walk,,ERROR
69,tgff_reader,telecom-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_6,tgff_reader,0.08345608101444668,True,0.055023688000801485,0.18584811687469482,2,9,haec,192,genetic,0.044327783,ERROR
,tgff_reader,office-automation-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_6,tgff_reader,,True,,,,4,designer_odroid,,random_walk,,ERROR
300,tgff_reader,office-automation-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_0,tgff_reader,0.04107931700127665,True,0.37464174600000016,6.662867963314056e-05,5,8,designer_odroid,0,random_walk,0.0027505,ERROR
,tgff_reader,consumer-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_5,tgff_reader,,True,,,,8,mppa_coolidge,,tabu_search,,ERROR
,tgff_reader,consumer-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_4,tgff_reader,,True,,,,7,multi_cluster,,tabu_search,,ERROR
300,tgff_reader,telecom-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_8,tgff_reader,0.07628265200037276,True,0.354860205,0.00012391619384288788,2,2,mppa_coolidge,0,random_walk,3.334383333,ERROR
2001,tgff_reader,consumer-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_0,tgff_reader,3.160893395976018,True,3.9628559830325685,8.526816964149475e-05,7,3,haec,18,simulated_annealing,3.917599998,ERROR
,tgff_reader,office-automation-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_4,tgff_reader,,True,,,,7,multi_cluster,,genetic,,ERROR
150,tgff_reader,auto-indust-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_1,tgff_reader,0.042958358013493125,True,0.11522577599498618,6.0496851801872253e-05,4,1,multi_cluster,317,tabu_search,60.002001,ERROR
,tgff_reader,auto-indust-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_8,tgff_reader,,True,,,,2,multi_cluster,,random_walk,,ERROR
135,tgff_reader,office-automation-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_0,tgff_reader,0.03670864295781939,True,0.14224214899877552,4.815682768821716e-05,5,7,multi_cluster,131,genetic,80.1776,ERROR
300,tgff_reader,networking-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_1,tgff_reader,0.1984600670002692,True,0.49955347900000097,0.0011699609458446503,4,1,mppa_coolidge,0,random_walk,5265.402950001,ERROR
300,tgff_reader,telecom-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_4,tgff_reader,0.03512142399995355,True,0.20942810200000028,0.006250515580177307,3,8,designer_odroid,0,random_walk,0.002001,ERROR
201,tgff_reader,auto-indust-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_1,tgff_reader,0.20002002499495575,True,0.25055718300245644,0.1877900194376707,4,10,haec,123,tabu_search,1.709827799,ERROR
,tgff_reader,networking-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_7,tgff_reader,,True,,,,3,multi_cluster,,genetic,,ERROR
,tgff_reader,auto-indust-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_6,tgff_reader,,True,,,,5,designer_odroid,,tabu_search,,ERROR
,tgff_reader,office-automation-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_6,tgff_reader,,True,,,,9,designer_odroid,,random_walk,,ERROR
,tgff_reader,consumer-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_4,tgff_reader,,True,,,,8,multi_cluster,,genetic,,ERROR
,tgff_reader,consumer-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_8,tgff_reader,,True,,,,10,designer_odroid,,simulated_annealing,,ERROR
300,tgff_reader,networking-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_2,tgff_reader,0.17749658500179066,True,0.42874559300000536,0.18613823130726814,4,8,haec,0,random_walk,25.046502158,ERROR
300,tgff_reader,auto-indust-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_0,tgff_reader,0.04403476200059231,True,0.442846002,6.452202796936035e-05,6,7,designer_odroid,0,random_walk,0.010144936,ERROR
,tgff_reader,auto-indust-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_8,tgff_reader,,True,,,,3,haec,,genetic,,ERROR
189,tgff_reader,consumer-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_0,tgff_reader,0.07695868999508093,True,0.302776756012463,0.0050091370940208435,7,5,designer_odroid,71,genetic,0.003751,ERROR
,tgff_reader,office-automation-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_5,tgff_reader,,True,,,,3,haec,,simulated_annealing,,ERROR
79,tgff_reader,auto-indust-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_3,tgff_reader,0.03330491499036725,True,0.07897819699610409,0.004903785884380341,5,10,designer_odroid,89,simulated_annealing,0.007056207,ERROR
370,tgff_reader,auto-indust-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_2,tgff_reader,0.6971153609983958,True,0.9541876029943523,0.00010193884372711182,9,2,mppa_coolidge,1,tabu_search,1513.435949332,ERROR
,tgff_reader,auto-indust-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_7,tgff_reader,,True,,,,5,multi_cluster,,random_walk,,ERROR
35,tgff_reader,telecom-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_6,tgff_reader,0.04005160001543118,True,0.02829761699103983,0.0006114207208156586,2,1,haec,96,simulated_annealing,0.044327783,ERROR
300,tgff_reader,telecom-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_3,tgff_reader,0.13987652200012235,True,0.4461875330000005,0.00015111826360225677,3,10,mppa_coolidge,0,random_walk,408.7580505,ERROR
,tgff_reader,office-automation-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_7,tgff_reader,,True,,,,1,multi_cluster,,genetic,,ERROR
,tgff_reader,consumer-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_6,tgff_reader,,True,,,,8,multi_cluster,,tabu_search,,ERROR
300,tgff_reader,networking-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_1,tgff_reader,0.3225697620000574,True,0.5121233280000002,0.18929463997483253,4,9,mppa_coolidge,0,random_walk,3910.276233834,ERROR
,tgff_reader,office-automation-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_5,tgff_reader,,True,,,,4,haec,,tabu_search,,ERROR
,tgff_reader,office-automation-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_7,tgff_reader,,True,,,,2,multi_cluster,,genetic,,ERROR
,tgff_reader,consumer-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_4,tgff_reader,,True,,,,10,mppa_coolidge,,random_walk,,ERROR
,tgff_reader,auto-indust-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_6,tgff_reader,,True,,,,8,haec,,genetic,,ERROR
170,tgff_reader,networking-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_2,tgff_reader,0.03801550301795942,True,0.1334118519880576,4.59328293800354e-05,4,7,multi_cluster,254,tabu_search,60.002073,ERROR
189,tgff_reader,networking-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_3,tgff_reader,0.20773823500348954,True,0.22863842600781936,0.18560286983847618,4,3,haec,71,genetic,0.288099999,ERROR
,tgff_reader,auto-indust-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_5,tgff_reader,,True,,,,2,designer_odroid,,tabu_search,,ERROR
,tgff_reader,networking-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_6,tgff_reader,,True,,,,1,haec,,tabu_search,,ERROR
277,tgff_reader,networking-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_2,tgff_reader,0.1794354950034176,True,0.33527286899698083,8.991546928882599e-05,4,6,haec,44,tabu_search,1.778099999,ERROR
54,tgff_reader,telecom-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_6,tgff_reader,0.08628047004094697,True,0.042401738039188785,0.18453162163496017,2,2,haec,212,genetic,0.044327783,ERROR
300,tgff_reader,consumer-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_0,tgff_reader,0.46777230500083533,True,0.7366742160000008,0.00010123662650585175,7,3,haec,0,random_walk,9.789833332,ERROR
,tgff_reader,networking-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_5,tgff_reader,,True,,,,1,designer_odroid,,random_walk,,ERROR
,tgff_reader,auto-indust-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_4,tgff_reader,,True,,,,5,multi_cluster,,simulated_annealing,,ERROR
54,tgff_reader,telecom-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_4,tgff_reader,0.00794077700265916,True,0.03075028901002952,7.320567965507507e-05,3,9,designer_odroid,15,simulated_annealing,0.002001,ERROR
300,tgff_reader,telecom-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_1,tgff_reader,0.038642199000605615,True,0.4418223269999994,6.314925849437714e-05,6,6,multi_cluster,0,random_walk,4050.039755,ERROR
,tgff_reader,networking-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_6,tgff_reader,,True,,,,2,designer_odroid,,genetic,,ERROR
,tgff_reader,office-automation-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_7,tgff_reader,,True,,,,2,multi_cluster,,random_walk,,ERROR
,tgff_reader,consumer-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_2,tgff_reader,,True,,,,2,mppa_coolidge,,simulated_annealing,,ERROR
141,tgff_reader,telecom-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_0,tgff_reader,0.255246230008197,True,0.1859099270113802,0.1857779584825039,4,7,haec,112,simulated_annealing,0.941766166,ERROR
,tgff_reader,office-automation-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_1,tgff_reader,,True,,,,6,haec,,genetic,,ERROR
15,tgff_reader,telecom-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_8,tgff_reader,0.11184600499473163,True,0.005527514997083927,0.005199311301112175,2,10,designer_odroid,1040,tabu_search,0.0012505,ERROR
,tgff_reader,office-automation-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_6,tgff_reader,,True,,,,7,multi_cluster,,tabu_search,,ERROR
2,tgff_reader,networking-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_0,tgff_reader,0.11790759096766124,True,0.00038627799949608743,0.006526397541165352,1,3,designer_odroid,1791,tabu_search,0.0005065,ERROR
300,tgff_reader,telecom-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_6,tgff_reader,0.027397944999393076,True,0.13443653200000022,0.0061327796429395676,2,10,designer_odroid,0,random_walk,0.0012505,ERROR
,tgff_reader,networking-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_7,tgff_reader,,True,,,,6,designer_odroid,,genetic,,ERROR
92,tgff_reader,consumer-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_1,tgff_reader,0.017086242996811052,True,0.08936563399402075,5.6589022278785706e-05,5,2,multi_cluster,39,simulated_annealing,71.3971,ERROR
,tgff_reader,office-automation-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_8,tgff_reader,,True,,,,3,mppa_coolidge,,tabu_search,,ERROR
135,tgff_reader,consumer-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_1,tgff_reader,0.03125082398764789,True,0.130035485017288,4.527345299720764e-05,5,7,multi_cluster,129,genetic,71.3971,ERROR
296,tgff_reader,networking-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_1,tgff_reader,0.2357304329980252,True,0.40041614299843786,9.455345571041107e-05,4,5,mppa_coolidge,57,tabu_search,803.335484833,ERROR
591,tgff_reader,consumer-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_0,tgff_reader,0.15139520100456139,True,0.8989071749820141,4.873797297477722e-05,7,7,designer_odroid,3,simulated_annealing,0.003751,ERROR
377,tgff_reader,telecom-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_1,tgff_reader,0.06667483199635171,True,0.48508829802449327,5.145557224750519e-05,6,8,designer_odroid,12,tabu_search,0.003376,ERROR
205,tgff_reader,auto-indust-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_3,tgff_reader,0.26462131600237626,True,0.3189924189978228,9.817630052566528e-05,5,3,mppa_coolidge,68,genetic,13.337970832,ERROR
