x,y,runtime,representation,representation.target_distortion,representation.extra_dimensions
-2.289103364268427,1.1087461301657164,9449.143676,MetricSpaceEmbedding,1.3,True
-2.2253108198406286,1.0777216903063844,5533.684793166,MetricSpaceEmbedding,1.3,True
-2.2681841136367478,0.9825366187540382,4442.851459829,MetricSpaceEmbedding,1.3,True
-2.264777810304691,1.033664443222154,8861.057041163,MetricSpaceEmbedding,1.3,True
-2.4005100468446687,1.0702020723226764,8305.4592105,MetricSpaceEmbedding,1.3,True
-2.2601076365248276,0.9056457766068645,8743.600791329,MetricSpaceEmbedding,1.3,True
-2.380157982409082,1.054083146505411,8305.4592105,MetricSpaceEmbedding,1.3,True
-1.5959441751976775,1.1996528764989436,5627.773737333,MetricSpaceEmbedding,1.3,True
-2.2582098736235476,0.8567593444106176,5627.905553666,MetricSpaceEmbedding,1.3,True
-2.4089062377591817,0.9720562841079148,5929.138556,MetricSpaceEmbedding,1.3,True
-2.330396681394869,1.040383450075057,8305.4592105,MetricSpaceEmbedding,1.3,True
-2.251342751926882,1.0040854440510787,5619.300668,MetricSpaceEmbedding,1.3,True
-2.3563229747701877,1.055666699372361,9949.3126805,MetricSpaceEmbedding,1.3,True
-2.2953446749312416,1.0187999276802155,7908.488923333,MetricSpaceEmbedding,1.3,True
-2.275323170438596,0.9695786928825253,5831.184793166,MetricSpaceEmbedding,1.3,True
-2.3799960131885065,1.0539118844434117,8305.4592105,MetricSpaceEmbedding,1.3,True
-2.0938845372886274,1.0113756911545222,8110.805222663,MetricSpaceEmbedding,1.3,True
-2.208441526624914,1.0232977449956469,7809.625877166,MetricSpaceEmbedding,1.3,True
-2.400312922290018,1.0703183883938878,7809.322256666,MetricSpaceEmbedding,1.3,True
-2.3801902485607536,1.0539664518304634,8305.4013555,MetricSpaceEmbedding,1.3,True
-2.1842645017562883,1.0573200456331193,7607.648498,MetricSpaceEmbedding,1.3,True
-2.225026171469596,0.9893588409624187,7908.488923333,MetricSpaceEmbedding,1.3,True
-2.4002316717891676,1.0704936491310129,8305.4592105,MetricSpaceEmbedding,1.3,True
-2.388631610841782,0.9558135203710002,5826.940406,MetricSpaceEmbedding,1.3,True
-2.4005113048490796,1.0702275195951767,5826.940406,MetricSpaceEmbedding,1.3,True
-2.329799790027826,1.0402415393032527,7908.792543833,MetricSpaceEmbedding,1.3,True
-2.3169191022792126,0.9498149764425141,5627.773737333,MetricSpaceEmbedding,1.3,True
-2.3800603183406714,1.054058738989543,8305.4592105,MetricSpaceEmbedding,1.3,True
-2.3566097006111923,1.0556459255492296,5930.351459833,MetricSpaceEmbedding,1.3,True
-2.2892264574093675,1.1088520354919709,5527.772895333,MetricSpaceEmbedding,1.3,True
-2.281864667184709,1.1220966276006838,7210.981831333,MetricSpaceEmbedding,1.3,True
-2.3217673313507072,0.3437302795719985,5627.773737333,MetricSpaceEmbedding,1.3,True
-2.2517037613635495,1.0042479582427075,5619.300668,MetricSpaceEmbedding,1.3,True
-2.400429776031681,1.0702660066110858,10020.5475325,MetricSpaceEmbedding,1.3,True
-2.4005458263208945,1.0704591793211755,8305.4592105,MetricSpaceEmbedding,1.3,True
-2.295545315111716,1.0188556852007562,7908.792543833,MetricSpaceEmbedding,1.3,True
-2.231669509531424,0.9878515803676057,5330.273737333,MetricSpaceEmbedding,1.3,True
-2.343722193344738,1.0699897442813722,7908.792543833,MetricSpaceEmbedding,1.3,True
-2.3996584882937957,1.0702545757903803,7908.792543833,MetricSpaceEmbedding,1.3,True
-2.356712650000835,1.0553407673950586,5930.351459833,MetricSpaceEmbedding,1.3,True
-2.1817710737504044,0.9746936095662879,5330.347262333,MetricSpaceEmbedding,1.3,True
-2.4003085476619765,1.0698455880059314,9949.220862,MetricSpaceEmbedding,1.3,True
-1.6185220583793736,1.28304334874848,7908.792543833,MetricSpaceEmbedding,1.3,True
-2.380436568234166,1.0537238185707642,8305.4592105,MetricSpaceEmbedding,1.3,True
-2.310108654679585,1.0239868935266494,9054.559931997,MetricSpaceEmbedding,1.3,True
-2.413403454186946,1.0993701059504049,7908.792543833,MetricSpaceEmbedding,1.3,True
-2.3887501246784923,0.9552889994737529,5826.940406,MetricSpaceEmbedding,1.3,True
-2.4132326194170095,1.0997718312900318,7908.734688833,MetricSpaceEmbedding,1.3,True
-2.233917990327738,0.8906174837307641,5409.685279333,MetricSpaceEmbedding,1.3,True
-2.400323884927693,1.0700324639207799,5930.351459833,MetricSpaceEmbedding,1.3,True
-2.2953001793326715,1.018765805667158,7808.873566166,MetricSpaceEmbedding,1.3,True
-2.3304083012980725,1.0408417351862562,8305.4592105,MetricSpaceEmbedding,1.3,True
-2.3434919567145958,1.0696889729218826,7908.091032333,MetricSpaceEmbedding,1.3,True
-2.3392845258795734,0.942183419596755,5826.882551,MetricSpaceEmbedding,1.3,True
-2.336068931513473,1.0394126689589336,9137.595815833,MetricSpaceEmbedding,1.3,True
-1.5686859558446513,0.6409298824264339,5513.096333166,MetricSpaceEmbedding,1.3,True
-2.400257832574504,1.070118948437365,8305.4592105,MetricSpaceEmbedding,1.3,True
-2.2953456518086597,1.0187683092790816,7908.792543833,MetricSpaceEmbedding,1.3,True
-2.302436643088254,1.1379941252483534,7607.648498,MetricSpaceEmbedding,1.3,True
-2.318758375695892,0.9844985532622899,8206.292543833,MetricSpaceEmbedding,1.3,True
-2.4004216235409754,1.070066265003398,8305.4592105,MetricSpaceEmbedding,1.3,True
-1.7898246052855669,0.718990190254045,5409.685279333,MetricSpaceEmbedding,1.3,True
-2.2516793279760665,1.0043205599971896,5626.939904,MetricSpaceEmbedding,1.3,True
-2.3314424939377316,0.9550890624413718,5430.289409333,MetricSpaceEmbedding,1.3,True
-2.251469291849742,1.0042970950810406,5626.939904,MetricSpaceEmbedding,1.3,True
-2.3303606339047507,1.0406643905145667,8305.4592105,MetricSpaceEmbedding,1.3,True
-2.3565575149178484,1.0555017508682716,5930.351459833,MetricSpaceEmbedding,1.3,True
-2.319145052689872,0.984374831090721,8206.292543833,MetricSpaceEmbedding,1.3,True
-2.3563594155327063,1.0556289288331646,5930.351459833,MetricSpaceEmbedding,1.3,True
-2.356754444036056,1.0556237529153951,9056.091337833,MetricSpaceEmbedding,1.3,True
-1.7749003834713255,0.9075809227754523,7908.488923333,MetricSpaceEmbedding,1.3,True
-1.8269302884935064,0.3778242865400737,5720.134503333,MetricSpaceEmbedding,1.3,True
-2.2453662646613357,1.094126829445271,5626.939904,MetricSpaceEmbedding,1.3,True
-2.4133823369013676,1.0995733459771968,7804.926282,MetricSpaceEmbedding,1.3,True
-2.249261436897901,0.9546903674911212,8206.292543833,MetricSpaceEmbedding,1.3,True
-2.184286395115041,1.0576182927238622,7606.259564,MetricSpaceEmbedding,1.3,True
-2.260538350312517,0.906115750679437,5627.773737333,MetricSpaceEmbedding,1.3,True
-2.140327447040299,1.0428850855737963,5726.940404,MetricSpaceEmbedding,1.3,True
-2.327614603994466,0.8860138165674554,5727.715884333,MetricSpaceEmbedding,1.3,True
-2.246172501967808,1.0941092412418698,5626.939904,MetricSpaceEmbedding,1.3,True
-1.5364736829023806,1.197299448923142,8560.258004499,MetricSpaceEmbedding,1.3,True
-2.4132532382527154,1.0996374904795845,7908.792543833,MetricSpaceEmbedding,1.3,True
-2.30391945213079,0.9203555903561075,5527.773237333,MetricSpaceEmbedding,1.3,True
-2.1306596104964997,0.858082153733298,7144.931846996,MetricSpaceEmbedding,1.3,True
-2.2455602536183616,1.094438804559111,9632.996695666,MetricSpaceEmbedding,1.3,True
-2.168134647325145,0.9295755699485418,5930.351459833,MetricSpaceEmbedding,1.3,True
-2.2051117558145683,0.9397752591495637,5831.184793166,MetricSpaceEmbedding,1.3,True
-2.2191013321633317,1.0794585835123498,7512.125877166,MetricSpaceEmbedding,1.3,True
-2.3566344393425616,1.0555147971689318,5930.351459833,MetricSpaceEmbedding,1.3,True
-2.2894627648203136,1.1089385629132764,9201.638556,MetricSpaceEmbedding,1.3,True
-2.289237018849648,1.1088063306334894,7908.792543833,MetricSpaceEmbedding,1.3,True
-2.184139720356671,1.057584902622549,5627.773737333,MetricSpaceEmbedding,1.3,True
-2.4003643570651505,1.0701850554104382,8304.7647545,MetricSpaceEmbedding,1.3,True
-2.409137159734463,0.972042559155587,5527.772895333,MetricSpaceEmbedding,1.3,True
-2.295497736939511,1.0189639460088933,7809.625877166,MetricSpaceEmbedding,1.3,True
-2.3932688292206037,1.0832002191859158,7908.792543833,MetricSpaceEmbedding,1.3,True
-2.3449043478201568,0.9410664548571747,8458.308344663,MetricSpaceEmbedding,1.3,True
-2.2588467344534813,1.1237941048756772,5726.940404,MetricSpaceEmbedding,1.3,True
-2.4004406493310064,1.0706741514906535,8305.15559,MetricSpaceEmbedding,1.3,True
-1.5713443078207137,0.7238079010185795,7607.648498,MetricSpaceEmbedding,1.3,True
-2.356619807733707,1.0554561450054303,5930.351459833,MetricSpaceEmbedding,1.3,True
-2.1307455963837305,0.85859163154495,8206.292543833,MetricSpaceEmbedding,1.3,True
-2.4005629966634396,1.0702536446933497,8305.4592105,MetricSpaceEmbedding,1.3,True
-2.413337573737096,1.099492815209877,7908.792543833,MetricSpaceEmbedding,1.3,True
-2.2979574814954766,1.010837118145794,4243.974813163,MetricSpaceEmbedding,1.3,True
-2.3302910549114095,1.0404788559993194,9854.958730333,MetricSpaceEmbedding,1.3,True
-2.400412919479803,1.0704102541231668,8305.4592105,MetricSpaceEmbedding,1.3,True
-2.4005006725949696,1.0701762564709685,8304.7647545,MetricSpaceEmbedding,1.3,True
-2.3303461181971294,1.0407966473244257,8305.4592105,MetricSpaceEmbedding,1.3,True
-2.1275120460122174,1.0570362709827295,7115.459210499,MetricSpaceEmbedding,1.3,True
-2.2400632322594767,0.8894219093852596,5310.518612666,MetricSpaceEmbedding,1.3,True
-2.274994144508239,0.9695301348375577,5831.184793166,MetricSpaceEmbedding,1.3,True
-2.3186398710734215,0.9845288754627818,7809.322256666,MetricSpaceEmbedding,1.3,True
-2.3037581344706237,0.9204586315337632,6034.597912163,MetricSpaceEmbedding,1.3,True
-1.804121281064132,0.783017105153594,7809.625877166,MetricSpaceEmbedding,1.3,True
-2.319195285327254,0.9844055697676687,8206.292543833,MetricSpaceEmbedding,1.3,True
-2.4002288483906833,1.070267474459503,10129.469444333,MetricSpaceEmbedding,1.3,True
-2.336367179845236,1.0394163670665342,5930.351459833,MetricSpaceEmbedding,1.3,True
-2.184289958101409,1.0575791506106227,7607.648498,MetricSpaceEmbedding,1.3,True
-2.3101248709755144,1.0240547460748948,8304.063243,MetricSpaceEmbedding,1.3,True
-2.4005282850951484,1.0699730866919188,8305.4592105,MetricSpaceEmbedding,1.3,True
-2.4005902165191872,1.0701718977378296,8305.4592105,MetricSpaceEmbedding,1.3,True
-2.4004282595612305,1.0700167794747661,8305.4592105,MetricSpaceEmbedding,1.3,True
-2.318920373714386,0.9843827344535849,5720.134503333,MetricSpaceEmbedding,1.3,True
-2.3304625143554327,1.0407267673768619,8304.757699,MetricSpaceEmbedding,1.3,True
-2.3931416560408576,1.083029671209608,7908.792543833,MetricSpaceEmbedding,1.3,True
-2.4006057435057393,1.0704462472364134,5527.773237333,MetricSpaceEmbedding,1.3,True
-2.1140282146616554,1.0277075225424606,7512.125877166,MetricSpaceEmbedding,1.3,True
-2.400259486130852,1.0703118749960647,8305.4592105,MetricSpaceEmbedding,1.3,True
-2.4135675752300654,1.0993804053374703,7908.792543833,MetricSpaceEmbedding,1.3,True
-2.275421808549347,0.970029298123216,8461.718861996,MetricSpaceEmbedding,1.3,True
-2.286840284594227,1.0260288611678692,5930.322456333,MetricSpaceEmbedding,1.3,True
-1.6828218923196605,0.8854197460476018,7115.155589999,MetricSpaceEmbedding,1.3,True
-2.2981982687566855,1.0107182998082782,5527.773237333,MetricSpaceEmbedding,1.3,True
-2.3306886819083545,1.0407282367817625,8305.4013555,MetricSpaceEmbedding,1.3,True
-2.3302579537075716,1.0402239595471163,8305.4592105,MetricSpaceEmbedding,1.3,True
-2.356943382129992,1.0558259051128145,5626.939904,MetricSpaceEmbedding,1.3,True
-2.2954531458867655,1.018873952756949,7908.792543833,MetricSpaceEmbedding,1.3,True
-2.400477221840926,1.0701954974110544,5930.351459833,MetricSpaceEmbedding,1.3,True
-2.332078616709478,1.0139720442656461,7808.931421166,MetricSpaceEmbedding,1.3,True
-2.308141562560287,1.0481852880872022,7607.648498,MetricSpaceEmbedding,1.3,True
-1.6180527983148079,1.2836205612260418,7908.792543833,MetricSpaceEmbedding,1.3,True
-2.4136504553555427,1.0996684905625462,7908.792543833,MetricSpaceEmbedding,1.3,True
-2.400719654979433,1.0703073757242498,8305.4592105,MetricSpaceEmbedding,1.3,True
-2.4004268736176027,1.0700684500167252,7908.734688833,MetricSpaceEmbedding,1.3,True
-2.4002616024908683,1.0703359333781453,8305.4592105,MetricSpaceEmbedding,1.3,True
-2.356498280686729,1.055445843093906,10251.46946,MetricSpaceEmbedding,1.3,True
-2.400255616847507,1.070359181935957,8305.4592105,MetricSpaceEmbedding,1.3,True
-2.4003101171957364,1.070070205682857,8305.4013555,MetricSpaceEmbedding,1.3,True
-2.2957125394482256,1.0187262015095107,7908.792543833,MetricSpaceEmbedding,1.3,True
-2.3366132537775783,1.0391128973583141,5930.351459833,MetricSpaceEmbedding,1.3,True
-2.309880348773744,1.0238810398551104,8305.4592105,MetricSpaceEmbedding,1.3,True
-2.400178065249321,1.0703025631691758,8305.4592105,MetricSpaceEmbedding,1.3,True
-2.295294923556927,1.018715413037789,7809.625877166,MetricSpaceEmbedding,1.3,True
-2.225622903317179,0.9890808625806594,7908.792543833,MetricSpaceEmbedding,1.3,True
-2.3302314984183994,1.0403220924705667,5930.264601333,MetricSpaceEmbedding,1.3,True
-2.2050787074021825,0.9727743728502315,7908.792543833,MetricSpaceEmbedding,1.3,True
-2.251140936613985,1.004054053716091,5626.939904,MetricSpaceEmbedding,1.3,True
-2.4131881242214246,1.0995098162707708,7908.792543833,MetricSpaceEmbedding,1.3,True
-2.2193238968809803,1.0791018792135956,5430.273739333,MetricSpaceEmbedding,1.3,True
-2.2894888881545357,1.1091296761151965,7908.734688833,MetricSpaceEmbedding,1.3,True
-2.2896071766463164,1.108860222871354,10601.254644,MetricSpaceEmbedding,1.3,True
-2.2453136263049354,1.0940618013766554,5626.939904,MetricSpaceEmbedding,1.3,True
-2.295302901254258,1.0189039773202833,7707.648998,MetricSpaceEmbedding,1.3,True
-2.3101149343086784,1.0241571580883804,8305.4592105,MetricSpaceEmbedding,1.3,True
-2.413595024150924,1.0994914299817433,7908.792543833,MetricSpaceEmbedding,1.3,True
-2.3653634470862093,0.3584758402640493,5527.773237333,MetricSpaceEmbedding,1.3,True
-2.4006776548366817,1.0700784758511825,11625.3488085,MetricSpaceEmbedding,1.3,True
-2.298404863264219,0.9676720053603511,8206.292543833,MetricSpaceEmbedding,1.3,True
-2.4002514321381625,1.0702529505896243,10033.0217215,MetricSpaceEmbedding,1.3,True
-2.40918245919816,0.971865114908233,5826.940406,MetricSpaceEmbedding,1.3,True
-2.286825472079336,1.0257806748143596,9056.033482833,MetricSpaceEmbedding,1.3,True
-2.4003969763052324,1.0699803032049073,8305.4013555,MetricSpaceEmbedding,1.3,True
-2.365535887495212,0.9571188882197572,5309.824156666,MetricSpaceEmbedding,1.3,True
-2.2191061546415978,1.0789193164304112,7908.792543833,MetricSpaceEmbedding,1.3,True
-2.2952707686843836,0.9274063196487604,5727.715884333,MetricSpaceEmbedding,1.3,True
-2.4133741109645652,1.0995695260183524,8231.410782833,MetricSpaceEmbedding,1.3,True
-2.2867822898848322,1.025903281202985,5330.347262333,MetricSpaceEmbedding,1.3,True
-2.393205165696459,1.083154946334269,7908.792543833,MetricSpaceEmbedding,1.3,True
-2.388986637611596,0.9555098188974981,5826.940406,MetricSpaceEmbedding,1.3,True
-2.289425821513028,1.1091365022948965,7908.792543833,MetricSpaceEmbedding,1.3,True
-2.2454585836965983,1.0940109708365753,5626.939904,MetricSpaceEmbedding,1.3,True
-2.4005585598759303,1.0703110110711123,7908.091032333,MetricSpaceEmbedding,1.3,True
-2.2253260751514525,0.9890560695265701,7908.734688833,MetricSpaceEmbedding,1.3,True
-2.2748826498354373,1.0023802053085118,7908.792543833,MetricSpaceEmbedding,1.3,True
-2.3302807884306125,1.0405745637913153,8305.4592105,MetricSpaceEmbedding,1.3,True
-2.2539957411996507,0.9962198851671668,5527.773237333,MetricSpaceEmbedding,1.3,True
-2.3800610167850342,1.0537526056226671,8305.4592105,MetricSpaceEmbedding,1.3,True
-2.4001010416065305,1.0704553341211618,8305.4592105,MetricSpaceEmbedding,1.3,True
-2.4219890413877847,1.0013756908668134,5527.773237333,MetricSpaceEmbedding,1.3,True
-2.2255566771565705,0.9890071797777111,7512.125877166,MetricSpaceEmbedding,1.3,True
-2.3653566333561087,0.9572544765645292,5720.134503333,MetricSpaceEmbedding,1.3,True
-2.4133047425883247,1.0997838281436307,7908.792543833,MetricSpaceEmbedding,1.3,True
-2.3320750803803727,1.0133227348123088,7808.924365666,MetricSpaceEmbedding,1.3,True
-2.4131242881970687,1.0995369532705308,7606.9469865,MetricSpaceEmbedding,1.3,True
-2.3387652648878756,0.9423646950184298,5826.238887,MetricSpaceEmbedding,1.3,True
-2.2980141104245546,1.0106720850798805,5527.773237333,MetricSpaceEmbedding,1.3,True
-2.400541160161797,1.070293331060741,8305.4592105,MetricSpaceEmbedding,1.3,True
-2.3932704904712105,1.0831680295934147,7908.488923333,MetricSpaceEmbedding,1.3,True
-2.409093053876987,0.9718711264707188,5826.940406,MetricSpaceEmbedding,1.3,True
-2.3803278020626903,1.0539184167686406,12025.520309,MetricSpaceEmbedding,1.3,True
-2.289419640965466,1.1091559880356754,7908.792543833,MetricSpaceEmbedding,1.3,True
-2.2253384976022375,1.0775267643925763,9160.243090333,MetricSpaceEmbedding,1.3,True
-2.3188225182831275,0.9843525718006183,6417.517562496,MetricSpaceEmbedding,1.3,True
-2.4006544002168853,1.0705669080470568,8305.4592105,MetricSpaceEmbedding,1.3,True
-2.2864396574342845,1.025748369756842,5930.351459833,MetricSpaceEmbedding,1.3,True
-2.282222585111084,1.1220836625440143,7512.125877166,MetricSpaceEmbedding,1.3,True
-2.3274480232817796,0.8863476250911965,5727.773397333,MetricSpaceEmbedding,1.3,True
-2.4134549876626625,1.0996939639456946,7908.792543833,MetricSpaceEmbedding,1.3,True
-2.4002759425208087,1.0703264132077657,8305.4013555,MetricSpaceEmbedding,1.3,True
-2.330630799365315,1.040490173952345,8304.757699,MetricSpaceEmbedding,1.3,True
-2.369657881229909,1.084560096426098,5626.939904,MetricSpaceEmbedding,1.3,True
-1.804582192207923,0.7826777266890432,8253.682141833,MetricSpaceEmbedding,1.3,True
-2.2077576053254573,1.0232437715979803,7809.625877166,MetricSpaceEmbedding,1.3,True
-2.3188454069605635,0.9845342469684345,8206.292543833,MetricSpaceEmbedding,1.3,True
-2.400281108305093,1.0702034600332286,8305.4592105,MetricSpaceEmbedding,1.3,True
-2.491371839860519,1.3235146238251114,7908.792543833,MetricSpaceEmbedding,1.3,True
-2.3695063935290737,1.0849160426864861,5626.939904,MetricSpaceEmbedding,1.3,True
