mapping,random_seed,platform.processor_1.type,passed,type,design_centering.perturbation.perturbation_type,threshold,trace,platform,kpn,representation,log_level,platform.name,platform.processor_0.type
"[12, 68, 13, 8, 9, 44, 14, 74, 84, 57]",6,ARM_CORTEX_A15,30.0,rand,representation,13343ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[58, 48, 4, 28, 73, 44, 58, 67, 45, 60]",6,ARM_CORTEX_A15,70.0,rand,representation,13343ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[24, 64, 9, 11, 8, 51, 75, 74, 73, 15]",6,ARM_CORTEX_A15,40.0,rand,representation,13343ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[74, 78, 35, 38, 34, 61, 31, 18, 54, 0]",7,ARM_CORTEX_A15,80.0,center,classic,12153ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[45, 79, 39, 48, 17, 7, 24, 62, 44, 57]",7,ARM_CORTEX_A15,0.0,rand,classic,12153ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[36, 22, 29, 50, 64, 29, 83, 34, 73, 29]",7,ARM_CORTEX_A15,30.0,rand,classic,12153ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[31, 21, 3, 7, 5, 81, 56, 77, 47, 67]",7,ARM_CORTEX_A15,0.0,rand,classic,12153ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[21, 7, 52, 25, 44, 52, 9, 27, 43, 42]",7,ARM_CORTEX_A15,0.0,rand,classic,12153ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[24, 46, 72, 65, 55, 17, 4, 18, 14, 46]",7,ARM_CORTEX_A15,30.0,rand,classic,12153ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[76, 81, 81, 74, 2, 36, 55, 27, 34, 43]",7,ARM_CORTEX_A15,20.0,rand,classic,12153ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[37, 57, 62, 48, 18, 10, 74, 43, 84, 62]",7,ARM_CORTEX_A15,0.0,rand,classic,12153ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[69, 74, 66, 55, 43, 26, 43, 83, 28, 23]",7,ARM_CORTEX_A15,50.0,rand,classic,12153ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[61, 57, 44, 83, 28, 66, 20, 14, 32, 82]",7,ARM_CORTEX_A15,80.0,rand,classic,12153ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[5, 4, 2, 43, 2, 53, 84, 51, 32, 50]",7,ARM_CORTEX_A15,30.0,rand,classic,12153ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[61, 83, 84, 69, 78, 20, 23, 61, 61, 37]",5,ARM_CORTEX_A15,30.0,center,classic,14925ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[81, 69, 3, 36, 49, 4, 35, 48, 7, 27]",5,ARM_CORTEX_A15,100.0,rand,classic,14925ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[14, 12, 68, 15, 79, 39, 57, 49, 26, 58]",5,ARM_CORTEX_A15,80.0,rand,classic,14925ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[49, 66, 60, 12, 52, 71, 64, 24, 28, 55]",5,ARM_CORTEX_A15,80.0,rand,classic,14925ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[13, 56, 1, 33, 52, 82, 14, 4, 3, 24]",5,ARM_CORTEX_A15,70.0,rand,classic,14925ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[2, 51, 51, 77, 26, 74, 57, 41, 43, 6]",5,ARM_CORTEX_A15,90.0,rand,classic,14925ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[44, 64, 28, 19, 65, 69, 67, 74, 63, 43]",5,ARM_CORTEX_A15,100.0,rand,classic,14925ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[17, 16, 7, 43, 81, 11, 41, 10, 82, 52]",5,ARM_CORTEX_A15,80.0,rand,classic,14925ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[69, 68, 35, 10, 33, 69, 28, 8, 11, 39]",5,ARM_CORTEX_A15,100.0,rand,classic,14925ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[8, 50, 42, 31, 37, 2, 17, 2, 20, 9]",5,ARM_CORTEX_A15,90.0,rand,classic,14925ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[2, 76, 74, 45, 53, 44, 35, 12, 78, 13]",5,ARM_CORTEX_A15,20.0,rand,classic,14925ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[27, 26, 78, 15, 25, 37, 14, 38, 27, 6]",3,ARM_CORTEX_A15,90.0,center,classic,13343ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[28, 68, 63, 77, 26, 0, 29, 49, 39, 25]",3,ARM_CORTEX_A15,100.0,rand,classic,13343ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[39, 3, 41, 4, 12, 24, 73, 29, 25, 68]",3,ARM_CORTEX_A15,100.0,rand,classic,13343ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[82, 5, 45, 1, 32, 65, 14, 62, 6, 80]",3,ARM_CORTEX_A15,30.0,rand,classic,13343ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[33, 42, 33, 25, 65, 12, 84, 38, 33, 51]",3,ARM_CORTEX_A15,20.0,rand,classic,13343ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[60, 31, 2, 32, 36, 61, 73, 79, 54, 80]",3,ARM_CORTEX_A15,60.0,rand,classic,13343ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[35, 8, 57, 70, 2, 4, 11, 27, 52, 23]",3,ARM_CORTEX_A15,50.0,rand,classic,13343ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[63, 18, 40, 50, 58, 3, 60, 71, 2, 19]",3,ARM_CORTEX_A15,70.0,rand,classic,13343ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[52, 18, 30, 26, 21, 81, 52, 40, 66, 81]",3,ARM_CORTEX_A15,0.0,rand,classic,13343ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[17, 60, 8, 59, 81, 33, 70, 38, 42, 28]",3,ARM_CORTEX_A15,70.0,rand,classic,13343ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[16, 28, 41, 73, 50, 70, 62, 57, 70, 66]",3,ARM_CORTEX_A15,0.0,rand,classic,13343ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[10, 73, 82, 80, 79, 61, 22, 2, 76, 76]",6,ARM_CORTEX_A15,100.0,center,classic,13343ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[15, 78, 22, 17, 75, 72, 76, 28, 31, 62]",6,ARM_CORTEX_A15,70.0,rand,classic,13343ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[40, 31, 73, 6, 59, 50, 42, 9, 31, 38]",6,ARM_CORTEX_A15,70.0,rand,classic,13343ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[80, 68, 77, 69, 71, 49, 41, 69, 34, 19]",6,ARM_CORTEX_A15,60.0,rand,classic,13343ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[25, 53, 60, 47, 27, 34, 45, 19, 24, 82]",6,ARM_CORTEX_A15,60.0,rand,classic,13343ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[44, 41, 55, 13, 55, 65, 20, 68, 75, 46]",6,ARM_CORTEX_A15,10.0,rand,classic,13343ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[54, 18, 38, 80, 47, 70, 81, 14, 15, 81]",6,ARM_CORTEX_A15,50.0,rand,classic,13343ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[28, 14, 10, 65, 14, 64, 54, 24, 35, 57]",6,ARM_CORTEX_A15,50.0,rand,classic,13343ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[57, 31, 32, 45, 72, 9, 71, 14, 5, 83]",6,ARM_CORTEX_A15,70.0,rand,classic,13343ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[27, 76, 37, 65, 52, 55, 77, 53, 84, 72]",6,ARM_CORTEX_A15,90.0,rand,classic,13343ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[53, 31, 81, 4, 36, 15, 20, 60, 18, 24]",6,ARM_CORTEX_A15,40.0,rand,classic,13343ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[61, 83, 84, 69, 78, 20, 23, 61, 61, 37]",5,ARM_CORTEX_A15,60.0,center,representation,14925ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[13, 56, 1, 33, 52, 82, 14, 4, 3, 24]",5,ARM_CORTEX_A15,60.0,rand,representation,14925ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[81, 69, 3, 36, 49, 4, 35, 48, 7, 27]",5,ARM_CORTEX_A15,80.0,rand,representation,14925ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[69, 68, 35, 10, 33, 69, 28, 8, 11, 39]",5,ARM_CORTEX_A15,90.0,rand,representation,14925ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[2, 51, 51, 77, 26, 74, 57, 41, 43, 6]",5,ARM_CORTEX_A15,100.0,rand,representation,14925ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[14, 12, 68, 15, 79, 39, 57, 49, 26, 58]",5,ARM_CORTEX_A15,70.0,rand,representation,14925ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[17, 16, 7, 43, 81, 11, 41, 10, 82, 52]",5,ARM_CORTEX_A15,50.0,rand,representation,14925ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[49, 66, 60, 12, 52, 71, 64, 24, 28, 55]",5,ARM_CORTEX_A15,70.0,rand,representation,14925ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[8, 50, 42, 31, 37, 2, 17, 2, 20, 9]",5,ARM_CORTEX_A15,70.0,rand,representation,14925ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[2, 76, 74, 45, 53, 44, 35, 12, 78, 13]",5,ARM_CORTEX_A15,70.0,rand,representation,14925ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[44, 64, 28, 19, 65, 69, 67, 74, 63, 43]",5,ARM_CORTEX_A15,100.0,rand,representation,14925ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[76, 84, 36, 5, 80, 73, 68, 48, 68, 49]",8,ARM_CORTEX_A15,80.0,center,classic,13343ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[46, 16, 42, 14, 81, 9, 56, 77, 66, 16]",8,ARM_CORTEX_A15,100.0,rand,classic,13343ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[76, 18, 7, 65, 20, 20, 2, 78, 18, 14]",8,ARM_CORTEX_A15,40.0,rand,classic,13343ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[37, 80, 4, 77, 63, 26, 71, 62, 57, 9]",8,ARM_CORTEX_A15,10.0,rand,classic,13343ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[12, 1, 53, 33, 7, 29, 21, 24, 73, 33]",8,ARM_CORTEX_A15,60.0,rand,classic,13343ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[57, 1, 59, 29, 75, 38, 34, 9, 24, 82]",8,ARM_CORTEX_A15,40.0,rand,classic,13343ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[58, 43, 1, 59, 67, 0, 6, 71, 71, 73]",8,ARM_CORTEX_A15,60.0,rand,classic,13343ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[17, 20, 13, 57, 35, 9, 52, 53, 64, 52]",8,ARM_CORTEX_A15,40.0,rand,classic,13343ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[14, 70, 6, 34, 39, 29, 9, 39, 55, 63]",8,ARM_CORTEX_A15,60.0,rand,classic,13343ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[56, 31, 36, 70, 80, 23, 70, 23, 72, 51]",8,ARM_CORTEX_A15,30.0,rand,classic,13343ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[64, 56, 42, 39, 13, 79, 1, 5, 8, 36]",8,ARM_CORTEX_A15,20.0,rand,classic,13343ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[42, 8, 38, 68, 46, 6, 43, 1, 75, 56]",7,ARM_CORTEX_A15,60.0,center,classic,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[47, 1, 47, 49, 54, 35, 84, 31, 65, 50]",7,ARM_CORTEX_A15,80.0,rand,classic,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[84, 43, 26, 76, 41, 23, 26, 70, 52, 27]",7,ARM_CORTEX_A15,80.0,rand,classic,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[8, 45, 11, 25, 57, 46, 80, 80, 48, 71]",7,ARM_CORTEX_A15,20.0,rand,classic,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[19, 34, 51, 39, 4, 75, 9, 59, 13, 64]",7,ARM_CORTEX_A15,70.0,rand,classic,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[13, 34, 33, 31, 30, 74, 8, 31, 83, 37]",7,ARM_CORTEX_A15,50.0,rand,classic,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[70, 63, 23, 19, 40, 76, 25, 31, 83, 49]",7,ARM_CORTEX_A15,100.0,rand,classic,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[47, 68, 35, 60, 31, 83, 2, 82, 32, 76]",7,ARM_CORTEX_A15,100.0,rand,classic,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[21, 20, 11, 46, 16, 70, 11, 21, 36, 26]",7,ARM_CORTEX_A15,70.0,rand,classic,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[71, 83, 61, 21, 26, 28, 57, 70, 11, 83]",7,ARM_CORTEX_A15,100.0,rand,classic,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[10, 79, 23, 53, 18, 27, 18, 7, 57, 33]",7,ARM_CORTEX_A15,60.0,rand,classic,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[84, 18, 47, 72, 38, 64, 9, 70, 61, 68]",4,ARM_CORTEX_A15,100.0,center,classic,14925ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[46, 9, 40, 20, 50, 42, 54, 15, 46, 61]",4,ARM_CORTEX_A15,40.0,rand,classic,14925ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[3, 81, 24, 5, 14, 62, 61, 60, 43, 13]",4,ARM_CORTEX_A15,100.0,rand,classic,14925ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[57, 30, 11, 58, 60, 73, 38, 51, 36, 76]",4,ARM_CORTEX_A15,80.0,rand,classic,14925ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[50, 51, 68, 39, 12, 5, 67, 9, 43, 10]",4,ARM_CORTEX_A15,100.0,rand,classic,14925ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[55, 70, 58, 83, 3, 54, 43, 44, 38, 22]",4,ARM_CORTEX_A15,100.0,rand,classic,14925ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[65, 16, 42, 25, 78, 60, 8, 69, 55, 51]",4,ARM_CORTEX_A15,100.0,rand,classic,14925ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[45, 12, 35, 20, 23, 18, 23, 84, 47, 42]",4,ARM_CORTEX_A15,10.0,rand,classic,14925ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[22, 58, 6, 71, 72, 79, 83, 17, 60, 77]",4,ARM_CORTEX_A15,100.0,rand,classic,14925ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[57, 24, 1, 60, 57, 56, 71, 67, 19, 77]",4,ARM_CORTEX_A15,90.0,rand,classic,14925ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[76, 6, 1, 72, 47, 63, 20, 20, 13, 38]",4,ARM_CORTEX_A15,70.0,rand,classic,14925ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[32, 40, 68, 58, 22, 49, 5, 47, 1, 65]",6,ARM_CORTEX_A15,90.0,center,classic,13343ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[50, 36, 50, 24, 26, 34, 24, 73, 33, 8]",6,ARM_CORTEX_A15,30.0,rand,classic,13343ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[2, 31, 55, 81, 57, 36, 63, 58, 45, 67]",6,ARM_CORTEX_A15,100.0,rand,classic,13343ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[34, 83, 41, 74, 24, 66, 6, 76, 29, 51]",6,ARM_CORTEX_A15,50.0,rand,classic,13343ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[12, 68, 13, 8, 9, 44, 14, 74, 84, 57]",6,ARM_CORTEX_A15,0.0,rand,classic,13343ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[35, 48, 75, 28, 5, 40, 62, 27, 19, 67]",6,ARM_CORTEX_A15,100.0,rand,classic,13343ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[81, 43, 38, 66, 10, 49, 15, 26, 75, 72]",6,ARM_CORTEX_A15,0.0,rand,classic,13343ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[24, 64, 9, 11, 8, 51, 75, 74, 73, 15]",6,ARM_CORTEX_A15,50.0,rand,classic,13343ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[26, 42, 24, 17, 56, 62, 74, 31, 57, 3]",6,ARM_CORTEX_A15,60.0,rand,classic,13343ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[28, 4, 71, 48, 63, 20, 35, 23, 18, 48]",6,ARM_CORTEX_A15,80.0,rand,classic,13343ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[58, 48, 4, 28, 73, 44, 58, 67, 45, 60]",6,ARM_CORTEX_A15,70.0,rand,classic,13343ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[23, 3, 58, 73, 0, 20, 20, 74, 43, 7]",3,ARM_CORTEX_A15,30.0,center,classic,12153ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[61, 40, 50, 16, 52, 29, 67, 80, 8, 34]",3,ARM_CORTEX_A15,10.0,rand,classic,12153ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[27, 44, 9, 82, 66, 44, 30, 10, 41, 38]",3,ARM_CORTEX_A15,20.0,rand,classic,12153ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[40, 17, 45, 35, 36, 40, 4, 29, 78, 37]",3,ARM_CORTEX_A15,0.0,rand,classic,12153ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[59, 35, 4, 25, 13, 52, 26, 36, 20, 5]",3,ARM_CORTEX_A15,70.0,rand,classic,12153ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[23, 51, 26, 18, 24, 2, 51, 17, 21, 67]",3,ARM_CORTEX_A15,10.0,rand,classic,12153ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[25, 6, 74, 29, 28, 77, 24, 79, 14, 10]",3,ARM_CORTEX_A15,70.0,rand,classic,12153ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[2, 49, 51, 70, 46, 29, 44, 64, 5, 52]",3,ARM_CORTEX_A15,20.0,rand,classic,12153ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[54, 45, 4, 30, 55, 77, 39, 63, 43, 0]",3,ARM_CORTEX_A15,60.0,rand,classic,12153ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[20, 68, 41, 17, 4, 26, 55, 40, 52, 29]",3,ARM_CORTEX_A15,60.0,rand,classic,12153ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[3, 14, 76, 35, 62, 34, 80, 11, 11, 21]",3,ARM_CORTEX_A15,0.0,rand,classic,12153ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[41, 10, 38, 68, 48, 5, 44, 1, 76, 56]",7,ARM_CORTEX_A15,50.0,center,classic,12153ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[47, 68, 35, 60, 31, 83, 2, 82, 32, 76]",7,ARM_CORTEX_A15,40.0,rand,classic,12153ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[21, 20, 11, 46, 16, 70, 11, 21, 36, 26]",7,ARM_CORTEX_A15,0.0,rand,classic,12153ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[10, 79, 23, 53, 18, 27, 18, 7, 57, 33]",7,ARM_CORTEX_A15,30.0,rand,classic,12153ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[13, 34, 33, 31, 30, 74, 8, 31, 83, 37]",7,ARM_CORTEX_A15,30.0,rand,classic,12153ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[84, 43, 26, 76, 41, 23, 26, 70, 52, 27]",7,ARM_CORTEX_A15,20.0,rand,classic,12153ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[8, 45, 11, 25, 57, 46, 80, 80, 48, 71]",7,ARM_CORTEX_A15,40.0,rand,classic,12153ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[71, 83, 61, 21, 26, 28, 57, 70, 11, 83]",7,ARM_CORTEX_A15,0.0,rand,classic,12153ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[47, 1, 47, 49, 54, 35, 84, 31, 65, 50]",7,ARM_CORTEX_A15,20.0,rand,classic,12153ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[19, 34, 51, 39, 4, 75, 9, 59, 13, 64]",7,ARM_CORTEX_A15,0.0,rand,classic,12153ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[70, 63, 23, 19, 40, 76, 25, 31, 83, 49]",7,ARM_CORTEX_A15,30.0,rand,classic,12153ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[40, 8, 39, 68, 45, 6, 43, 2, 73, 55]",7,ARM_CORTEX_A15,70.0,center,classic,13343ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
