mapping,random_seed,platform.processor_1.type,passed,type,design_centering.perturbation.perturbation_type,threshold,trace,platform,kpn,representation,log_level,platform.name,platform.processor_0.type
"[9, 15, 64, 27, 30, 6, 73, 1, 42, 36]",10,ARM_CORTEX_A15,100.0,center,representation,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[30, 7, 34, 43, 47, 72, 1, 51, 76, 77]",10,ARM_CORTEX_A15,100.0,rand,representation,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[41, 37, 55, 76, 42, 36, 47, 74, 29, 73]",10,ARM_CORTEX_A15,100.0,rand,representation,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[6, 33, 69, 72, 82, 41, 29, 16, 37, 8]",10,ARM_CORTEX_A15,0.0,rand,representation,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[63, 31, 52, 47, 22, 3, 66, 11, 9, 16]",10,ARM_CORTEX_A15,100.0,rand,representation,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[42, 38, 81, 57, 84, 24, 80, 12, 28, 68]",10,ARM_CORTEX_A15,90.0,rand,representation,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[24, 33, 71, 80, 59, 21, 19, 56, 34, 42]",10,ARM_CORTEX_A15,90.0,rand,representation,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[83, 24, 76, 17, 37, 75, 63, 38, 21, 1]",10,ARM_CORTEX_A15,70.0,rand,representation,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[13, 58, 53, 2, 5, 14, 44, 54, 37, 2]",10,ARM_CORTEX_A15,100.0,rand,representation,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[16, 25, 6, 10, 82, 57, 24, 55, 29, 15]",10,ARM_CORTEX_A15,100.0,rand,representation,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[41, 52, 65, 32, 71, 29, 69, 69, 41, 9]",10,ARM_CORTEX_A15,40.0,rand,representation,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[77, 62, 17, 74, 9, 61, 27, 30, 80, 7]",5,ARM_CORTEX_A15,70.0,center,representation,13343ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[18, 73, 45, 27, 25, 66, 46, 84, 63, 26]",5,ARM_CORTEX_A15,60.0,rand,representation,13343ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[57, 15, 45, 78, 67, 46, 45, 74, 34, 69]",5,ARM_CORTEX_A15,50.0,rand,representation,13343ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[3, 71, 66, 27, 1, 10, 60, 20, 55, 2]",5,ARM_CORTEX_A15,100.0,rand,representation,13343ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[72, 48, 26, 41, 47, 27, 34, 9, 28, 50]",5,ARM_CORTEX_A15,0.0,rand,representation,13343ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[9, 2, 78, 49, 51, 71, 18, 75, 26, 65]",5,ARM_CORTEX_A15,10.0,rand,representation,13343ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[3, 31, 73, 7, 6, 47, 53, 71, 83, 16]",5,ARM_CORTEX_A15,90.0,rand,representation,13343ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[23, 9, 17, 24, 29, 0, 14, 19, 13, 41]",5,ARM_CORTEX_A15,70.0,rand,representation,13343ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[57, 2, 17, 7, 27, 64, 7, 49, 71, 30]",5,ARM_CORTEX_A15,80.0,rand,representation,13343ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[28, 43, 37, 61, 43, 37, 73, 52, 66, 0]",5,ARM_CORTEX_A15,0.0,rand,representation,13343ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[23, 81, 58, 48, 19, 63, 58, 30, 79, 46]",5,ARM_CORTEX_A15,80.0,rand,representation,13343ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[41, 10, 38, 68, 48, 5, 44, 1, 76, 56]",7,ARM_CORTEX_A15,90.0,center,representation,12153ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[21, 20, 11, 46, 16, 70, 11, 21, 36, 26]",7,ARM_CORTEX_A15,50.0,rand,representation,12153ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[70, 63, 23, 19, 40, 76, 25, 31, 83, 49]",7,ARM_CORTEX_A15,40.0,rand,representation,12153ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[10, 79, 23, 53, 18, 27, 18, 7, 57, 33]",7,ARM_CORTEX_A15,40.0,rand,representation,12153ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[19, 34, 51, 39, 4, 75, 9, 59, 13, 64]",7,ARM_CORTEX_A15,0.0,rand,representation,12153ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[8, 45, 11, 25, 57, 46, 80, 80, 48, 71]",7,ARM_CORTEX_A15,0.0,rand,representation,12153ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[47, 1, 47, 49, 54, 35, 84, 31, 65, 50]",7,ARM_CORTEX_A15,100.0,rand,representation,12153ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[47, 68, 35, 60, 31, 83, 2, 82, 32, 76]",7,ARM_CORTEX_A15,0.0,rand,representation,12153ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[84, 43, 26, 76, 41, 23, 26, 70, 52, 27]",7,ARM_CORTEX_A15,90.0,rand,representation,12153ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[13, 34, 33, 31, 30, 74, 8, 31, 83, 37]",7,ARM_CORTEX_A15,0.0,rand,representation,12153ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[71, 83, 61, 21, 26, 28, 57, 70, 11, 83]",7,ARM_CORTEX_A15,0.0,rand,representation,12153ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[3, 2, 66, 60, 0, 57, 15, 50, 68, 13]",9,ARM_CORTEX_A15,20.0,center,representation,13343ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[20, 51, 50, 77, 33, 53, 3, 2, 73, 52]",9,ARM_CORTEX_A15,80.0,rand,representation,13343ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[20, 41, 39, 65, 56, 59, 83, 71, 32, 59]",9,ARM_CORTEX_A15,50.0,rand,representation,13343ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[68, 22, 73, 38, 55, 6, 13, 24, 80, 8]",9,ARM_CORTEX_A15,50.0,rand,representation,13343ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[48, 76, 63, 20, 56, 84, 55, 19, 64, 15]",9,ARM_CORTEX_A15,40.0,rand,representation,13343ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[77, 7, 7, 5, 66, 20, 16, 65, 30, 22]",9,ARM_CORTEX_A15,50.0,rand,representation,13343ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[6, 46, 47, 4, 50, 54, 75, 49, 35, 17]",9,ARM_CORTEX_A15,40.0,rand,representation,13343ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[16, 32, 5, 49, 82, 60, 0, 1, 63, 52]",9,ARM_CORTEX_A15,30.0,rand,representation,13343ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[26, 81, 3, 68, 60, 31, 72, 51, 17, 14]",9,ARM_CORTEX_A15,60.0,rand,representation,13343ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[48, 26, 31, 80, 34, 44, 24, 1, 10, 22]",9,ARM_CORTEX_A15,50.0,rand,representation,13343ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[41, 63, 50, 50, 48, 15, 42, 27, 55, 48]",9,ARM_CORTEX_A15,80.0,rand,representation,13343ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[1, 64, 41, 16, 42, 30, 19, 50, 8, 27]",10,ARM_CORTEX_A15,50.0,center,classic,12153ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[21, 37, 70, 62, 59, 84, 26, 47, 65, 62]",10,ARM_CORTEX_A15,0.0,rand,classic,12153ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[79, 83, 68, 75, 65, 0, 26, 20, 68, 21]",10,ARM_CORTEX_A15,0.0,rand,classic,12153ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[75, 12, 68, 31, 31, 31, 38, 58, 71, 60]",10,ARM_CORTEX_A15,0.0,rand,classic,12153ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[31, 49, 35, 64, 64, 35, 80, 36, 4, 19]",10,ARM_CORTEX_A15,0.0,rand,classic,12153ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[7, 65, 58, 8, 0, 56, 0, 59, 78, 32]",10,ARM_CORTEX_A15,50.0,rand,classic,12153ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[65, 77, 75, 56, 11, 58, 19, 28, 38, 55]",10,ARM_CORTEX_A15,40.0,rand,classic,12153ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[42, 5, 23, 56, 43, 19, 50, 23, 59, 52]",10,ARM_CORTEX_A15,20.0,rand,classic,12153ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[84, 11, 77, 60, 24, 20, 12, 13, 16, 82]",10,ARM_CORTEX_A15,30.0,rand,classic,12153ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[70, 30, 78, 36, 71, 53, 35, 81, 60, 35]",10,ARM_CORTEX_A15,10.0,rand,classic,12153ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[14, 16, 2, 47, 14, 33, 21, 47, 78, 67]",10,ARM_CORTEX_A15,0.0,rand,classic,12153ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[9, 15, 64, 27, 30, 6, 73, 1, 42, 36]",10,ARM_CORTEX_A15,40.0,center,classic,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[16, 25, 6, 10, 82, 57, 24, 55, 29, 15]",10,ARM_CORTEX_A15,100.0,rand,classic,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[83, 24, 76, 17, 37, 75, 63, 38, 21, 1]",10,ARM_CORTEX_A15,90.0,rand,classic,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[13, 58, 53, 2, 5, 14, 44, 54, 37, 2]",10,ARM_CORTEX_A15,100.0,rand,classic,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[30, 7, 34, 43, 47, 72, 1, 51, 76, 77]",10,ARM_CORTEX_A15,50.0,rand,classic,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[63, 31, 52, 47, 22, 3, 66, 11, 9, 16]",10,ARM_CORTEX_A15,90.0,rand,classic,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[41, 52, 65, 32, 71, 29, 69, 69, 41, 9]",10,ARM_CORTEX_A15,40.0,rand,classic,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[6, 33, 69, 72, 82, 41, 29, 16, 37, 8]",10,ARM_CORTEX_A15,100.0,rand,classic,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[24, 33, 71, 80, 59, 21, 19, 56, 34, 42]",10,ARM_CORTEX_A15,80.0,rand,classic,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[42, 38, 81, 57, 84, 24, 80, 12, 28, 68]",10,ARM_CORTEX_A15,100.0,rand,classic,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[41, 37, 55, 76, 42, 36, 47, 74, 29, 73]",10,ARM_CORTEX_A15,100.0,rand,classic,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[32, 56, 18, 14, 28, 25, 4, 71, 1, 65]",6,ARM_CORTEX_A15,40.0,center,classic,12153ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[28, 4, 71, 48, 63, 20, 35, 23, 18, 48]",6,ARM_CORTEX_A15,50.0,rand,classic,12153ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[58, 48, 4, 28, 73, 44, 58, 67, 45, 60]",6,ARM_CORTEX_A15,30.0,rand,classic,12153ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[26, 42, 24, 17, 56, 62, 74, 31, 57, 3]",6,ARM_CORTEX_A15,20.0,rand,classic,12153ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[34, 83, 41, 74, 24, 66, 6, 76, 29, 51]",6,ARM_CORTEX_A15,0.0,rand,classic,12153ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[35, 48, 75, 28, 5, 40, 62, 27, 19, 67]",6,ARM_CORTEX_A15,0.0,rand,classic,12153ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[24, 64, 9, 11, 8, 51, 75, 74, 73, 15]",6,ARM_CORTEX_A15,30.0,rand,classic,12153ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[81, 43, 38, 66, 10, 49, 15, 26, 75, 72]",6,ARM_CORTEX_A15,70.0,rand,classic,12153ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[12, 68, 13, 8, 9, 44, 14, 74, 84, 57]",6,ARM_CORTEX_A15,0.0,rand,classic,12153ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[50, 36, 50, 24, 26, 34, 24, 73, 33, 8]",6,ARM_CORTEX_A15,0.0,rand,classic,12153ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[2, 31, 55, 81, 57, 36, 63, 58, 45, 67]",6,ARM_CORTEX_A15,70.0,rand,classic,12153ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[67, 61, 62, 76, 25, 59, 68, 72, 71, 80]",4,ARM_CORTEX_A15,70.0,center,representation,12153ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[55, 71, 61, 7, 30, 2, 55, 17, 23, 42]",4,ARM_CORTEX_A15,0.0,rand,representation,12153ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[77, 44, 77, 22, 7, 35, 36, 36, 0, 76]",4,ARM_CORTEX_A15,0.0,rand,representation,12153ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[44, 29, 8, 14, 60, 78, 25, 65, 1, 41]",4,ARM_CORTEX_A15,0.0,rand,representation,12153ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[56, 46, 73, 45, 11, 11, 67, 11, 16, 16]",4,ARM_CORTEX_A15,50.0,rand,representation,12153ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[49, 61, 47, 12, 81, 56, 4, 0, 31, 40]",4,ARM_CORTEX_A15,0.0,rand,representation,12153ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[17, 23, 66, 56, 15, 55, 35, 42, 33, 66]",4,ARM_CORTEX_A15,10.0,rand,representation,12153ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[50, 57, 48, 18, 80, 67, 46, 81, 73, 8]",4,ARM_CORTEX_A15,0.0,rand,representation,12153ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[34, 80, 70, 8, 17, 41, 17, 82, 0, 66]",4,ARM_CORTEX_A15,0.0,rand,representation,12153ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[37, 19, 37, 73, 44, 68, 24, 68, 3, 4]",4,ARM_CORTEX_A15,0.0,rand,representation,12153ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[59, 32, 67, 13, 76, 76, 62, 21, 26, 25]",4,ARM_CORTEX_A15,30.0,rand,representation,12153ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[37, 12, 71, 8, 75, 5, 79, 61, 15, 2]",1,ARM_CORTEX_A15,100.0,center,classic,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[74, 4, 78, 84, 78, 28, 63, 21, 36, 7]",1,ARM_CORTEX_A15,90.0,rand,classic,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[33, 11, 34, 47, 49, 61, 53, 22, 16, 84]",1,ARM_CORTEX_A15,90.0,rand,classic,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[34, 16, 71, 20, 49, 52, 73, 38, 38, 74]",1,ARM_CORTEX_A15,70.0,rand,classic,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[49, 83, 11, 6, 54, 83, 53, 35, 6, 61]",1,ARM_CORTEX_A15,60.0,rand,classic,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[34, 73, 82, 39, 43, 18, 72, 23, 6, 62]",1,ARM_CORTEX_A15,80.0,rand,classic,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[24, 18, 48, 10, 1, 7, 35, 11, 63, 3]",1,ARM_CORTEX_A15,100.0,rand,classic,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[82, 9, 25, 48, 51, 45, 24, 69, 65, 69]",1,ARM_CORTEX_A15,20.0,rand,classic,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[67, 61, 42, 78, 79, 55, 24, 74, 18, 71]",1,ARM_CORTEX_A15,100.0,rand,classic,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[32, 7, 5, 65, 47, 5, 4, 50, 67, 22]",1,ARM_CORTEX_A15,0.0,rand,classic,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[20, 1, 52, 59, 21, 5, 12, 45, 2, 22]",1,ARM_CORTEX_A15,100.0,rand,classic,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[9, 14, 63, 28, 29, 9, 73, 0, 41, 35]",10,ARM_CORTEX_A15,90.0,center,representation,12153ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[6, 33, 69, 72, 82, 41, 29, 16, 37, 8]",10,ARM_CORTEX_A15,0.0,rand,representation,12153ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[42, 38, 81, 57, 84, 24, 80, 12, 28, 68]",10,ARM_CORTEX_A15,0.0,rand,representation,12153ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[83, 24, 76, 17, 37, 75, 63, 38, 21, 1]",10,ARM_CORTEX_A15,0.0,rand,representation,12153ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[63, 31, 52, 47, 22, 3, 66, 11, 9, 16]",10,ARM_CORTEX_A15,90.0,rand,representation,12153ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[41, 52, 65, 32, 71, 29, 69, 69, 41, 9]",10,ARM_CORTEX_A15,0.0,rand,representation,12153ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[41, 37, 55, 76, 42, 36, 47, 74, 29, 73]",10,ARM_CORTEX_A15,90.0,rand,representation,12153ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[13, 58, 53, 2, 5, 14, 44, 54, 37, 2]",10,ARM_CORTEX_A15,100.0,rand,representation,12153ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[24, 33, 71, 80, 59, 21, 19, 56, 34, 42]",10,ARM_CORTEX_A15,90.0,rand,representation,12153ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[30, 7, 34, 43, 47, 72, 1, 51, 76, 77]",10,ARM_CORTEX_A15,20.0,rand,representation,12153ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[16, 25, 6, 10, 82, 57, 24, 55, 29, 15]",10,ARM_CORTEX_A15,10.0,rand,representation,12153ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[80, 1, 68, 34, 61, 41, 61, 70, 83, 78]",7,ARM_CORTEX_A15,20.0,center,classic,13343ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[10, 43, 11, 5, 49, 17, 11, 27, 60, 32]",7,ARM_CORTEX_A15,90.0,rand,classic,13343ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[77, 60, 67, 21, 3, 7, 5, 81, 56, 19]",7,ARM_CORTEX_A15,10.0,rand,classic,13343ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[14, 29, 67, 63, 65, 55, 17, 4, 18, 69]",7,ARM_CORTEX_A15,20.0,rand,classic,13343ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[64, 27, 83, 15, 21, 63, 43, 32, 75, 71]",7,ARM_CORTEX_A15,70.0,rand,classic,13343ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[83, 2, 49, 38, 66, 55, 43, 26, 43, 77]",7,ARM_CORTEX_A15,0.0,rand,classic,13343ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[84, 13, 62, 34, 38, 40, 35, 66, 43, 43]",7,ARM_CORTEX_A15,90.0,rand,classic,13343ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[76, 51, 63, 74, 2, 36, 55, 27, 34, 40]",7,ARM_CORTEX_A15,50.0,rand,classic,13343ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[62, 30, 42, 40, 59, 8, 67, 7, 24, 29]",7,ARM_CORTEX_A15,60.0,rand,classic,13343ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[14, 11, 82, 57, 44, 83, 28, 66, 20, 75]",7,ARM_CORTEX_A15,100.0,rand,classic,13343ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[34, 76, 2, 53, 21, 59, 6, 83, 83, 38]",7,ARM_CORTEX_A15,0.0,rand,classic,13343ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[9, 74, 83, 80, 80, 65, 24, 0, 75, 78]",6,ARM_CORTEX_A15,20.0,center,representation,12153ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[25, 53, 60, 47, 27, 34, 45, 19, 24, 82]",6,ARM_CORTEX_A15,0.0,rand,representation,12153ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[27, 76, 37, 65, 52, 55, 77, 53, 84, 72]",6,ARM_CORTEX_A15,0.0,rand,representation,12153ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[54, 18, 38, 80, 47, 70, 81, 14, 15, 81]",6,ARM_CORTEX_A15,0.0,rand,representation,12153ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[15, 78, 22, 17, 75, 72, 76, 28, 31, 62]",6,ARM_CORTEX_A15,0.0,rand,representation,12153ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
