"","X","platform","representation.target_distortion","representation.extra_dimensions","representation","rel_distance","rel_runtime"
"3256",3256,"exynos",1.001,TRUE,"SymmetryEmbedding",2.24715354496191,1.87979416099436
"3257",3257,"exynos",1.001,TRUE,"SymmetryEmbedding",2.89213842329103,1.3166645575304
"3258",3258,"exynos",1.001,TRUE,"SymmetryEmbedding",2.86967461549865,1.87104658646776
"3259",3259,"exynos",1.001,TRUE,"SymmetryEmbedding",2.23520855920135,1.78585771118847
"3260",3260,"exynos",1.001,TRUE,"SymmetryEmbedding",2.57009896019695,1.07336541683118
"3261",3261,"exynos",1.001,TRUE,"SymmetryEmbedding",2.58734424898453,1.41884116826921
"3262",3262,"exynos",1.001,TRUE,"SymmetryEmbedding",1.8554691375276,1.90532695604257
"3263",3263,"exynos",1.001,TRUE,"SymmetryEmbedding",1.87399471192563,1.54708415104505
"3264",3264,"exynos",1.001,TRUE,"SymmetryEmbedding",2.23279075096702,1.90450909061137
"3265",3265,"exynos",1.001,TRUE,"SymmetryEmbedding",2.28725140266754,1.94114907672652
"3266",3266,"exynos",1.001,TRUE,"SymmetryEmbedding",2.58838526083776,1.24306353310053
"3267",3267,"exynos",1.001,TRUE,"SymmetryEmbedding",1.85884621520803,1.27097922133643
"3268",3268,"exynos",1.001,TRUE,"SymmetryEmbedding",1.8949538091539,1.29101162644473
"3269",3269,"exynos",1.001,TRUE,"SymmetryEmbedding",3.63867300721985,1.12027124417812
"3270",3270,"exynos",1.001,TRUE,"SymmetryEmbedding",2.24753402072231,1.70820193183346
"3271",3271,"exynos",1.001,TRUE,"SymmetryEmbedding",2.22570803447322,1.31927089500133
"3272",3272,"exynos",1.001,TRUE,"SymmetryEmbedding",1.83569593130021,1.88951587591353
"3273",3273,"exynos",1.001,TRUE,"SymmetryEmbedding",2.87978488845377,1.02483426161396
"3274",3274,"exynos",1.001,TRUE,"SymmetryEmbedding",1.8614103481459,1.07205635517977
"3275",3275,"exynos",1.001,TRUE,"SymmetryEmbedding",3.17884064708687,1.06669592088216
"3276",3276,"exynos",1.001,TRUE,"SymmetryEmbedding",1.33477176596198,1.87956156612069
"3277",3277,"exynos",1.001,TRUE,"SymmetryEmbedding",2.91919788526139,1.214549137803
"3278",3278,"exynos",1.001,TRUE,"SymmetryEmbedding",2.58654088056617,1.52218888730641
"3279",3279,"exynos",1.001,TRUE,"SymmetryEmbedding",2.27146973295635,1.13009341919392
"3280",3280,"exynos",1.001,TRUE,"SymmetryEmbedding",2.90881497475719,1.66671191286228
"3281",3281,"exynos",1.001,TRUE,"SymmetryEmbedding",2.6260115880212,1.92088070145572
"3282",3282,"exynos",1.001,TRUE,"SymmetryEmbedding",2.6301452387623,1.15772384061336
"3283",3283,"exynos",1.001,TRUE,"SymmetryEmbedding",2.88533128475282,1.26410031065014
"3284",3284,"exynos",1.001,TRUE,"SymmetryEmbedding",3.39778521383926,1.0048462061085
"3285",3285,"exynos",1.001,TRUE,"SymmetryEmbedding",2.30397032227711,1.54793255994786
"3286",3286,"exynos",1.001,TRUE,"SymmetryEmbedding",2.88995163113277,1.98947774733934
"3287",3287,"exynos",1.001,TRUE,"SymmetryEmbedding",3.1369780181515,1.17516779960964
"3288",3288,"exynos",1.001,TRUE,"SymmetryEmbedding",2.60412236001014,1.00486098674995
"3289",3289,"exynos",1.001,TRUE,"SymmetryEmbedding",2.87119907405105,1.82767352204529
"3290",3290,"exynos",1.001,TRUE,"SymmetryEmbedding",0.281641184871871,1.00027521692248
"3291",3291,"exynos",1.001,TRUE,"SymmetryEmbedding",3.16639770961723,1.79083445846018
"3292",3292,"exynos",1.001,TRUE,"SymmetryEmbedding",2.89245635232605,1.11245382680437
"3293",3293,"exynos",1.001,TRUE,"SymmetryEmbedding",2.28076765704772,1.02115530935053
"3294",3294,"exynos",1.001,TRUE,"SymmetryEmbedding",2.59494115455778,1.93391643598102
"3295",3295,"exynos",1.001,TRUE,"SymmetryEmbedding",1.89309281339607,1.06859945091915
"3296",3296,"exynos",1.001,TRUE,"SymmetryEmbedding",2.89939209953029,1.12411471090524
"3297",3297,"exynos",1.001,TRUE,"SymmetryEmbedding",2.29968557266346,1.18957942703886
"3298",3298,"exynos",1.001,TRUE,"SymmetryEmbedding",2.8770102517631,1.90804884118108
"3299",3299,"exynos",1.001,TRUE,"SymmetryEmbedding",3.16282742627312,1.14396976714138
"3300",3300,"exynos",1.001,TRUE,"SymmetryEmbedding",2.21833490750169,1.89509056526407
"3301",3301,"exynos",1.001,TRUE,"SymmetryEmbedding",2.58242102338169,1.92764881183376
"3302",3302,"exynos",1.001,TRUE,"SymmetryEmbedding",2.59776224173809,1.01431690677377
"3303",3303,"exynos",1.001,TRUE,"SymmetryEmbedding",2.57206575604321,1.87089562857773
"3304",3304,"exynos",1.001,TRUE,"SymmetryEmbedding",2.60945044271787,1.38297444672874
"3305",3305,"exynos",1.001,TRUE,"SymmetryEmbedding",3.1491336496354,1.00080657114595
"3306",3306,"exynos",1.001,TRUE,"SymmetryEmbedding",2.23779987686468,1.02137204913825
"3307",3307,"exynos",1.001,TRUE,"SymmetryEmbedding",2.5608615161786,1.99851614279292
"3308",3308,"exynos",1.001,TRUE,"SymmetryEmbedding",2.9278398030775,1.14552897001043
"3309",3309,"exynos",1.001,TRUE,"SymmetryEmbedding",2.61176159392538,1.03095021119271
"3310",3310,"exynos",1.001,TRUE,"SymmetryEmbedding",1.87595816946517,1.82491486565644
"3311",3311,"exynos",1.001,TRUE,"SymmetryEmbedding",2.88542623561706,1.09189520390594
"3312",3312,"exynos",1.001,TRUE,"SymmetryEmbedding",2.29861222671764,1.08634728505775
"3313",3313,"exynos",1.001,TRUE,"SymmetryEmbedding",2.61047313710289,1.15839348635392
"3314",3314,"exynos",1.001,TRUE,"SymmetryEmbedding",1.83639884052403,1.00357914529573
"3315",3315,"exynos",1.001,TRUE,"SymmetryEmbedding",1.8569071462986,1.07679318845739
"3316",3316,"exynos",1.001,TRUE,"SymmetryEmbedding",2.27724433402945,1.00163686191357
"3317",3317,"exynos",1.001,TRUE,"SymmetryEmbedding",2.93035953875007,1.23166189785006
"3318",3318,"exynos",1.001,TRUE,"SymmetryEmbedding",1.37029080113366,1.00000118639545
"3319",3319,"exynos",1.001,TRUE,"SymmetryEmbedding",2.26732434695027,1.48196035790489
"3320",3320,"exynos",1.001,TRUE,"SymmetryEmbedding",2.27833709539938,1.9939986095105
"3321",3321,"exynos",1.001,TRUE,"SymmetryEmbedding",2.25051686857422,1.8540162709096
"3322",3322,"exynos",1.001,TRUE,"SymmetryEmbedding",2.2932777478451,1.01611270019207
"3323",3323,"exynos",1.001,TRUE,"SymmetryEmbedding",3.37883891725434,1.84369242186102
"3324",3324,"exynos",1.001,TRUE,"SymmetryEmbedding",2.90895034486511,1.57268923306097
"3325",3325,"exynos",1.001,TRUE,"SymmetryEmbedding",2.5948582701787,1.1615361581629
"3326",3326,"exynos",1.001,TRUE,"SymmetryEmbedding",2.58540809266688,1.31280750723973
"3327",3327,"exynos",1.001,TRUE,"SymmetryEmbedding",2.28196296934768,1.0184924481728
"3328",3328,"exynos",1.001,TRUE,"SymmetryEmbedding",2.62968674851019,2.01739292819396
"3329",3329,"exynos",1.001,TRUE,"SymmetryEmbedding",2.3090565020386,1.03982113300662
"3330",3330,"exynos",1.001,TRUE,"SymmetryEmbedding",2.58226855240292,1.37324675819344
"3331",3331,"exynos",1.001,TRUE,"SymmetryEmbedding",2.58670745918204,1.86487969678153
"3332",3332,"exynos",1.001,TRUE,"SymmetryEmbedding",2.31214770694497,1.46976370093638
"3333",3333,"exynos",1.001,TRUE,"SymmetryEmbedding",2.28812173205474,1.04450463423109
"3334",3334,"exynos",1.001,TRUE,"SymmetryEmbedding",2.61466203921974,1.45489678076437
"3335",3335,"exynos",1.001,TRUE,"SymmetryEmbedding",2.29022182984754,2.00088940539453
"3336",3336,"exynos",1.001,TRUE,"SymmetryEmbedding",3.17151171023809,1.49933721180145
"3337",3337,"exynos",1.001,TRUE,"SymmetryEmbedding",2.61138885371514,1.02602407907357
"3338",3338,"exynos",1.001,TRUE,"SymmetryEmbedding",2.86382992342555,1.27988499305616
"3339",3339,"exynos",1.001,TRUE,"SymmetryEmbedding",1.84149885881973,1.93305945864903
"3340",3340,"exynos",1.001,TRUE,"SymmetryEmbedding",1.89403489875664,1.02478875303566
"3341",3341,"exynos",1.001,TRUE,"SymmetryEmbedding",3.16982583236532,2.59118430146293
"3342",3342,"exynos",1.001,TRUE,"SymmetryEmbedding",2.5785110979155,1.17144450853026
"3343",3343,"exynos",1.001,TRUE,"SymmetryEmbedding",2.57670715514564,1.01340336899488
"3344",3344,"exynos",1.001,TRUE,"SymmetryEmbedding",3.17720205386467,3.10654522180634
"3345",3345,"exynos",1.001,TRUE,"SymmetryEmbedding",2.27014897746738,1.00093036333182
"3346",3346,"exynos",1.001,TRUE,"SymmetryEmbedding",2.57845886036486,2.32984717610115
"3347",3347,"exynos",1.001,TRUE,"SymmetryEmbedding",2.61449492495736,2.92463980004176
"3348",3348,"exynos",1.001,TRUE,"SymmetryEmbedding",2.91600226001445,1.06126631335968
"3349",3349,"exynos",1.001,TRUE,"SymmetryEmbedding",2.89245635232598,1.02018366291537
"3350",3350,"exynos",1.001,TRUE,"SymmetryEmbedding",2.87258182137304,1.42559673372663
"3351",3351,"exynos",1.001,TRUE,"SymmetryEmbedding",2.59155982094708,2.24270303209444
"3352",3352,"exynos",1.001,TRUE,"SymmetryEmbedding",2.58672500073454,1.94843343735108
"3353",3353,"exynos",1.001,TRUE,"SymmetryEmbedding",2.5971136089366,2.3468283487019
"3354",3354,"exynos",1.001,TRUE,"SymmetryEmbedding",2.26164508097285,1.45332522954669
"3355",3355,"exynos",1.001,TRUE,"SymmetryEmbedding",2.26153053292925,1.65421680679923
"3356",3356,"exynos",1.001,TRUE,"SymmetryEmbedding",2.60047180063648,1.23556381934072
"3357",3357,"exynos",1.001,TRUE,"SymmetryEmbedding",2.26512384586201,1.5684464088796
"3358",3358,"exynos",1.001,TRUE,"SymmetryEmbedding",2.26494081283118,1.80644600974599
"3359",3359,"exynos",1.001,TRUE,"SymmetryEmbedding",2.88150267842657,1.46357497963289
"3360",3360,"exynos",1.001,TRUE,"SymmetryEmbedding",1.85661923124635,1.9064273958691
"3361",3361,"exynos",1.001,TRUE,"SymmetryEmbedding",2.90621510242962,1.06214642423887
"3362",3362,"exynos",1.001,TRUE,"SymmetryEmbedding",2.2496618760918,1.90148560035687
"3363",3363,"exynos",1.001,TRUE,"SymmetryEmbedding",2.57223838906014,1.11083160031071
"3364",3364,"exynos",1.001,TRUE,"SymmetryEmbedding",3.14297746734232,1.09099108263063
"3365",3365,"exynos",1.001,TRUE,"SymmetryEmbedding",3.19571836105289,1.89813011311453
"3366",3366,"exynos",1.001,TRUE,"SymmetryEmbedding",2.92102637309023,1.35167010272383
"3367",3367,"exynos",1.001,TRUE,"SymmetryEmbedding",3.15543109738788,1.90795480366768
"3368",3368,"exynos",1.001,TRUE,"SymmetryEmbedding",1.87581135654349,1.05835469376299
"3369",3369,"exynos",1.001,TRUE,"SymmetryEmbedding",2.61266189358738,1.24942310374308
"3370",3370,"exynos",1.001,TRUE,"SymmetryEmbedding",2.59767052253126,3.73879729426664
"3371",3371,"exynos",1.001,TRUE,"SymmetryEmbedding",2.27609439116146,1.27649916190622
"3372",3372,"exynos",1.001,TRUE,"SymmetryEmbedding",2.60987480626214,1.22185226359748
"3373",3373,"exynos",1.001,TRUE,"SymmetryEmbedding",2.30148660069885,1.49727138965222
"3374",3374,"exynos",1.001,TRUE,"SymmetryEmbedding",2.62193238484694,1.23139506892949
"3375",3375,"exynos",1.001,TRUE,"SymmetryEmbedding",2.62975095685856,1.01677631207122
"3376",3376,"exynos",1.001,TRUE,"SymmetryEmbedding",2.61069445350829,1.06692074384449
"3377",3377,"exynos",1.001,TRUE,"SymmetryEmbedding",2.27979348945981,1.82351684107777
"3378",3378,"exynos",1.001,TRUE,"SymmetryEmbedding",2.26483559633179,1.86055419714072
"3379",3379,"exynos",1.001,TRUE,"SymmetryEmbedding",2.58601739775069,1.0216267236299
"3380",3380,"exynos",1.001,TRUE,"SymmetryEmbedding",3.1712714614618,1.77318862377239
"3381",3381,"exynos",1.001,TRUE,"SymmetryEmbedding",1.90414052074658,1.79003671967697
"3382",3382,"exynos",1.001,TRUE,"SymmetryEmbedding",1.87077597821072,1.00433390725506
"3383",3383,"exynos",1.001,TRUE,"SymmetryEmbedding",2.23591228035727,1.04081519679952
"3384",3384,"exynos",1.001,TRUE,"SymmetryEmbedding",3.14848064955852,1.16726993505395
"3385",3385,"exynos",1.001,TRUE,"SymmetryEmbedding",2.26424076928674,1.59699097223853
"3386",3386,"exynos",1.001,TRUE,"SymmetryEmbedding",3.1695512366229,2.63500479738343
"3387",3387,"exynos",1.001,TRUE,"SymmetryEmbedding",2.92894521970274,1.18953448999654
"3388",3388,"exynos",1.001,TRUE,"SymmetryEmbedding",2.88455758708208,1.10371319018145
"3389",3389,"exynos",1.001,TRUE,"SymmetryEmbedding",2.63618640109074,1.06076358297588
"3390",3390,"exynos",1.001,TRUE,"SymmetryEmbedding",1.38456863997286,1.15209850133532
"3391",3391,"exynos",1.001,TRUE,"SymmetryEmbedding",2.28122630562637,1.57868669337326
"3392",3392,"exynos",1.001,TRUE,"SymmetryEmbedding",2.60328597616307,1.06722632235359
"3393",3393,"exynos",1.001,TRUE,"SymmetryEmbedding",2.57113118409432,1.76598977483065
"3394",3394,"exynos",1.001,TRUE,"SymmetryEmbedding",2.87876884010011,1.98921598158642
"3395",3395,"exynos",1.001,TRUE,"SymmetryEmbedding",2.29653714144717,1.0374339764984
"3396",3396,"exynos",1.001,TRUE,"SymmetryEmbedding",1.85541555022407,1.4784301588281
"3397",3397,"exynos",1.001,TRUE,"SymmetryEmbedding",3.13200281907481,1.04815863605203
"3398",3398,"exynos",1.001,TRUE,"SymmetryEmbedding",1.89100236000436,1.27099469946046
"3399",3399,"exynos",1.001,TRUE,"SymmetryEmbedding",2.87338984670206,1.33488826941414
"3400",3400,"exynos",1.001,TRUE,"SymmetryEmbedding",2.28651273590584,1.16502101916974
"3401",3401,"exynos",1.001,TRUE,"SymmetryEmbedding",2.89390581654613,1.03951459746111
"3402",3402,"exynos",1.001,TRUE,"SymmetryEmbedding",2.25714384863071,1.59390336873973
"3403",3403,"exynos",1.001,TRUE,"SymmetryEmbedding",2.57536161121291,1.16484220470564
"3404",3404,"exynos",1.001,TRUE,"SymmetryEmbedding",2.62217346407312,1.07048888140069
"3405",3405,"exynos",1.001,TRUE,"SymmetryEmbedding",2.88254782103268,1.2515700918616
"3406",3406,"exynos",1.001,TRUE,"SymmetryEmbedding",2.25482005437017,1.93758694803214
"3407",3407,"exynos",1.001,TRUE,"SymmetryEmbedding",2.90680707749575,1.22024201680578
"3408",3408,"exynos",1.001,TRUE,"SymmetryEmbedding",2.62119076117899,2.19610175687829
"3409",3409,"exynos",1.001,TRUE,"SymmetryEmbedding",2.29001372454374,1.00081751907837
"3410",3410,"exynos",1.001,TRUE,"SymmetryEmbedding",2.61164889069886,1.0064174357675
"3411",3411,"exynos",1.001,TRUE,"SymmetryEmbedding",2.26970555381335,2.61220197458007
"3412",3412,"exynos",1.001,TRUE,"SymmetryEmbedding",1.44814269900034,1.8247419343898
"3413",3413,"exynos",1.001,TRUE,"SymmetryEmbedding",2.5869156693581,1.78307864131167
"3414",3414,"exynos",1.001,TRUE,"SymmetryEmbedding",2.58872038446534,1.23874623900792
"3415",3415,"exynos",1.001,TRUE,"SymmetryEmbedding",2.86000210669802,1.04828394603501
"3416",3416,"exynos",1.001,TRUE,"SymmetryEmbedding",2.91669308986531,1.00312581415462
"3417",3417,"exynos",1.001,TRUE,"SymmetryEmbedding",2.61970934531326,1.45355056772163
"3418",3418,"exynos",1.001,TRUE,"SymmetryEmbedding",1.88003501203656,1.49108041456024
"3419",3419,"exynos",1.001,TRUE,"SymmetryEmbedding",2.61686917853926,1.87011226652271
"3420",3420,"exynos",1.001,TRUE,"SymmetryEmbedding",2.60479076333964,2.04239103311134
"3421",3421,"exynos",1.001,TRUE,"SymmetryEmbedding",2.29577902171316,1.89143348325639
"3422",3422,"exynos",1.001,TRUE,"SymmetryEmbedding",1.88292786524728,1.58000700583624
"3423",3423,"exynos",1.001,TRUE,"SymmetryEmbedding",2.60558107781549,1.02463401126692
"3424",3424,"exynos",1.001,TRUE,"SymmetryEmbedding",2.2714474687109,1.15073358726859
"3425",3425,"exynos",1.001,TRUE,"SymmetryEmbedding",2.62416832633679,1.67938530478957
"3426",3426,"exynos",1.001,TRUE,"SymmetryEmbedding",1.44271449486437,1.85582419364353
"3427",3427,"exynos",1.001,TRUE,"SymmetryEmbedding",2.88666340718794,1.2439754600633
"3428",3428,"exynos",1.001,TRUE,"SymmetryEmbedding",2.61434432455878,1.00076943637036
"3429",3429,"exynos",1.001,TRUE,"SymmetryEmbedding",2.58758853403884,1.00303267492645
"3430",3430,"exynos",1.001,TRUE,"SymmetryEmbedding",2.2546251463224,1.51560522589431
"3431",3431,"exynos",1.001,TRUE,"SymmetryEmbedding",2.92601351767109,1.97839464756909
"3432",3432,"exynos",1.001,TRUE,"SymmetryEmbedding",3.15749195241313,1.22194128106433
"3433",3433,"exynos",1.001,TRUE,"SymmetryEmbedding",2.60206888052831,1.52523654185616
"3434",3434,"exynos",1.001,TRUE,"SymmetryEmbedding",1.92497594521278,1.8563626098402
"3435",3435,"exynos",1.001,TRUE,"SymmetryEmbedding",2.29212550582631,2.44996382469646
"3436",3436,"exynos",1.001,TRUE,"SymmetryEmbedding",3.17242888405034,1.67206673789133
"3437",3437,"exynos",1.001,TRUE,"SymmetryEmbedding",1.33522640298817,1.40543602427723
"3438",3438,"exynos",1.001,TRUE,"SymmetryEmbedding",2.6336756900977,1.90670321908327
"3439",3439,"exynos",1.001,TRUE,"SymmetryEmbedding",2.90114488448592,1.41435505658936
"3440",3440,"exynos",1.001,TRUE,"SymmetryEmbedding",2.872566581966,1.2084403942282
"3441",3441,"exynos",1.001,TRUE,"SymmetryEmbedding",2.62651985366415,1.00778589984238
"3442",3442,"exynos",1.001,TRUE,"SymmetryEmbedding",2.62441976604475,1.04828271310494
"3443",3443,"exynos",1.001,TRUE,"SymmetryEmbedding",3.15137648249977,1.89696187609975
"3444",3444,"exynos",1.001,TRUE,"SymmetryEmbedding",2.89011612327851,1.03380873262013
"3445",3445,"exynos",1.001,TRUE,"SymmetryEmbedding",2.26651269766992,1.12007982631623
"3446",3446,"exynos",1.001,TRUE,"SymmetryEmbedding",2.9005908662659,1.11921380690547
"3447",3447,"exynos",1.001,TRUE,"SymmetryEmbedding",1.85840615777764,1.00934422698335
"3448",3448,"exynos",1.001,TRUE,"SymmetryEmbedding",2.88399673411797,1.10752852714049
"3449",3449,"exynos",1.001,TRUE,"SymmetryEmbedding",2.62259626550255,1.19810418095557
"3450",3450,"exynos",1.001,TRUE,"SymmetryEmbedding",2.91891830475102,2.07651827537647
"3451",3451,"exynos",1.001,TRUE,"SymmetryEmbedding",2.57029955181676,1.10014797230478
"3452",3452,"exynos",1.001,TRUE,"SymmetryEmbedding",2.86312215316861,1.94405711849034
"3453",3453,"exynos",1.001,TRUE,"SymmetryEmbedding",2.9253653555231,1.01525456976828
"3454",3454,"exynos",1.001,TRUE,"SymmetryEmbedding",2.8983536183443,1.01927780900402
"3455",3455,"exynos",1.001,TRUE,"SymmetryEmbedding",2.90629690679919,1.01146401145099
"3456",3456,"exynos",1.001,TRUE,"SymmetryEmbedding",2.90418348196468,1.0178320574508
"3457",3457,"exynos",1.001,TRUE,"SymmetryEmbedding",2.28791081857488,1.99381904031077
"3458",3458,"exynos",1.001,TRUE,"SymmetryEmbedding",2.27761965996544,1.76480027698178
"3459",3459,"exynos",1.001,TRUE,"SymmetryEmbedding",2.91234850173758,1.52664654254069
"3460",3460,"exynos",1.001,TRUE,"SymmetryEmbedding",2.26653550011559,1.55452087738912
"3461",3461,"exynos",1.001,TRUE,"SymmetryEmbedding",2.89767870006057,1.88332124314671
"3462",3462,"exynos",1.001,TRUE,"SymmetryEmbedding",2.63097006006511,1.06626841152519
"3463",3463,"exynos",1.001,TRUE,"SymmetryEmbedding",3.15309009157367,1.74786875640309
"3464",3464,"exynos",1.001,TRUE,"SymmetryEmbedding",2.27301701360177,1.09758270785468
"3465",3465,"exynos",1.001,TRUE,"SymmetryEmbedding",2.9001973141044,1.50131366423545
"3466",3466,"exynos",1.001,TRUE,"SymmetryEmbedding",2.61412164878276,1.20411177736165
"3467",3467,"exynos",1.001,TRUE,"SymmetryEmbedding",2.58900293566154,1.0735733946595
"3468",3468,"exynos",1.001,TRUE,"SymmetryEmbedding",2.89259250290708,1.27717465351551
"3469",3469,"exynos",1.001,TRUE,"SymmetryEmbedding",2.90937921197362,1.76905118240568
"3470",3470,"exynos",1.001,TRUE,"SymmetryEmbedding",2.91135793807277,1.4635655867496
"3471",3471,"exynos",1.001,TRUE,"SymmetryEmbedding",2.59378356796648,1.99586069396297
"3472",3472,"exynos",1.001,TRUE,"SymmetryEmbedding",2.58900281484198,3.19198210067839
"3473",3473,"exynos",1.001,TRUE,"SymmetryEmbedding",2.59488124861954,1.90740324253694
"3474",3474,"exynos",1.001,TRUE,"SymmetryEmbedding",3.1689005697179,1.30009552926138
"3475",3475,"exynos",1.001,TRUE,"SymmetryEmbedding",2.60149137385344,1.9728920909605
"3476",3476,"exynos",1.001,TRUE,"SymmetryEmbedding",2.59488124031048,1.89671604236515
"3477",3477,"exynos",1.001,TRUE,"SymmetryEmbedding",2.27466970395728,1.90732531568521
"3478",3478,"exynos",1.001,TRUE,"SymmetryEmbedding",2.31214770694497,1.64986804981725
"3479",3479,"exynos",1.001,TRUE,"SymmetryEmbedding",2.91264749997654,1.21968362389805
"3480",3480,"exynos",1.001,TRUE,"SymmetryEmbedding",2.29985999952297,1.01333956819996
"3481",3481,"exynos",1.001,TRUE,"SymmetryEmbedding",2.26570621495572,1.33773412591012
"3482",3482,"exynos",1.001,TRUE,"SymmetryEmbedding",1.83968712666531,1.51676649911503
"3483",3483,"exynos",1.001,TRUE,"SymmetryEmbedding",1.90847747751823,1.86334446221807
"3484",3484,"exynos",1.001,TRUE,"SymmetryEmbedding",2.62607149075917,1.11829900723963
"3485",3485,"exynos",1.001,TRUE,"SymmetryEmbedding",1.39938050019772,1.84869791555096
"3486",3486,"exynos",1.001,TRUE,"SymmetryEmbedding",2.62412037566824,1.33228343272211
"3487",3487,"exynos",1.001,TRUE,"SymmetryEmbedding",2.61367683189189,1.11085582913477
"3488",3488,"exynos",1.001,TRUE,"SymmetryEmbedding",2.31205043754308,1.04894478868858
"3489",3489,"exynos",1.001,TRUE,"SymmetryEmbedding",2.25820381681974,2.6695774154592
"3490",3490,"exynos",1.001,TRUE,"SymmetryEmbedding",2.88254772747652,1.11770979744756
"3491",3491,"exynos",1.001,TRUE,"SymmetryEmbedding",2.92847918374979,1.89646144064177
"3492",3492,"exynos",1.001,TRUE,"SymmetryEmbedding",3.14512535738296,2.07252505332242
"3493",3493,"exynos",1.001,TRUE,"SymmetryEmbedding",3.15958454718251,1.49774521384166
"3494",3494,"exynos",1.001,TRUE,"SymmetryEmbedding",2.60771612977174,1.01502825443322
"3495",3495,"exynos",1.001,TRUE,"SymmetryEmbedding",2.61149583155301,1.1593332651759
"3496",3496,"exynos",1.001,TRUE,"SymmetryEmbedding",2.55719687898643,1.03780681900105
"3497",3497,"exynos",1.001,TRUE,"SymmetryEmbedding",3.15071692036832,1.81374089946607
"3498",3498,"exynos",1.001,TRUE,"SymmetryEmbedding",1.85577764563887,1.00042309245663
"3499",3499,"exynos",1.001,TRUE,"SymmetryEmbedding",2.92910769660566,1.32513206971169
"3500",3500,"exynos",1.001,TRUE,"SymmetryEmbedding",2.28705526985564,2.66088699957777
"3501",3501,"exynos",1.001,TRUE,"SymmetryEmbedding",2.58717946419302,1.87762381715506
"3502",3502,"exynos",1.001,TRUE,"SymmetryEmbedding",2.26782060665186,1.10248831994497
"3503",3503,"exynos",1.001,TRUE,"SymmetryEmbedding",2.63620048278704,1.55761937866291
"3504",3504,"exynos",1.001,TRUE,"SymmetryEmbedding",1.8597078494004,1.76893520541323
"3505",3505,"exynos",1.001,TRUE,"SymmetryEmbedding",3.16189342767635,1.14568937010176
"3506",3506,"exynos",1.001,TRUE,"SymmetryEmbedding",2.89950943202438,1.0032894812971
"3507",3507,"exynos",1.001,TRUE,"SymmetryEmbedding",2.56983989547789,1.93618522834716
"3508",3508,"exynos",1.001,TRUE,"SymmetryEmbedding",1.90414050942335,1.4985947019642
"3509",3509,"exynos",1.001,TRUE,"SymmetryEmbedding",2.57274894709855,2.50499828651352
"3510",3510,"exynos",1.001,TRUE,"SymmetryEmbedding",1.92129120248861,1.02691460704757
"3511",3511,"exynos",1.001,TRUE,"SymmetryEmbedding",2.2890770638074,1.59803787991493
"3512",3512,"exynos",1.001,TRUE,"SymmetryEmbedding",1.34701550555963,1.4999652772861
"3513",3513,"exynos",1.001,TRUE,"SymmetryEmbedding",2.60341559393163,1.09494302178702
"3514",3514,"exynos",1.001,TRUE,"SymmetryEmbedding",2.90119847392095,2.07442924497827
"3515",3515,"exynos",1.001,TRUE,"SymmetryEmbedding",2.24743481696197,1.2587211235112
"3516",3516,"exynos",1.001,TRUE,"SymmetryEmbedding",3.19174205327948,1.07464035054473
"3517",3517,"exynos",1.001,TRUE,"SymmetryEmbedding",2.87708587382924,1.9370385403823
"3518",3518,"exynos",1.001,TRUE,"SymmetryEmbedding",2.88146883046492,1.11201581004029
"3519",3519,"exynos",1.001,TRUE,"SymmetryEmbedding",3.13702096902286,1.55238381090586
"3520",3520,"exynos",1.001,TRUE,"SymmetryEmbedding",2.89750056484772,1.75722222696398
"3521",3521,"exynos",1.001,TRUE,"SymmetryEmbedding",2.9050966127966,1.01173706969627
"3522",3522,"exynos",1.001,TRUE,"SymmetryEmbedding",2.85822036183816,2.559947160326
"3523",3523,"exynos",1.001,TRUE,"SymmetryEmbedding",3.6276341927465,1.10056957611178
"3524",3524,"exynos",1.001,TRUE,"SymmetryEmbedding",2.33324537396981,1.09915473948412
"3525",3525,"exynos",1.001,TRUE,"SymmetryEmbedding",2.64463011194298,1.87425968650366
"3526",3526,"exynos",1.001,TRUE,"SymmetryEmbedding",1.87798192413185,1.18032359042518
"3527",3527,"exynos",1.001,TRUE,"SymmetryEmbedding",2.61965160053857,1.20608962667816
"3528",3528,"exynos",1.001,TRUE,"SymmetryEmbedding",2.57077295479673,1.97675336964049
"3529",3529,"exynos",1.001,TRUE,"SymmetryEmbedding",2.27255273685166,1.82973377202643
"3530",3530,"exynos",1.001,TRUE,"SymmetryEmbedding",0,1
"3531",3531,"exynos",1.001,TRUE,"SymmetryEmbedding",2.8791368931175,1.00001299262553
"3532",3532,"exynos",1.001,TRUE,"SymmetryEmbedding",1.89829117705596,1.07136456064907
"3533",3533,"exynos",1.001,TRUE,"SymmetryEmbedding",2.90349926231429,2.10965317605957
"3534",3534,"exynos",1.001,TRUE,"SymmetryEmbedding",2.87934715986536,1.10330857469384
"3535",3535,"exynos",1.001,TRUE,"SymmetryEmbedding",2.93430784962075,1.37370572299574
"3536",3536,"exynos",1.001,TRUE,"SymmetryEmbedding",2.57431800600795,1.53952457162817
"3537",3537,"exynos",1.001,TRUE,"SymmetryEmbedding",2.87780849463763,1.86192284150927
"3538",3538,"exynos",1.001,TRUE,"SymmetryEmbedding",1.87577431139412,1.26547255039692
"3539",3539,"exynos",1.001,TRUE,"SymmetryEmbedding",2.57413286851034,1.95435646301404
"3540",3540,"exynos",1.001,TRUE,"SymmetryEmbedding",2.60950364584321,2.62391790886766
