"","X","platform","representation.target_distortion","representation.extra_dimensions","representation","rel_distance","rel_runtime"
"26460",26460,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.0985194004870551,1
"26461",26461,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.973327610742109,1.14465067433867
"26462",26462,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.170639963821212,1.38377844878423
"26463",26463,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.170639963824603,1.6497061696261
"26464",26464,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.170640004031034,1.35180425743364
"26465",26465,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.000331333727579259,1.00003655807489
"26466",26466,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.220295079912108,1.1121680575091
"26467",26467,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.691763221812655,1.35728049246725
"26468",26468,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.000388524848446712,1.01269800477344
"26469",26469,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.0985194701322146,1
"26470",26470,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.0985194701322214,1.03958437957697
"26471",26471,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.197037965233081,1.04634267862605
"26472",26472,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.197037965233083,1.4845566544608
"26473",26473,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.698743394434411,1.00014818593183
"26474",26474,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.0985194004870393,1.05168384401305
"26475",26475,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.170640004031031,1.03428464635398
"26476",26476,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.139327078353833,1.42431761384647
"26477",26477,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.705654504721131,1.91981468907297
"26478",26478,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.170640004031039,1.29823170293172
"26479",26479,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.170639963821218,1.96002931479783
"26480",26480,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.602637208212397,1.07713112780536
"26481",26481,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.170639963821214,1.02809922880254
"26482",26482,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.170640044247315,1.0540041542032
"26483",26483,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.170639963821211,1.33361278794355
"26484",26484,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.139327078353842,1.33361278794355
"26485",26485,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.0985194004870572,1.01861454347423
"26486",26486,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.170639963821217,1.26859083303726
"26487",26487,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.220295079912109,1.12030358169757
"26488",26488,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.139327176847259,1.05079201909361
"26489",26489,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.139327078353844,1.05006644857258
"26490",26490,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.139327127600555,1.02654925227146
"26491",26491,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.000351432632057144,1
"26492",26492,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.610637017558139,1.02935379450203
"26493",26493,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.0985194004870556,1.10790244377662
"26494",26494,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.139327078353835,1.06349572746716
"26495",26495,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.000331333725460867,1.20749773484183
"26496",26496,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.170640004034263,1.15960629616221
"26497",26497,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.170639963821214,1.03603027080089
"26498",26498,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.0985194004870511,1.42535509749643
"26499",26499,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.170640044240834,1.05350989468621
"26500",26500,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.170639963821213,1.35648679742595
"26501",26501,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.0985194004870574,1.42535509749643
"26502",26502,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.0985194004870473,1.01209135802587
"26503",26503,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.170640004031031,1.57494736263577
"26504",26504,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.139327078353841,1.09171728395225
"26505",26505,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.170639963821212,1.44997968983446
"26506",26506,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.000309934319577186,1.19792174226613
"26507",26507,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.712498591243154,1.30808008588653
"26508",26508,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.0985194004870483,1.0353676192041
"26509",26509,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.0985194701322181,1.74731948280516
"26510",26510,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.220295079912114,1.43264586450649
"26511",26511,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.170639963821213,1.38077949719326
"26512",26512,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.197037965233087,1.44363774857692
"26513",26513,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.698743384614778,1.40552283812573
"26514",26514,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.684711914811727,1.03958437957697
"26515",26515,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.0985194701322162,1.69848678092055
"26516",26516,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.170639963821217,1.3357480151588
"26517",26517,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.139327078357985,1.05079201909361
"26518",26518,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.139327176847259,1.0395092538854
"26519",26519,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.139327078353839,1
"26520",26520,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.139327127604513,1.09624703723323
"26521",26521,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.139327078353848,1.27936482106275
"26522",26522,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.197037965233084,1.05476166104076
"26523",26523,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.139327176851229,1.67901946969139
"26524",26524,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.170640004031028,1.68342053147825
"26525",26525,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.170639963821218,1.0355433868874
"26526",26526,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.0985194701378117,1.22236501751741
"26527",26527,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.197037965236016,1.34026184120991
"26528",26528,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.09851940048704,1.05015514877506
"26529",26529,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.684711904790883,1.40050033573118
"26530",26530,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.170640004031036,1.35155745753286
"26531",26531,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.139327078353837,1.30517052570562
"26532",26532,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.97332760369272,1.40552283812573
"26533",26533,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.000331333724790824,1.19795719107052
"26534",26534,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.139327078354018,1.05354956199959
"26535",26535,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.00035143413017993,1.01208422270316
"26536",26536,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.618533358825368,1.05579870510534
"26537",26537,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.197038000055827,1.09941935360755
"26538",26538,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.705654504721119,1.45635049442909
"26539",26539,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.691763231731364,1.01208422270316
"26540",26540,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.170639963821215,1.40561065204856
"26541",26541,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",1.18595570929113,1.40552283812573
"26542",26542,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.197037965233087,1.88658340697042
"26543",26543,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.139327127600559,1.76815691125959
"26544",26544,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.170639963821216,1.03958437957697
"26545",26545,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.684711904790866,1.19795719107052
"26546",26546,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.0985194004870553,1.05015514877506
"26547",26547,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.139327127604517,1.42920907847881
"26548",26548,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.170639963821217,1.0127880650093
"26549",26549,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.170639963821216,1.30559915975224
"26550",26550,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.220295079912114,1.60579118918787
"26551",26551,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.197037965233085,1.38077949719326
"26552",26552,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.139327127604523,1.41673920860511
"26553",26553,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.170639963821214,1.28283265326305
"26554",26554,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.170640004034273,1.05079201909361
"26555",26555,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.220295079912112,1.01746133099799
"26556",26556,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.220295079912113,1.5114740831135
"26557",26557,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.973327610742109,1.07833788702622
"26558",26558,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.197037965233089,1.05519742604495
"26559",26559,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.000351434130583401,1.0163156914099
"26560",26560,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.0985194701378228,1.94406534585743
"26561",26561,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.13932707835384,1.29411395794935
"26562",26562,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.139327078353841,1.39113012175948
"26563",26563,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.13932707835384,2.04686428728647
"26564",26564,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.139327078353844,1.01786462439177
"26565",26565,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.0985194004870561,1.19863861426057
"26566",26566,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.139327078353842,1.50268707079578
"26567",26567,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.691763221812693,1.0183169477211
"26568",26568,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.0985194004870521,1.05015514877506
"26569",26569,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.197037965233087,1.26616315933229
"26570",26570,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.0985194004870442,1.05016283100597
"26571",26571,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.0985194701322227,1.7469489524573
"26572",26572,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.0985194004870505,1.19477312715295
"26573",26573,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.139327127600558,1.43451138833392
"26574",26574,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.098519400487303,1.01172772069365
"26575",26575,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.13932707835402,1.00003839172097
"26576",26576,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.691763221812658,1.05168384401305
"26577",26577,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.139327078353837,1.26088759408964
"26578",26578,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.6917632019753,1.01700634835426
"26579",26579,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.170639923611539,1
"26580",26580,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.0985194004870463,1.01208422270316
"26581",26581,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.0985193308420862,1.50649629692402
"26582",26582,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.139327078353837,1.05015514877506
"26583",26583,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.139327078353842,1.56756983582182
"26584",26584,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.220295079912113,1.61872206197505
"26585",26585,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.197037965233092,1.83216877230817
"26586",26586,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.13932707835384,1.47920800888298
"26587",26587,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.000351434132654552,1.17135614328233
"26588",26588,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.0985194701322178,1.03949309565393
"26589",26589,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.170639963821217,1.29170132528343
"26590",26590,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.691763221812657,1.05006734068094
"26591",26591,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.220295111058526,2.43408752364305
"26592",26592,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.139327127600562,1
"26593",26593,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.139327029107288,1.33361278794355
"26594",26594,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.139327127600555,1.29704925737222
"26595",26595,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.197037965233081,1.021927861479
"26596",26596,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.197037965233086,1.43265628877453
"26597",26597,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.0985192611970789,1.03689645954027
"26598",26598,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.170639963821209,1.35645574504986
"26599",26599,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.139327078353838,1.4255267199963
"26600",26600,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.00037044250277987,1
"26601",26601,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.0985194004870424,1.06340110078534
"26602",26602,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.0985194701378145,1.40322568069757
"26603",26603,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.000331333726556835,1.20749773484183
"26604",26604,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.098519470137822,1.53983308523915
"26605",26605,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.0985193308420945,1.06247107504489
"26606",26606,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.197038000058629,1.47578807236055
"26607",26607,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.602637196826753,1.45003269830054
"26608",26608,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.139327078353839,1.50249636768877
"26609",26609,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.170639963821212,1.06339369261997
"26610",26610,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.0985194004870568,1.05014783349909
"26611",26611,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.139327078353844,1.02654925227146
"26612",26612,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.220295079912111,1.63492324290925
"26613",26613,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.13932707835384,1.06440797939104
"26614",26614,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.0985194004870527,1
"26615",26615,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.197037965233086,1.15060058490099
"26616",26616,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.0985194004870541,1.01208422270316
"26617",26617,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.241321123658442,1.76597364745308
"26618",26618,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.0985194004870642,1.47621626540661
"26619",26619,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.0985194701378113,1.09172488879888
"26620",26620,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.241321123658439,2.05302027773747
"26621",26621,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.197037965233084,1.47579835262459
"26622",26622,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.139327078353843,1.00003655807489
"26623",26623,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.000331333727823228,1.40353490603389
"26624",26624,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.139327029107287,1.82133811750372
"26625",26625,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.197037965233085,1.30848245863543
"26626",26626,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.139327078353839,1.2429030416079
"26627",26627,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.170639963821216,1.05237881839369
"26628",26628,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.0985194004870414,1.44790552866685
"26629",26629,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.000351432561875416,1.0502550525751
"26630",26630,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.170639963821222,1.05014783349909
"26631",26631,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.698743384614769,1.47601704517866
"26632",26632,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.139327127600556,1.09724507736444
"26633",26633,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.0985194004870427,1.40078683135095
"26634",26634,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.139327078353845,1.05015514877506
"26635",26635,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.139327078353842,1.0376090463053
"26636",26636,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.139327078353846,1.43586525497873
"26637",26637,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.712498591243166,1.30671210755446
"26638",26638,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.691763221812655,1.01269800477344
"26639",26639,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.139327029107284,1.40821734867822
"26640",26640,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.0985193308420973,1
"26641",26641,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.170640004031034,1.48371309916442
"26642",26642,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.170639963821218,1.25912422423129
"26643",26643,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.0985194701378166,1.02965835078145
"26644",26644,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.698743384614778,1.34042321789989
"26645",26645,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.197037965233085,1.4127978015491
"26646",26646,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.0985194004870529,1.42535509749643
"26647",26647,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.139327078353839,1.09172488879888
"26648",26648,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.0985194004870426,1.05015514877506
"26649",26649,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.139327078353837,1.05016283100597
"26650",26650,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.170640004031029,1.03687600449196
"26651",26651,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.139327078353841,1.35728049246725
"26652",26652,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.000331333728527158,1.44790552866685
"26653",26653,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.139327078353846,1.47601704517866
"26654",26654,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.139327127600557,1
"26655",26655,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.170639963821218,1.20441199330408
"26656",26656,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.96832880538724,1.05391608183292
"26657",26657,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.684711904790868,1.0501954660385
"26658",26658,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.139327127600552,1.05379656607276
"26659",26659,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.170640004034272,1.49315829647712
"26660",26660,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.139327078353839,1.09168497889767
"26661",26661,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.691763231731387,1.04173529566233
"26662",26662,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.0985194004870673,1.16346945567249
"26663",26663,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.0985194701378134,1.07868976149337
"26664",26664,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.139327078353839,1.19811250577726
"26665",26665,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.139327176847254,1.69896835837095
"26666",26666,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.139327029107281,1.05015514877506
"26667",26667,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.197037965233083,1.1028602322383
"26668",26668,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.197037965233083,1.3763069770995
"26669",26669,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.0985194701322287,1
"26670",26670,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.0985194004870489,1.42535509749643
"26671",26671,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.170640044244075,1.38072648872718
"26672",26672,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.0985193308420886,1.42535518115465
"26673",26673,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.19703796523308,1.2892059631053
"26674",26674,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.69176323173217,1.43073751477707
"26675",26675,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.139327078353835,1.05016283100597
"26676",26676,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.139327078353834,1.29622770229241
"26677",26677,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.139327078353843,1.05011675852796
"26678",26678,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.0985193308420891,1
"26679",26679,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.912141367212079,1.01904343294592
"26680",26680,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.0985194004870587,1.06488269206974
"26681",26681,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.139327078353837,1.05132648978653
"26682",26682,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.000331333726710911,1.05016283100597
"26683",26683,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.220295111058528,1.93045560528372
"26684",26684,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.139327078353844,1.24322464895946
"26685",26685,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.13932712760452,1.40445258866152
"26686",26686,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.139327078353839,1.0963877835124
"26687",26687,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.17063996382122,1.50249636768877
"26688",26688,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.220295079912115,1.28863383133303
"26689",26689,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.197037965233087,1.63955294082443
"26690",26690,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.197037965233081,1.78605512062191
"26691",26691,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.139327127604517,1.04261840937326
"26692",26692,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.170639963821212,1.38377844878423
"26693",26693,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.0985194004870572,1.52052544586937
"26694",26694,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.0985194004870512,1.05015514877506
"26695",26695,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.000331333726202619,1.00003655807489
"26696",26696,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.139327029107281,1.00931014515081
"26697",26697,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.170639963821222,1
"26698",26698,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.0985194004873068,1.05412073828328
"26699",26699,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.000331333726648928,1
"26700",26700,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.220295079912114,1.31716029291693
"26701",26701,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.139327127600554,1
"26702",26702,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.139327127604523,1.5601702459004
"26703",26703,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.139327078353841,1.33361278794355
"26704",26704,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.220295079912111,1.31919604386241
"26705",26705,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.13932707835383,1.01830487025193
"26706",26706,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.139327078353841,1.0917660691385
"26707",26707,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.139327078353835,1.15866794220848
"26708",26708,"mppa_coolidge",1.1,TRUE,"MetricSpaceEmbedding",0.0985194004870473,1
