"","number_of_ues","rb","rb_per_ue","count"
"1239",2,68,57,11
"1240",2,68,58,8
"1241",2,68,59,16
"1242",2,68,60,1163
"1243",2,68,61,3
"1244",2,68,62,2
"1245",2,68,64,6237
"1246",2,68,67,1
"1247",2,69,36,40
"1248",2,69,37,26
"1249",2,69,38,1
"1250",2,69,40,24
"1251",2,69,41,30
"1252",2,69,44,48
"1253",2,69,45,5
"1254",2,69,46,1
"1255",2,69,47,1
"1256",2,69,48,71
"1257",2,69,49,8
"1258",2,69,52,80
"1259",2,69,53,11
"1260",2,69,54,3
"1261",2,69,55,5
"1262",2,69,56,833
"1263",2,69,57,27
"1264",2,69,58,7
"1265",2,69,59,17
"1266",2,69,60,644
"1267",2,69,61,35
"1268",2,69,62,5
"1269",2,69,63,3
"1270",2,69,64,45
"1271",2,69,65,212
"1272",2,69,68,24
"1273",2,70,36,33
"1274",2,70,38,23
"1275",2,70,39,1
"1276",2,70,40,42
"1277",2,70,41,4
"1278",2,70,42,9
"1279",2,70,44,54
"1280",2,70,46,4
"1281",2,70,47,1
"1282",2,70,48,65
"1283",2,70,49,9
"1284",2,70,50,21
"1285",2,70,51,2
"1286",2,70,52,48
"1287",2,70,53,2
"1288",2,70,54,23
"1289",2,70,55,2
"1290",2,70,56,498
"1291",2,70,57,9
"1292",2,70,58,15
"1293",2,70,59,11
"1294",2,70,60,845
"1295",2,70,61,11
"1296",2,70,62,21
"1297",2,70,63,3
"1298",2,70,64,63
"1299",2,70,66,188
"1300",2,70,67,1
"1301",2,70,68,46
"1302",2,71,36,34
"1303",2,71,37,1
"1304",2,71,39,25
"1305",2,71,40,36
"1306",2,71,41,1
"1307",2,71,43,12
"1308",2,71,44,73
"1309",2,71,47,7
"1310",2,71,48,67
"1311",2,71,49,1
"1312",2,71,51,8
"1313",2,71,52,47
"1314",2,71,54,1
"1315",2,71,55,8
"1316",2,71,56,254
"1317",2,71,57,4
"1318",2,71,58,8
"1319",2,71,59,31
"1320",2,71,60,1191
"1321",2,71,61,18
"1322",2,71,62,8
"1323",2,71,63,29
"1324",2,71,64,189
"1325",2,71,65,4
"1326",2,71,67,156
"1327",2,71,68,18
"1328",2,71,69,1
"1329",2,71,70,1
"1330",2,72,36,315
"1331",2,72,37,1
"1332",2,72,40,356
"1333",2,72,41,3
"1334",2,72,43,1
"1335",2,72,44,626
"1336",2,72,45,2
"1337",2,72,46,1
"1338",2,72,47,1
"1339",2,72,48,368
"1340",2,72,51,1
"1341",2,72,52,969
"1342",2,72,56,733
"1343",2,72,57,7
"1344",2,72,58,3
"1345",2,72,59,5
"1346",2,72,60,1366
"1347",2,72,61,13
"1348",2,72,62,17
"1349",2,72,63,10
"1350",2,72,64,750
"1351",2,72,65,6
"1352",2,72,66,2
"1353",2,72,68,3776
"1354",2,73,37,36
"1355",2,73,39,1
"1356",2,73,40,45
"1357",2,73,41,24
"1358",2,73,44,45
"1359",2,73,45,12
"1360",2,73,48,53
"1361",2,73,49,8
"1362",2,73,51,2
"1363",2,73,52,59
"1364",2,73,53,11
"1365",2,73,55,2
"1366",2,73,56,59
"1367",2,73,57,11
"1368",2,73,58,2
"1369",2,73,59,8
"1370",2,73,60,618
"1371",2,73,61,37
"1372",2,73,62,12
"1373",2,73,63,19
"1374",2,73,64,446
"1375",2,73,65,28
"1376",2,73,66,5
"1377",2,73,67,3
"1378",2,73,68,43
"1379",2,73,69,216
"1380",2,73,72,15
"1381",2,74,36,1
"1382",2,74,38,37
"1383",2,74,39,1
"1384",2,74,40,36
"1385",2,74,42,6
"1386",2,74,43,1
"1387",2,74,44,58
"1388",2,74,46,11
"1389",2,74,47,1
"1390",2,74,48,48
"1391",2,74,50,7
"1392",2,74,52,52
"1393",2,74,54,10
"1394",2,74,55,2
"1395",2,74,56,43
"1396",2,74,57,1
"1397",2,74,58,11
"1398",2,74,59,4
"1399",2,74,60,398
"1400",2,74,61,6
"1401",2,74,62,33
"1402",2,74,63,17
"1403",2,74,64,562
"1404",2,74,65,10
"1405",2,74,66,30
"1406",2,74,67,3
"1407",2,74,68,72
"1408",2,74,70,287
"1409",2,74,72,13
"1410",2,75,38,2
"1411",2,75,39,47
"1412",2,75,40,30
"1413",2,75,41,1
"1414",2,75,43,12
"1415",2,75,44,52
"1416",2,75,45,1
"1417",2,75,47,15
"1418",2,75,48,82
"1419",2,75,51,5
"1420",2,75,52,49
"1421",2,75,55,14
"1422",2,75,56,49
"1423",2,75,58,1
"1424",2,75,59,14
"1425",2,75,60,213
"1426",2,75,61,1
"1427",2,75,62,7
"1428",2,75,63,31
"1429",2,75,64,635
"1430",2,75,65,14
"1431",2,75,66,8
"1432",2,75,67,34
"1433",2,75,68,114
"1434",2,75,69,1
"1435",2,75,70,2
"1436",2,75,71,190
"1437",2,75,72,16
"1438",2,75,73,1
"1439",2,76,40,720
"1440",2,76,41,1
"1441",2,76,44,527
"1442",2,76,47,1
"1443",2,76,48,703
"1444",2,76,49,1
"1445",2,76,51,1
"1446",2,76,52,371
"1447",2,76,53,1
"1448",2,76,55,1
"1449",2,76,56,789
"1450",2,76,58,1
"1451",2,76,59,3
"1452",2,76,60,674
"1453",2,76,61,2
"1454",2,76,62,3
"1455",2,76,63,15
"1456",2,76,64,956
"1457",2,76,65,15
"1458",2,76,66,11
"1459",2,76,67,6
"1460",2,76,68,561
"1461",2,76,69,2
"1462",2,76,70,2
"1463",2,76,71,1
"1464",2,76,72,2554
"1465",2,77,39,1
"1466",2,77,40,52
"1467",2,77,41,43
"1468",2,77,44,60
"1469",2,77,45,6
"1470",2,77,46,1
"1471",2,77,48,56
"1472",2,77,49,15
"1473",2,77,50,1
"1474",2,77,52,57
"1475",2,77,53,7
"1476",2,77,54,1
"1477",2,77,55,1
"1478",2,77,56,43
"1479",2,77,57,10
"1480",2,77,59,1
"1481",2,77,60,48
"1482",2,77,61,16
"1483",2,77,62,2
"1484",2,77,63,5
"1485",2,77,64,393
"1486",2,77,65,32
"1487",2,77,66,9
"1488",2,77,67,12
"1489",2,77,68,333
"1490",2,77,69,24
"1491",2,77,70,5
"1492",2,77,71,2
"1493",2,77,72,22
"1494",2,77,73,131
"1495",2,77,76,13
"1496",2,78,40,33
"1497",2,78,41,3
"1498",2,78,42,19
"1499",2,78,43,2
"1500",2,78,44,62
"1501",2,78,46,9
"1502",2,78,48,56
"1503",2,78,49,1
"1504",2,78,50,17
"1505",2,78,51,1
"1506",2,78,52,66
"1507",2,78,53,2
"1508",2,78,54,5
"1509",2,78,55,1
"1510",2,78,56,47
"1511",2,78,58,6
"1512",2,78,59,1
"1513",2,78,60,30
"1514",2,78,61,1
"1515",2,78,62,13
"1516",2,78,63,6
"1517",2,78,64,249
"1518",2,78,65,6
"1519",2,78,66,23
"1520",2,78,67,10
"1521",2,78,68,399
"1522",2,78,69,5
"1523",2,78,70,27
"1524",2,78,71,4
"1525",2,78,72,35
"1526",2,78,74,207
"1527",2,78,75,3
"1528",2,78,76,17
"1529",2,79,40,40
"1530",2,79,41,1
"1531",2,79,42,1
"1532",2,79,43,17
"1533",2,79,44,104
"1534",2,79,45,1
"1535",2,79,47,13
"1536",2,79,48,70
"1537",2,79,49,1
"1538",2,79,51,4
"1539",2,79,52,55
"1540",2,79,54,1
"1541",2,79,55,3
"1542",2,79,56,59
"1543",2,79,59,8
"1544",2,79,60,38
"1545",2,79,61,1
"1546",2,79,62,1
"1547",2,79,63,17
"1548",2,79,64,138
"1549",2,79,65,13
"1550",2,79,66,6
"1551",2,79,67,20
"1552",2,79,68,526
"1553",2,79,69,9
"1554",2,79,70,5
"1555",2,79,71,28
"1556",2,79,72,62
"1557",2,79,74,1
"1558",2,79,75,212
"1559",2,79,76,11
"1560",2,80,40,327
"1561",2,80,41,3
"1562",2,80,42,2
"1563",2,80,44,1051
"1564",2,80,48,609
"1565",2,80,49,1
"1566",2,80,50,1
"1567",2,80,52,664
"1568",2,80,53,1
"1569",2,80,56,338
"1570",2,80,59,1
"1571",2,80,60,633
"1572",2,80,63,1
"1573",2,80,64,435
"1574",2,80,65,2
"1575",2,80,66,4
"1576",2,80,67,9
"1577",2,80,68,737
"1578",2,80,69,6
"1579",2,80,70,14
"1580",2,80,71,10
"1581",2,80,72,365
"1582",2,80,73,4
"1583",2,80,76,2134
"1584",2,81,41,25
"1585",2,81,44,57
"1586",2,81,45,8
"1587",2,81,46,1
"1588",2,81,47,1
"1589",2,81,48,40
"1590",2,81,49,5
"1591",2,81,52,39
"1592",2,81,53,6
"1593",2,81,56,61
"1594",2,81,57,2
"1595",2,81,60,41
"1596",2,81,61,8
"1597",2,81,62,2
"1598",2,81,64,41
"1599",2,81,65,15
"1600",2,81,66,2
"1601",2,81,67,5
"1602",2,81,68,315
"1603",2,81,69,20
"1604",2,81,70,15
"1605",2,81,71,23
"1606",2,81,72,158
"1607",2,81,73,19
"1608",2,81,74,4
"1609",2,81,75,1
"1610",2,81,76,27
"1611",2,81,77,152
"1612",2,81,80,12
"1613",2,82,41,1
"1614",2,82,42,11
"1615",2,82,43,1
"1616",2,82,44,53
"1617",2,82,45,1
"1618",2,82,46,13
"1619",2,82,47,2
"1620",2,82,48,66
"1621",2,82,50,10
"1622",2,82,52,65
"1623",2,82,53,1
"1624",2,82,54,13
"1625",2,82,55,1
"1626",2,82,56,57
"1627",2,82,58,2
"1628",2,82,60,58
"1629",2,82,62,15
"1630",2,82,64,29
"1631",2,82,65,1
"1632",2,82,66,15
"1633",2,82,67,3
"1634",2,82,68,223
"1635",2,82,69,4
"1636",2,82,70,29
"1637",2,82,71,14
"1638",2,82,72,219
"1639",2,82,73,9
"1640",2,82,74,28
"1641",2,82,75,2
"1642",2,82,76,39
"1643",2,82,77,1
"1644",2,82,78,169
"1645",2,82,80,33
"1646",2,83,43,17
"1647",2,83,44,60
"1648",2,83,47,21
"1649",2,83,48,49
"1650",2,83,49,1
"1651",2,83,51,4
"1652",2,83,52,52
"1653",2,83,54,1
"1654",2,83,55,11
"1655",2,83,56,70
"1656",2,83,59,6
"1657",2,83,60,33
"1658",2,83,61,1
"1659",2,83,63,13
"1660",2,83,64,19
"1661",2,83,67,15
"1662",2,83,68,135
"1663",2,83,69,2
"1664",2,83,70,14
"1665",2,83,71,28
"1666",2,83,72,279
"1667",2,83,73,9
"1668",2,83,74,11
"1669",2,83,75,30
"1670",2,83,76,55
"1671",2,83,77,1
"1672",2,83,78,2
"1673",2,83,79,96
"1674",2,83,80,18
"1675",2,84,44,990
"1676",2,84,45,3
"1677",2,84,46,1
"1678",2,84,47,2
"1679",2,84,48,1229
"1680",2,84,50,1
"1681",2,84,51,1
"1682",2,84,52,700
"1683",2,84,56,656
"1684",2,84,60,433
"1685",2,84,63,3
"1686",2,84,64,491
"1687",2,84,66,1
"1688",2,84,67,1
"1689",2,84,68,509
"1690",2,84,69,3
"1691",2,84,70,3
"1692",2,84,71,13
"1693",2,84,72,601
"1694",2,84,73,13
"1695",2,84,74,18
"1696",2,84,75,8
"1697",2,84,76,707
"1698",2,84,77,7
"1699",2,84,78,1
"1700",2,84,80,3720
"1701",2,85,44,60
"1702",2,85,45,13
"1703",2,85,48,54
"1704",2,85,49,17
"1705",2,85,52,49
"1706",2,85,53,8
"1707",2,85,56,50
"1708",2,85,57,5
"1709",2,85,60,39
"1710",2,85,61,5
"1711",2,85,63,1
"1712",2,85,64,35
"1713",2,85,65,10
"1714",2,85,68,37
"1715",2,85,69,13
"1716",2,85,70,3
"1717",2,85,71,10
"1718",2,85,72,188
"1719",2,85,73,16
"1720",2,85,74,14
"1721",2,85,75,6
"1722",2,85,76,160
"1723",2,85,77,21
"1724",2,85,78,3
"1725",2,85,80,27
"1726",2,85,81,111
"1727",2,85,82,1
"1728",2,85,84,45
"1729",2,86,43,1
"1730",2,86,44,23
"1731",2,86,45,1
"1732",2,86,46,15
"1733",2,86,48,47
"1734",2,86,49,1
"1735",2,86,50,16
"1736",2,86,51,1
"1737",2,86,52,86
"1738",2,86,53,1
"1739",2,86,54,3
"1740",2,86,56,43
"1741",2,86,58,6
"1742",2,86,59,1
"1743",2,86,60,39
"1744",2,86,62,9
"1745",2,86,63,1
"1746",2,86,64,34
"1747",2,86,66,5
"1748",2,86,68,14
"1749",2,86,70,14
"1750",2,86,71,1
"1751",2,86,72,157
"1752",2,86,73,4
"1753",2,86,74,24
"1754",2,86,75,8
"1755",2,86,76,197
"1756",2,86,77,6
"1757",2,86,78,19
"1758",2,86,79,2
"1759",2,86,80,65
"1760",2,86,81,1
"1761",2,86,82,130
"1762",2,86,84,41
"1763",2,87,44,18
"1764",2,87,45,2
"1765",2,87,47,18
"1766",2,87,48,175
"1767",2,87,51,10
"1768",2,87,52,144
"1769",2,87,53,1
"1770",2,87,54,2
"1771",2,87,55,8
"1772",2,87,56,55
"1773",2,87,59,13
"1774",2,87,60,81
"1775",2,87,63,5
"1776",2,87,64,18
"1777",2,87,67,11
"1778",2,87,68,16
"1779",2,87,69,1
"1780",2,87,71,10
"1781",2,87,72,60
"1782",2,87,73,2
"1783",2,87,74,12
"1784",2,87,75,28
"1785",2,87,76,249
"1786",2,87,77,13
"1787",2,87,78,6
"1788",2,87,79,7
"1789",2,87,80,82
"1790",2,87,81,1
"1791",2,87,83,49
"1792",2,87,84,41
"1793",2,88,44,705
"1794",2,88,48,1049
"1795",2,88,49,1
"1796",2,88,50,2
"1797",2,88,52,1122
"1798",2,88,56,479
"1799",2,88,58,2
"1800",2,88,60,457
"1801",2,88,62,1
"1802",2,88,63,1
"1803",2,88,64,181
"1804",2,88,65,1
"1805",2,88,67,2
"1806",2,88,68,244
"1807",2,88,71,1
"1808",2,88,72,191
"1809",2,88,73,3
"1810",2,88,74,6
"1811",2,88,75,8
"1812",2,88,76,358
"1813",2,88,77,18
"1814",2,88,78,9
"1815",2,88,79,6
"1816",2,88,80,326
"1817",2,88,81,1
"1818",2,88,82,2
"1819",2,88,84,1733
"1820",2,89,45,15
"1821",2,89,46,1
"1822",2,89,48,52
"1823",2,89,49,12
"1824",2,89,52,207
"1825",2,89,53,14
"1826",2,89,54,1
"1827",2,89,55,1
"1828",2,89,56,49
"1829",2,89,57,3
"1830",2,89,60,28
"1831",2,89,61,8
"1832",2,89,62,3
"1833",2,89,63,2
"1834",2,89,64,25
"1835",2,89,65,7
"1836",2,89,66,1
"1837",2,89,68,28
"1838",2,89,69,10
"1839",2,89,72,16
"1840",2,89,73,5
"1841",2,89,74,3
"1842",2,89,76,142
"1843",2,89,77,16
"1844",2,89,78,6
"1845",2,89,79,7
"1846",2,89,80,211
"1847",2,89,81,23
"1848",2,89,82,2
"1849",2,89,84,52
"1850",2,89,85,48
"1851",2,89,88,26
"1852",2,90,46,27
"1853",2,90,48,17
"1854",2,90,49,1
"1855",2,90,50,18
"1856",2,90,52,67
"1857",2,90,53,1
"1858",2,90,54,12
"1859",2,90,55,1
"1860",2,90,56,56
"1861",2,90,58,7
"1862",2,90,59,1
"1863",2,90,60,48
"1864",2,90,61,1
"1865",2,90,62,3
"1866",2,90,64,19
"1867",2,90,66,2
"1868",2,90,68,26
"1869",2,90,70,12
"1870",2,90,72,12
"1871",2,90,74,12
"1872",2,90,75,1
"1873",2,90,76,109
"1874",2,90,77,14
"1875",2,90,78,22
"1876",2,90,79,4
"1877",2,90,80,276
"1878",2,90,81,7
"1879",2,90,82,15
"1880",2,90,83,2
"1881",2,90,84,83
"1882",2,90,86,34
"1883",2,90,88,22
"1884",2,91,47,20
"1885",2,91,48,26
"1886",2,91,50,3
"1887",2,91,51,11
"1888",2,91,52,89
"1889",2,91,53,1
"1890",2,91,54,1
"1891",2,91,55,9
"1892",2,91,56,142
"1893",2,91,59,11
"1894",2,91,60,44
"1895",2,91,61,2
"1896",2,91,63,7
"1897",2,91,64,37
"1898",2,91,67,1
"1899",2,91,68,15
"1900",2,91,70,1
"1901",2,91,71,8
"1902",2,91,72,13
"1903",2,91,75,18
"1904",2,91,76,50
"1905",2,91,77,4
"1906",2,91,78,7
"1907",2,91,79,18
"1908",2,91,80,269
"1909",2,91,81,8
"1910",2,91,82,2
"1911",2,91,83,6
"1912",2,91,84,196
"1913",2,91,87,96
"1914",2,91,88,27
"1915",2,92,48,1923
"1916",2,92,49,1
"1917",2,92,52,1632
"1918",2,92,56,1357
"1919",2,92,58,1
"1920",2,92,59,1
"1921",2,92,60,1159
"1922",2,92,64,792
"1923",2,92,65,1
"1924",2,92,66,1
"1925",2,92,68,1198
"1926",2,92,72,740
"1927",2,92,73,1
"1928",2,92,76,1336
"1929",2,92,77,1
"1930",2,92,78,2
"1931",2,92,79,5
"1932",2,92,80,1436
"1933",2,92,81,4
"1934",2,92,82,4
"1935",2,92,83,1
"1936",2,92,84,2789
"1937",2,92,85,1
"1938",2,92,88,16175
"1939",2,93,47,1
"1940",2,93,48,13
"1941",2,93,49,22
"1942",2,93,52,49
"1943",2,93,53,5
"1944",2,93,54,1
"1945",2,93,56,43
"1946",2,93,57,6
"1947",2,93,60,36
"1948",2,93,61,7
"1949",2,93,64,36
"1950",2,93,65,8
"1951",2,93,68,22
"1952",2,93,69,2
"1953",2,93,70,2
"1954",2,93,72,14
"1955",2,93,73,7
"1956",2,93,74,1
"1957",2,93,76,19
"1958",2,93,77,7
"1959",2,93,78,2
"1960",2,93,79,2
"1961",2,93,80,226
"1962",2,93,81,19
"1963",2,93,82,10
"1964",2,93,83,5
"1965",2,93,84,454
"1966",2,93,85,9
"1967",2,93,88,40
"1968",2,93,89,33
"1969",2,93,92,175
"1970",2,94,48,18
"1971",2,94,50,19
"1972",2,94,52,31
"1973",2,94,53,1
"1974",2,94,54,20
"1975",2,94,56,52
"1976",2,94,58,11
"1977",2,94,60,65
"1978",2,94,61,1
"1979",2,94,62,9
"1980",2,94,64,27
"1981",2,94,66,5
"1982",2,94,67,1
"1983",2,94,68,18
"1984",2,94,69,1
"1985",2,94,70,7
"1986",2,94,72,9
"1987",2,94,74,11
"1988",2,94,76,12
"1989",2,94,78,12
"1990",2,94,79,5
"1991",2,94,80,120
"1992",2,94,81,4
"1993",2,94,82,11
"1994",2,94,83,5
"1995",2,94,84,559
"1996",2,94,85,3
"1997",2,94,86,7
"1998",2,94,88,60
"1999",2,94,89,1
"2000",2,94,90,33
"2001",2,94,92,197
"2002",2,95,44,1
"2003",2,95,48,121
"2004",2,95,51,21
"2005",2,95,52,21
"2006",2,95,55,11
"2007",2,95,56,80
"2008",2,95,57,1
"2009",2,95,59,9
"2010",2,95,60,149
"2011",2,95,61,1
"2012",2,95,63,10
"2013",2,95,64,26
"2014",2,95,65,1
"2015",2,95,67,10
"2016",2,95,68,29
"2017",2,95,69,1
"2018",2,95,70,1
"2019",2,95,71,4
"2020",2,95,72,14
"2021",2,95,73,1
"2022",2,95,75,12
"2023",2,95,76,9
"2024",2,95,79,13
"2025",2,95,80,63
"2026",2,95,81,4
"2027",2,95,82,4
"2028",2,95,83,8
"2029",2,95,84,655
"2030",2,95,85,4
"2031",2,95,86,2
"2032",2,95,87,6
"2033",2,95,88,108
"2034",2,95,91,20
"2035",2,95,92,179
"2036",2,96,48,850
"2037",2,96,49,1
"2038",2,96,51,1
"2039",2,96,52,1535
"2040",2,96,56,893
"2041",2,96,60,721
"2042",2,96,62,1
"2043",2,96,63,6
"2044",2,96,64,272
"2045",2,96,65,1
"2046",2,96,68,224
"2047",2,96,72,99
"2048",2,96,75,1
"2049",2,96,76,108
"2050",2,96,78,1
"2051",2,96,80,141
"2052",2,96,82,3
"2053",2,96,83,2
"2054",2,96,84,693
"2055",2,96,85,4
"2056",2,96,86,1
"2057",2,96,88,429
"2058",2,96,89,1
"2059",2,96,92,1926
"2060",2,97,49,19
"2061",2,97,52,19
"2062",2,97,53,20
"2063",2,97,56,54
"2064",2,97,57,9
"2065",2,97,60,52
"2066",2,97,61,17
"2067",2,97,62,1
"2068",2,97,64,32
"2069",2,97,65,5
"2070",2,97,68,24
"2071",2,97,69,8
"2072",2,97,72,13
"2073",2,97,73,3
"2074",2,97,76,14
"2075",2,97,77,6
"2076",2,97,80,28
"2077",2,97,81,4
"2078",2,97,82,1
"2079",2,97,83,2
"2080",2,97,84,441
"2081",2,97,85,10
"2082",2,97,86,3
"2083",2,97,87,3
"2084",2,97,88,285
"2085",2,97,89,4
"2086",2,97,90,3
"2087",2,97,92,214
"2088",2,97,93,16
"2089",2,97,96,25
"2090",2,98,50,28
"2091",2,98,51,1
"2092",2,98,52,22
"2093",2,98,54,36
"2094",2,98,55,1
"2095",2,98,56,24
"2096",2,98,57,1
"2097",2,98,58,10
"2098",2,98,59,1
"2099",2,98,60,35
"2100",2,98,62,12
"2101",2,98,63,1
"2102",2,98,64,27
"2103",2,98,66,5
"2104",2,98,68,24
"2105",2,98,70,7
"2106",2,98,72,8
"2107",2,98,73,1
"2108",2,98,74,7
"2109",2,98,75,1
"2110",2,98,76,10
"2111",2,98,77,1
"2112",2,98,78,9
"2113",2,98,79,1
"2114",2,98,80,15
"2115",2,98,82,10
"2116",2,98,83,2
"2117",2,98,84,287
"2118",2,98,85,2
"2119",2,98,86,7
"2120",2,98,87,3
"2121",2,98,88,332
"2122",2,98,89,2
"2123",2,98,90,5
"2124",2,98,92,326
"2125",2,98,94,9
"2126",2,98,96,35
"2127",2,99,36,1
"2128",2,99,51,15
"2129",2,99,52,30
"2130",2,99,55,22
"2131",2,99,56,15
"2132",2,99,57,1
"2133",2,99,59,14
"2134",2,99,60,50
"2135",2,99,63,12
"2136",2,99,64,33
"2137",2,99,65,1
"2138",2,99,67,5
"2139",2,99,68,19
"2140",2,99,70,1
"2141",2,99,71,8
"2142",2,99,72,18
"2143",2,99,73,1
"2144",2,99,75,6
"2145",2,99,76,20
"2146",2,99,79,5
"2147",2,99,80,19
"2148",2,99,83,1
"2149",2,99,84,153
"2150",2,99,85,2
"2151",2,99,86,1
"2152",2,99,87,11
"2153",2,99,88,368
"2154",2,99,90,1
"2155",2,99,91,1
"2156",2,99,92,590
"2157",2,99,93,1
"2158",2,99,95,18
"2159",2,99,96,24
"2160",2,100,52,2434
"2161",2,100,53,1
"2162",2,100,56,1979
"2163",2,100,59,1
"2164",2,100,60,1559
"2165",2,100,62,1
"2166",2,100,64,1205
"2167",2,100,68,1653
"2168",2,100,71,1
"2169",2,100,72,895
"2170",2,100,76,1983
"2171",2,100,80,1136
"2172",2,100,84,2318
"2173",2,100,85,2
"2174",2,100,87,1
"2175",2,100,88,2085
"2176",2,100,89,1
"2177",2,100,90,1
"2178",2,100,91,1
"2179",2,100,92,5555
"2180",2,100,95,1
"2181",2,100,96,27856
"2182",2,101,52,18
"2183",2,101,53,24
"2184",2,101,56,12
"2185",2,101,57,15
"2186",2,101,60,30
"2187",2,101,61,8
"2188",2,101,63,1
"2189",2,101,64,33
"2190",2,101,65,16
"2191",2,101,68,27
"2192",2,101,69,9
"2193",2,101,70,1
"2194",2,101,72,7
"2195",2,101,73,5
"2196",2,101,76,21
"2197",2,101,77,3
"2198",2,101,80,21
"2199",2,101,81,4
"2200",2,101,84,64
"2201",2,101,85,1
"2202",2,101,86,1
"2203",2,101,87,2
"2204",2,101,88,269
"2205",2,101,89,5
"2206",2,101,90,2
"2207",2,101,91,2
"2208",2,101,92,1624
"2209",2,101,93,3
"2210",2,101,96,23
"2211",2,101,97,8
"2212",2,101,100,327
"2213",2,102,52,28
"2214",2,102,54,31
"2215",2,102,56,17
"2216",2,102,58,12
"2217",2,102,60,13
"2218",2,102,62,19
"2219",2,102,63,1
"2220",2,102,64,27
"2221",2,102,65,1
"2222",2,102,66,10
"2223",2,102,67,1
"2224",2,102,68,21
"2225",2,102,70,6
"2226",2,102,72,13
"2227",2,102,74,8
"2228",2,102,76,14
"2229",2,102,77,1
"2230",2,102,78,3
"2231",2,102,79,1
"2232",2,102,80,26
"2233",2,102,81,2
"2234",2,102,83,2
"2235",2,102,84,44
"2236",2,102,86,4
"2237",2,102,87,1
"2238",2,102,88,164
"2239",2,102,89,1
"2240",2,102,90,5
"2241",2,102,92,1974
"2242",2,102,94,1
"2243",2,102,96,83
"2244",2,102,98,1
"2245",2,102,100,310
"2246",2,103,52,12
"2247",2,103,55,12
"2248",2,103,56,21
"2249",2,103,58,1
"2250",2,103,59,18
"2251",2,103,60,16
"2252",2,103,62,1
"2253",2,103,63,11
"2254",2,103,64,118
"2255",2,103,66,1
"2256",2,103,67,11
"2257",2,103,68,22
"2258",2,103,70,1
"2259",2,103,71,10
"2260",2,103,72,16
"2261",2,103,75,4
"2262",2,103,76,14
"2263",2,103,78,1
"2264",2,103,80,26
"2265",2,103,84,32
"2266",2,103,87,7
"2267",2,103,88,96
"2268",2,103,89,1
"2269",2,103,90,2
"2270",2,103,91,4
"2271",2,103,92,2104
"2272",2,103,93,2
"2273",2,103,94,2
"2274",2,103,95,2
"2275",2,103,96,129
"2276",2,103,97,1
"2277",2,103,99,2
"2278",2,103,100,243
"2279",2,104,52,873
"2280",2,104,56,1395
"2281",2,104,60,1078
"2282",2,104,64,474
"2283",2,104,66,1
"2284",2,104,68,340
"2285",2,104,70,1
"2286",2,104,72,97
"2287",2,104,75,1
"2288",2,104,76,71
"2289",2,104,80,83
"2290",2,104,84,164
"2291",2,104,88,94
"2292",2,104,90,4
"2293",2,104,92,2217
"2294",2,104,93,1
"2295",2,104,96,294
"2296",2,104,100,1165
"2297",2,105,53,19
"2298",2,105,56,18
"2299",2,105,57,21
"2300",2,105,58,1
"2301",2,105,60,10
"2302",2,105,61,18
"2303",2,105,64,17
"2304",2,105,65,7
"2305",2,105,68,22
"2306",2,105,69,12
"2307",2,105,70,1
"2308",2,105,72,9
"2309",2,105,73,1
"2310",2,105,75,2
"2311",2,105,76,17
"2312",2,105,77,7
"2313",2,105,80,22
"2314",2,105,81,2
"2315",2,105,83,1
"2316",2,105,84,42
"2317",2,105,85,1
"2318",2,105,88,32
"2319",2,105,91,3
"2320",2,105,92,1486
"2321",2,105,93,1
"2322",2,105,94,1
"2323",2,105,96,325
"2324",2,105,100,308
"2325",2,106,54,20
"2326",2,106,56,18
"2327",2,106,58,11
"2328",2,106,59,1
"2329",2,106,60,13
"2330",2,106,62,14
"2331",2,106,64,10
"2332",2,106,66,9
"2333",2,106,67,1
"2334",2,106,68,14
"2335",2,106,70,10
"2336",2,106,72,17
"2337",2,106,74,9
"2338",2,106,76,14
"2339",2,106,78,4
"2340",2,106,80,19
"2341",2,106,82,3
"2342",2,106,84,45
"2343",2,106,86,1
"2344",2,106,88,32
"2345",2,106,90,4
"2346",2,106,91,1
"2347",2,106,92,907
"2348",2,106,93,3
"2349",2,106,95,1
"2350",2,106,96,394
"2351",2,106,98,1
"2352",2,106,100,564
"2353",2,107,55,13
"2354",2,107,56,11
"2355",2,107,59,14
"2356",2,107,60,18
"2357",2,107,63,18
"2358",2,107,64,19
"2359",2,107,67,11
"2360",2,107,68,19
"2361",2,107,71,11
"2362",2,107,72,8
"2363",2,107,73,1
"2364",2,107,75,3
"2365",2,107,76,12
"2366",2,107,79,5
"2367",2,107,80,23
"2368",2,107,82,1
"2369",2,107,83,1
"2370",2,107,84,42
"2371",2,107,87,3
"2372",2,107,88,21
"2373",2,107,91,1
"2374",2,107,92,504
"2375",2,107,95,1
"2376",2,107,96,480
"2377",2,107,97,2
"2378",2,107,99,1
"2379",2,107,100,878
"2380",2,108,56,1487
"2381",2,108,59,1
"2382",2,108,60,1390
"2383",2,108,64,632
"2384",2,108,68,382
"2385",2,108,69,1
"2386",2,108,70,1
"2387",2,108,72,184
"2388",2,108,74,1
"2389",2,108,76,113
"2390",2,108,77,1
"2391",2,108,78,1
"2392",2,108,79,1
"2393",2,108,80,106
"2394",2,108,84,120
"2395",2,108,88,86
"2396",2,108,92,463
"2397",2,108,96,468
"2398",2,108,97,1
