mapper,trace,kpn.name,processes_in_task,platform,mappings_cached,mapper.random_seed,mapper.record_statistics,log_level,tgff.directory,best_mapping_time,representation.canonical_operations,time_simulating,tgff.file,kpn,representation,time_representation,representation_init_time,mappings_evaluated
tabu_search,tgff_reader,TASK_GRAPH_5,,mppa_coolidge,,10,True,ERROR,../../../tgff/e3s-0.9,,False,,office-automation-mocsyn.tgff,tgff_reader,Symmetries,,,
genetic,tgff_reader,TASK_GRAPH_5,,haec,,5,True,ERROR,../../../tgff/e3s-0.9,,False,,networking-mocsyn.tgff,tgff_reader,Symmetries,,,
random_walk,tgff_reader,TASK_GRAPH_0,7,designer_odroid,0,3,True,ERROR,../../../tgff/e3s-0.9,1.880284936,False,0.5770473799999996,consumer-mocsyn.tgff,tgff_reader,Symmetries,0.0757065670004522,0.005135351791977882,300
genetic,tgff_reader,TASK_GRAPH_5,,designer_odroid,,3,True,ERROR,../../../tgff/e3s-0.9,,False,,office-automation-mocsyn.tgff,tgff_reader,Symmetries,,,
simulated_annealing,tgff_reader,TASK_GRAPH_0,4,mppa_coolidge,7750,1,True,ERROR,../../../tgff/e3s-0.9,805.835334333,False,0.10682888001247193,telecom-mocsyn.tgff,tgff_reader,Symmetries,7.142742744847055,0.18182876892387867,72
simulated_annealing,tgff_reader,TASK_GRAPH_8,,haec,,2,True,ERROR,../../../tgff/e3s-0.9,,False,,auto-indust-mocsyn.tgff,tgff_reader,Symmetries,,,
random_walk,tgff_reader,TASK_GRAPH_0,6,mppa_coolidge,0,2,True,ERROR,../../../tgff/e3s-0.9,41.669994167,True,0.6606651470000003,auto-indust-mocsyn.tgff,tgff_reader,Symmetries,0.3012840359997426,0.18333241157233715,300
genetic,tgff_reader,TASK_GRAPH_3,5,designer_odroid,134,3,True,ERROR,../../../tgff/e3s-0.9,0.003501,True,0.13515716400070232,auto-indust-mocsyn.tgff,tgff_reader,Symmetries,0.0539417349955329,0.004874583333730698,135
genetic,tgff_reader,TASK_GRAPH_4,,multi_cluster,,8,True,ERROR,../../../tgff/e3s-0.9,,False,,auto-indust-mocsyn.tgff,tgff_reader,Symmetries,,,
genetic,tgff_reader,TASK_GRAPH_8,,designer_odroid,,8,True,ERROR,../../../tgff/e3s-0.9,,False,,auto-indust-mocsyn.tgff,tgff_reader,Symmetries,,,
tabu_search,tgff_reader,TASK_GRAPH_0,4,haec,121,2,True,ERROR,../../../tgff/e3s-0.9,0.951754999,False,0.2922198519700032,telecom-mocsyn.tgff,tgff_reader,Symmetries,0.23746394499903545,0.18101681396365166,226
genetic,tgff_reader,TASK_GRAPH_6,,multi_cluster,,6,True,ERROR,../../../tgff/e3s-0.9,,False,,auto-indust-mocsyn.tgff,tgff_reader,Symmetries,,,
simulated_annealing,tgff_reader,TASK_GRAPH_5,,mppa_coolidge,,7,True,ERROR,../../../tgff/e3s-0.9,,False,,consumer-mocsyn.tgff,tgff_reader,Symmetries,,,
simulated_annealing,tgff_reader,TASK_GRAPH_3,4,designer_odroid,22,3,True,ERROR,../../../tgff/e3s-0.9,4.528259694,False,0.007212627000626526,networking-mocsyn.tgff,tgff_reader,Symmetries,0.005373881998821162,0.0050423722714185715,9
genetic,tgff_reader,TASK_GRAPH_7,,haec,,5,True,ERROR,../../../tgff/e3s-0.9,,True,,office-automation-mocsyn.tgff,tgff_reader,Symmetries,,,
genetic,tgff_reader,TASK_GRAPH_4,3,designer_odroid,241,7,True,ERROR,../../../tgff/e3s-0.9,0.002001,True,0.012746933993184939,telecom-mocsyn.tgff,tgff_reader,Symmetries,0.03729271902193432,0.0064923446625471115,22
genetic,tgff_reader,TASK_GRAPH_5,2,designer_odroid,272,5,True,ERROR,../../../tgff/e3s-0.9,0.0012505,False,0.002455229994666297,telecom-mocsyn.tgff,tgff_reader,Symmetries,0.030488159001833992,0.0048625171184539795,6
simulated_annealing,tgff_reader,TASK_GRAPH_8,,designer_odroid,,4,True,ERROR,../../../tgff/e3s-0.9,,False,,office-automation-mocsyn.tgff,tgff_reader,Symmetries,,,
genetic,tgff_reader,TASK_GRAPH_0,7,designer_odroid,80,1,True,ERROR,../../../tgff/e3s-0.9,0.0041255,False,0.2940772190067946,consumer-mocsyn.tgff,tgff_reader,Symmetries,0.07546791298773314,0.004965923726558685,187
genetic,tgff_reader,TASK_GRAPH_1,6,multi_cluster,119,10,True,ERROR,../../../tgff/e3s-0.9,90.039755,True,0.16648845902091125,telecom-mocsyn.tgff,tgff_reader,Symmetries,0.040014825033722445,0.00039581581950187683,134
simulated_annealing,tgff_reader,TASK_GRAPH_6,,haec,,10,True,ERROR,../../../tgff/e3s-0.9,,False,,networking-mocsyn.tgff,tgff_reader,Symmetries,,,
simulated_annealing,tgff_reader,TASK_GRAPH_8,2,mppa_coolidge,168,10,True,ERROR,../../../tgff/e3s-0.9,400.01655,False,0.0009578259996487759,telecom-mocsyn.tgff,tgff_reader,Symmetries,0.18058526000822894,0.18402483686804771,1
genetic,tgff_reader,TASK_GRAPH_1,6,multi_cluster,130,6,True,ERROR,../../../tgff/e3s-0.9,90.039755,False,0.16587433299719123,telecom-mocsyn.tgff,tgff_reader,Symmetries,0.04254065502391313,0.0004233606159687042,134
tabu_search,tgff_reader,TASK_GRAPH_2,,multi_cluster,,7,True,ERROR,../../../tgff/e3s-0.9,,True,,consumer-mocsyn.tgff,tgff_reader,Symmetries,,,
genetic,tgff_reader,TASK_GRAPH_1,5,designer_odroid,124,1,True,ERROR,../../../tgff/e3s-0.9,0.002501,False,0.13420989398582606,consumer-mocsyn.tgff,tgff_reader,Symmetries,0.05206959101269604,0.004979634657502174,135
random_walk,tgff_reader,TASK_GRAPH_3,,haec,,7,True,ERROR,../../../tgff/e3s-0.9,,True,,consumer-mocsyn.tgff,tgff_reader,Symmetries,,,
genetic,tgff_reader,TASK_GRAPH_2,,haec,,9,True,ERROR,../../../tgff/e3s-0.9,,True,,office-automation-mocsyn.tgff,tgff_reader,Symmetries,,,
tabu_search,tgff_reader,TASK_GRAPH_2,,mppa_coolidge,,10,True,ERROR,../../../tgff/e3s-0.9,,False,,office-automation-mocsyn.tgff,tgff_reader,Symmetries,,,
simulated_annealing,tgff_reader,TASK_GRAPH_4,,designer_odroid,,4,True,ERROR,../../../tgff/e3s-0.9,,True,,office-automation-mocsyn.tgff,tgff_reader,Symmetries,,,
tabu_search,tgff_reader,TASK_GRAPH_4,,multi_cluster,,2,True,ERROR,../../../tgff/e3s-0.9,,True,,networking-mocsyn.tgff,tgff_reader,Symmetries,,,
simulated_annealing,tgff_reader,TASK_GRAPH_3,5,designer_odroid,65,6,True,ERROR,../../../tgff/e3s-0.9,0.003501,True,0.0816570569841133,auto-indust-mocsyn.tgff,tgff_reader,Symmetries,0.029235957996206707,0.0064842719584703445,81
genetic,tgff_reader,TASK_GRAPH_1,6,designer_odroid,94,5,True,ERROR,../../../tgff/e3s-0.9,0.003376,True,0.2063309080003819,telecom-mocsyn.tgff,tgff_reader,Symmetries,0.06483034601114923,0.0066571347415447235,164
simulated_annealing,tgff_reader,TASK_GRAPH_7,,mppa_coolidge,,4,True,ERROR,../../../tgff/e3s-0.9,,True,,auto-indust-mocsyn.tgff,tgff_reader,Symmetries,,,
tabu_search,tgff_reader,TASK_GRAPH_4,,multi_cluster,,7,True,ERROR,../../../tgff/e3s-0.9,,True,,auto-indust-mocsyn.tgff,tgff_reader,Symmetries,,,
tabu_search,tgff_reader,TASK_GRAPH_2,4,haec,120,9,True,ERROR,../../../tgff/e3s-0.9,0.278099999,True,0.33770123499380134,networking-mocsyn.tgff,tgff_reader,Symmetries,0.2504442139997991,0.18324599601328373,270
simulated_annealing,tgff_reader,TASK_GRAPH_7,2,mppa_coolidge,3196,9,True,ERROR,../../../tgff/e3s-0.9,3.334333833,False,0.009057908999238862,telecom-mocsyn.tgff,tgff_reader,Symmetries,1.1253649629943538,0.18455541506409645,9
simulated_annealing,tgff_reader,TASK_GRAPH_5,,designer_odroid,,4,True,ERROR,../../../tgff/e3s-0.9,,True,,networking-mocsyn.tgff,tgff_reader,Symmetries,,,
tabu_search,tgff_reader,TASK_GRAPH_4,,haec,,7,True,ERROR,../../../tgff/e3s-0.9,,True,,consumer-mocsyn.tgff,tgff_reader,Symmetries,,,
random_walk,tgff_reader,TASK_GRAPH_7,,multi_cluster,,10,True,ERROR,../../../tgff/e3s-0.9,,True,,networking-mocsyn.tgff,tgff_reader,Symmetries,,,
tabu_search,tgff_reader,TASK_GRAPH_5,2,designer_odroid,752,7,True,ERROR,../../../tgff/e3s-0.9,0.0012505,True,0.003693839993502479,telecom-mocsyn.tgff,tgff_reader,Symmetries,0.07862116497562965,0.00517742894589901,10
simulated_annealing,tgff_reader,TASK_GRAPH_5,,haec,,5,True,ERROR,../../../tgff/e3s-0.9,,False,,auto-indust-mocsyn.tgff,tgff_reader,Symmetries,,,
random_walk,tgff_reader,TASK_GRAPH_3,,haec,,5,True,ERROR,../../../tgff/e3s-0.9,,False,,office-automation-mocsyn.tgff,tgff_reader,Symmetries,,,
tabu_search,tgff_reader,TASK_GRAPH_3,,haec,,1,True,ERROR,../../../tgff/e3s-0.9,,False,,office-automation-mocsyn.tgff,tgff_reader,Symmetries,,,
simulated_annealing,tgff_reader,TASK_GRAPH_0,5,mppa_coolidge,1620,10,True,ERROR,../../../tgff/e3s-0.9,509.168766666,False,0.18233323097229004,office-automation-mocsyn.tgff,tgff_reader,Symmetries,2.1125754700733523,0.1828112155199051,112
simulated_annealing,tgff_reader,TASK_GRAPH_5,,designer_odroid,,8,True,ERROR,../../../tgff/e3s-0.9,,True,,consumer-mocsyn.tgff,tgff_reader,Symmetries,,,
simulated_annealing,tgff_reader,TASK_GRAPH_7,,multi_cluster,,2,True,ERROR,../../../tgff/e3s-0.9,,False,,auto-indust-mocsyn.tgff,tgff_reader,Symmetries,,,
genetic,tgff_reader,TASK_GRAPH_4,,multi_cluster,,8,True,ERROR,../../../tgff/e3s-0.9,,False,,office-automation-mocsyn.tgff,tgff_reader,Symmetries,,,
random_walk,tgff_reader,TASK_GRAPH_8,,designer_odroid,,10,True,ERROR,../../../tgff/e3s-0.9,,True,,auto-indust-mocsyn.tgff,tgff_reader,Symmetries,,,
genetic,tgff_reader,TASK_GRAPH_0,5,haec,72,4,True,ERROR,../../../tgff/e3s-0.9,0.455377782,True,0.2963866059835709,office-automation-mocsyn.tgff,tgff_reader,Symmetries,0.31044298603228526,0.18178178928792477,198
tabu_search,tgff_reader,TASK_GRAPH_3,5,haec,40,1,True,ERROR,../../../tgff/e3s-0.9,2.532415282,False,0.3877334559965675,auto-indust-mocsyn.tgff,tgff_reader,Symmetries,0.24104693200024485,0.18196568824350834,274
tabu_search,tgff_reader,TASK_GRAPH_3,4,designer_odroid,329,5,True,ERROR,../../../tgff/e3s-0.9,0.0555,True,0.04848158599816088,networking-mocsyn.tgff,tgff_reader,Symmetries,0.05896773400127131,0.005113927647471428,61
genetic,tgff_reader,TASK_GRAPH_2,6,multi_cluster,117,9,True,ERROR,../../../tgff/e3s-0.9,90.039755,False,0.19082473399976152,telecom-mocsyn.tgff,tgff_reader,Symmetries,0.043589281991444295,0.0004078131169080734,154
genetic,tgff_reader,TASK_GRAPH_3,,multi_cluster,,2,True,ERROR,../../../tgff/e3s-0.9,,True,,office-automation-mocsyn.tgff,tgff_reader,Symmetries,,,
tabu_search,tgff_reader,TASK_GRAPH_3,3,designer_odroid,350,2,True,ERROR,../../../tgff/e3s-0.9,0.002001,True,0.01418781399843283,telecom-mocsyn.tgff,tgff_reader,Symmetries,0.04596400501031894,0.005151202902197838,25
genetic,tgff_reader,TASK_GRAPH_4,,designer_odroid,,6,True,ERROR,../../../tgff/e3s-0.9,,False,,consumer-mocsyn.tgff,tgff_reader,Symmetries,,,
genetic,tgff_reader,TASK_GRAPH_6,,haec,,3,True,ERROR,../../../tgff/e3s-0.9,,True,,consumer-mocsyn.tgff,tgff_reader,Symmetries,,,
genetic,tgff_reader,TASK_GRAPH_0,7,haec,53,6,True,ERROR,../../../tgff/e3s-0.9,2.867599998,True,0.41522954900756304,consumer-mocsyn.tgff,tgff_reader,Symmetries,0.4599538969978312,0.18162392638623714,212
simulated_annealing,tgff_reader,TASK_GRAPH_1,4,designer_odroid,24,2,True,ERROR,../../../tgff/e3s-0.9,1.150317492,False,0.009367940998345148,networking-mocsyn.tgff,tgff_reader,Symmetries,0.006324542009679135,0.005035540089011192,12
genetic,tgff_reader,TASK_GRAPH_1,,designer_odroid,,1,True,ERROR,../../../tgff/e3s-0.9,,False,,office-automation-mocsyn.tgff,tgff_reader,Symmetries,,,
tabu_search,tgff_reader,TASK_GRAPH_4,,haec,,6,True,ERROR,../../../tgff/e3s-0.9,,False,,consumer-mocsyn.tgff,tgff_reader,Symmetries,,,
tabu_search,tgff_reader,TASK_GRAPH_6,,mppa_coolidge,,1,True,ERROR,../../../tgff/e3s-0.9,,False,,office-automation-mocsyn.tgff,tgff_reader,Symmetries,,,
random_walk,tgff_reader,TASK_GRAPH_0,5,haec,0,9,True,ERROR,../../../tgff/e3s-0.9,4.183159932,False,0.5589030810000004,office-automation-mocsyn.tgff,tgff_reader,Symmetries,0.27964214800158516,0.18213679641485214,300
genetic,tgff_reader,TASK_GRAPH_3,,multi_cluster,,5,True,ERROR,../../../tgff/e3s-0.9,,True,,office-automation-mocsyn.tgff,tgff_reader,Symmetries,,,
genetic,tgff_reader,TASK_GRAPH_2,4,mppa_coolidge,218,2,True,ERROR,../../../tgff/e3s-0.9,10.018092999,True,0.06410997599596158,networking-mocsyn.tgff,tgff_reader,Symmetries,0.1875069049947342,0.1872790977358818,47
random_walk,tgff_reader,TASK_GRAPH_7,2,designer_odroid,0,10,True,ERROR,../../../tgff/e3s-0.9,0.0012505,True,0.13936357800000024,telecom-mocsyn.tgff,tgff_reader,Symmetries,0.02717424000002211,0.0063625480979681015,300
simulated_annealing,tgff_reader,TASK_GRAPH_6,2,mppa_coolidge,168,10,True,ERROR,../../../tgff/e3s-0.9,400.01655,False,0.0009389000006194692,telecom-mocsyn.tgff,tgff_reader,Symmetries,0.1808839039877057,0.18258059211075306,1
simulated_annealing,tgff_reader,TASK_GRAPH_0,6,mppa_coolidge,6278,5,True,ERROR,../../../tgff/e3s-0.9,413.336451332,False,0.7174148620115375,auto-indust-mocsyn.tgff,tgff_reader,Symmetries,8.121424686058162,0.18342665024101734,406
simulated_annealing,tgff_reader,TASK_GRAPH_2,4,multi_cluster,13,4,True,ERROR,../../../tgff/e3s-0.9,60.0281,False,0.011595994998060632,networking-mocsyn.tgff,tgff_reader,Symmetries,0.0033849020019260934,0.00040080025792121887,15
simulated_annealing,tgff_reader,TASK_GRAPH_7,,mppa_coolidge,,3,True,ERROR,../../../tgff/e3s-0.9,,False,,office-automation-mocsyn.tgff,tgff_reader,Symmetries,,,
genetic,tgff_reader,TASK_GRAPH_0,6,haec,54,2,True,ERROR,../../../tgff/e3s-0.9,0.278327565,False,0.34775314700345916,auto-indust-mocsyn.tgff,tgff_reader,Symmetries,0.3089073169912808,0.18047642335295677,218
simulated_annealing,tgff_reader,TASK_GRAPH_0,5,designer_odroid,19,5,True,ERROR,../../../tgff/e3s-0.9,0.172706377,True,0.01746758799708914,office-automation-mocsyn.tgff,tgff_reader,Symmetries,0.00821907401405042,0.00507153756916523,17
genetic,tgff_reader,TASK_GRAPH_1,4,multi_cluster,240,4,True,ERROR,../../../tgff/e3s-0.9,60.0020525,False,0.027604698996583465,networking-mocsyn.tgff,tgff_reader,Symmetries,0.028566294004122028,0.00040454231202602386,36
simulated_annealing,tgff_reader,TASK_GRAPH_0,7,haec,26,10,True,ERROR,../../../tgff/e3s-0.9,5.134266665,False,0.8433774639925105,consumer-mocsyn.tgff,tgff_reader,Symmetries,0.8018001809632551,0.18114368990063667,416
random_walk,tgff_reader,TASK_GRAPH_5,,haec,,9,True,ERROR,../../../tgff/e3s-0.9,,False,,consumer-mocsyn.tgff,tgff_reader,Symmetries,,,
simulated_annealing,tgff_reader,TASK_GRAPH_3,4,designer_odroid,317,1,True,ERROR,../../../tgff/e3s-0.9,0.0555,False,0.03490187800707645,networking-mocsyn.tgff,tgff_reader,Symmetries,0.06518899802358646,0.0050142910331487656,44
random_walk,tgff_reader,TASK_GRAPH_4,,haec,,9,True,ERROR,../../../tgff/e3s-0.9,,False,,auto-indust-mocsyn.tgff,tgff_reader,Symmetries,,,
tabu_search,tgff_reader,TASK_GRAPH_3,,mppa_coolidge,,3,True,ERROR,../../../tgff/e3s-0.9,,False,,consumer-mocsyn.tgff,tgff_reader,Symmetries,,,
random_walk,tgff_reader,TASK_GRAPH_3,,multi_cluster,,9,True,ERROR,../../../tgff/e3s-0.9,,False,,office-automation-mocsyn.tgff,tgff_reader,Symmetries,,,
random_walk,tgff_reader,TASK_GRAPH_1,6,haec,0,6,True,ERROR,../../../tgff/e3s-0.9,0.481421699,False,0.6861730569999993,telecom-mocsyn.tgff,tgff_reader,Symmetries,0.3399595800001407,0.18221654742956161,300
random_walk,tgff_reader,TASK_GRAPH_1,6,mppa_coolidge,0,6,True,ERROR,../../../tgff/e3s-0.9,529.206421667,True,0.7468496840000002,telecom-mocsyn.tgff,tgff_reader,Symmetries,0.36023988500164705,0.18563326261937618,300
random_walk,tgff_reader,TASK_GRAPH_3,4,multi_cluster,0,1,True,ERROR,../../../tgff/e3s-0.9,4020.00212,False,0.3072064989999998,networking-mocsyn.tgff,tgff_reader,Symmetries,0.024475665999489138,0.00042900070548057556,300
tabu_search,tgff_reader,TASK_GRAPH_8,,designer_odroid,,1,True,ERROR,../../../tgff/e3s-0.9,,True,,office-automation-mocsyn.tgff,tgff_reader,Symmetries,,,
tabu_search,tgff_reader,TASK_GRAPH_3,,multi_cluster,,3,True,ERROR,../../../tgff/e3s-0.9,,False,,consumer-mocsyn.tgff,tgff_reader,Symmetries,,,
genetic,tgff_reader,TASK_GRAPH_8,,haec,,8,True,ERROR,../../../tgff/e3s-0.9,,True,,consumer-mocsyn.tgff,tgff_reader,Symmetries,,,
tabu_search,tgff_reader,TASK_GRAPH_6,,multi_cluster,,7,True,ERROR,../../../tgff/e3s-0.9,,False,,office-automation-mocsyn.tgff,tgff_reader,Symmetries,,,
random_walk,tgff_reader,TASK_GRAPH_4,,mppa_coolidge,,4,True,ERROR,../../../tgff/e3s-0.9,,False,,consumer-mocsyn.tgff,tgff_reader,Symmetries,,,
simulated_annealing,tgff_reader,TASK_GRAPH_0,6,multi_cluster,2,10,True,ERROR,../../../tgff/e3s-0.9,100.003001,True,0.038506941999003175,auto-indust-mocsyn.tgff,tgff_reader,Symmetries,0.0054573750057898,0.0003962535411119461,32
tabu_search,tgff_reader,TASK_GRAPH_5,,multi_cluster,,6,True,ERROR,../../../tgff/e3s-0.9,,False,,networking-mocsyn.tgff,tgff_reader,Symmetries,,,
simulated_annealing,tgff_reader,TASK_GRAPH_6,,designer_odroid,,5,True,ERROR,../../../tgff/e3s-0.9,,False,,office-automation-mocsyn.tgff,tgff_reader,Symmetries,,,
simulated_annealing,tgff_reader,TASK_GRAPH_5,,haec,,8,True,ERROR,../../../tgff/e3s-0.9,,False,,office-automation-mocsyn.tgff,tgff_reader,Symmetries,,,
simulated_annealing,tgff_reader,TASK_GRAPH_7,,multi_cluster,,9,True,ERROR,../../../tgff/e3s-0.9,,True,,consumer-mocsyn.tgff,tgff_reader,Symmetries,,,
random_walk,tgff_reader,TASK_GRAPH_7,,haec,,10,True,ERROR,../../../tgff/e3s-0.9,,True,,auto-indust-mocsyn.tgff,tgff_reader,Symmetries,,,
simulated_annealing,tgff_reader,TASK_GRAPH_6,,multi_cluster,,8,True,ERROR,../../../tgff/e3s-0.9,,True,,networking-mocsyn.tgff,tgff_reader,Symmetries,,,
simulated_annealing,tgff_reader,TASK_GRAPH_5,,designer_odroid,,5,True,ERROR,../../../tgff/e3s-0.9,,False,,office-automation-mocsyn.tgff,tgff_reader,Symmetries,,,
random_walk,tgff_reader,TASK_GRAPH_3,3,multi_cluster,0,4,True,ERROR,../../../tgff/e3s-0.9,40.001501,True,0.2147690160000002,telecom-mocsyn.tgff,tgff_reader,Symmetries,0.019315622997964965,0.00042751245200634,300
random_walk,tgff_reader,TASK_GRAPH_4,,mppa_coolidge,,1,True,ERROR,../../../tgff/e3s-0.9,,False,,office-automation-mocsyn.tgff,tgff_reader,Symmetries,,,
genetic,tgff_reader,TASK_GRAPH_4,,designer_odroid,,9,True,ERROR,../../../tgff/e3s-0.9,,True,,office-automation-mocsyn.tgff,tgff_reader,Symmetries,,,
random_walk,tgff_reader,TASK_GRAPH_7,,designer_odroid,,10,True,ERROR,../../../tgff/e3s-0.9,,False,,networking-mocsyn.tgff,tgff_reader,Symmetries,,,
random_walk,tgff_reader,TASK_GRAPH_4,3,mppa_coolidge,0,3,True,ERROR,../../../tgff/e3s-0.9,403.334933333,True,0.46723160899999916,telecom-mocsyn.tgff,tgff_reader,Symmetries,0.13463770400267094,0.18755652010440826,300
random_walk,tgff_reader,TASK_GRAPH_7,,designer_odroid,,6,True,ERROR,../../../tgff/e3s-0.9,,True,,office-automation-mocsyn.tgff,tgff_reader,Symmetries,,,
genetic,tgff_reader,TASK_GRAPH_1,6,haec,66,8,True,ERROR,../../../tgff/e3s-0.9,0.325866182,False,0.35342326094178134,telecom-mocsyn.tgff,tgff_reader,Symmetries,0.3289679549779976,0.18234016746282578,209
simulated_annealing,tgff_reader,TASK_GRAPH_6,,mppa_coolidge,,9,True,ERROR,../../../tgff/e3s-0.9,,False,,networking-mocsyn.tgff,tgff_reader,Symmetries,,,
genetic,tgff_reader,TASK_GRAPH_1,4,mppa_coolidge,216,3,True,ERROR,../../../tgff/e3s-0.9,10.006649999,True,0.05471313199905126,auto-indust-mocsyn.tgff,tgff_reader,Symmetries,0.18678571499822283,0.18285372853279114,40
genetic,tgff_reader,TASK_GRAPH_6,,haec,,6,True,ERROR,../../../tgff/e3s-0.9,,False,,consumer-mocsyn.tgff,tgff_reader,Symmetries,,,
random_walk,tgff_reader,TASK_GRAPH_4,,mppa_coolidge,,5,True,ERROR,../../../tgff/e3s-0.9,,False,,auto-indust-mocsyn.tgff,tgff_reader,Symmetries,,,
random_walk,tgff_reader,TASK_GRAPH_7,,haec,,9,True,ERROR,../../../tgff/e3s-0.9,,False,,auto-indust-mocsyn.tgff,tgff_reader,Symmetries,,,
simulated_annealing,tgff_reader,TASK_GRAPH_8,2,designer_odroid,35,7,True,ERROR,../../../tgff/e3s-0.9,0.0012505,False,0.0021866230017622,telecom-mocsyn.tgff,tgff_reader,Symmetries,0.005165505994227715,0.005245016887784004,6
genetic,tgff_reader,TASK_GRAPH_4,,haec,,9,True,ERROR,../../../tgff/e3s-0.9,,False,,auto-indust-mocsyn.tgff,tgff_reader,Symmetries,,,
random_walk,tgff_reader,TASK_GRAPH_6,,haec,,8,True,ERROR,../../../tgff/e3s-0.9,,True,,office-automation-mocsyn.tgff,tgff_reader,Symmetries,,,
random_walk,tgff_reader,TASK_GRAPH_7,2,multi_cluster,0,6,True,ERROR,../../../tgff/e3s-0.9,2000.01655,False,0.13808424400000013,telecom-mocsyn.tgff,tgff_reader,Symmetries,0.013273698001285084,0.0004631076008081436,300
random_walk,tgff_reader,TASK_GRAPH_6,,haec,,7,True,ERROR,../../../tgff/e3s-0.9,,True,,office-automation-mocsyn.tgff,tgff_reader,Symmetries,,,
tabu_search,tgff_reader,TASK_GRAPH_6,2,designer_odroid,1129,8,True,ERROR,../../../tgff/e3s-0.9,0.0012505,True,0.0035370179975870997,telecom-mocsyn.tgff,tgff_reader,Symmetries,0.11968979495577514,0.005172476172447205,10
genetic,tgff_reader,TASK_GRAPH_0,4,multi_cluster,226,5,True,ERROR,../../../tgff/e3s-0.9,70.002001,False,0.032965930993668735,telecom-mocsyn.tgff,tgff_reader,Symmetries,0.031327260003308766,0.00039691105484962463,36
random_walk,tgff_reader,TASK_GRAPH_5,2,designer_odroid,0,8,True,ERROR,../../../tgff/e3s-0.9,0.001778234,True,0.13933710599999996,telecom-mocsyn.tgff,tgff_reader,Symmetries,0.02703647800080944,0.006356460973620415,300
genetic,tgff_reader,TASK_GRAPH_3,,multi_cluster,,7,True,ERROR,../../../tgff/e3s-0.9,,False,,consumer-mocsyn.tgff,tgff_reader,Symmetries,,,
simulated_annealing,tgff_reader,TASK_GRAPH_0,6,mppa_coolidge,10891,8,True,ERROR,../../../tgff/e3s-0.9,16.669784665,True,1.4367920309950932,auto-indust-mocsyn.tgff,tgff_reader,Symmetries,14.092203220986448,0.18203027918934822,808
random_walk,tgff_reader,TASK_GRAPH_8,,multi_cluster,,9,True,ERROR,../../../tgff/e3s-0.9,,False,,networking-mocsyn.tgff,tgff_reader,Symmetries,,,
random_walk,tgff_reader,TASK_GRAPH_8,,mppa_coolidge,,5,True,ERROR,../../../tgff/e3s-0.9,,True,,office-automation-mocsyn.tgff,tgff_reader,Symmetries,,,
simulated_annealing,tgff_reader,TASK_GRAPH_3,3,multi_cluster,11,4,True,ERROR,../../../tgff/e3s-0.9,40.0081,False,0.0038761330033594277,telecom-mocsyn.tgff,tgff_reader,Symmetries,0.002420971999526955,0.00040436722338199615,7
tabu_search,tgff_reader,TASK_GRAPH_1,4,multi_cluster,336,3,True,ERROR,../../../tgff/e3s-0.9,60.00705,True,0.03396029600662587,auto-indust-mocsyn.tgff,tgff_reader,Symmetries,0.033816546007074066,0.0003874730318784714,45
random_walk,tgff_reader,TASK_GRAPH_0,6,multi_cluster,0,3,True,ERROR,../../../tgff/e3s-0.9,6040.003001,False,0.4496792859999996,auto-indust-mocsyn.tgff,tgff_reader,Symmetries,0.03511016400079825,0.000446835532784462,300
genetic,tgff_reader,TASK_GRAPH_5,,multi_cluster,,7,True,ERROR,../../../tgff/e3s-0.9,,False,,office-automation-mocsyn.tgff,tgff_reader,Symmetries,,,
simulated_annealing,tgff_reader,TASK_GRAPH_3,4,designer_odroid,264,9,True,ERROR,../../../tgff/e3s-0.9,0.0555,True,0.032519728991246666,networking-mocsyn.tgff,tgff_reader,Symmetries,0.05487364700456965,0.005005735903978348,42
random_walk,tgff_reader,TASK_GRAPH_7,2,designer_odroid,0,4,True,ERROR,../../../tgff/e3s-0.9,0.001525734,True,0.1377649649999998,telecom-mocsyn.tgff,tgff_reader,Symmetries,0.026691121001931606,0.006291709840297699,300
genetic,tgff_reader,TASK_GRAPH_5,,designer_odroid,,6,True,ERROR,../../../tgff/e3s-0.9,,False,,networking-mocsyn.tgff,tgff_reader,Symmetries,,,
simulated_annealing,tgff_reader,TASK_GRAPH_0,1,haec,61,9,True,ERROR,../../../tgff/e3s-0.9,0.0065,False,0.0016509450015291804,networking-mocsyn.tgff,tgff_reader,Symmetries,0.0047630149874748895,0.18364199437201023,3
random_walk,tgff_reader,TASK_GRAPH_4,3,designer_odroid,0,9,True,ERROR,../../../tgff/e3s-0.9,0.002001,False,0.21738799399999967,telecom-mocsyn.tgff,tgff_reader,Symmetries,0.036036543002410326,0.006162235513329506,300
tabu_search,tgff_reader,TASK_GRAPH_1,,designer_odroid,,5,True,ERROR,../../../tgff/e3s-0.9,,True,,office-automation-mocsyn.tgff,tgff_reader,Symmetries,,,
random_walk,tgff_reader,TASK_GRAPH_8,,haec,,2,True,ERROR,../../../tgff/e3s-0.9,,True,,networking-mocsyn.tgff,tgff_reader,Symmetries,,,
random_walk,tgff_reader,TASK_GRAPH_3,,haec,,6,True,ERROR,../../../tgff/e3s-0.9,,False,,consumer-mocsyn.tgff,tgff_reader,Symmetries,,,
random_walk,tgff_reader,TASK_GRAPH_1,5,multi_cluster,0,7,True,ERROR,../../../tgff/e3s-0.9,3040.002001,True,0.37248520599999974,consumer-mocsyn.tgff,tgff_reader,Symmetries,0.029772641999443294,0.0004628840833902359,300
