mapper,trace,kpn.name,processes_in_task,platform,mappings_cached,mapper.random_seed,mapper.record_statistics,log_level,tgff.directory,best_mapping_time,representation.canonical_operations,time_simulating,tgff.file,kpn,representation,time_representation,representation_init_time,mappings_evaluated
genetic,tgff_reader,TASK_GRAPH_1,4,designer_odroid,191,3,True,ERROR,../../../tgff/e3s-0.9,0.0028025,False,0.045453448004991515,networking-mocsyn.tgff,tgff_reader,Symmetries,0.044435113997678855,0.006622564047574997,59
tabu_search,tgff_reader,TASK_GRAPH_5,2,multi_cluster,947,10,True,ERROR,../../../tgff/e3s-0.9,20.01655,False,0.002135194998118095,telecom-mocsyn.tgff,tgff_reader,Symmetries,0.05307756101683481,0.00039600394666194916,6
simulated_annealing,tgff_reader,TASK_GRAPH_4,,mppa_coolidge,,9,True,ERROR,../../../tgff/e3s-0.9,,True,,networking-mocsyn.tgff,tgff_reader,Symmetries,,,
genetic,tgff_reader,TASK_GRAPH_0,1,mppa_coolidge,266,4,True,ERROR,../../../tgff/e3s-0.9,0.0065,True,0.0007287549997272436,networking-mocsyn.tgff,tgff_reader,Symmetries,0.023957594006787986,0.1841780636459589,1
genetic,tgff_reader,TASK_GRAPH_5,,designer_odroid,,4,True,ERROR,../../../tgff/e3s-0.9,,False,,networking-mocsyn.tgff,tgff_reader,Symmetries,,,
random_walk,tgff_reader,TASK_GRAPH_1,4,multi_cluster,0,4,True,ERROR,../../../tgff/e3s-0.9,4020.02295,False,0.2898190759999997,networking-mocsyn.tgff,tgff_reader,Symmetries,0.023968098001205362,0.0004633218050003052,300
genetic,tgff_reader,TASK_GRAPH_3,,haec,,5,True,ERROR,../../../tgff/e3s-0.9,,True,,consumer-mocsyn.tgff,tgff_reader,Symmetries,,,
random_walk,tgff_reader,TASK_GRAPH_6,,mppa_coolidge,,8,True,ERROR,../../../tgff/e3s-0.9,,False,,networking-mocsyn.tgff,tgff_reader,Symmetries,,,
simulated_annealing,tgff_reader,TASK_GRAPH_2,,multi_cluster,,4,True,ERROR,../../../tgff/e3s-0.9,,True,,consumer-mocsyn.tgff,tgff_reader,Symmetries,,,
simulated_annealing,tgff_reader,TASK_GRAPH_8,,mppa_coolidge,,4,True,ERROR,../../../tgff/e3s-0.9,,True,,consumer-mocsyn.tgff,tgff_reader,Symmetries,,,
simulated_annealing,tgff_reader,TASK_GRAPH_3,,haec,,6,True,ERROR,../../../tgff/e3s-0.9,,True,,consumer-mocsyn.tgff,tgff_reader,Symmetries,,,
genetic,tgff_reader,TASK_GRAPH_6,,haec,,7,True,ERROR,../../../tgff/e3s-0.9,,True,,auto-indust-mocsyn.tgff,tgff_reader,Symmetries,,,
random_walk,tgff_reader,TASK_GRAPH_5,,haec,,3,True,ERROR,../../../tgff/e3s-0.9,,True,,office-automation-mocsyn.tgff,tgff_reader,Symmetries,,,
tabu_search,tgff_reader,TASK_GRAPH_2,,multi_cluster,,10,True,ERROR,../../../tgff/e3s-0.9,,True,,office-automation-mocsyn.tgff,tgff_reader,Symmetries,,,
simulated_annealing,tgff_reader,TASK_GRAPH_0,7,multi_cluster,7,2,True,ERROR,../../../tgff/e3s-0.9,122.4676,True,0.15168889500455407,consumer-mocsyn.tgff,tgff_reader,Symmetries,0.02258528399397619,0.00041227973997592926,101
genetic,tgff_reader,TASK_GRAPH_7,,mppa_coolidge,,10,True,ERROR,../../../tgff/e3s-0.9,,True,,auto-indust-mocsyn.tgff,tgff_reader,Symmetries,,,
simulated_annealing,tgff_reader,TASK_GRAPH_6,,designer_odroid,,5,True,ERROR,../../../tgff/e3s-0.9,,True,,auto-indust-mocsyn.tgff,tgff_reader,Symmetries,,,
random_walk,tgff_reader,TASK_GRAPH_0,6,mppa_coolidge,0,10,True,ERROR,../../../tgff/e3s-0.9,438.336660834,True,0.6795227529999993,auto-indust-mocsyn.tgff,tgff_reader,Symmetries,0.3041319730000396,0.18478630110621452,300
genetic,tgff_reader,TASK_GRAPH_6,,multi_cluster,,10,True,ERROR,../../../tgff/e3s-0.9,,True,,office-automation-mocsyn.tgff,tgff_reader,Symmetries,,,
tabu_search,tgff_reader,TASK_GRAPH_0,4,mppa_coolidge,305,9,True,ERROR,../../../tgff/e3s-0.9,1003.334988833,True,0.028835003002313897,telecom-mocsyn.tgff,tgff_reader,Symmetries,0.2575579809927149,0.18363900296390057,20
random_walk,tgff_reader,TASK_GRAPH_5,,haec,,3,True,ERROR,../../../tgff/e3s-0.9,,True,,consumer-mocsyn.tgff,tgff_reader,Symmetries,,,
genetic,tgff_reader,TASK_GRAPH_2,6,haec,51,1,True,ERROR,../../../tgff/e3s-0.9,0.242532866,True,0.36249810898152646,telecom-mocsyn.tgff,tgff_reader,Symmetries,0.3634594709801604,0.18190381303429604,215
random_walk,tgff_reader,TASK_GRAPH_7,,mppa_coolidge,,2,True,ERROR,../../../tgff/e3s-0.9,,False,,networking-mocsyn.tgff,tgff_reader,Symmetries,,,
simulated_annealing,tgff_reader,TASK_GRAPH_6,2,haec,116,3,True,ERROR,../../../tgff/e3s-0.9,0.099883333,False,0.009477014998992672,telecom-mocsyn.tgff,tgff_reader,Symmetries,0.03001997198589379,0.18159526400268078,12
genetic,tgff_reader,TASK_GRAPH_2,,haec,,10,True,ERROR,../../../tgff/e3s-0.9,,False,,consumer-mocsyn.tgff,tgff_reader,Symmetries,,,
genetic,tgff_reader,TASK_GRAPH_7,,designer_odroid,,6,True,ERROR,../../../tgff/e3s-0.9,,True,,consumer-mocsyn.tgff,tgff_reader,Symmetries,,,
tabu_search,tgff_reader,TASK_GRAPH_8,,mppa_coolidge,,8,True,ERROR,../../../tgff/e3s-0.9,,True,,office-automation-mocsyn.tgff,tgff_reader,Symmetries,,,
tabu_search,tgff_reader,TASK_GRAPH_3,,mppa_coolidge,,9,True,ERROR,../../../tgff/e3s-0.9,,False,,consumer-mocsyn.tgff,tgff_reader,Symmetries,,,
genetic,tgff_reader,TASK_GRAPH_8,,haec,,8,True,ERROR,../../../tgff/e3s-0.9,,True,,networking-mocsyn.tgff,tgff_reader,Symmetries,,,
simulated_annealing,tgff_reader,TASK_GRAPH_1,5,designer_odroid,160,2,True,ERROR,../../../tgff/e3s-0.9,0.002501,False,0.19390622699211235,consumer-mocsyn.tgff,tgff_reader,Symmetries,0.07203520398797991,0.004848439246416092,193
tabu_search,tgff_reader,TASK_GRAPH_3,5,multi_cluster,250,6,True,ERROR,../../../tgff/e3s-0.9,80.002501,True,0.11455853899678914,auto-indust-mocsyn.tgff,tgff_reader,Symmetries,0.04029596199870866,0.0003932453691959381,119
tabu_search,tgff_reader,TASK_GRAPH_0,1,designer_odroid,1769,5,True,ERROR,../../../tgff/e3s-0.9,0.0005065,True,0.0005647640009556198,networking-mocsyn.tgff,tgff_reader,Symmetries,0.11344137701235013,0.005059020593762398,3
genetic,tgff_reader,TASK_GRAPH_6,,designer_odroid,,3,True,ERROR,../../../tgff/e3s-0.9,,True,,consumer-mocsyn.tgff,tgff_reader,Symmetries,,,
simulated_annealing,tgff_reader,TASK_GRAPH_4,,mppa_coolidge,,4,True,ERROR,../../../tgff/e3s-0.9,,True,,office-automation-mocsyn.tgff,tgff_reader,Symmetries,,,
random_walk,tgff_reader,TASK_GRAPH_0,6,haec,0,2,True,ERROR,../../../tgff/e3s-0.9,0.519994299,True,0.6239995859999997,auto-indust-mocsyn.tgff,tgff_reader,Symmetries,0.28825300199969206,0.18244805559515953,300
genetic,tgff_reader,TASK_GRAPH_7,,haec,,9,True,ERROR,../../../tgff/e3s-0.9,,True,,consumer-mocsyn.tgff,tgff_reader,Symmetries,,,
simulated_annealing,tgff_reader,TASK_GRAPH_1,6,multi_cluster,7,8,True,ERROR,../../../tgff/e3s-0.9,90.002501,True,0.08937270399837871,telecom-mocsyn.tgff,tgff_reader,Symmetries,0.013350955003261333,0.0003984477370977402,71
random_walk,tgff_reader,TASK_GRAPH_6,,mppa_coolidge,,3,True,ERROR,../../../tgff/e3s-0.9,,True,,office-automation-mocsyn.tgff,tgff_reader,Symmetries,,,
simulated_annealing,tgff_reader,TASK_GRAPH_7,,designer_odroid,,10,True,ERROR,../../../tgff/e3s-0.9,,False,,networking-mocsyn.tgff,tgff_reader,Symmetries,,,
random_walk,tgff_reader,TASK_GRAPH_8,2,mppa_coolidge,0,7,True,ERROR,../../../tgff/e3s-0.9,3.334383333,False,0.38705728600000006,telecom-mocsyn.tgff,tgff_reader,Symmetries,0.21186389100330416,0.18611232936382294,300
tabu_search,tgff_reader,TASK_GRAPH_7,2,designer_odroid,1040,10,True,ERROR,../../../tgff/e3s-0.9,0.0012505,True,0.005418749999080319,telecom-mocsyn.tgff,tgff_reader,Symmetries,0.11068600799626438,0.0051759760826826096,15
tabu_search,tgff_reader,TASK_GRAPH_0,6,haec,6,5,True,ERROR,../../../tgff/e3s-0.9,1.039438699,False,0.5266395480120991,auto-indust-mocsyn.tgff,tgff_reader,Symmetries,0.37139473599563644,0.1831260398030281,326
genetic,tgff_reader,TASK_GRAPH_8,2,mppa_coolidge,258,8,True,ERROR,../../../tgff/e3s-0.9,3.334383333,False,0.007834780000848696,telecom-mocsyn.tgff,tgff_reader,Symmetries,0.2119915819966991,0.18270764127373695,8
random_walk,tgff_reader,TASK_GRAPH_0,4,haec,0,2,True,ERROR,../../../tgff/e3s-0.9,0.461210666,False,0.5034266799999999,telecom-mocsyn.tgff,tgff_reader,Symmetries,0.22963393399913912,0.18287293612957,300
random_walk,tgff_reader,TASK_GRAPH_8,2,designer_odroid,0,5,True,ERROR,../../../tgff/e3s-0.9,0.001525734,False,0.1577369129999998,telecom-mocsyn.tgff,tgff_reader,Symmetries,0.026991253998858156,0.00634552538394928,300
genetic,tgff_reader,TASK_GRAPH_7,2,designer_odroid,259,3,True,ERROR,../../../tgff/e3s-0.9,0.0012505,True,0.002276541999890469,telecom-mocsyn.tgff,tgff_reader,Symmetries,0.029351282988500316,0.005126470699906349,6
tabu_search,tgff_reader,TASK_GRAPH_1,5,haec,66,6,True,ERROR,../../../tgff/e3s-0.9,2.168266666,False,0.35748228398551873,consumer-mocsyn.tgff,tgff_reader,Symmetries,0.28044009800214553,0.1816997453570366,250
simulated_annealing,tgff_reader,TASK_GRAPH_8,,multi_cluster,,6,True,ERROR,../../../tgff/e3s-0.9,,False,,consumer-mocsyn.tgff,tgff_reader,Symmetries,,,
genetic,tgff_reader,TASK_GRAPH_5,,designer_odroid,,8,True,ERROR,../../../tgff/e3s-0.9,,True,,consumer-mocsyn.tgff,tgff_reader,Symmetries,,,
tabu_search,tgff_reader,TASK_GRAPH_5,2,multi_cluster,853,9,True,ERROR,../../../tgff/e3s-0.9,20.0010005,False,0.0017174330023408402,telecom-mocsyn.tgff,tgff_reader,Symmetries,0.04722728600972914,0.00040106289088726044,5
random_walk,tgff_reader,TASK_GRAPH_5,,mppa_coolidge,,10,True,ERROR,../../../tgff/e3s-0.9,,True,,networking-mocsyn.tgff,tgff_reader,Symmetries,,,
tabu_search,tgff_reader,TASK_GRAPH_6,,haec,,2,True,ERROR,../../../tgff/e3s-0.9,,True,,consumer-mocsyn.tgff,tgff_reader,Symmetries,,,
simulated_annealing,tgff_reader,TASK_GRAPH_5,,designer_odroid,,7,True,ERROR,../../../tgff/e3s-0.9,,False,,networking-mocsyn.tgff,tgff_reader,Symmetries,,,
genetic,tgff_reader,TASK_GRAPH_3,5,mppa_coolidge,178,4,True,ERROR,../../../tgff/e3s-0.9,13.336271332,True,0.14668938699969658,auto-indust-mocsyn.tgff,tgff_reader,Symmetries,0.26642649599989454,0.1841176636517048,93
genetic,tgff_reader,TASK_GRAPH_3,4,haec,99,9,True,ERROR,../../../tgff/e3s-0.9,0.288099999,False,0.2002339089922316,networking-mocsyn.tgff,tgff_reader,Symmetries,0.17259016299794894,0.1813338603824377,168
random_walk,tgff_reader,TASK_GRAPH_6,,haec,,4,True,ERROR,../../../tgff/e3s-0.9,,True,,networking-mocsyn.tgff,tgff_reader,Symmetries,,,
simulated_annealing,tgff_reader,TASK_GRAPH_6,2,mppa_coolidge,1143,5,True,ERROR,../../../tgff/e3s-0.9,3.334383333,False,0.006179240997880697,telecom-mocsyn.tgff,tgff_reader,Symmetries,0.5148952810632181,0.18223511055111885,7
genetic,tgff_reader,TASK_GRAPH_0,5,mppa_coolidge,190,2,True,ERROR,../../../tgff/e3s-0.9,509.313766666,False,0.12990534299569845,office-automation-mocsyn.tgff,tgff_reader,Symmetries,0.433470939999097,0.18320144154131413,79
simulated_annealing,tgff_reader,TASK_GRAPH_5,2,mppa_coolidge,2282,9,True,ERROR,../../../tgff/e3s-0.9,3.334333833,True,0.007779747997119557,telecom-mocsyn.tgff,tgff_reader,Symmetries,0.7606565359164961,0.18389097601175308,8
genetic,tgff_reader,TASK_GRAPH_4,,mppa_coolidge,,9,True,ERROR,../../../tgff/e3s-0.9,,True,,networking-mocsyn.tgff,tgff_reader,Symmetries,,,
tabu_search,tgff_reader,TASK_GRAPH_2,,mppa_coolidge,,10,True,ERROR,../../../tgff/e3s-0.9,,False,,consumer-mocsyn.tgff,tgff_reader,Symmetries,,,
genetic,tgff_reader,TASK_GRAPH_5,,mppa_coolidge,,2,True,ERROR,../../../tgff/e3s-0.9,,True,,auto-indust-mocsyn.tgff,tgff_reader,Symmetries,,,
simulated_annealing,tgff_reader,TASK_GRAPH_6,,mppa_coolidge,,10,True,ERROR,../../../tgff/e3s-0.9,,True,,auto-indust-mocsyn.tgff,tgff_reader,Symmetries,,,
genetic,tgff_reader,TASK_GRAPH_4,3,haec,116,8,True,ERROR,../../../tgff/e3s-0.9,0.0882667,False,0.15894187500452972,telecom-mocsyn.tgff,tgff_reader,Symmetries,0.14995905403702636,0.18241829238831997,155
tabu_search,tgff_reader,TASK_GRAPH_7,,designer_odroid,,1,True,ERROR,../../../tgff/e3s-0.9,,True,,office-automation-mocsyn.tgff,tgff_reader,Symmetries,,,
genetic,tgff_reader,TASK_GRAPH_1,,haec,,2,True,ERROR,../../../tgff/e3s-0.9,,True,,office-automation-mocsyn.tgff,tgff_reader,Symmetries,,,
random_walk,tgff_reader,TASK_GRAPH_3,,mppa_coolidge,,3,True,ERROR,../../../tgff/e3s-0.9,,True,,office-automation-mocsyn.tgff,tgff_reader,Symmetries,,,
random_walk,tgff_reader,TASK_GRAPH_3,5,mppa_coolidge,0,1,True,ERROR,../../../tgff/e3s-0.9,422.087600833,True,0.5826417749999996,auto-indust-mocsyn.tgff,tgff_reader,Symmetries,0.24813683100001072,0.18284803815186024,300
random_walk,tgff_reader,TASK_GRAPH_3,,haec,,9,True,ERROR,../../../tgff/e3s-0.9,,True,,office-automation-mocsyn.tgff,tgff_reader,Symmetries,,,
random_walk,tgff_reader,TASK_GRAPH_0,7,multi_cluster,0,9,True,ERROR,../../../tgff/e3s-0.9,9030.003001,False,0.5619751420000003,consumer-mocsyn.tgff,tgff_reader,Symmetries,0.04791693700099131,0.00046379491686820984,300
simulated_annealing,tgff_reader,TASK_GRAPH_5,,mppa_coolidge,,10,True,ERROR,../../../tgff/e3s-0.9,,True,,networking-mocsyn.tgff,tgff_reader,Symmetries,,,
simulated_annealing,tgff_reader,TASK_GRAPH_1,4,mppa_coolidge,337,2,True,ERROR,../../../tgff/e3s-0.9,803.356283333,False,0.00800291800260311,networking-mocsyn.tgff,tgff_reader,Symmetries,0.37101060802160646,0.18564738892018795,6
genetic,tgff_reader,TASK_GRAPH_5,,mppa_coolidge,,8,True,ERROR,../../../tgff/e3s-0.9,,True,,networking-mocsyn.tgff,tgff_reader,Symmetries,,,
genetic,tgff_reader,TASK_GRAPH_1,,designer_odroid,,10,True,ERROR,../../../tgff/e3s-0.9,,False,,office-automation-mocsyn.tgff,tgff_reader,Symmetries,,,
tabu_search,tgff_reader,TASK_GRAPH_0,5,multi_cluster,219,2,True,ERROR,../../../tgff/e3s-0.9,80.002001,False,0.11406743199404445,office-automation-mocsyn.tgff,tgff_reader,Symmetries,0.040528873996663606,0.0004216618835926056,113
tabu_search,tgff_reader,TASK_GRAPH_3,5,multi_cluster,246,3,True,ERROR,../../../tgff/e3s-0.9,80.002501,False,0.11987924999630195,auto-indust-mocsyn.tgff,tgff_reader,Symmetries,0.039993323996895924,0.00038808584213256836,123
genetic,tgff_reader,TASK_GRAPH_5,,designer_odroid,,7,True,ERROR,../../../tgff/e3s-0.9,,True,,consumer-mocsyn.tgff,tgff_reader,Symmetries,,,
genetic,tgff_reader,TASK_GRAPH_7,,haec,,2,True,ERROR,../../../tgff/e3s-0.9,,True,,networking-mocsyn.tgff,tgff_reader,Symmetries,,,
genetic,tgff_reader,TASK_GRAPH_1,,haec,,7,True,ERROR,../../../tgff/e3s-0.9,,False,,office-automation-mocsyn.tgff,tgff_reader,Symmetries,,,
genetic,tgff_reader,TASK_GRAPH_6,,multi_cluster,,10,True,ERROR,../../../tgff/e3s-0.9,,True,,consumer-mocsyn.tgff,tgff_reader,Symmetries,,,
simulated_annealing,tgff_reader,TASK_GRAPH_1,,multi_cluster,,5,True,ERROR,../../../tgff/e3s-0.9,,False,,office-automation-mocsyn.tgff,tgff_reader,Symmetries,,,
genetic,tgff_reader,TASK_GRAPH_8,,mppa_coolidge,,6,True,ERROR,../../../tgff/e3s-0.9,,True,,networking-mocsyn.tgff,tgff_reader,Symmetries,,,
genetic,tgff_reader,TASK_GRAPH_2,6,designer_odroid,96,1,True,ERROR,../../../tgff/e3s-0.9,0.003376,False,0.20629849603574257,telecom-mocsyn.tgff,tgff_reader,Symmetries,0.06251706507828203,0.004973297938704491,161
tabu_search,tgff_reader,TASK_GRAPH_3,3,mppa_coolidge,395,3,True,ERROR,../../../tgff/e3s-0.9,800.0015505,False,0.013016710010560928,telecom-mocsyn.tgff,tgff_reader,Symmetries,0.31158484200932435,0.18217476084828377,11
random_walk,tgff_reader,TASK_GRAPH_4,3,haec,0,8,True,ERROR,../../../tgff/e3s-0.9,0.1382667,True,0.4112738670000004,telecom-mocsyn.tgff,tgff_reader,Symmetries,0.12318863499967847,0.18381540104746819,300
tabu_search,tgff_reader,TASK_GRAPH_4,,multi_cluster,,8,True,ERROR,../../../tgff/e3s-0.9,,False,,office-automation-mocsyn.tgff,tgff_reader,Symmetries,,,
simulated_annealing,tgff_reader,TASK_GRAPH_8,,mppa_coolidge,,3,True,ERROR,../../../tgff/e3s-0.9,,False,,networking-mocsyn.tgff,tgff_reader,Symmetries,,,
simulated_annealing,tgff_reader,TASK_GRAPH_0,6,haec,22,10,True,ERROR,../../../tgff/e3s-0.9,1.789438699,True,0.5860760400091749,auto-indust-mocsyn.tgff,tgff_reader,Symmetries,0.4390052080007081,0.18182785622775555,357
random_walk,tgff_reader,TASK_GRAPH_4,,haec,,3,True,ERROR,../../../tgff/e3s-0.9,,False,,office-automation-mocsyn.tgff,tgff_reader,Symmetries,,,
random_walk,tgff_reader,TASK_GRAPH_5,,multi_cluster,,9,True,ERROR,../../../tgff/e3s-0.9,,False,,office-automation-mocsyn.tgff,tgff_reader,Symmetries,,,
simulated_annealing,tgff_reader,TASK_GRAPH_3,4,designer_odroid,260,10,True,ERROR,../../../tgff/e3s-0.9,0.00287,False,0.03835029299625603,networking-mocsyn.tgff,tgff_reader,Symmetries,0.05440408600770752,0.005049480125308037,48
genetic,tgff_reader,TASK_GRAPH_2,9,mppa_coolidge,65,10,True,ERROR,../../../tgff/e3s-0.9,26.006144331,True,0.4778895230033413,auto-indust-mocsyn.tgff,tgff_reader,Symmetries,0.5412135090045922,0.18210629373788834,195
genetic,tgff_reader,TASK_GRAPH_0,4,designer_odroid,190,10,True,ERROR,../../../tgff/e3s-0.9,0.002876,True,0.06187675500041223,telecom-mocsyn.tgff,tgff_reader,Symmetries,0.04947525196985225,0.005196494981646538,69
random_walk,tgff_reader,TASK_GRAPH_4,,designer_odroid,,2,True,ERROR,../../../tgff/e3s-0.9,,False,,networking-mocsyn.tgff,tgff_reader,Symmetries,,,
random_walk,tgff_reader,TASK_GRAPH_7,2,multi_cluster,0,5,True,ERROR,../../../tgff/e3s-0.9,2000.01655,True,0.13901634399999988,telecom-mocsyn.tgff,tgff_reader,Symmetries,0.013415027999144513,0.00046755559742450714,300
random_walk,tgff_reader,TASK_GRAPH_0,5,designer_odroid,0,6,True,ERROR,../../../tgff/e3s-0.9,0.319272968,False,0.3826278029999999,office-automation-mocsyn.tgff,tgff_reader,Symmetries,0.05361335300040082,0.006189029663801193,300
tabu_search,tgff_reader,TASK_GRAPH_8,,mppa_coolidge,,3,True,ERROR,../../../tgff/e3s-0.9,,False,,consumer-mocsyn.tgff,tgff_reader,Symmetries,,,
random_walk,tgff_reader,TASK_GRAPH_0,4,multi_cluster,0,8,True,ERROR,../../../tgff/e3s-0.9,7000.005655,True,0.3579593070000001,telecom-mocsyn.tgff,tgff_reader,Symmetries,0.02860829999917769,0.00042536668479442596,300
genetic,tgff_reader,TASK_GRAPH_7,,mppa_coolidge,,10,True,ERROR,../../../tgff/e3s-0.9,,False,,consumer-mocsyn.tgff,tgff_reader,Symmetries,,,
tabu_search,tgff_reader,TASK_GRAPH_6,,haec,,4,True,ERROR,../../../tgff/e3s-0.9,,False,,auto-indust-mocsyn.tgff,tgff_reader,Symmetries,,,
random_walk,tgff_reader,TASK_GRAPH_4,,haec,,2,True,ERROR,../../../tgff/e3s-0.9,,False,,consumer-mocsyn.tgff,tgff_reader,Symmetries,,,
simulated_annealing,tgff_reader,TASK_GRAPH_2,,mppa_coolidge,,7,True,ERROR,../../../tgff/e3s-0.9,,False,,office-automation-mocsyn.tgff,tgff_reader,Symmetries,,,
random_walk,tgff_reader,TASK_GRAPH_5,,mppa_coolidge,,1,True,ERROR,../../../tgff/e3s-0.9,,True,,consumer-mocsyn.tgff,tgff_reader,Symmetries,,,
simulated_annealing,tgff_reader,TASK_GRAPH_7,2,designer_odroid,26,9,True,ERROR,../../../tgff/e3s-0.9,0.0012505,True,0.002197693000198342,telecom-mocsyn.tgff,tgff_reader,Symmetries,0.004063565000251401,0.005223458632826805,6
random_walk,tgff_reader,TASK_GRAPH_8,,multi_cluster,,1,True,ERROR,../../../tgff/e3s-0.9,,False,,networking-mocsyn.tgff,tgff_reader,Symmetries,,,
random_walk,tgff_reader,TASK_GRAPH_2,6,designer_odroid,0,8,True,ERROR,../../../tgff/e3s-0.9,0.007105351,True,0.4771010160000002,telecom-mocsyn.tgff,tgff_reader,Symmetries,0.060129531997517915,0.006469782441854477,300
random_walk,tgff_reader,TASK_GRAPH_3,,designer_odroid,,1,True,ERROR,../../../tgff/e3s-0.9,,True,,consumer-mocsyn.tgff,tgff_reader,Symmetries,,,
random_walk,tgff_reader,TASK_GRAPH_8,2,mppa_coolidge,0,10,True,ERROR,../../../tgff/e3s-0.9,400.00105,True,0.3825915159999999,telecom-mocsyn.tgff,tgff_reader,Symmetries,0.07807335300094564,0.18504267185926437,300
tabu_search,tgff_reader,TASK_GRAPH_2,6,haec,7,2,True,ERROR,../../../tgff/e3s-0.9,2.656421665,False,0.5039229010180861,telecom-mocsyn.tgff,tgff_reader,Symmetries,0.3278303309743933,0.18166502751410007,299
simulated_annealing,tgff_reader,TASK_GRAPH_8,,mppa_coolidge,,8,True,ERROR,../../../tgff/e3s-0.9,,False,,networking-mocsyn.tgff,tgff_reader,Symmetries,,,
random_walk,tgff_reader,TASK_GRAPH_4,,haec,,3,True,ERROR,../../../tgff/e3s-0.9,,True,,networking-mocsyn.tgff,tgff_reader,Symmetries,,,
tabu_search,tgff_reader,TASK_GRAPH_4,3,designer_odroid,384,1,True,ERROR,../../../tgff/e3s-0.9,0.002001,True,0.021081333004985936,telecom-mocsyn.tgff,tgff_reader,Symmetries,0.05352717897767434,0.0052308328449726105,36
tabu_search,tgff_reader,TASK_GRAPH_7,,mppa_coolidge,,8,True,ERROR,../../../tgff/e3s-0.9,,True,,office-automation-mocsyn.tgff,tgff_reader,Symmetries,,,
simulated_annealing,tgff_reader,TASK_GRAPH_2,,designer_odroid,,9,True,ERROR,../../../tgff/e3s-0.9,,False,,consumer-mocsyn.tgff,tgff_reader,Symmetries,,,
genetic,tgff_reader,TASK_GRAPH_0,4,mppa_coolidge,233,6,True,ERROR,../../../tgff/e3s-0.9,409.172117166,False,0.05739876401639776,telecom-mocsyn.tgff,tgff_reader,Symmetries,0.38477610601330525,0.18296029791235924,39
simulated_annealing,tgff_reader,TASK_GRAPH_0,1,haec,60,5,True,ERROR,../../../tgff/e3s-0.9,0.0065,True,0.0022143830010463716,networking-mocsyn.tgff,tgff_reader,Symmetries,0.004500000994084985,0.18252390250563622,4
genetic,tgff_reader,TASK_GRAPH_1,,designer_odroid,,4,True,ERROR,../../../tgff/e3s-0.9,,False,,office-automation-mocsyn.tgff,tgff_reader,Symmetries,,,
simulated_annealing,tgff_reader,TASK_GRAPH_6,,multi_cluster,,1,True,ERROR,../../../tgff/e3s-0.9,,False,,office-automation-mocsyn.tgff,tgff_reader,Symmetries,,,
random_walk,tgff_reader,TASK_GRAPH_0,1,designer_odroid,0,6,True,ERROR,../../../tgff/e3s-0.9,0.0005065,True,0.0683047659999999,networking-mocsyn.tgff,tgff_reader,Symmetries,0.017834586000390118,0.005926726385951042,300
tabu_search,tgff_reader,TASK_GRAPH_0,5,haec,67,2,True,ERROR,../../../tgff/e3s-0.9,1.260933332,True,0.37568888197347405,office-automation-mocsyn.tgff,tgff_reader,Symmetries,0.29649503799009835,0.18285483866930008,252
genetic,tgff_reader,TASK_GRAPH_0,1,designer_odroid,274,9,True,ERROR,../../../tgff/e3s-0.9,0.0005065,True,0.00038410200068028644,networking-mocsyn.tgff,tgff_reader,Symmetries,0.020305006004491588,0.005104755982756615,2
random_walk,tgff_reader,TASK_GRAPH_4,,mppa_coolidge,,10,True,ERROR,../../../tgff/e3s-0.9,,False,,consumer-mocsyn.tgff,tgff_reader,Symmetries,,,
simulated_annealing,tgff_reader,TASK_GRAPH_4,,mppa_coolidge,,2,True,ERROR,../../../tgff/e3s-0.9,,True,,networking-mocsyn.tgff,tgff_reader,Symmetries,,,
random_walk,tgff_reader,TASK_GRAPH_7,,multi_cluster,,7,True,ERROR,../../../tgff/e3s-0.9,,True,,consumer-mocsyn.tgff,tgff_reader,Symmetries,,,
tabu_search,tgff_reader,TASK_GRAPH_7,,multi_cluster,,4,True,ERROR,../../../tgff/e3s-0.9,,True,,networking-mocsyn.tgff,tgff_reader,Symmetries,,,
simulated_annealing,tgff_reader,TASK_GRAPH_1,5,haec,78,8,True,ERROR,../../../tgff/e3s-0.9,2.447099999,True,0.34290608799528854,consumer-mocsyn.tgff,tgff_reader,Symmetries,0.2820068979945063,0.1814791690558195,238
tabu_search,tgff_reader,TASK_GRAPH_5,,mppa_coolidge,,7,True,ERROR,../../../tgff/e3s-0.9,,True,,networking-mocsyn.tgff,tgff_reader,Symmetries,,,
simulated_annealing,tgff_reader,TASK_GRAPH_2,9,designer_odroid,3,2,True,ERROR,../../../tgff/e3s-0.9,0.0057505,True,0.9318501760135405,auto-indust-mocsyn.tgff,tgff_reader,Symmetries,0.16191086100661778,0.004887353628873825,491
random_walk,tgff_reader,TASK_GRAPH_3,3,haec,0,6,True,ERROR,../../../tgff/e3s-0.9,0.1247667,False,0.36167509200000314,telecom-mocsyn.tgff,tgff_reader,Symmetries,0.12291865899896948,0.18514358811080456,300
random_walk,tgff_reader,TASK_GRAPH_6,,multi_cluster,,10,True,ERROR,../../../tgff/e3s-0.9,,False,,networking-mocsyn.tgff,tgff_reader,Symmetries,,,
genetic,tgff_reader,TASK_GRAPH_1,5,multi_cluster,173,9,True,ERROR,../../../tgff/e3s-0.9,71.3971,True,0.09015424299650476,consumer-mocsyn.tgff,tgff_reader,Symmetries,0.03341776498200488,0.00041238777339458466,93
