platform.processor_1.type,log_level,trace,kpn,mapper,platform.name,representation,platform,estimated_total_time,best_mapping_time,platform.processor_0.type,mapper.random_seed
ARM_CORTEX_A15,ERROR,slx_default,audio_filter,genetic,exynos,SimpleVector,exynos,5.679957866668701,19.857871643,ARM_CORTEX_A7,1
ARM_CORTEX_A15,ERROR,slx_default,audio_filter,tabu_search,exynos,SymmetryEmbedding,mppa_coolidge,609.1312024593353,4934.513930999,ARM_CORTEX_A7,4
ARM_CORTEX_A15,ERROR,slx_default,hog,genetic,exynos,Symmetries,exynos,7.9119391441345215,573.981661783,ARM_CORTEX_A7,9
ARM_CORTEX_A15,ERROR,slx_default,audio_filter,gradient_descent,exynos,SymmetryEmbedding,mppa_coolidge,867.0537097454071,372.701541635,ARM_CORTEX_A7,10
ARM_CORTEX_A15,ERROR,slx_default,speaker_recognition,random_walk,exynos,Symmetries,mppa_coolidge,10.175990343093872,43055.8327398,ARM_CORTEX_A7,1
ARM_CORTEX_A15,ERROR,slx_default,speaker_recognition,genetic,exynos,SimpleVector,exynos,20.231853008270264,20.600743121,ARM_CORTEX_A7,6
ARM_CORTEX_A15,ERROR,slx_default,hog,random_walk,exynos,MetricSpaceEmbedding,exynos,4.403966665267944,541.690415728,ARM_CORTEX_A7,4
ARM_CORTEX_A15,ERROR,slx_default,speaker_recognition,tabu_search,exynos,SimpleVector,exynos,33.53571796417236,30.819042183,ARM_CORTEX_A7,9
ARM_CORTEX_A15,ERROR,slx_default,speaker_recognition,tabu_search,exynos,SymmetryEmbedding,mppa_coolidge,637.4274740219116,27517.936004832,ARM_CORTEX_A7,1
ARM_CORTEX_A15,ERROR,slx_default,hog,random_walk,exynos,MetricSpaceEmbedding,mppa_coolidge,6.479955196380615,12083.651655832,ARM_CORTEX_A7,5
ARM_CORTEX_A15,ERROR,slx_default,audio_filter,genetic,exynos,MetricSpaceEmbedding,exynos,14.299893379211426,20.279509,ARM_CORTEX_A7,6
ARM_CORTEX_A15,ERROR,slx_default,hog,gradient_descent,exynos,Symmetries,mppa_coolidge,12.675907135009766,1123.0775895,ARM_CORTEX_A7,1
ARM_CORTEX_A15,ERROR,slx_default,hog,simulated_annealing,exynos,SymmetryEmbedding,mppa_coolidge,1199.0061399936676,6924.774867992,ARM_CORTEX_A7,7
ARM_CORTEX_A15,ERROR,slx_default,audio_filter,simulated_annealing,exynos,Symmetries,exynos,5.195958852767944,27.0665155,ARM_CORTEX_A7,4
ARM_CORTEX_A15,ERROR,slx_default,speaker_recognition,gradient_descent,exynos,Symmetries,mppa_coolidge,21.215789794921875,978.807274769,ARM_CORTEX_A7,8
ARM_CORTEX_A15,ERROR,slx_default,audio_filter,genetic,exynos,SymmetryEmbedding,mppa_coolidge,652.8108201026917,286.710433978,ARM_CORTEX_A7,8
ARM_CORTEX_A15,ERROR,slx_default,hog,random_walk,exynos,SymmetryEmbedding,mppa_coolidge,602.3994836807251,10521.862429834,ARM_CORTEX_A7,3
ARM_CORTEX_A15,ERROR,slx_default,speaker_recognition,simulated_annealing,exynos,SimpleVector,exynos,45.73555564880371,19.123485848,ARM_CORTEX_A7,2
ARM_CORTEX_A15,ERROR,slx_default,hog,random_walk,exynos,SymmetryEmbedding,mppa_coolidge,613.2753601074219,7070.87944367,ARM_CORTEX_A7,10
ARM_CORTEX_A15,ERROR,slx_default,audio_filter,random_walk,exynos,SimpleVector,exynos,1.7479863166809082,19.284069013,ARM_CORTEX_A7,3
ARM_CORTEX_A15,ERROR,slx_default,hog,tabu_search,exynos,MetricSpaceEmbedding,mppa_coolidge,21.34383201599121,7009.300887996,ARM_CORTEX_A7,3
ARM_CORTEX_A15,ERROR,slx_default,audio_filter,tabu_search,exynos,MetricSpaceEmbedding,exynos,7.28794527053833,36.943865572,ARM_CORTEX_A7,2
ARM_CORTEX_A15,ERROR,slx_default,hog,random_walk,exynos,SymmetryEmbedding,exynos,4.715963840484619,594.243873571,ARM_CORTEX_A7,5
ARM_CORTEX_A15,ERROR,slx_default,audio_filter,simulated_annealing,exynos,Symmetries,mppa_coolidge,83.94732594490051,4925.211088666,ARM_CORTEX_A7,2
ARM_CORTEX_A15,ERROR,slx_default,audio_filter,random_walk,exynos,MetricSpaceEmbedding,mppa_coolidge,4.95196008682251,4137.853237333,ARM_CORTEX_A7,9
ARM_CORTEX_A15,ERROR,slx_default,hog,tabu_search,exynos,MetricSpaceEmbedding,exynos,15.1318519115448,607.185716497,ARM_CORTEX_A7,5
ARM_CORTEX_A15,ERROR,slx_default,speaker_recognition,gradient_descent,exynos,Symmetries,exynos,24.37178659439087,33.348073063,ARM_CORTEX_A7,3
ARM_CORTEX_A15,ERROR,slx_default,audio_filter,tabu_search,exynos,SimpleVector,exynos,6.663949966430664,19.793380643,ARM_CORTEX_A7,9
ARM_CORTEX_A15,ERROR,slx_default,hog,genetic,exynos,Symmetries,exynos,9.055930614471436,504.509103,ARM_CORTEX_A7,10
ARM_CORTEX_A15,ERROR,slx_default,audio_filter,tabu_search,exynos,SimpleVector,mppa_coolidge,5.935953378677368,5533.655789666,ARM_CORTEX_A7,8
ARM_CORTEX_A15,ERROR,slx_default,hog,random_walk,exynos,Symmetries,exynos,4.115968704223633,569.404813971,ARM_CORTEX_A7,6
ARM_CORTEX_A15,ERROR,slx_default,hog,simulated_annealing,exynos,SymmetryEmbedding,mppa_coolidge,1523.3826491832733,6039.196110328,ARM_CORTEX_A7,2
ARM_CORTEX_A15,ERROR,slx_default,hog,genetic,exynos,SimpleVector,exynos,9.367928743362427,594.212847319,ARM_CORTEX_A7,10
ARM_CORTEX_A15,ERROR,slx_default,hog,genetic,exynos,SimpleVector,mppa_coolidge,7.859953880310059,583.362236491,ARM_CORTEX_A7,3
ARM_CORTEX_A15,ERROR,slx_default,hog,tabu_search,exynos,SimpleVector,exynos,20.171786785125732,561.843407271,ARM_CORTEX_A7,2
ARM_CORTEX_A15,ERROR,slx_default,hog,genetic,exynos,Symmetries,exynos,8.751932859420776,491.9806175,ARM_CORTEX_A7,5
ARM_CORTEX_A15,ERROR,slx_default,speaker_recognition,genetic,exynos,SymmetryEmbedding,exynos,36.38364911079407,18.32872138,ARM_CORTEX_A7,2
ARM_CORTEX_A15,ERROR,slx_default,speaker_recognition,tabu_search,exynos,MetricSpaceEmbedding,exynos,32.29173159599304,32.494919782,ARM_CORTEX_A7,3
ARM_CORTEX_A15,ERROR,slx_default,audio_filter,random_walk,exynos,MetricSpaceEmbedding,mppa_coolidge,4.595963001251221,7816.372543833,ARM_CORTEX_A7,8
ARM_CORTEX_A15,ERROR,slx_default,hog,simulated_annealing,exynos,SimpleVector,exynos,46.87558627128601,594.212298319,ARM_CORTEX_A7,9
ARM_CORTEX_A15,ERROR,slx_default,speaker_recognition,simulated_annealing,exynos,SimpleVector,mppa_coolidge,1086.5847787857056,26907.726266833,ARM_CORTEX_A7,3
ARM_CORTEX_A15,ERROR,slx_default,speaker_recognition,gradient_descent,exynos,SimpleVector,mppa_coolidge,40.07570719718933,749.551892923,ARM_CORTEX_A7,4
ARM_CORTEX_A15,ERROR,slx_default,speaker_recognition,simulated_annealing,exynos,Symmetries,mppa_coolidge,236.7023630142212,27483.6506423,ARM_CORTEX_A7,5
ARM_CORTEX_A15,ERROR,slx_default,speaker_recognition,genetic,exynos,MetricSpaceEmbedding,mppa_coolidge,108.50714635848999,28009.958064166,ARM_CORTEX_A7,2
ARM_CORTEX_A15,ERROR,slx_default,hog,random_walk,exynos,Symmetries,exynos,4.111968755722046,581.976651535,ARM_CORTEX_A7,3
ARM_CORTEX_A15,ERROR,slx_default,hog,genetic,exynos,MetricSpaceEmbedding,mppa_coolidge,89.78337812423706,8086.762001984,ARM_CORTEX_A7,5
ARM_CORTEX_A15,ERROR,slx_default,hog,gradient_descent,exynos,Symmetries,mppa_coolidge,17.195873260498047,980.932117491,ARM_CORTEX_A7,7
ARM_CORTEX_A15,ERROR,slx_default,speaker_recognition,tabu_search,exynos,SymmetryEmbedding,mppa_coolidge,642.5870084762573,30555.346432785,ARM_CORTEX_A7,7
ARM_CORTEX_A15,ERROR,slx_default,speaker_recognition,genetic,exynos,SymmetryEmbedding,exynos,34.91967463493347,30.794431481,ARM_CORTEX_A7,5
ARM_CORTEX_A15,ERROR,slx_default,speaker_recognition,genetic,exynos,MetricSpaceEmbedding,exynos,35.54374170303345,22.699483925,ARM_CORTEX_A7,1
ARM_CORTEX_A15,ERROR,slx_default,audio_filter,tabu_search,exynos,MetricSpaceEmbedding,mppa_coolidge,15.895874738693237,4032.239038666,ARM_CORTEX_A7,6
ARM_CORTEX_A15,ERROR,slx_default,hog,genetic,exynos,Symmetries,mppa_coolidge,6.671950578689575,3997.520037466,ARM_CORTEX_A7,2
ARM_CORTEX_A15,ERROR,slx_default,hog,random_walk,exynos,SimpleVector,exynos,4.031969785690308,588.613638626,ARM_CORTEX_A7,7
ARM_CORTEX_A15,ERROR,slx_default,speaker_recognition,genetic,exynos,SimpleVector,mppa_coolidge,21.49983501434326,30757.114155618,ARM_CORTEX_A7,1
ARM_CORTEX_A15,ERROR,slx_default,audio_filter,genetic,exynos,SymmetryEmbedding,exynos,14.4238920211792,19.799629,ARM_CORTEX_A7,2
ARM_CORTEX_A15,ERROR,slx_default,audio_filter,genetic,exynos,SymmetryEmbedding,exynos,14.73988962173462,33.845274,ARM_CORTEX_A7,5
ARM_CORTEX_A15,ERROR,slx_default,speaker_recognition,tabu_search,exynos,SimpleVector,mppa_coolidge,24.459808826446533,45626.560595285,ARM_CORTEX_A7,6
ARM_CORTEX_A15,ERROR,slx_default,speaker_recognition,simulated_annealing,exynos,SymmetryEmbedding,exynos,107.47939801216125,30.831061691,ARM_CORTEX_A7,8
ARM_CORTEX_A15,ERROR,slx_default,audio_filter,simulated_annealing,exynos,SymmetryEmbedding,mppa_coolidge,1424.5004079341888,3842.847262329,ARM_CORTEX_A7,4
ARM_CORTEX_A15,ERROR,slx_default,hog,random_walk,exynos,Symmetries,mppa_coolidge,5.655960321426392,7070.87944367,ARM_CORTEX_A7,10
ARM_CORTEX_A15,ERROR,slx_default,audio_filter,genetic,exynos,Symmetries,exynos,3.699972152709961,27.0662615,ARM_CORTEX_A7,5
ARM_CORTEX_A15,ERROR,slx_default,hog,genetic,exynos,SimpleVector,mppa_coolidge,7.931951999664307,728.241199991,ARM_CORTEX_A7,10
ARM_CORTEX_A15,ERROR,slx_default,hog,gradient_descent,exynos,Symmetries,mppa_coolidge,11.151917695999146,1396.352519138,ARM_CORTEX_A7,9
ARM_CORTEX_A15,ERROR,slx_default,audio_filter,genetic,exynos,MetricSpaceEmbedding,exynos,14.351892948150635,21.9005355,ARM_CORTEX_A7,9
ARM_CORTEX_A15,ERROR,slx_default,hog,gradient_descent,exynos,SymmetryEmbedding,exynos,63.98769402503967,869.729995019,ARM_CORTEX_A7,7
ARM_CORTEX_A15,ERROR,slx_default,speaker_recognition,tabu_search,exynos,SymmetryEmbedding,exynos,31.471684455871582,30.849675981,ARM_CORTEX_A7,9
ARM_CORTEX_A15,ERROR,slx_default,audio_filter,gradient_descent,exynos,SymmetryEmbedding,exynos,19.0638530254364,37.831454146,ARM_CORTEX_A7,8
ARM_CORTEX_A15,ERROR,slx_default,audio_filter,simulated_annealing,exynos,Symmetries,exynos,5.367957592010498,19.798907143,ARM_CORTEX_A7,3
ARM_CORTEX_A15,ERROR,slx_default,hog,gradient_descent,exynos,SimpleVector,mppa_coolidge,30.011760473251343,3997.520037466,ARM_CORTEX_A7,6
ARM_CORTEX_A15,ERROR,slx_default,speaker_recognition,tabu_search,exynos,Symmetries,mppa_coolidge,23.419811725616455,34921.152505967,ARM_CORTEX_A7,2
ARM_CORTEX_A15,ERROR,slx_default,hog,tabu_search,exynos,SymmetryEmbedding,mppa_coolidge,619.8350994586945,9098.872850652,ARM_CORTEX_A7,1
ARM_CORTEX_A15,ERROR,slx_default,audio_filter,simulated_annealing,exynos,MetricSpaceEmbedding,mppa_coolidge,1263.049919128418,4032.525991166,ARM_CORTEX_A7,1
ARM_CORTEX_A15,ERROR,slx_default,audio_filter,tabu_search,exynos,MetricSpaceEmbedding,exynos,7.751941919326782,19.857511786,ARM_CORTEX_A7,1
ARM_CORTEX_A15,ERROR,slx_default,speaker_recognition,tabu_search,exynos,Symmetries,exynos,34.22772192955017,19.264976952,ARM_CORTEX_A7,4
ARM_CORTEX_A15,ERROR,slx_default,hog,random_walk,exynos,Symmetries,mppa_coolidge,5.639960527420044,8001.909502833,ARM_CORTEX_A7,6
ARM_CORTEX_A15,ERROR,slx_default,audio_filter,simulated_annealing,exynos,Symmetries,exynos,3.9639687538146973,19.057098715,ARM_CORTEX_A7,5
ARM_CORTEX_A15,ERROR,slx_default,speaker_recognition,genetic,exynos,MetricSpaceEmbedding,mppa_coolidge,106.55514454841614,35516.238363467,ARM_CORTEX_A7,10
ARM_CORTEX_A15,ERROR,slx_default,speaker_recognition,random_walk,exynos,SimpleVector,mppa_coolidge,9.139922618865967,29558.586975558,ARM_CORTEX_A7,8
ARM_CORTEX_A15,ERROR,slx_default,hog,simulated_annealing,exynos,Symmetries,exynos,13.01988935470581,503.816536927,ARM_CORTEX_A7,1
ARM_CORTEX_A15,ERROR,slx_default,audio_filter,tabu_search,exynos,SimpleVector,mppa_coolidge,7.087944507598877,4038.541471662,ARM_CORTEX_A7,5
ARM_CORTEX_A15,ERROR,slx_default,audio_filter,tabu_search,exynos,SimpleVector,mppa_coolidge,6.247950792312622,5421.932642333,ARM_CORTEX_A7,6
ARM_CORTEX_A15,ERROR,slx_default,hog,genetic,exynos,SimpleVector,exynos,8.607934713363647,593.260392414,ARM_CORTEX_A7,9
ARM_CORTEX_A15,ERROR,slx_default,speaker_recognition,random_walk,exynos,MetricSpaceEmbedding,mppa_coolidge,10.55599308013916,38143.46112985,ARM_CORTEX_A7,9
ARM_CORTEX_A15,ERROR,slx_default,audio_filter,simulated_annealing,exynos,SimpleVector,mppa_coolidge,19.347846746444702,5409.685279333,ARM_CORTEX_A7,3
ARM_CORTEX_A15,ERROR,slx_default,hog,genetic,exynos,MetricSpaceEmbedding,exynos,25.315807104110718,504.519674782,ARM_CORTEX_A7,3
ARM_CORTEX_A15,ERROR,slx_default,hog,tabu_search,exynos,SymmetryEmbedding,mppa_coolidge,618.4875948429108,8020.157607666,ARM_CORTEX_A7,9
ARM_CORTEX_A15,ERROR,slx_default,speaker_recognition,genetic,exynos,Symmetries,mppa_coolidge,18.11985421180725,789.741262102,ARM_CORTEX_A7,4
ARM_CORTEX_A15,ERROR,slx_default,audio_filter,gradient_descent,exynos,SimpleVector,mppa_coolidge,18.131887912750244,252.951179318,ARM_CORTEX_A7,7
ARM_CORTEX_A15,ERROR,slx_default,speaker_recognition,tabu_search,exynos,SimpleVector,exynos,47.759578704833984,18.386820315,ARM_CORTEX_A7,1
ARM_CORTEX_A15,ERROR,slx_default,hog,random_walk,exynos,Symmetries,exynos,4.14396858215332,593.883032687,ARM_CORTEX_A7,1
ARM_CORTEX_A15,ERROR,slx_default,speaker_recognition,tabu_search,exynos,SimpleVector,exynos,33.33971071243286,30.818987203,ARM_CORTEX_A7,3
ARM_CORTEX_A15,ERROR,slx_default,speaker_recognition,random_walk,exynos,Symmetries,mppa_coolidge,9.471981763839722,38143.46112985,ARM_CORTEX_A7,9
ARM_CORTEX_A15,ERROR,slx_default,speaker_recognition,gradient_descent,exynos,MetricSpaceEmbedding,mppa_coolidge,1053.8351199626923,1988.011599592,ARM_CORTEX_A7,10
ARM_CORTEX_A15,ERROR,slx_default,hog,simulated_annealing,exynos,SymmetryEmbedding,mppa_coolidge,1883.676810503006,6796.062836152,ARM_CORTEX_A7,8
ARM_CORTEX_A15,ERROR,slx_default,hog,simulated_annealing,exynos,Symmetries,mppa_coolidge,41.62764573097229,9132.364024988,ARM_CORTEX_A7,2
ARM_CORTEX_A15,ERROR,slx_default,hog,tabu_search,exynos,SymmetryEmbedding,exynos,16.943847179412842,695.22478007,ARM_CORTEX_A7,9
ARM_CORTEX_A15,ERROR,slx_default,hog,gradient_descent,exynos,Symmetries,exynos,11.227908849716187,690.831358734,ARM_CORTEX_A7,5
ARM_CORTEX_A15,ERROR,slx_default,hog,genetic,exynos,SimpleVector,mppa_coolidge,6.567960977554321,10057.692429822,ARM_CORTEX_A7,6
ARM_CORTEX_A15,ERROR,slx_default,hog,tabu_search,exynos,Symmetries,exynos,21.691797733306885,577.779790974,ARM_CORTEX_A7,7
ARM_CORTEX_A15,ERROR,slx_default,hog,genetic,exynos,MetricSpaceEmbedding,mppa_coolidge,81.73547387123108,3100.058243638,ARM_CORTEX_A7,2
ARM_CORTEX_A15,ERROR,slx_default,hog,genetic,exynos,SymmetryEmbedding,exynos,26.635713815689087,608.844802132,ARM_CORTEX_A7,10
ARM_CORTEX_A15,ERROR,slx_default,speaker_recognition,gradient_descent,exynos,SymmetryEmbedding,exynos,113.4431700706482,37.111215877,ARM_CORTEX_A7,8
ARM_CORTEX_A15,ERROR,slx_default,speaker_recognition,tabu_search,exynos,SimpleVector,exynos,51.883546590805054,19.271406986,ARM_CORTEX_A7,2
ARM_CORTEX_A15,ERROR,slx_default,hog,genetic,exynos,SimpleVector,mppa_coolidge,7.0239577293396,9574.262001987,ARM_CORTEX_A7,9
ARM_CORTEX_A15,ERROR,slx_default,speaker_recognition,random_walk,exynos,SymmetryEmbedding,exynos,8.843940734863281,22.807075042,ARM_CORTEX_A7,2
ARM_CORTEX_A15,ERROR,slx_default,audio_filter,simulated_annealing,exynos,MetricSpaceEmbedding,exynos,66.50747203826904,36.871518357,ARM_CORTEX_A7,10
ARM_CORTEX_A15,ERROR,slx_default,hog,random_walk,exynos,MetricSpaceEmbedding,exynos,4.263967752456665,581.976651535,ARM_CORTEX_A7,3
ARM_CORTEX_A15,ERROR,slx_default,speaker_recognition,random_walk,exynos,SymmetryEmbedding,mppa_coolidge,605.9476003646851,28092.326981858,ARM_CORTEX_A7,10
ARM_CORTEX_A15,ERROR,slx_default,hog,gradient_descent,exynos,MetricSpaceEmbedding,exynos,97.1712167263031,594.241285583,ARM_CORTEX_A7,8
ARM_CORTEX_A15,ERROR,slx_default,hog,genetic,exynos,SymmetryEmbedding,exynos,22.571752071380615,649.650487393,ARM_CORTEX_A7,8
ARM_CORTEX_A15,ERROR,slx_default,audio_filter,gradient_descent,exynos,SimpleVector,exynos,4.287966966629028,33.852894143,ARM_CORTEX_A7,6
ARM_CORTEX_A15,ERROR,slx_default,speaker_recognition,genetic,exynos,SymmetryEmbedding,exynos,38.803630352020264,21.156328627,ARM_CORTEX_A7,3
ARM_CORTEX_A15,ERROR,slx_default,audio_filter,simulated_annealing,exynos,Symmetries,exynos,4.651963233947754,18.733034858,ARM_CORTEX_A7,8
ARM_CORTEX_A15,ERROR,slx_default,hog,gradient_descent,exynos,SymmetryEmbedding,exynos,54.99955344200134,901.019265876,ARM_CORTEX_A7,1
ARM_CORTEX_A15,ERROR,slx_default,hog,genetic,exynos,Symmetries,mppa_coolidge,5.875956296920776,8233.049840659,ARM_CORTEX_A7,6
ARM_CORTEX_A15,ERROR,slx_default,speaker_recognition,gradient_descent,exynos,SymmetryEmbedding,exynos,143.29091024398804,22.649133814,ARM_CORTEX_A7,10
ARM_CORTEX_A15,ERROR,slx_default,audio_filter,tabu_search,exynos,Symmetries,exynos,8.067939281463623,20.261317,ARM_CORTEX_A7,3
ARM_CORTEX_A15,ERROR,slx_default,audio_filter,gradient_descent,exynos,SimpleVector,exynos,4.863962173461914,33.926688714,ARM_CORTEX_A7,5
ARM_CORTEX_A15,ERROR,slx_default,audio_filter,random_walk,exynos,SimpleVector,exynos,1.7919862270355225,19.285902586,ARM_CORTEX_A7,10
ARM_CORTEX_A15,ERROR,slx_default,audio_filter,tabu_search,exynos,SymmetryEmbedding,exynos,7.507936477661133,36.943865572,ARM_CORTEX_A7,2
ARM_CORTEX_A15,ERROR,slx_default,speaker_recognition,genetic,exynos,SimpleVector,exynos,20.055854320526123,30.853252912,ARM_CORTEX_A7,7
ARM_CORTEX_A15,ERROR,slx_default,speaker_recognition,gradient_descent,exynos,SymmetryEmbedding,mppa_coolidge,1617.051233291626,1988.011599592,ARM_CORTEX_A7,10
ARM_CORTEX_A15,ERROR,slx_default,speaker_recognition,gradient_descent,exynos,MetricSpaceEmbedding,exynos,141.0910017490387,35.749200053,ARM_CORTEX_A7,1
ARM_CORTEX_A15,ERROR,slx_default,audio_filter,genetic,exynos,Symmetries,exynos,3.6319727897644043,33.8559695,ARM_CORTEX_A7,1
ARM_CORTEX_A15,ERROR,slx_default,hog,genetic,exynos,Symmetries,mppa_coolidge,6.6079511642456055,816.042004991,ARM_CORTEX_A7,1
ARM_CORTEX_A15,ERROR,slx_default,speaker_recognition,gradient_descent,exynos,SimpleVector,mppa_coolidge,39.61971068382263,657.784090601,ARM_CORTEX_A7,5
ARM_CORTEX_A15,ERROR,slx_default,hog,tabu_search,exynos,SimpleVector,exynos,17.219826221466064,568.315977158,ARM_CORTEX_A7,9
ARM_CORTEX_A15,ERROR,slx_default,audio_filter,genetic,exynos,SymmetryEmbedding,exynos,15.267885446548462,33.8484545,ARM_CORTEX_A7,8
ARM_CORTEX_A15,ERROR,slx_default,speaker_recognition,gradient_descent,exynos,SymmetryEmbedding,exynos,115.81509304046631,31.806138748,ARM_CORTEX_A7,7
ARM_CORTEX_A15,ERROR,slx_default,audio_filter,tabu_search,exynos,Symmetries,mppa_coolidge,3.5399720668792725,7412.655589999,ARM_CORTEX_A7,7
ARM_CORTEX_A15,ERROR,slx_default,hog,tabu_search,exynos,MetricSpaceEmbedding,exynos,16.071841955184937,594.212857819,ARM_CORTEX_A7,4
ARM_CORTEX_A15,ERROR,slx_default,audio_filter,genetic,exynos,SimpleVector,exynos,3.755972146987915,20.341551643,ARM_CORTEX_A7,3
ARM_CORTEX_A15,ERROR,slx_default,speaker_recognition,gradient_descent,exynos,MetricSpaceEmbedding,mppa_coolidge,1015.582174539566,1988.011599592,ARM_CORTEX_A7,9
ARM_CORTEX_A15,ERROR,slx_default,audio_filter,tabu_search,exynos,SymmetryEmbedding,exynos,8.267930746078491,21.411991143,ARM_CORTEX_A7,10
ARM_CORTEX_A15,ERROR,slx_default,hog,genetic,exynos,MetricSpaceEmbedding,exynos,24.799810647964478,642.81459575,ARM_CORTEX_A7,5
ARM_CORTEX_A15,ERROR,slx_default,hog,random_walk,exynos,Symmetries,mppa_coolidge,4.971965074539185,8947.377358336,ARM_CORTEX_A7,7
ARM_CORTEX_A15,ERROR,slx_default,audio_filter,simulated_annealing,exynos,SymmetryEmbedding,exynos,20.123842000961304,38.582137355,ARM_CORTEX_A7,3
ARM_CORTEX_A15,ERROR,slx_default,speaker_recognition,genetic,exynos,MetricSpaceEmbedding,exynos,36.695605516433716,21.137475964,ARM_CORTEX_A7,10
ARM_CORTEX_A15,ERROR,slx_default,audio_filter,gradient_descent,exynos,MetricSpaceEmbedding,mppa_coolidge,264.08609676361084,372.701541635,ARM_CORTEX_A7,3
ARM_CORTEX_A15,ERROR,slx_default,audio_filter,tabu_search,exynos,Symmetries,mppa_coolidge,2.9199769496917725,4139.439561996,ARM_CORTEX_A7,6
ARM_CORTEX_A15,ERROR,slx_default,speaker_recognition,gradient_descent,exynos,Symmetries,exynos,20.2878258228302,22.649133814,ARM_CORTEX_A7,10
ARM_CORTEX_A15,ERROR,slx_default,audio_filter,genetic,exynos,MetricSpaceEmbedding,exynos,15.067887544631958,19.859089643,ARM_CORTEX_A7,8
ARM_CORTEX_A15,ERROR,slx_default,hog,simulated_annealing,exynos,SimpleVector,mppa_coolidge,102.88315153121948,8582.595335319,ARM_CORTEX_A7,3
ARM_CORTEX_A15,ERROR,slx_default,audio_filter,simulated_annealing,exynos,SymmetryEmbedding,exynos,21.875829219818115,38.582137355,ARM_CORTEX_A7,7
ARM_CORTEX_A15,ERROR,slx_default,hog,gradient_descent,exynos,MetricSpaceEmbedding,mppa_coolidge,613.7235763072968,2729.396304609,ARM_CORTEX_A7,4
ARM_CORTEX_A15,ERROR,slx_default,speaker_recognition,gradient_descent,exynos,Symmetries,mppa_coolidge,23.67175316810608,791.770194105,ARM_CORTEX_A7,1
ARM_CORTEX_A15,ERROR,slx_default,speaker_recognition,gradient_descent,exynos,MetricSpaceEmbedding,exynos,145.96254110336304,31.806138748,ARM_CORTEX_A7,7
ARM_CORTEX_A15,ERROR,slx_default,audio_filter,random_walk,exynos,SymmetryEmbedding,mppa_coolidge,609.9306588172913,7816.372543833,ARM_CORTEX_A7,8
ARM_CORTEX_A15,ERROR,slx_default,speaker_recognition,genetic,exynos,SimpleVector,mppa_coolidge,18.67585563659668,35215.404522634,ARM_CORTEX_A7,5
ARM_CORTEX_A15,ERROR,slx_default,hog,tabu_search,exynos,SymmetryEmbedding,mppa_coolidge,620.2911202907562,7835.11516183,ARM_CORTEX_A7,4
ARM_CORTEX_A15,ERROR,slx_default,hog,gradient_descent,exynos,SimpleVector,exynos,13.551894903182983,831.229408188,ARM_CORTEX_A7,7
ARM_CORTEX_A15,ERROR,slx_default,speaker_recognition,genetic,exynos,SimpleVector,exynos,17.667871952056885,20.809417363,ARM_CORTEX_A7,5
ARM_CORTEX_A15,ERROR,slx_default,audio_filter,genetic,exynos,MetricSpaceEmbedding,mppa_coolidge,62.55947422981262,4046.200463162,ARM_CORTEX_A7,5
ARM_CORTEX_A15,ERROR,slx_default,speaker_recognition,gradient_descent,exynos,SimpleVector,mppa_coolidge,66.56322312355042,730.543289618,ARM_CORTEX_A7,9
ARM_CORTEX_A15,ERROR,slx_default,speaker_recognition,tabu_search,exynos,SimpleVector,mppa_coolidge,28.323777437210083,52080.629091499,ARM_CORTEX_A7,8
ARM_CORTEX_A15,ERROR,slx_default,hog,random_walk,exynos,SymmetryEmbedding,mppa_coolidge,601.8716516494751,8707.976596667,ARM_CORTEX_A7,1
ARM_CORTEX_A15,ERROR,slx_default,audio_filter,genetic,exynos,Symmetries,mppa_coolidge,4.675962209701538,4139.439903996,ARM_CORTEX_A7,7
ARM_CORTEX_A15,ERROR,slx_default,audio_filter,random_walk,exynos,MetricSpaceEmbedding,exynos,1.8999853134155273,27.069658833,ARM_CORTEX_A7,4
ARM_CORTEX_A15,ERROR,slx_default,speaker_recognition,simulated_annealing,exynos,MetricSpaceEmbedding,mppa_coolidge,1815.815786600113,27315.816172999,ARM_CORTEX_A7,5
ARM_CORTEX_A15,ERROR,slx_default,hog,genetic,exynos,SymmetryEmbedding,mppa_coolidge,677.9546453952789,7971.335503325,ARM_CORTEX_A7,9
ARM_CORTEX_A15,ERROR,slx_default,hog,genetic,exynos,Symmetries,mppa_coolidge,6.8679492473602295,1123.0775895,ARM_CORTEX_A7,3
ARM_CORTEX_A15,ERROR,slx_default,audio_filter,simulated_annealing,exynos,SimpleVector,exynos,2.927975654602051,18.733034858,ARM_CORTEX_A7,5
ARM_CORTEX_A15,ERROR,slx_default,speaker_recognition,tabu_search,exynos,MetricSpaceEmbedding,exynos,41.18366098403931,32.247484617,ARM_CORTEX_A7,7
ARM_CORTEX_A15,ERROR,slx_default,speaker_recognition,gradient_descent,exynos,SimpleVector,exynos,30.19979429244995,35.589017939,ARM_CORTEX_A7,1
ARM_CORTEX_A15,ERROR,slx_default,hog,gradient_descent,exynos,SimpleVector,exynos,11.863908290863037,720.799507906,ARM_CORTEX_A7,6
ARM_CORTEX_A15,ERROR,slx_default,hog,simulated_annealing,exynos,Symmetries,exynos,40.487656593322754,682.250645522,ARM_CORTEX_A7,2
ARM_CORTEX_A15,ERROR,slx_default,speaker_recognition,random_walk,exynos,SimpleVector,exynos,8.255947828292847,30.712990876,ARM_CORTEX_A7,7
