trace,mappings_cached,estimated_total_time,representation_init_time,time_simulating,time_representation,mapper,processes_in_task,tgff,kpn,mappings_evaluated,platform,mapper.random_seed,representation,log_level,best_mapping_time
tgff_reader,168,1.4959945678710938,0.001476190984249115,0.46038304599810786,0.15615628599880438,gradient_descent,9,"{file:auto-indust-mocsyn.tgff,graph_name:TASK_GRAPH_2}",tgff_reader,263,exynos,6,Symmetries,ERROR,0.023030092
tgff_reader,0,0.8919951915740967,0.000140337273478508,0.40944684400000025,0.0576098980018287,random_walk,6,"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_2}",tgff_reader,300,exynos,1,SimpleVector,ERROR,0.00743778
tgff_reader,446,0.5839958190917969,0.1231094915419817,0.004589292919263244,0.11437029857188463,tabu_search,2,"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_7}",tgff_reader,6,mppa_coolidge,5,Symmetries,ERROR,3.349833833
tgff_reader,0,597.4792094230652,595.204033523798,0.39945249500000035,1.4337820910150185,random_walk,4,"{file:networking-mocsyn.tgff,graph_name:TASK_GRAPH_1}",tgff_reader,300,mppa_coolidge,3,SymmetryEmbedding,ERROR,2555.133646167
tgff_reader,0,2.175981283187866,0.00020250119268894196,0.5485313150000002,0.30491679697297513,random_walk,6,"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_2}",tgff_reader,300,mppa_coolidge,9,SimpleVector,ERROR,812.122933333
tgff_reader,339,0.4559967517852783,0.001941552385687828,0.0456181329982428,0.06290937699759525,tabu_search,4,"{file:auto-indust-mocsyn.tgff,graph_name:TASK_GRAPH_1}",tgff_reader,68,exynos,3,Symmetries,ERROR,0.002251
tgff_reader,0,4.371955394744873,0.00016554072499275208,0.8619742660666816,0.7297625920327846,tabu_search,9,"{file:auto-indust-mocsyn.tgff,graph_name:TASK_GRAPH_2}",tgff_reader,471,mppa_coolidge,8,SimpleVector,ERROR,1207.503216499
tgff_reader,0,844.0670359134674,600.6488990690559,1.7669329778291285,7.117300435027573,simulated_annealing,5,"{file:consumer-mocsyn.tgff,graph_name:TASK_GRAPH_1}",tgff_reader,1336,mppa_coolidge,1,SymmetryEmbedding,ERROR,13.897099999
tgff_reader,350,83.04734754562378,0.00017127953469753265,19.036980112781748,13.436013222206384,simulated_annealing,6,"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_1}",tgff_reader,11509,mppa_coolidge,5,SimpleVector,ERROR,706.668717166
tgff_reader,0,908.2447924613953,598.8080978002399,1.8965745675959624,7.394283146946691,simulated_annealing,7,"{file:consumer-mocsyn.tgff,graph_name:TASK_GRAPH_0}",tgff_reader,1080,mppa_coolidge,3,SymmetryEmbedding,ERROR,417.467550499
