estimated_total_time,mapper.random_seed,tgff,log_level,best_mapping_time,kpn,platform,mapper,trace
8.175933599472046,6,"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_1}",ERROR,38.338988334,tgff_reader,mppa_coolidge,random_walk,tgff_reader
179.29857778549194,2,"{file:auto-indust-mocsyn.tgff,graph_name:TASK_GRAPH_2}",ERROR,1513.402628332,tgff_reader,mppa_coolidge,simulated_annealing,tgff_reader
1.759986162185669,10,"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_0}",ERROR,0.002376,tgff_reader,exynos,simulated_annealing,tgff_reader
26.867775201797485,6,"{file:consumer-mocsyn.tgff,graph_name:TASK_GRAPH_1}",ERROR,708.063766666,tgff_reader,mppa_coolidge,simulated_annealing,tgff_reader
15.439871311187744,3,"{file:networking-mocsyn.tgff,graph_name:TASK_GRAPH_1}",ERROR,803.335435333,tgff_reader,mppa_coolidge,tabu_search,tgff_reader
1.3559894561767578,9,"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_6}",ERROR,0.001649,tgff_reader,exynos,simulated_annealing,tgff_reader
2.911977767944336,7,"{file:networking-mocsyn.tgff,graph_name:TASK_GRAPH_0}",ERROR,0.0015065,tgff_reader,exynos,tabu_search,tgff_reader
3.4399733543395996,4,"{file:networking-mocsyn.tgff,graph_name:TASK_GRAPH_2}",ERROR,1.051100572,tgff_reader,exynos,random_walk,tgff_reader
15.41587209701538,3,"{file:networking-mocsyn.tgff,graph_name:TASK_GRAPH_2}",ERROR,803.335455833,tgff_reader,mppa_coolidge,tabu_search,tgff_reader
23.619807243347168,6,"{file:consumer-mocsyn.tgff,graph_name:TASK_GRAPH_0}",ERROR,1406.934217166,tgff_reader,mppa_coolidge,tabu_search,tgff_reader
4.603962421417236,3,"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_5}",ERROR,400.0010005,tgff_reader,mppa_coolidge,tabu_search,tgff_reader
8.231932878494263,4,"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_0}",ERROR,38.338988334,tgff_reader,mppa_coolidge,random_walk,tgff_reader
3.8439700603485107,4,"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_0}",ERROR,0.002376,tgff_reader,exynos,genetic,tgff_reader
3.1799752712249756,5,"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_2}",ERROR,0.004357144,tgff_reader,exynos,simulated_annealing,tgff_reader
2.063983917236328,2,"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_8}",ERROR,0.001649,tgff_reader,exynos,tabu_search,tgff_reader
2.059983968734741,8,"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_8}",ERROR,0.001649,tgff_reader,exynos,tabu_search,tgff_reader
10.107917547225952,6,"{file:consumer-mocsyn.tgff,graph_name:TASK_GRAPH_0}",ERROR,18.868766665,tgff_reader,mppa_coolidge,genetic,tgff_reader
19.44383668899536,4,"{file:consumer-mocsyn.tgff,graph_name:TASK_GRAPH_1}",ERROR,403.334883833,tgff_reader,mppa_coolidge,tabu_search,tgff_reader
1.7919859886169434,1,"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_0}",ERROR,0.002376,tgff_reader,exynos,simulated_annealing,tgff_reader
4.443965435028076,9,"{file:auto-indust-mocsyn.tgff,graph_name:TASK_GRAPH_0}",ERROR,0.00450407,tgff_reader,exynos,genetic,tgff_reader
15.34388279914856,7,"{file:consumer-mocsyn.tgff,graph_name:TASK_GRAPH_0}",ERROR,0.008603572,tgff_reader,exynos,tabu_search,tgff_reader
15.13987684249878,4,"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_6}",ERROR,3.334333833,tgff_reader,mppa_coolidge,simulated_annealing,tgff_reader
29.231760025024414,3,"{file:auto-indust-mocsyn.tgff,graph_name:TASK_GRAPH_3}",ERROR,13.336271332,tgff_reader,mppa_coolidge,simulated_annealing,tgff_reader
8.783928632736206,10,"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_6}",ERROR,400.00105,tgff_reader,mppa_coolidge,random_walk,tgff_reader
0.6519949436187744,3,"{file:networking-mocsyn.tgff,graph_name:TASK_GRAPH_0}",ERROR,0.0015065,tgff_reader,exynos,simulated_annealing,tgff_reader
3.135974645614624,10,"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_6}",ERROR,3.334333833,tgff_reader,mppa_coolidge,genetic,tgff_reader
7.335942983627319,3,"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_0}",ERROR,0.002376,tgff_reader,exynos,tabu_search,tgff_reader
9.387923240661621,3,"{file:consumer-mocsyn.tgff,graph_name:TASK_GRAPH_0}",ERROR,714.967599999,tgff_reader,mppa_coolidge,genetic,tgff_reader
4.731961250305176,4,"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_4}",ERROR,6.668217166,tgff_reader,mppa_coolidge,genetic,tgff_reader
3.0279765129089355,5,"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_6}",ERROR,0.0017505,tgff_reader,exynos,random_walk,tgff_reader
2.059983968734741,7,"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_8}",ERROR,0.001649,tgff_reader,exynos,genetic,tgff_reader
1.963984727859497,4,"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_7}",ERROR,0.001649,tgff_reader,exynos,tabu_search,tgff_reader
3.1199758052825928,7,"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_4}",ERROR,0.002001,tgff_reader,exynos,tabu_search,tgff_reader
4.2639665603637695,1,"{file:auto-indust-mocsyn.tgff,graph_name:TASK_GRAPH_2}",ERROR,0.019983746,tgff_reader,exynos,random_walk,tgff_reader
58.27952551841736,3,"{file:consumer-mocsyn.tgff,graph_name:TASK_GRAPH_0}",ERROR,812.202599999,tgff_reader,mppa_coolidge,simulated_annealing,tgff_reader
5.651954412460327,3,"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_3}",ERROR,6.668266666,tgff_reader,mppa_coolidge,genetic,tgff_reader
16.887858390808105,10,"{file:consumer-mocsyn.tgff,graph_name:TASK_GRAPH_1}",ERROR,13.752000999,tgff_reader,mppa_coolidge,tabu_search,tgff_reader
131.8948872089386,6,"{file:consumer-mocsyn.tgff,graph_name:TASK_GRAPH_0}",ERROR,513.035883832,tgff_reader,mppa_coolidge,simulated_annealing,tgff_reader
2.6079797744750977,6,"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_3}",ERROR,0.002001,tgff_reader,exynos,genetic,tgff_reader
2.5479800701141357,6,"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_8}",ERROR,0.002049234,tgff_reader,exynos,random_walk,tgff_reader
3.375974178314209,8,"{file:networking-mocsyn.tgff,graph_name:TASK_GRAPH_1}",ERROR,0.0023025,tgff_reader,exynos,genetic,tgff_reader
3.267974853515625,5,"{file:auto-indust-mocsyn.tgff,graph_name:TASK_GRAPH_3}",ERROR,0.004148877,tgff_reader,exynos,random_walk,tgff_reader
8.37593150138855,1,"{file:auto-indust-mocsyn.tgff,graph_name:TASK_GRAPH_3}",ERROR,37.5046375,tgff_reader,mppa_coolidge,random_walk,tgff_reader
3.4599733352661133,2,"{file:networking-mocsyn.tgff,graph_name:TASK_GRAPH_2}",ERROR,0.002323,tgff_reader,exynos,genetic,tgff_reader
8.047934770584106,1,"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_2}",ERROR,1204.175872166,tgff_reader,mppa_coolidge,genetic,tgff_reader
87.33529448509216,10,"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_2}",ERROR,509.175421666,tgff_reader,mppa_coolidge,simulated_annealing,tgff_reader
8.655932664871216,6,"{file:auto-indust-mocsyn.tgff,graph_name:TASK_GRAPH_1}",ERROR,418.340333834,tgff_reader,mppa_coolidge,random_walk,tgff_reader
0.831993579864502,10,"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_8}",ERROR,0.001649,tgff_reader,exynos,simulated_annealing,tgff_reader
3.5999722480773926,7,"{file:networking-mocsyn.tgff,graph_name:TASK_GRAPH_1}",ERROR,0.0023025,tgff_reader,exynos,genetic,tgff_reader
2.835977792739868,9,"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_1}",ERROR,0.0040255,tgff_reader,exynos,simulated_annealing,tgff_reader
4.099968194961548,7,"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_2}",ERROR,0.004614287,tgff_reader,exynos,genetic,tgff_reader
1.7839863300323486,3,"{file:networking-mocsyn.tgff,graph_name:TASK_GRAPH_1}",ERROR,0.0023025,tgff_reader,exynos,simulated_annealing,tgff_reader
6.9079461097717285,4,"{file:auto-indust-mocsyn.tgff,graph_name:TASK_GRAPH_0}",ERROR,413.336660832,tgff_reader,mppa_coolidge,genetic,tgff_reader
4.127967834472656,4,"{file:auto-indust-mocsyn.tgff,graph_name:TASK_GRAPH_3}",ERROR,0.002773877,tgff_reader,exynos,genetic,tgff_reader
213.18226861953735,2,"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_2}",ERROR,410.836038832,tgff_reader,mppa_coolidge,simulated_annealing,tgff_reader
1.139991283416748,4,"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_4}",ERROR,0.002571429,tgff_reader,exynos,simulated_annealing,tgff_reader
