name,principal_component_1
https-api-github-com-repos-mc-imperial-gpuverify-git-blobs-27b49a6fa968cfd565ac575eb5aace2e104a3680.cl-A,-0.557328437
https-api-github-com-repos-linyufly-OpenCLTracer-git-blobs-e6ecd6506c7f0df411bfd59ad67d2c6547af14b2.cl-B,-0.178795509
https-api-github-com-repos-BillTheBest-load-balancer-git-blobs-280c7c15648c5c585b83d82da01dd86484c2d60c.cl-A,-0.089760492
https-api-github-com-repos-caoyilun-project-git-blobs-bba2d217833b044da0e61b329252c14d8bde58c2.cl-A,-0.224416739
https-api-github-com-repos-JavaProphet-WireCL-git-blobs-9ac6231e2ab03c74abbd0c1c3f3aa0b49b277b9d.cl-A,0.054166159
https-api-github-com-repos-karrenberg-wfvopencl-benchmarks-git-blobs-60fd45605a05f2e4db5985a81fd5b16c8d0cf9ca.cl-A,-0.20950678
https-api-github-com-repos-nhanloukiala-OpenCL-Benchmark-git-blobs-7e4ac4e80b03eadd823e1837ba2357bd33ac303f.cl-A,-0.134955128
https-api-github-com-repos-eholk-opencl-stress-git-blobs-d256d045265549fd6be631f3cd2f41e69b8abedd.cl-A,-0.040869688
https-api-github-com-repos-linyufly-OpenCLTracer-git-blobs-040f0df9ed22ff543e2e3b5b69c8c29ad2fa053e.cl-F,-0.117060879
https-api-github-com-repos-orangejulius-adventures_in_opencl-git-blobs-49171f9287d3990defecc5737a74ba6074a9b9fa.cl-A,-0.089809711
https-api-github-com-repos-freedesktop-unofficial-mirror-beignet-git-blobs-205634d856778bb1c1a800f9e76200197ba7c656.cl-A,-0.10238955
https-api-github-com-repos-csrf-cldtcwt-git-blobs-af9616aae5256320cd43cd7a90aff9defedce925.cl-A,-0.313216257
https-api-github-com-repos-matze-oclkit-git-blobs-8e108d93791092af395b411c4eb6b458b42c3892.cl-A,-0.102660518
https-api-github-com-repos-kvahed-oclpd-git-blobs-860d1877c0acaf0b25a97e520c6a4296625b5713.cl-A,-0.385991947
https-api-github-com-repos-freedesktop-unofficial-mirror-beignet-git-blobs-fd9846efd6e7fffd31ea0ea0b5e06e19d98ef6d9.cl-A,-0.102186324
https-api-github-com-repos-WenhaoZhang-OpenCLInAction-git-blobs-80363e7824bef29eb9da2bf35131c1be22e7d11b.cl-A,-0.280628853
https-api-github-com-repos-caoyilun-project-git-blobs-3e145d8acb3380d148e60d277800ba4d23ba8c0a.cl-C,-0.093010526
https-api-github-com-repos-freedesktop-unofficial-mirror-beignet-git-blobs-73558cb68dfe18337e298ff1c0e4edb1d518c4dd.cl-A,-0.29826514
https-api-github-com-repos-InfiniteSearchSpace-PyCl-Convergence-git-blobs-cd6639615f6bc156a6801c750acb2e245126b148.cl-C,-0.122354766
https-api-github-com-repos-judah-HsOpenCL-git-blobs-897283f1d5f1b764f640c01cd469e117ef43c6f8.cl-A,-0.102765392
https-api-github-com-repos-HSAFoundation-HSA-Debugger-GDB-Source-AMD-git-blobs-32cba64a0ffe151bf5137b831060b80ec59d5b19.cl-A,-0.316632478
https-api-github-com-repos-al13n321-rayt-git-blobs-ecca97e278b6cd1e2f89185a371c6a44dec7a7ee.cl-B,-0.089826646
https-api-github-com-repos-ChiahungTai-adventures_in_opencl-git-blobs-49171f9287d3990defecc5737a74ba6074a9b9fa.cl-A,-0.090165357
https-api-github-com-repos-freedreno-freedreno-git-blobs-a68c8b193e86637d78f84f8ae539d5f520ca56a6.cl-A,-0.114555131
https-api-github-com-repos-freedesktop-unofficial-mirror-beignet-git-blobs-fbc16fbf90c5c929f3813a467e50d33ab3298ef1.cl-A,-0.239490605
https-api-github-com-repos-lunkhound-bullet3-git-blobs-ded4796d337d9328a84024d4f2cdba4394384e10.cl-D,-0.104286329
https-api-github-com-repos-genrich-cl_matrix-git-blobs-136a5271368374078f2debb1c718dab3d2616bed.cl-O,-0.368366013
https-api-github-com-repos-mdeklerk-cl-util-git-blobs-7bd29385c1910f9bdd960fda2e960b3982a40131.cl-B,-0.095958098
https-api-github-com-repos-ADyson-clTEM-git-blobs-4fbcdf39bddeebf0f7c8c9e4eb956ec22bd3954b.cl-A,-0.072466647
https-api-github-com-repos-caoyilun-project-git-blobs-9e13adbda18b13da19bd27d5c0262c164b1cefbe.cl-A,-0.315384083
https-api-github-com-repos-Quadra-H-QH-GPU-git-blobs-208166ffb0f5994d619f570b7b8f14216bcd1a15.cl-A,-0.107106379
https-api-github-com-repos-SirDifferential-proceduralis-git-blobs-d43a10e7b63325b1fdff97f581a932a58cd7bc79.cl-A,-0.102765392
https-api-github-com-repos-freedesktop-unofficial-mirror-beignet-git-blobs-9eee538b2d4bf9281f3665252ee166f0bea7d08c.cl-A,-0.240854454
https-api-github-com-repos-amcelroy-OpenCLV-git-blobs-b26a4a117b2a6038118fee611f89173170b006fe.cl-B,0.134257947
https-api-github-com-repos-nhanloukiala-OpenCL-Benchmark-git-blobs-b20731a579dba312188e66a62b9b0fe2f3edfa1f.cl-A,-0.619983039
https-api-github-com-repos-bollig-viennacl-git-blobs-70b3d3a22192203a0d6499e648fc5cc65592f29a.cl-A,-0.135218878
https-api-github-com-repos-Hedlundaren-vattenoverhuvudet-git-blobs-9cc1001994976751dbc996ae4a1f1ded19e77a6a.cl-B,-0.217275084
https-api-github-com-repos-csrf-cldtcwt-git-blobs-93e39b4fbbe329c3023c7c940eeea527cace2a31.cl-A,-0.301807784
https-api-github-com-repos-caoyilun-project-git-blobs-7237e4c8d61040dd3cb626a1fdeccb3323e9b6c4.cl-A,-0.23214256
https-api-github-com-repos-clockfort-amd-app-sdk-fixes-git-blobs-1a9770fba2a513086685c3a0532c1394d9d86a3e.cl-B,-0.235592078
https-api-github-com-repos-doody1986-Hetero-Mark-git-blobs-c189d8464e5690681731492139043a6edae547f3.cl-A,-0.113871078
https-api-github-com-repos-mhorga-GEGL-OpenCL-git-blobs-f6fe968682249c138fe0e6b456f46c74ad9dc755.cl-A,-0.08371455
https-api-github-com-repos-mc-imperial-gpuverify-git-blobs-5717c4d3895c55ac9a7373edd37f74a004021272.cl-A,-0.316894979
https-api-github-com-repos-caoyilun-project-git-blobs-534e91af6a2b838f75e4b759065c1b4851683f19.cl-A,-0.148941682
https-api-github-com-repos-memmaker650-adventures_in_opencl-git-blobs-495112d03103806387d16e78683a47ed6ba13f7c.cl-A,-0.065052252
https-api-github-com-repos-bgaster-opencl-book-samples-git-blobs-1488dd82cb1762837741786909b8ad937e427a63.cl-A,-0.088689491
https-api-github-com-repos-mc-imperial-gpuverify-git-blobs-3911182d17e20bb108e04c1770d6b7086fe125b9.cl-A,-0.316691753
https-api-github-com-repos-lionleaf-parallel-c-programs-git-blobs-257a4601bd623ae31f48e21c5e7cafa76318dea6.cl-A,-0.089765255
https-api-github-com-repos-YaccConstructor-Brahma-FSharp-git-blobs-87c100d41a80df5b9161f08376423b6d903c25f5.cl-A,-0.102186324
https-api-github-com-repos-lxc-xx-adventures_in_opencl-git-blobs-6c2955ed99e14a7294494148d2a93de6ce922657.cl-A,-0.314805519
https-api-github-com-repos-jamad-adventures_in_opencl-git-blobs-6c2955ed99e14a7294494148d2a93de6ce922657.cl-A,-0.083635518
https-api-github-com-repos-Multi2Sim-m2s-bench-amdsdk-2-5-src-git-blobs-96451d027ae882e552f289444198334dc372b261.cl-A,-0.075640414
https-api-github-com-repos-ChristopheF-OpenCLTestFramework-git-blobs-6f09333e244f19012522f5e9f2b34f35d50a3c10.cl-A,-0.102321808
https-api-github-com-repos-cpieloth-GPGPU-on-Hadoop-git-blobs-a5de65489a2ee48dff8db8b41f6a3436e3c49442.cl-A,-0.089767372
https-api-github-com-repos-NUCAR-DEV-Hetero-Mark-git-blobs-accccb839d089adad21c65f1258ea7fd49c11bbe.cl-A,-0.093282373
https-api-github-com-repos-fean9r-adventures_in_opencl-git-blobs-32fd4dd4990879439bbb14c9e27a63b00cc6cdf5.cl-G,-0.412814329
https-api-github-com-repos-Twinklebear-OpenCL-Practice-git-blobs-278c38eb30204dc398a0ab7eaae852341fc1cd5d.cl-A,-0.089826646
https-api-github-com-repos-enjalot-adventures_in_opencl-git-blobs-32fd4dd4990879439bbb14c9e27a63b00cc6cdf5.cl-G,-0.412814329
https-api-github-com-repos-nhanloukiala-OpenCL-Benchmark-git-blobs-fa4586eeb20ef785e0dfb8c372304e6e67058c8a.cl-A,-0.156286876
https-api-github-com-repos-HSAFoundation-CLOC-git-blobs-1f8bbe961c18bfc479fa61f55ee6c94e11538b43.cl-A,-0.414805469
https-api-github-com-repos-Xilinx-SDx-git-blobs-7c7f38e354a4e488d74eb087de27ea45c023284b.cl-A,-0.096262148
https-api-github-com-repos-clockfort-amd-app-sdk-fixes-git-blobs-6a294f770265f6e7dd5c8b70f74aac2c19595a8b.cl-A,0.202480171
https-api-github-com-repos-InfiniteSearchSpace-PyCl-Convergence-git-blobs-cd6639615f6bc156a6801c750acb2e245126b148.cl-F,-0.152947002
https-api-github-com-repos-Rich5-oclHashcat-git-blobs-209f58816ec57808b7d58ccc424fc4205c68dd8d.cl-A,-0.379590326
https-api-github-com-repos-GPUOpen-LibrariesAndSDKs-FireRays_SDK-git-blobs-018d2ed4714770559cfaa3b46798153b797f734c.cl-AF,-0.102152453
https-api-github-com-repos-michaeljclark-graphstorm-git-blobs-9b9cabbea23f30ac2c0e573adbd4cda047bc0863.cl-A,-0.116570235
https-api-github-com-repos-caoyilun-project-git-blobs-146daa03e4a59e6aa0c47060644769acbbf64df1.cl-A,-0.298129656
https-api-github-com-repos-InfiniteSearchSpace-PyCl-Convergence-git-blobs-b965ce3d2203f02cee0c48640e4ca9bf6c9e9efb.cl-A,-0.067207298
https-api-github-com-repos-karrenberg-wfvopencl-benchmarks-git-blobs-ca85e69099e4be40f1e1feebff5825cb956c386b.cl-C,-0.365434742
https-api-github-com-repos-hipersayanX-QtOpenCLExamples-git-blobs-8fae64c36c0eb2c80750be14b8064d8b31b3bcd9.cl-A,-0.430316311
https-api-github-com-repos-mc-imperial-gpuverify-git-blobs-95dddf38a9375b104b61dd587d57ca6538bf4e4e.cl-A,-0.20647079
https-api-github-com-repos-mc-imperial-gpuverify-git-blobs-bd2af7069d1501f26234c57b8519c44a56e2a664.cl-A,-0.20950678
https-api-github-com-repos-clockfort-amd-app-sdk-fixes-git-blobs-09143f96d5107eaee111c2008918dfbb7dd276ff.cl-F,-0.128826023
https-api-github-com-repos-linyufly-OpenCLTracer-git-blobs-040f0df9ed22ff543e2e3b5b69c8c29ad2fa053e.cl-E,-0.119335616
https-api-github-com-repos-caoyilun-project-git-blobs-c10494070a0eafbeabb7854fed89bea4d4e36707.cl-C,-0.1003309
https-api-github-com-repos-linyufly-OpenCLTracer-git-blobs-fcb6b3ef58d76505e7fdd13c1b60d5eceb3fd16b.cl-A,-0.119460565
https-api-github-com-repos-NUCAR-DEV-Hetero-Mark-git-blobs-b3773af7358899f67e4ab9f7dbcb688bab69ec22.cl-A,-0.09631722
https-api-github-com-repos-Multi2Sim-m2s-bench-amdsdk-2-5-src-git-blobs-5a1601c19560796c35238fcf4460be75374529e0.cl-A,-0.027964282
https-api-github-com-repos-caoyilun-project-git-blobs-e1da3ee6590e633632577dfd0c4ef3f3de3ccc47.cl-A,-0.154103632
https-api-github-com-repos-hsdk-DeformationGPU-git-blobs-ded4796d337d9328a84024d4f2cdba4394384e10.cl-E,-0.317253751
https-api-github-com-repos-jeremyong-opencl_in_action-git-blobs-e924fb6815705eb592822789c2f9f4b24ab626a4.cl-A,-0.333965995
https-api-github-com-repos-ChiahungTai-OpenCL-playgorund-git-blobs-2edf273512dd746084e384600bcdb48d501657cf.cl-G,-0.551533266
https-api-github-com-repos-freedesktop-unofficial-mirror-beignet-git-blobs-3e145d8acb3380d148e60d277800ba4d23ba8c0a.cl-F,-0.089784308
https-api-github-com-repos-bobianite-deconvolution_better-git-blobs-2f730498cb1188faf86f3326cc1bb56b9117ebab.cl-B,-0.183923067
https-api-github-com-repos-freedreno-freedreno-git-blobs-21845ed5b824808c2088058ebd84cfe33f2cd559.cl-A,-0.09057181
https-api-github-com-repos-jrprice-Oclgrind-git-blobs-c277e01b179fb020d4cea362ac4d4ef60c209cab.cl-A,-0.344329786
https-api-github-com-repos-STEllAR-GROUP-oclm-git-blobs-a285c19046fa48732b529527e93fb9a9cc37736b.cl-C,-0.102765392
https-api-github-com-repos-WenhaoZhang-OpenCLInAction-git-blobs-6aebbba2c4806a27cc9a7a3dac581bbc543fb06b.cl-A,-0.458375349
https-api-github-com-repos-Branor-gpgpu-dotnet-git-blobs-346774ee6eb8cb5c5e99990f1c439015784a626c.cl-A,-0.089826646
https-api-github-com-repos-lashgar-ipmacc-git-blobs-8569fb04c1627dbc107b54b3307ba7050d8f5b8e.cl-B,-0.172766842
https-api-github-com-repos-BillTheBest-load-balancer-git-blobs-e2cf206e337ca63cb78e5375cb468ebcf70ce764.cl-A,-0.428377756
https-api-github-com-repos-freedesktop-unofficial-mirror-beignet-git-blobs-53403525ffaee8036ace6b7bf1d7fca4ee56fbcc.cl-A,0.009042303
https-api-github-com-repos-hksonngan-gpgpu-git-blobs-f77ee395e4062e24ada862da718c06cbccca0c53.cl-D,-0.136547005
https-api-github-com-repos-freedreno-freedreno-git-blobs-439e189973c1ff64aec2bdfd0388421adbe4db02.cl-A,-0.089804066
https-api-github-com-repos-NVIDIA-cuda-gdb-git-blobs-6f210e1dca49c28bf3990348d5e96a6358c4c599.cl-A,-0.317165948
https-api-github-com-repos-jcredi-Conv-NET-git-blobs-f79ae85ac99ebcb59d7a5e9ebec595d699790c24.cl-B,-0.080000525
https-api-github-com-repos-mikeseven-node-opencl-git-blobs-a40da34c1cb9d23f6f7a99331324809e05252d07.cl-A,-0.090029873
https-api-github-com-repos-InfiniteSearchSpace-PyCl-Convergence-git-blobs-a99eee72a98709cbd492ae1d2f35999c3d37f381.cl-A,0.109760877
https-api-github-com-repos-SimonEvertsson-neo4j-gpu-git-blobs-75153e82057696d6dd2d4589d939bfdcfe33bde6.cl-A,-0.113756551
https-api-github-com-repos-dnikulin-clamity-git-blobs-018109862c00261de3144564f5bd4d9ef22b8318.cl-A,-0.091926652
https-api-github-com-repos-al13n321-rayt-git-blobs-9d091ee9e5bfa7b884a273c36c2abfe284f39d44.cl-B,0.001700924
https-api-github-com-repos-cjld-adventures_in_opencl-git-blobs-6c2955ed99e14a7294494148d2a93de6ce922657.cl-A,-0.112482372
https-api-github-com-repos-PeterTh-uCLbench-git-blobs-71d6cacc0122554843c581aaf043a92d0e889149.cl-A,-0.317165948
https-api-github-com-repos-freedesktop-unofficial-mirror-beignet-git-blobs-39ce77b8d7e19082dd50a1b36964f730bb61d60f.cl-A,-0.103202455
https-api-github-com-repos-freedesktop-unofficial-mirror-beignet-git-blobs-4b008ef128159392273bf72ba8eeab1a241cee32.cl-D,-0.102254066
https-api-github-com-repos-Schw1ng-GPGPUThings-git-blobs-d6dc29a0b0c10b2b361d8eac385934a0043b3bc8.cl-A,-0.329596493
https-api-github-com-repos-YaccConstructor-Brahma-FSharp-git-blobs-6fdbebfb5aa228599b6e4d43191532cfa03d90d4.cl-A,-0.065048018
https-api-github-com-repos-amcelroy-OpenCLV-git-blobs-b26a4a117b2a6038118fee611f89173170b006fe.cl-A,0.134113278
https-api-github-com-repos-freedesktop-unofficial-mirror-beignet-git-blobs-4b008ef128159392273bf72ba8eeab1a241cee32.cl-B,-0.65706207
https-api-github-com-repos-jiahansu-nodecl-git-blobs-e2688547a4b4fb660ce225a499363a23610a9e25.cl-A,-0.089767372
https-api-github-com-repos-jeremyong-opencl_in_action-git-blobs-1c875bde5c82c76c120dd1fedf9b3520d2839a6c.cl-A,0.267095188
https-api-github-com-repos-caoyilun-project-git-blobs-8842b0b42f19aa027fe69df0bbbbf9bc1c487077.cl-A,-0.029405684
https-api-github-com-repos-anyc-ocl-ke-git-blobs-3aaa458efba5228a701c9bc111bfa59301237778.cl-A,-0.089359727
https-api-github-com-repos-chandanpalai-OpenCL-git-blobs-48bfaa92dff60d2ac217c12615ca0f9043d304e9.cl-A,-0.02433743
https-api-github-com-repos-freedreno-freedreno-git-blobs-ff0d2e6d7d0a46d99a7278b258bf17590242235a.cl-A,-0.102159227
https-api-github-com-repos-antonklava-adventures_in_opencl-git-blobs-32fd4dd4990879439bbb14c9e27a63b00cc6cdf5.cl-G,-0.447481362
https-api-github-com-repos-caoyilun-project-git-blobs-3e145d8acb3380d148e60d277800ba4d23ba8c0a.cl-D,-0.089860518
https-api-github-com-repos-jcredi-Conv-NET-git-blobs-2ce717dbb70f1120880c71e151e7f4246bbd098e.cl-B,-0.102660518
https-api-github-com-repos-eholk-opencl-stress-git-blobs-95fc9ac137e9fd2cfb54ab95e93978dc44ff89dc.cl-A,-0.106454077
https-api-github-com-repos-BIDData-BIDMat-git-blobs-9030800ea37633fb98eb81753242a81a41c2affb.cl-A,-0.080867624
https-api-github-com-repos-jeremyong-opencl_in_action-git-blobs-e3f5849b986b80f8f168feeb8a4df7a419e1ffc2.cl-B,-0.356290285
https-api-github-com-repos-caoyilun-project-git-blobs-3e145d8acb3380d148e60d277800ba4d23ba8c0a.cl-Q,-0.089809711
https-api-github-com-repos-freedreno-freedreno-git-blobs-050ea298e46abdb3722d402da35cd5835ec950d6.cl-A,-0.102057079
https-api-github-com-repos-bollig-viennacl-git-blobs-8b8bcfce7deaea7e4d5971c75bbd80b259843422.cl-A,-0.104271372
https-api-github-com-repos-jeremyong-opencl_in_action-git-blobs-e3f5849b986b80f8f168feeb8a4df7a419e1ffc2.cl-D,-0.304670786
https-api-github-com-repos-jeremyong-opencl_in_action-git-blobs-9dbcb33f0a8c448d1da35eb8ed7f83b24ab09842.cl-A,-0.102152453
https-api-github-com-repos-Gladdy-EasyOpenCL-git-blobs-796093b47cb6111552070f3824229e71e4cd72de.cl-A,-0.08977584
https-api-github-com-repos-OpenCL-GEGL-OpenCL-git-blobs-68cec6312b0807246acbc76e652a10cc4c4472dd.cl-B,-0.089620906
https-api-github-com-repos-bulletphysics-bullet3-git-blobs-e72d96876b1005419939ba56d7cb23406c18a336.cl-L,-0.148363872
https-api-github-com-repos-caoyilun-project-git-blobs-927a959a0a3ae3ea103b63a40fda08212491ffdd.cl-A,0.048776378
https-api-github-com-repos-freedreno-freedreno-git-blobs-1a0dc22c7a8e9b551b396dee7831d6086fb5715d.cl-A,-0.091384715
https-api-github-com-repos-dadeba-A-Simple-OpenCL-C---Template-git-blobs-24180e46a4f69bfd1121ac13a07f7cf4532ffb86.cl-A,-0.083590356
https-api-github-com-repos-NUCAR-DEV-Hetero-Mark-git-blobs-9f2689a46b6b9dd84215d53be71fa9670629499f.cl-A,-0.203837521
https-api-github-com-repos-jeremyong-opencl_in_action-git-blobs-052b9b42393620d78d8baada48b5ff0c09887f5d.cl-A,0.759944125
https-api-github-com-repos-HSAFoundation-CLOC-git-blobs-d92230b0651d26a7fcea04fa8792e39c1297002e.cl-C,-0.083596001
https-api-github-com-repos-caoyilun-project-git-blobs-bcb6b7f057f4ce29197a3ea2a9f7123185d86763.cl-A,-0.143384522
https-api-github-com-repos-caoyilun-project-git-blobs-e9ffc4b04085489cc9c5824d00886f099b6cfff1.cl-E,-0.13680255
https-api-github-com-repos-freedesktop-unofficial-mirror-beignet-git-blobs-84f7228471e7937f3f5375458a61c89cda227c5a.cl-A,-0.476918628
https-api-github-com-repos-fean9r-FeaCL-git-blobs-49171f9287d3990defecc5737a74ba6074a9b9fa.cl-A,-0.089771606
https-api-github-com-repos-BeauJoh-opencldemos-git-blobs-6774081e83564de8cdb0fd4325b2b0d58ebd8b79.cl-A,-0.107100888
https-api-github-com-repos-ReneHollander-opencl-example-git-blobs-0a687b571a8afccf2c4e03bd5e0062a100f9ead9.cl-A,-0.083590356
https-api-github-com-repos-chandanpalai-OpenCL-git-blobs-c8b5612fc6c094c42795a106c3d6519f4b21f124.cl-A,-0.022347027
https-api-github-com-repos-maweigert-gputools-git-blobs-fac2ab099ace49150013b77ac20ed16647ccb8ce.cl-C,0.146862
https-api-github-com-repos-caoyilun-project-git-blobs-434f9c9f521aa1b49224c059cb077a6b48ff0ede.cl-A,-0.149063618
https-api-github-com-repos-felidadae-dsp_opencl_gpu-git-blobs-2c5d9c2b22eabe89cc4763811d89d767a71cca06.cl-A,-0.102152453
https-api-github-com-repos-freedesktop-unofficial-mirror-beignet-git-blobs-fb937e0ae51da557f680a729f318569d935b3460.cl-A,-0.107073434
https-api-github-com-repos-lxc-xx-adventures_in_opencl-git-blobs-cec42f556511fadb11016c3c8ad349adc84be521.cl-A,-0.141385679
https-api-github-com-repos-YaccConstructor-Brahma-FSharp-git-blobs-78c059b35e0a7325196987cca5eee4ac960bad09.cl-A,-0.065175034
https-api-github-com-repos-YaccConstructor-Brahma-FSharp-git-blobs-6dfe46b2441a8310391987d59a730f8b4407d9f0.cl-A,-0.0940944
https-api-github-com-repos-ChiahungTai-OpenCL-playgorund-git-blobs-561d8fde55bd3db287b615acd76209fe9eddcfb7.cl-A,-0.104286329
https-api-github-com-repos-eholk-opencl-stress-git-blobs-d2ed551103824a253da354e35ba3bec5b35687ef.cl-A,-0.119811692
https-api-github-com-repos-freedesktop-unofficial-mirror-beignet-git-blobs-9aeb16dc10081e750f04cb9595f9d9a207c86dee.cl-A,-0.102152453
https-api-github-com-repos-freedesktop-unofficial-mirror-beignet-git-blobs-e55cafa7a3e5fddc97b983baf3a9e1b3ace9a281.cl-A,-0.088162195
https-api-github-com-repos-kehlert-gpu_examples-git-blobs-7fe5184be38b076e707c3b9951e4279df1dc4f11.cl-A,-0.107100888
https-api-github-com-repos-amidvidy-seamcarve-opencl-git-blobs-0c996c61d1ad3e1cbef8558268c646bc5c89088e.cl-A,0.032323552
https-api-github-com-repos-mhorga-GEGL-OpenCL-git-blobs-68cec6312b0807246acbc76e652a10cc4c4472dd.cl-B,-0.089620906
https-api-github-com-repos-caoyilun-project-git-blobs-cee4f33103b4e980eb1d68fe24af1622073f32de.cl-A,-0.278803653
https-api-github-com-repos-grantbrown-libspatialSEIR-git-blobs-39a2b4aac7a8273b69b152b9a945fcbaa5dbe1cd.cl-A,-0.538166936
https-api-github-com-repos-freedesktop-unofficial-mirror-beignet-git-blobs-10722341243f73a2221327e00c384ac4c0788a3c.cl-A,-0.104286329
https-api-github-com-repos-caoyilun-project-git-blobs-ce38a49314dbd205dacd69e3e8dc42882a73ab32.cl-A,-0.148941682
https-api-github-com-repos-jeremyong-opencl_in_action-git-blobs-e3f5849b986b80f8f168feeb8a4df7a419e1ffc2.cl-A,-0.330277309
https-api-github-com-repos-memmaker650-adventures_in_opencl-git-blobs-32fd4dd4990879439bbb14c9e27a63b00cc6cdf5.cl-G,-0.412805861
https-api-github-com-repos-freedesktop-unofficial-mirror-beignet-git-blobs-3e145d8acb3380d148e60d277800ba4d23ba8c0a.cl-S,-0.093010526
https-api-github-com-repos-freedesktop-unofficial-mirror-beignet-git-blobs-8842b0b42f19aa027fe69df0bbbbf9bc1c487077.cl-A,-0.028050842
https-api-github-com-repos-ChristopheF-OpenCLTestFramework-git-blobs-9ea9912f93872fb95e8545942507dd8cb6e4b6ea.cl-A,-0.083646808
https-api-github-com-repos-lunkhound-bullet3-git-blobs-e72d96876b1005419939ba56d7cb23406c18a336.cl-L,-0.102163743
https-api-github-com-repos-fean9r-adventures_in_opencl-git-blobs-6c2955ed99e14a7294494148d2a93de6ce922657.cl-A,-0.098030719
https-api-github-com-repos-Pitxyoki-Cheetah-git-blobs-52d91bbe03ef0658bd2aba45e79bd7194911bd3a.cl-A,-0.191606151
https-api-github-com-repos-jacobbaungard-techmeetup_gpgpu-git-blobs-7a1e931f764a284c767fe12a92233bae59da0e64.cl-A,-0.090165357
https-api-github-com-repos-caoyilun-project-git-blobs-024f1f0ee48965b28b969b5f66a56aa6dbedf685.cl-B,-0.065073421
https-api-github-com-repos-bkloppenborg-liboi-git-blobs-77efa9e4c4b2810559cd7c0c3438e99bdb9d2b29.cl-A,-0.102135517
https-api-github-com-repos-YaccConstructor-Brahma-FSharp-git-blobs-0b3f151b3d96f5e9fb522feccf4f470fbca9db17.cl-A,-0.102152453
https-api-github-com-repos-mc-imperial-gpuverify-git-blobs-3c31fc5b432710a150fad1a15aeddb48a0fba464.cl-A,-0.280628853
https-api-github-com-repos-bollig-viennacl-git-blobs-0f0955e4a7b6b3f7bb62c150fb1745aa4dc055ec.cl-A,-0.119586862
https-api-github-com-repos-mdeklerk-cl-util-git-blobs-50094c99cabb9a1133cbfdf8b293c9e553c69409.cl-B,-0.1723092
https-api-github-com-repos-mdeklerk-cl-util-git-blobs-a8e5c3cc4a4cb531cc5218b7aa7f24639752cc95.cl-A,-0.083586122
https-api-github-com-repos-bollig-viennacl-git-blobs-d62ec9d156cec1ebf6ffbf887bf97a7cf1fea74d.cl-A,-0.083590356
https-api-github-com-repos-caoyilun-project-git-blobs-fb937e0ae51da557f680a729f318569d935b3460.cl-A,-0.107073434
https-api-github-com-repos-clockfort-amd-app-sdk-fixes-git-blobs-387821ad839fca4c44f6a14fa8fe3aeefb1e3b94.cl-A,-0.027983099
https-api-github-com-repos-kuflex-MorphOpenCL-git-blobs-258ff9e98f408bb919774dcb2022c4e004b5098a.cl-C,-0.083601646
https-api-github-com-repos-AlexanderRieppel-GPGPU-git-blobs-d84465fead8aaa4518e9f358eb9cae0ebfb72a31.cl-B,-0.097177456
https-api-github-com-repos-freedesktop-unofficial-mirror-beignet-git-blobs-e20a76ff9b95cb3bb529ad8d7a80e1da313886e1.cl-A,-0.110789573
https-api-github-com-repos-marwan-abdellah-GPU-Computing-SDK-4-2-9-git-blobs-afb55790dd79772fa3fd799352484396ce270bfa.cl-A,-0.351307979
https-api-github-com-repos-michaeljclark-graphstorm-git-blobs-8a4aa19c69b0a7fa19732572c93b230ddda93b2c.cl-F,-0.158295162
https-api-github-com-repos-bollig-viennacl-git-blobs-6381d7683c8d99b376f8da9aef00ba84dc9c5e2a.cl-A,-0.24246877
https-api-github-com-repos-doody1986-Hetero-Mark-git-blobs-6030cb5076acaef27df92b0a050538606b881d9d.cl-A,-0.094583022
https-api-github-com-repos-michaeljclark-graphstorm-git-blobs-8a4aa19c69b0a7fa19732572c93b230ddda93b2c.cl-E,-0.102254066
https-api-github-com-repos-caoyilun-project-git-blobs-a4a226c4fa3afe57271e90dbfb6192372b4e23c2.cl-A,0.036168958
https-api-github-com-repos-caoyilun-project-git-blobs-e9ffc4b04085489cc9c5824d00886f099b6cfff1.cl-A,-0.106454077
https-api-github-com-repos-linyufly-OpenCLTracer-git-blobs-8797a7b835440d2b16cbaeb2cbe99b3efd0bc668.cl-B,-0.102135517
https-api-github-com-repos-mc-imperial-gpuverify-git-blobs-24ec8e814bfe49770c7c819434195cafff7bb726.cl-A,-0.333923521
https-api-github-com-repos-bollig-viennacl-git-blobs-f1589f1e042b00daea5ce79cdf1730322101aa9d.cl-A,-0.11960168
https-api-github-com-repos-maweigert-gputools-git-blobs-fac2ab099ace49150013b77ac20ed16647ccb8ce.cl-D,0.146803666
https-api-github-com-repos-caoyilun-project-git-blobs-f5d83cdab85567cc9176a9163a1ba59bd0b6388a.cl-A,-0.151502335
https-api-github-com-repos-caoyilun-project-git-blobs-3e145d8acb3380d148e60d277800ba4d23ba8c0a.cl-M,-0.089760492
https-api-github-com-repos-freedesktop-unofficial-mirror-beignet-git-blobs-7ae8f995f97d8efa00d73f68282ad5842533ceb0.cl-A,-0.09941059
https-api-github-com-repos-JuliaGPU-OpenCL-jl-git-blobs-b0253208e400357d7885d1f4f0eb79d617bab424.cl-A,-0.294185369
https-api-github-com-repos-al13n321-rayt-git-blobs-ecca97e278b6cd1e2f89185a371c6a44dec7a7ee.cl-C,-0.096824752
