random_seed,platform.processor_1.type,trace,representation,platform.processor_0.type,threshold,log_level,mapping,design_centering.perturbation.perturbation_type,platform.name,platform,kpn,type,passed
10,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[10, 16, 62, 27, 29, 9, 73, 1]",representation,exynos,mppa_coolidge,audio_filter,center,90.0
10,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[10, 74, 0, 31, 41, 59, 77, 66]",representation,exynos,mppa_coolidge,audio_filter,rand,100.0
10,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[81, 76, 1, 30, 51, 8, 43, 17]",representation,exynos,mppa_coolidge,audio_filter,rand,100.0
10,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[7, 75, 45, 36, 41, 14, 11, 75]",representation,exynos,mppa_coolidge,audio_filter,rand,100.0
10,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[42, 80, 33, 59, 71, 21, 19, 37]",representation,exynos,mppa_coolidge,audio_filter,rand,80.0
10,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[69, 24, 19, 19, 65, 84, 11, 16]",representation,exynos,mppa_coolidge,audio_filter,rand,20.0
10,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[68, 32, 73, 83, 59, 82, 31, 6]",representation,exynos,mppa_coolidge,audio_filter,rand,100.0
10,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[61, 38, 2, 21, 81, 63, 38, 53]",representation,exynos,mppa_coolidge,audio_filter,rand,70.0
10,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[3, 21, 21, 5, 21, 2, 58, 77]",representation,exynos,mppa_coolidge,audio_filter,rand,100.0
10,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[44, 13, 54, 62, 37, 45, 74, 14]",representation,exynos,mppa_coolidge,audio_filter,rand,100.0
10,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[49, 10, 73, 82, 6, 57, 24, 46]",representation,exynos,mppa_coolidge,audio_filter,rand,20.0
5,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,7909ms,ERROR,"[76, 61, 11, 73, 6, 62, 28, 32]",representation,exynos,mppa_coolidge,audio_filter,center,100.0
5,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,7909ms,ERROR,"[79, 59, 39, 22, 46, 82, 0, 73]",representation,exynos,mppa_coolidge,audio_filter,rand,100.0
5,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,7909ms,ERROR,"[48, 39, 39, 33, 70, 16, 10, 62]",representation,exynos,mppa_coolidge,audio_filter,rand,100.0
5,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,7909ms,ERROR,"[15, 67, 45, 46, 78, 45, 74, 8]",representation,exynos,mppa_coolidge,audio_filter,rand,70.0
5,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,7909ms,ERROR,"[59, 76, 56, 16, 68, 26, 73, 40]",representation,exynos,mppa_coolidge,audio_filter,rand,100.0
5,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,7909ms,ERROR,"[31, 62, 63, 12, 18, 12, 41, 30]",representation,exynos,mppa_coolidge,audio_filter,rand,90.0
5,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,7909ms,ERROR,"[6, 57, 63, 4, 6, 65, 68, 62]",representation,exynos,mppa_coolidge,audio_filter,rand,70.0
5,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,7909ms,ERROR,"[47, 30, 19, 4, 35, 40, 58, 19]",representation,exynos,mppa_coolidge,audio_filter,rand,70.0
5,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,7909ms,ERROR,"[49, 18, 51, 75, 71, 26, 9, 3]",representation,exynos,mppa_coolidge,audio_filter,rand,50.0
5,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,7909ms,ERROR,"[78, 54, 66, 49, 30, 83, 41, 38]",representation,exynos,mppa_coolidge,audio_filter,rand,0.0
5,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,7909ms,ERROR,"[9, 3, 48, 83, 83, 54, 48, 36]",representation,exynos,mppa_coolidge,audio_filter,rand,0.0
7,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,5930ms,ERROR,"[62, 70, 57, 26, 59, 53, 61, 65]",representation,exynos,mppa_coolidge,audio_filter,center,100.0
7,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,5930ms,ERROR,"[83, 26, 61, 28, 21, 57, 70, 32]",representation,exynos,mppa_coolidge,audio_filter,rand,100.0
7,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,5930ms,ERROR,"[52, 46, 34, 67, 63, 34, 51, 2]",representation,exynos,mppa_coolidge,audio_filter,rand,0.0
7,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,5930ms,ERROR,"[31, 70, 19, 16, 13, 4, 80, 50]",representation,exynos,mppa_coolidge,audio_filter,rand,0.0
7,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,5930ms,ERROR,"[0, 29, 8, 33, 25, 79, 23, 46]",representation,exynos,mppa_coolidge,audio_filter,rand,0.0
7,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,5930ms,ERROR,"[57, 42, 18, 43, 48, 25, 32, 20]",representation,exynos,mppa_coolidge,audio_filter,rand,0.0
7,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,5930ms,ERROR,"[68, 31, 35, 83, 60, 2, 82, 76]",representation,exynos,mppa_coolidge,audio_filter,rand,0.0
7,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,5930ms,ERROR,"[15, 64, 10, 49, 37, 9, 67, 59]",representation,exynos,mppa_coolidge,audio_filter,rand,60.0
7,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,5930ms,ERROR,"[31, 80, 65, 70, 47, 6, 78, 6]",representation,exynos,mppa_coolidge,audio_filter,rand,0.0
7,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,5930ms,ERROR,"[83, 80, 48, 76, 36, 32, 72, 30]",representation,exynos,mppa_coolidge,audio_filter,rand,0.0
7,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,5930ms,ERROR,"[17, 81, 82, 48, 3, 6, 31, 65]",representation,exynos,mppa_coolidge,audio_filter,rand,0.0
9,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,7909ms,ERROR,"[61, 48, 19, 65, 73, 65, 71, 70]",representation,exynos,mppa_coolidge,audio_filter,center,60.0
9,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,7909ms,ERROR,"[63, 17, 34, 46, 54, 51, 48, 8]",representation,exynos,mppa_coolidge,audio_filter,rand,90.0
9,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,7909ms,ERROR,"[55, 45, 48, 47, 20, 49, 76, 82]",representation,exynos,mppa_coolidge,audio_filter,rand,40.0
9,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,7909ms,ERROR,"[41, 28, 2, 84, 30, 0, 1, 43]",representation,exynos,mppa_coolidge,audio_filter,rand,80.0
9,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,7909ms,ERROR,"[42, 19, 7, 21, 36, 40, 13, 18]",representation,exynos,mppa_coolidge,audio_filter,rand,40.0
9,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,7909ms,ERROR,"[75, 26, 49, 1, 36, 73, 22, 7]",representation,exynos,mppa_coolidge,audio_filter,rand,40.0
9,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,7909ms,ERROR,"[15, 69, 47, 56, 0, 8, 7, 72]",representation,exynos,mppa_coolidge,audio_filter,rand,60.0
9,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,7909ms,ERROR,"[47, 51, 70, 48, 32, 17, 63, 34]",representation,exynos,mppa_coolidge,audio_filter,rand,50.0
9,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,7909ms,ERROR,"[34, 47, 69, 26, 12, 78, 45, 84]",representation,exynos,mppa_coolidge,audio_filter,rand,50.0
9,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,7909ms,ERROR,"[38, 34, 50, 51, 71, 42, 48, 29]",representation,exynos,mppa_coolidge,audio_filter,rand,50.0
9,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,7909ms,ERROR,"[63, 79, 64, 12, 52, 50, 35, 45]",representation,exynos,mppa_coolidge,audio_filter,rand,40.0
10,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,5930ms,ERROR,"[55, 84, 58, 10, 45, 8, 32, 72]",classic,exynos,mppa_coolidge,audio_filter,center,0.0
10,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,5930ms,ERROR,"[74, 24, 82, 39, 72, 2, 24, 20]",classic,exynos,mppa_coolidge,audio_filter,rand,20.0
10,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,5930ms,ERROR,"[64, 80, 21, 79, 38, 50, 14, 39]",classic,exynos,mppa_coolidge,audio_filter,rand,40.0
10,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,5930ms,ERROR,"[75, 23, 43, 62, 52, 42, 66, 67]",classic,exynos,mppa_coolidge,audio_filter,rand,30.0
10,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,5930ms,ERROR,"[61, 43, 74, 16, 42, 41, 28, 59]",classic,exynos,mppa_coolidge,audio_filter,rand,30.0
10,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,5930ms,ERROR,"[40, 11, 12, 81, 73, 52, 59, 80]",classic,exynos,mppa_coolidge,audio_filter,rand,40.0
10,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,5930ms,ERROR,"[50, 3, 15, 46, 53, 20, 11, 18]",classic,exynos,mppa_coolidge,audio_filter,rand,50.0
10,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,5930ms,ERROR,"[5, 19, 54, 3, 27, 46, 3, 69]",classic,exynos,mppa_coolidge,audio_filter,rand,10.0
10,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,5930ms,ERROR,"[3, 19, 78, 54, 31, 3, 38, 62]",classic,exynos,mppa_coolidge,audio_filter,rand,10.0
10,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,5930ms,ERROR,"[17, 82, 67, 21, 60, 29, 3, 66]",classic,exynos,mppa_coolidge,audio_filter,rand,10.0
10,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,5930ms,ERROR,"[68, 48, 15, 58, 4, 66, 12, 2]",classic,exynos,mppa_coolidge,audio_filter,rand,20.0
10,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[10, 16, 62, 27, 29, 9, 73, 1]",classic,exynos,mppa_coolidge,audio_filter,center,60.0
10,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[7, 75, 45, 36, 41, 14, 11, 75]",classic,exynos,mppa_coolidge,audio_filter,rand,70.0
10,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[81, 76, 1, 30, 51, 8, 43, 17]",classic,exynos,mppa_coolidge,audio_filter,rand,50.0
10,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[42, 80, 33, 59, 71, 21, 19, 37]",classic,exynos,mppa_coolidge,audio_filter,rand,80.0
10,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[68, 32, 73, 83, 59, 82, 31, 6]",classic,exynos,mppa_coolidge,audio_filter,rand,50.0
10,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[69, 24, 19, 19, 65, 84, 11, 16]",classic,exynos,mppa_coolidge,audio_filter,rand,60.0
10,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[44, 13, 54, 62, 37, 45, 74, 14]",classic,exynos,mppa_coolidge,audio_filter,rand,70.0
10,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[61, 38, 2, 21, 81, 63, 38, 53]",classic,exynos,mppa_coolidge,audio_filter,rand,50.0
10,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[49, 10, 73, 82, 6, 57, 24, 46]",classic,exynos,mppa_coolidge,audio_filter,rand,30.0
10,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[10, 74, 0, 31, 41, 59, 77, 66]",classic,exynos,mppa_coolidge,audio_filter,rand,40.0
10,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[3, 21, 21, 5, 21, 2, 58, 77]",classic,exynos,mppa_coolidge,audio_filter,rand,70.0
6,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,5930ms,ERROR,"[19, 51, 74, 81, 72, 50, 49, 58]",classic,exynos,mppa_coolidge,audio_filter,center,10.0
6,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,5930ms,ERROR,"[34, 80, 72, 56, 83, 75, 70, 15]",classic,exynos,mppa_coolidge,audio_filter,rand,0.0
6,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,5930ms,ERROR,"[22, 49, 5, 34, 69, 24, 5, 49]",classic,exynos,mppa_coolidge,audio_filter,rand,10.0
6,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,5930ms,ERROR,"[79, 50, 61, 61, 19, 37, 1, 67]",classic,exynos,mppa_coolidge,audio_filter,rand,20.0
6,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,5930ms,ERROR,"[33, 25, 66, 67, 28, 72, 82, 44]",classic,exynos,mppa_coolidge,audio_filter,rand,40.0
6,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,5930ms,ERROR,"[15, 22, 33, 20, 7, 47, 41, 56]",classic,exynos,mppa_coolidge,audio_filter,rand,20.0
6,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,5930ms,ERROR,"[40, 21, 78, 70, 17, 12, 33, 21]",classic,exynos,mppa_coolidge,audio_filter,rand,40.0
6,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,5930ms,ERROR,"[61, 31, 51, 68, 32, 56, 77, 30]",classic,exynos,mppa_coolidge,audio_filter,rand,10.0
6,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,5930ms,ERROR,"[25, 9, 66, 74, 15, 58, 60, 17]",classic,exynos,mppa_coolidge,audio_filter,rand,20.0
6,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,5930ms,ERROR,"[24, 31, 33, 7, 65, 2, 41, 25]",classic,exynos,mppa_coolidge,audio_filter,rand,30.0
6,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,5930ms,ERROR,"[36, 43, 74, 68, 61, 21, 31, 4]",classic,exynos,mppa_coolidge,audio_filter,rand,30.0
4,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,5930ms,ERROR,"[44, 56, 70, 2, 71, 52, 9, 59]",representation,exynos,mppa_coolidge,audio_filter,center,100.0
4,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,5930ms,ERROR,"[80, 51, 79, 36, 35, 40, 79, 35]",representation,exynos,mppa_coolidge,audio_filter,rand,20.0
4,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,5930ms,ERROR,"[69, 58, 75, 57, 67, 83, 71, 20]",representation,exynos,mppa_coolidge,audio_filter,rand,0.0
4,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,5930ms,ERROR,"[2, 38, 61, 51, 46, 52, 65, 28]",representation,exynos,mppa_coolidge,audio_filter,rand,0.0
4,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,5930ms,ERROR,"[12, 23, 37, 4, 84, 77, 21, 11]",representation,exynos,mppa_coolidge,audio_filter,rand,50.0
4,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,5930ms,ERROR,"[17, 81, 23, 44, 55, 76, 4, 55]",representation,exynos,mppa_coolidge,audio_filter,rand,0.0
4,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,5930ms,ERROR,"[44, 7, 77, 35, 22, 36, 36, 76]",representation,exynos,mppa_coolidge,audio_filter,rand,0.0
4,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,5930ms,ERROR,"[41, 28, 51, 46, 23, 44, 68, 61]",representation,exynos,mppa_coolidge,audio_filter,rand,0.0
4,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,5930ms,ERROR,"[22, 11, 11, 80, 37, 70, 8, 36]",representation,exynos,mppa_coolidge,audio_filter,rand,0.0
4,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,5930ms,ERROR,"[37, 81, 84, 56, 12, 4, 0, 68]",representation,exynos,mppa_coolidge,audio_filter,rand,100.0
4,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,5930ms,ERROR,"[39, 0, 17, 57, 59, 27, 37, 41]",representation,exynos,mppa_coolidge,audio_filter,rand,20.0
1,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[34, 11, 72, 8, 74, 5, 80, 64]",classic,exynos,mppa_coolidge,audio_filter,center,60.0
1,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[51, 0, 63, 65, 48, 76, 21, 44]",classic,exynos,mppa_coolidge,audio_filter,rand,90.0
1,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[80, 77, 80, 33, 34, 38, 33, 63]",classic,exynos,mppa_coolidge,audio_filter,rand,30.0
1,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[20, 26, 81, 34, 38, 66, 65, 2]",classic,exynos,mppa_coolidge,audio_filter,rand,90.0
1,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[33, 24, 79, 74, 55, 18, 67, 78]",classic,exynos,mppa_coolidge,audio_filter,rand,80.0
1,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[50, 4, 12, 78, 7, 84, 78, 8]",classic,exynos,mppa_coolidge,audio_filter,rand,70.0
1,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[74, 10, 57, 0, 63, 49, 51, 36]",classic,exynos,mppa_coolidge,audio_filter,rand,80.0
1,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[1, 11, 7, 63, 35, 24, 42, 10]",classic,exynos,mppa_coolidge,audio_filter,rand,80.0
1,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[39, 73, 21, 36, 53, 15, 37, 69]",classic,exynos,mppa_coolidge,audio_filter,rand,80.0
1,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[54, 7, 78, 5, 22, 65, 47, 68]",classic,exynos,mppa_coolidge,audio_filter,rand,70.0
1,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[41, 68, 79, 84, 15, 31, 0, 55]",classic,exynos,mppa_coolidge,audio_filter,rand,60.0
10,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,5930ms,ERROR,"[10, 13, 65, 28, 29, 6, 72, 2]",representation,exynos,mppa_coolidge,audio_filter,center,80.0
10,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,5930ms,ERROR,"[61, 38, 2, 21, 81, 63, 38, 53]",representation,exynos,mppa_coolidge,audio_filter,rand,0.0
10,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,5930ms,ERROR,"[69, 24, 19, 19, 65, 84, 11, 16]",representation,exynos,mppa_coolidge,audio_filter,rand,20.0
10,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,5930ms,ERROR,"[81, 76, 1, 30, 51, 8, 43, 17]",representation,exynos,mppa_coolidge,audio_filter,rand,0.0
10,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,5930ms,ERROR,"[7, 75, 45, 36, 41, 14, 11, 75]",representation,exynos,mppa_coolidge,audio_filter,rand,90.0
10,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,5930ms,ERROR,"[42, 80, 33, 59, 71, 21, 19, 37]",representation,exynos,mppa_coolidge,audio_filter,rand,100.0
10,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,5930ms,ERROR,"[68, 32, 73, 83, 59, 82, 31, 6]",representation,exynos,mppa_coolidge,audio_filter,rand,0.0
10,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,5930ms,ERROR,"[44, 13, 54, 62, 37, 45, 74, 14]",representation,exynos,mppa_coolidge,audio_filter,rand,60.0
10,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,5930ms,ERROR,"[10, 74, 0, 31, 41, 59, 77, 66]",representation,exynos,mppa_coolidge,audio_filter,rand,50.0
10,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,5930ms,ERROR,"[3, 21, 21, 5, 21, 2, 58, 77]",representation,exynos,mppa_coolidge,audio_filter,rand,0.0
10,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,5930ms,ERROR,"[49, 10, 73, 82, 6, 57, 24, 46]",representation,exynos,mppa_coolidge,audio_filter,rand,10.0
7,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,7909ms,ERROR,"[81, 61, 27, 71, 77, 76, 82, 21]",classic,exynos,mppa_coolidge,audio_filter,center,70.0
7,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,7909ms,ERROR,"[25, 84, 28, 64, 9, 17, 36, 36]",classic,exynos,mppa_coolidge,audio_filter,rand,50.0
7,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,7909ms,ERROR,"[49, 50, 4, 43, 12, 24, 45, 16]",classic,exynos,mppa_coolidge,audio_filter,rand,90.0
7,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,7909ms,ERROR,"[8, 61, 53, 26, 51, 55, 53, 11]",classic,exynos,mppa_coolidge,audio_filter,rand,70.0
7,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,7909ms,ERROR,"[33, 63, 15, 65, 63, 58, 51, 35]",classic,exynos,mppa_coolidge,audio_filter,rand,50.0
7,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,7909ms,ERROR,"[34, 81, 1, 44, 78, 46, 76, 44]",classic,exynos,mppa_coolidge,audio_filter,rand,70.0
7,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,7909ms,ERROR,"[36, 36, 36, 15, 38, 69, 2, 18]",classic,exynos,mppa_coolidge,audio_filter,rand,50.0
7,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,7909ms,ERROR,"[12, 15, 46, 68, 50, 42, 37, 79]",classic,exynos,mppa_coolidge,audio_filter,rand,70.0
7,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,7909ms,ERROR,"[18, 32, 21, 41, 44, 81, 18, 43]",classic,exynos,mppa_coolidge,audio_filter,rand,80.0
7,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,7909ms,ERROR,"[26, 8, 13, 11, 26, 52, 3, 35]",classic,exynos,mppa_coolidge,audio_filter,rand,90.0
7,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,7909ms,ERROR,"[64, 7, 67, 68, 50, 71, 56, 36]",classic,exynos,mppa_coolidge,audio_filter,rand,30.0
6,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,5930ms,ERROR,"[10, 74, 83, 78, 80, 60, 26, 3]",representation,exynos,mppa_coolidge,audio_filter,center,60.0
6,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,5930ms,ERROR,"[62, 27, 35, 60, 19, 41, 22, 3]",representation,exynos,mppa_coolidge,audio_filter,rand,0.0
6,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,5930ms,ERROR,"[6, 84, 56, 34, 81, 54, 69, 83]",representation,exynos,mppa_coolidge,audio_filter,rand,90.0
6,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,5930ms,ERROR,"[37, 55, 65, 77, 52, 53, 84, 76]",representation,exynos,mppa_coolidge,audio_filter,rand,0.0
6,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,5930ms,ERROR,"[33, 75, 8, 36, 44, 32, 1, 68]",representation,exynos,mppa_coolidge,audio_filter,rand,70.0
6,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,5930ms,ERROR,"[45, 22, 19, 8, 78, 32, 1, 45]",representation,exynos,mppa_coolidge,audio_filter,rand,0.0
6,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,5930ms,ERROR,"[24, 81, 25, 10, 67, 24, 72, 19]",representation,exynos,mppa_coolidge,audio_filter,rand,50.0
6,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,5930ms,ERROR,"[73, 48, 40, 67, 82, 7, 23, 52]",representation,exynos,mppa_coolidge,audio_filter,rand,0.0
6,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,5930ms,ERROR,"[62, 65, 77, 20, 55, 68, 75, 9]",representation,exynos,mppa_coolidge,audio_filter,rand,0.0
