random_seed,platform.processor_1.type,trace,representation,platform.processor_0.type,threshold,log_level,mapping,design_centering.perturbation.perturbation_type,platform.name,platform,kpn,type,passed
1,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,5930ms,ERROR,"[19, 83, 17, 52, 19, 39, 62, 56]",representation,exynos,mppa_coolidge,audio_filter,rand,20.0
1,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,5930ms,ERROR,"[20, 80, 54, 25, 75, 48, 20, 19]",representation,exynos,mppa_coolidge,audio_filter,rand,20.0
1,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,5930ms,ERROR,"[55, 19, 34, 49, 0, 12, 54, 36]",representation,exynos,mppa_coolidge,audio_filter,rand,50.0
1,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,5930ms,ERROR,"[65, 25, 18, 26, 40, 38, 32, 20]",representation,exynos,mppa_coolidge,audio_filter,rand,40.0
1,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,5930ms,ERROR,"[58, 51, 21, 38, 68, 0, 73, 14]",representation,exynos,mppa_coolidge,audio_filter,rand,20.0
1,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,5930ms,ERROR,"[56, 64, 18, 2, 64, 47, 27, 43]",representation,exynos,mppa_coolidge,audio_filter,rand,30.0
1,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,5930ms,ERROR,"[0, 80, 30, 35, 57, 18, 26, 31]",representation,exynos,mppa_coolidge,audio_filter,rand,10.0
8,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,5930ms,ERROR,"[80, 14, 0, 57, 82, 82, 6, 53]",classic,exynos,mppa_coolidge,audio_filter,center,10.0
8,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,5930ms,ERROR,"[61, 53, 17, 36, 60, 37, 84, 28]",classic,exynos,mppa_coolidge,audio_filter,rand,20.0
8,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,5930ms,ERROR,"[44, 68, 28, 11, 57, 49, 13, 79]",classic,exynos,mppa_coolidge,audio_filter,rand,30.0
8,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,5930ms,ERROR,"[53, 42, 40, 63, 21, 27, 45, 68]",classic,exynos,mppa_coolidge,audio_filter,rand,40.0
8,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,5930ms,ERROR,"[11, 0, 25, 61, 3, 14, 13, 62]",classic,exynos,mppa_coolidge,audio_filter,rand,50.0
8,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,5930ms,ERROR,"[51, 70, 64, 49, 6, 22, 53, 48]",classic,exynos,mppa_coolidge,audio_filter,rand,40.0
8,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,5930ms,ERROR,"[44, 45, 19, 23, 17, 6, 26, 73]",classic,exynos,mppa_coolidge,audio_filter,rand,30.0
8,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,5930ms,ERROR,"[24, 1, 58, 30, 45, 30, 43, 23]",classic,exynos,mppa_coolidge,audio_filter,rand,20.0
8,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,5930ms,ERROR,"[1, 37, 46, 40, 76, 52, 45, 51]",classic,exynos,mppa_coolidge,audio_filter,rand,20.0
8,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,5930ms,ERROR,"[0, 74, 79, 52, 10, 40, 30, 33]",classic,exynos,mppa_coolidge,audio_filter,rand,20.0
8,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,5930ms,ERROR,"[74, 0, 44, 41, 8, 22, 68, 55]",classic,exynos,mppa_coolidge,audio_filter,rand,0.0
4,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[44, 56, 70, 2, 71, 52, 9, 59]",representation,exynos,mppa_coolidge,audio_filter,center,100.0
4,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[80, 51, 79, 36, 35, 40, 79, 35]",representation,exynos,mppa_coolidge,audio_filter,rand,50.0
4,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[2, 38, 61, 51, 46, 52, 65, 28]",representation,exynos,mppa_coolidge,audio_filter,rand,80.0
4,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[39, 0, 17, 57, 59, 27, 37, 41]",representation,exynos,mppa_coolidge,audio_filter,rand,80.0
4,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[22, 11, 11, 80, 37, 70, 8, 36]",representation,exynos,mppa_coolidge,audio_filter,rand,0.0
4,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[12, 23, 37, 4, 84, 77, 21, 11]",representation,exynos,mppa_coolidge,audio_filter,rand,90.0
4,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[17, 81, 23, 44, 55, 76, 4, 55]",representation,exynos,mppa_coolidge,audio_filter,rand,90.0
4,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[69, 58, 75, 57, 67, 83, 71, 20]",representation,exynos,mppa_coolidge,audio_filter,rand,100.0
4,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[37, 81, 84, 56, 12, 4, 0, 68]",representation,exynos,mppa_coolidge,audio_filter,rand,100.0
4,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[44, 7, 77, 35, 22, 36, 36, 76]",representation,exynos,mppa_coolidge,audio_filter,rand,30.0
4,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[41, 28, 51, 46, 23, 44, 68, 61]",representation,exynos,mppa_coolidge,audio_filter,rand,10.0
7,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,8305ms,ERROR,"[81, 61, 27, 71, 77, 76, 82, 21]",classic,exynos,mppa_coolidge,audio_filter,center,70.0
7,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,8305ms,ERROR,"[36, 36, 36, 15, 38, 69, 2, 18]",classic,exynos,mppa_coolidge,audio_filter,rand,70.0
7,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,8305ms,ERROR,"[12, 15, 46, 68, 50, 42, 37, 79]",classic,exynos,mppa_coolidge,audio_filter,rand,90.0
7,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,8305ms,ERROR,"[25, 84, 28, 64, 9, 17, 36, 36]",classic,exynos,mppa_coolidge,audio_filter,rand,60.0
7,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,8305ms,ERROR,"[26, 8, 13, 11, 26, 52, 3, 35]",classic,exynos,mppa_coolidge,audio_filter,rand,70.0
7,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,8305ms,ERROR,"[33, 63, 15, 65, 63, 58, 51, 35]",classic,exynos,mppa_coolidge,audio_filter,rand,90.0
7,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,8305ms,ERROR,"[34, 81, 1, 44, 78, 46, 76, 44]",classic,exynos,mppa_coolidge,audio_filter,rand,50.0
7,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,8305ms,ERROR,"[18, 32, 21, 41, 44, 81, 18, 43]",classic,exynos,mppa_coolidge,audio_filter,rand,60.0
7,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,8305ms,ERROR,"[49, 50, 4, 43, 12, 24, 45, 16]",classic,exynos,mppa_coolidge,audio_filter,rand,80.0
7,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,8305ms,ERROR,"[64, 7, 67, 68, 50, 71, 56, 36]",classic,exynos,mppa_coolidge,audio_filter,rand,60.0
7,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,8305ms,ERROR,"[8, 61, 53, 26, 51, 55, 53, 11]",classic,exynos,mppa_coolidge,audio_filter,rand,90.0
6,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[10, 74, 82, 78, 80, 60, 25, 3]",classic,exynos,mppa_coolidge,audio_filter,center,100.0
6,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[45, 22, 19, 8, 78, 32, 1, 45]",classic,exynos,mppa_coolidge,audio_filter,rand,50.0
6,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[62, 27, 35, 60, 19, 41, 22, 3]",classic,exynos,mppa_coolidge,audio_filter,rand,80.0
6,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[73, 48, 40, 67, 82, 7, 23, 52]",classic,exynos,mppa_coolidge,audio_filter,rand,80.0
6,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[62, 65, 77, 20, 55, 68, 75, 9]",classic,exynos,mppa_coolidge,audio_filter,rand,60.0
6,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[45, 82, 69, 53, 5, 60, 47, 38]",classic,exynos,mppa_coolidge,audio_filter,rand,90.0
6,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[24, 81, 25, 10, 67, 24, 72, 19]",classic,exynos,mppa_coolidge,audio_filter,rand,60.0
6,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[6, 84, 56, 34, 81, 54, 69, 83]",classic,exynos,mppa_coolidge,audio_filter,rand,50.0
6,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[37, 55, 65, 77, 52, 53, 84, 76]",classic,exynos,mppa_coolidge,audio_filter,rand,80.0
6,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[63, 19, 4, 34, 26, 27, 0, 79]",classic,exynos,mppa_coolidge,audio_filter,rand,70.0
6,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[33, 75, 8, 36, 44, 32, 1, 68]",classic,exynos,mppa_coolidge,audio_filter,rand,30.0
8,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,5930ms,ERROR,"[66, 83, 8, 7, 83, 62, 51, 56]",classic,exynos,mppa_coolidge,audio_filter,center,10.0
8,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,5930ms,ERROR,"[41, 78, 2, 18, 67, 76, 17, 67]",classic,exynos,mppa_coolidge,audio_filter,rand,20.0
8,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,5930ms,ERROR,"[9, 66, 56, 46, 77, 64, 53, 60]",classic,exynos,mppa_coolidge,audio_filter,rand,50.0
8,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,5930ms,ERROR,"[42, 80, 40, 59, 20, 7, 66, 80]",classic,exynos,mppa_coolidge,audio_filter,rand,30.0
8,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,5930ms,ERROR,"[44, 47, 67, 13, 5, 62, 57, 48]",classic,exynos,mppa_coolidge,audio_filter,rand,40.0
8,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,5930ms,ERROR,"[67, 36, 77, 70, 31, 80, 23, 20]",classic,exynos,mppa_coolidge,audio_filter,rand,30.0
8,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,5930ms,ERROR,"[49, 42, 36, 39, 56, 13, 79, 63]",classic,exynos,mppa_coolidge,audio_filter,rand,20.0
8,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,5930ms,ERROR,"[29, 64, 68, 1, 0, 59, 67, 58]",classic,exynos,mppa_coolidge,audio_filter,rand,20.0
8,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,5930ms,ERROR,"[55, 17, 70, 12, 78, 43, 30, 40]",classic,exynos,mppa_coolidge,audio_filter,rand,20.0
8,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,5930ms,ERROR,"[40, 76, 39, 43, 49, 1, 61, 76]",classic,exynos,mppa_coolidge,audio_filter,rand,20.0
8,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,5930ms,ERROR,"[12, 30, 31, 30, 64, 80, 24, 64]",classic,exynos,mppa_coolidge,audio_filter,rand,30.0
3,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,8305ms,ERROR,"[68, 62, 36, 28, 7, 78, 78, 48]",representation,exynos,mppa_coolidge,audio_filter,center,80.0
3,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,8305ms,ERROR,"[11, 79, 24, 32, 56, 33, 81, 71]",representation,exynos,mppa_coolidge,audio_filter,rand,80.0
3,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,8305ms,ERROR,"[16, 18, 29, 10, 5, 23, 37, 21]",representation,exynos,mppa_coolidge,audio_filter,rand,60.0
3,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,8305ms,ERROR,"[68, 21, 1, 59, 33, 19, 42, 52]",representation,exynos,mppa_coolidge,audio_filter,rand,70.0
3,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,8305ms,ERROR,"[70, 57, 13, 56, 67, 52, 84, 38]",representation,exynos,mppa_coolidge,audio_filter,rand,50.0
3,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,8305ms,ERROR,"[75, 75, 65, 54, 76, 1, 26, 59]",representation,exynos,mppa_coolidge,audio_filter,rand,70.0
3,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,8305ms,ERROR,"[79, 29, 7, 14, 26, 7, 30, 80]",representation,exynos,mppa_coolidge,audio_filter,rand,80.0
3,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,8305ms,ERROR,"[69, 17, 74, 63, 11, 34, 24, 46]",representation,exynos,mppa_coolidge,audio_filter,rand,60.0
3,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,8305ms,ERROR,"[43, 10, 16, 12, 66, 52, 50, 25]",representation,exynos,mppa_coolidge,audio_filter,rand,40.0
3,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,8305ms,ERROR,"[12, 2, 76, 63, 44, 20, 78, 3]",representation,exynos,mppa_coolidge,audio_filter,rand,60.0
3,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,8305ms,ERROR,"[23, 41, 48, 5, 72, 2, 25, 17]",representation,exynos,mppa_coolidge,audio_filter,rand,70.0
2,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[40, 13, 72, 23, 45, 82, 75, 6]",representation,exynos,mppa_coolidge,audio_filter,center,100.0
2,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[25, 71, 78, 31, 52, 50, 58, 72]",representation,exynos,mppa_coolidge,audio_filter,rand,70.0
2,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[71, 43, 64, 47, 25, 16, 13, 8]",representation,exynos,mppa_coolidge,audio_filter,rand,50.0
2,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[48, 40, 43, 71, 54, 34, 62, 80]",representation,exynos,mppa_coolidge,audio_filter,rand,100.0
2,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[11, 45, 48, 1, 13, 76, 36, 45]",representation,exynos,mppa_coolidge,audio_filter,rand,80.0
2,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[51, 63, 34, 28, 65, 3, 16, 6]",representation,exynos,mppa_coolidge,audio_filter,rand,80.0
2,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[33, 58, 67, 60, 16, 24, 24, 27]",representation,exynos,mppa_coolidge,audio_filter,rand,100.0
2,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[80, 25, 60, 81, 18, 59, 20, 74]",representation,exynos,mppa_coolidge,audio_filter,rand,70.0
2,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[32, 47, 24, 22, 78, 56, 41, 18]",representation,exynos,mppa_coolidge,audio_filter,rand,70.0
2,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[1, 56, 40, 60, 68, 74, 19, 26]",representation,exynos,mppa_coolidge,audio_filter,rand,30.0
2,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[52, 64, 57, 50, 57, 1, 44, 51]",representation,exynos,mppa_coolidge,audio_filter,rand,80.0
8,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,8305ms,ERROR,"[18, 41, 41, 45, 17, 36, 68, 28]",representation,exynos,mppa_coolidge,audio_filter,center,50.0
8,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,8305ms,ERROR,"[76, 22, 0, 68, 41, 73, 41, 20]",representation,exynos,mppa_coolidge,audio_filter,rand,70.0
8,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,8305ms,ERROR,"[40, 57, 78, 82, 29, 24, 58, 9]",representation,exynos,mppa_coolidge,audio_filter,rand,80.0
8,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,8305ms,ERROR,"[10, 40, 74, 30, 52, 82, 1, 60]",representation,exynos,mppa_coolidge,audio_filter,rand,80.0
8,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,8305ms,ERROR,"[57, 49, 68, 13, 11, 12, 55, 28]",representation,exynos,mppa_coolidge,audio_filter,rand,60.0
8,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,8305ms,ERROR,"[70, 53, 49, 7, 22, 75, 80, 82]",representation,exynos,mppa_coolidge,audio_filter,rand,80.0
8,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,8305ms,ERROR,"[10, 79, 65, 22, 84, 82, 79, 68]",representation,exynos,mppa_coolidge,audio_filter,rand,80.0
8,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,8305ms,ERROR,"[16, 47, 76, 83, 46, 63, 3, 59]",representation,exynos,mppa_coolidge,audio_filter,rand,90.0
8,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,8305ms,ERROR,"[45, 42, 64, 35, 24, 56, 0, 13]",representation,exynos,mppa_coolidge,audio_filter,rand,70.0
8,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,8305ms,ERROR,"[22, 34, 54, 68, 15, 53, 40, 52]",representation,exynos,mppa_coolidge,audio_filter,rand,50.0
8,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,8305ms,ERROR,"[45, 61, 53, 39, 78, 17, 36, 27]",representation,exynos,mppa_coolidge,audio_filter,rand,80.0
5,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,7909ms,ERROR,"[26, 15, 26, 61, 17, 69, 84, 84]",classic,exynos,mppa_coolidge,audio_filter,center,30.0
5,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,7909ms,ERROR,"[30, 63, 20, 20, 14, 24, 71, 19]",classic,exynos,mppa_coolidge,audio_filter,rand,30.0
5,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,7909ms,ERROR,"[19, 81, 55, 29, 16, 5, 64, 63]",classic,exynos,mppa_coolidge,audio_filter,rand,70.0
5,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,7909ms,ERROR,"[42, 38, 29, 39, 15, 59, 80, 14]",classic,exynos,mppa_coolidge,audio_filter,rand,70.0
5,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,7909ms,ERROR,"[52, 11, 16, 59, 44, 13, 74, 65]",classic,exynos,mppa_coolidge,audio_filter,rand,60.0
5,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,7909ms,ERROR,"[8, 61, 35, 58, 53, 59, 46, 61]",classic,exynos,mppa_coolidge,audio_filter,rand,80.0
5,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,7909ms,ERROR,"[15, 30, 81, 57, 25, 22, 24, 3]",classic,exynos,mppa_coolidge,audio_filter,rand,40.0
5,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,7909ms,ERROR,"[60, 54, 0, 82, 4, 33, 81, 77]",classic,exynos,mppa_coolidge,audio_filter,rand,70.0
5,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,7909ms,ERROR,"[33, 17, 37, 15, 9, 8, 19, 24]",classic,exynos,mppa_coolidge,audio_filter,rand,80.0
5,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,7909ms,ERROR,"[83, 35, 47, 22, 40, 76, 50, 66]",classic,exynos,mppa_coolidge,audio_filter,rand,50.0
5,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,7909ms,ERROR,"[27, 65, 6, 12, 82, 47, 33, 56]",classic,exynos,mppa_coolidge,audio_filter,rand,80.0
2,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[40, 13, 72, 23, 45, 82, 75, 6]",classic,exynos,mppa_coolidge,audio_filter,center,70.0
2,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[48, 40, 43, 71, 54, 34, 62, 80]",classic,exynos,mppa_coolidge,audio_filter,rand,100.0
2,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[11, 45, 48, 1, 13, 76, 36, 45]",classic,exynos,mppa_coolidge,audio_filter,rand,80.0
2,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[80, 25, 60, 81, 18, 59, 20, 74]",classic,exynos,mppa_coolidge,audio_filter,rand,40.0
2,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[71, 43, 64, 47, 25, 16, 13, 8]",classic,exynos,mppa_coolidge,audio_filter,rand,80.0
2,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[25, 71, 78, 31, 52, 50, 58, 72]",classic,exynos,mppa_coolidge,audio_filter,rand,70.0
2,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[33, 58, 67, 60, 16, 24, 24, 27]",classic,exynos,mppa_coolidge,audio_filter,rand,90.0
2,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[51, 63, 34, 28, 65, 3, 16, 6]",classic,exynos,mppa_coolidge,audio_filter,rand,90.0
2,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[32, 47, 24, 22, 78, 56, 41, 18]",classic,exynos,mppa_coolidge,audio_filter,rand,60.0
2,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[1, 56, 40, 60, 68, 74, 19, 26]",classic,exynos,mppa_coolidge,audio_filter,rand,60.0
2,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[52, 64, 57, 50, 57, 1, 44, 51]",classic,exynos,mppa_coolidge,audio_filter,rand,80.0
1,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,7909ms,ERROR,"[34, 11, 72, 8, 74, 5, 80, 64]",classic,exynos,mppa_coolidge,audio_filter,center,60.0
1,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,7909ms,ERROR,"[50, 4, 12, 78, 7, 84, 78, 8]",classic,exynos,mppa_coolidge,audio_filter,rand,80.0
1,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,7909ms,ERROR,"[80, 77, 80, 33, 34, 38, 33, 63]",classic,exynos,mppa_coolidge,audio_filter,rand,40.0
1,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,7909ms,ERROR,"[1, 11, 7, 63, 35, 24, 42, 10]",classic,exynos,mppa_coolidge,audio_filter,rand,90.0
1,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,7909ms,ERROR,"[54, 7, 78, 5, 22, 65, 47, 68]",classic,exynos,mppa_coolidge,audio_filter,rand,90.0
1,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,7909ms,ERROR,"[51, 0, 63, 65, 48, 76, 21, 44]",classic,exynos,mppa_coolidge,audio_filter,rand,40.0
1,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,7909ms,ERROR,"[33, 24, 79, 74, 55, 18, 67, 78]",classic,exynos,mppa_coolidge,audio_filter,rand,20.0
1,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,7909ms,ERROR,"[41, 68, 79, 84, 15, 31, 0, 55]",classic,exynos,mppa_coolidge,audio_filter,rand,70.0
1,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,7909ms,ERROR,"[39, 73, 21, 36, 53, 15, 37, 69]",classic,exynos,mppa_coolidge,audio_filter,rand,60.0
1,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,7909ms,ERROR,"[20, 26, 81, 34, 38, 66, 65, 2]",classic,exynos,mppa_coolidge,audio_filter,rand,80.0
1,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,7909ms,ERROR,"[74, 10, 57, 0, 63, 49, 51, 36]",classic,exynos,mppa_coolidge,audio_filter,rand,70.0
7,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,5930ms,ERROR,"[64, 38, 53, 59, 28, 13, 25, 51]",representation,exynos,mppa_coolidge,audio_filter,center,30.0
