Mode,instance,UserTime,SysTime,WallTime,E_arm,E_mem,E_gpu,E_little,tetris
Dynamic,i2,15.83,0.39,8.89,40.969351,0.669861,0.120454,3.571803,30.052867
Dynamic,i2,15.84,0.25,8.29,39.056289,0.625940,0.113879,3.376131,20.322773
Dynamic,i2,15.91,0.33,8.44,40.212437,0.642772,0.117824,3.522096,6.663286
Dynamic,i2,15.94,0.31,8.49,38.936624,0.638301,0.117824,3.425575,24.388710
Dynamic,i2,15.95,0.26,8.36,40.765263,0.624625,0.116246,3.577589,52.083357
Dynamic,i2,15.96,0.31,8.30,39.449474,0.626992,0.114142,3.383495,64.708338
Dynamic,i2,15.96,0.35,8.76,41.448537,0.668546,0.124136,3.510787,29.380988
Dynamic,i2,16.04,0.21,8.38,40.987498,0.621995,0.113353,3.395593,32.697881
Dynamic,i2,16.08,0.35,8.55,40.429412,0.651714,0.117561,3.552867,12.834692
Dynamic,i2,16.11,0.30,8.71,41.239715,0.675910,0.121506,3.631241,12.933904
Dynamic,i3,13.91,0.34,8.04,42.731714,0.633830,0.082319,4.979379,15.532995
Dynamic,i3,14.68,0.40,7.66,43.755836,0.584123,0.112564,4.006016,33.906134
Dynamic,i3,14.94,0.28,7.84,43.939147,0.599114,0.104937,4.067558,12.549819
Dynamic,i3,14.96,0.30,7.72,44.024885,0.600955,0.110723,3.988921,37.652574
Dynamic,i3,15.10,0.28,7.81,40.075414,0.579389,0.106252,3.529460,11.211854
Dynamic,i3,15.38,0.31,8.05,41.819104,0.612001,0.113616,3.563124,47.769922
Dynamic,i3,15.41,0.23,8.10,40.302909,0.609371,0.113616,3.513943,25.915802
Dynamic,i3,15.44,0.31,8.11,38.054522,0.610423,0.108882,3.424523,39.214582
Dynamic,i3,15.51,0.37,8.12,40.911491,0.602270,0.112038,3.443722,9.555425
Dynamic,i3,15.52,0.26,9.42,40.890451,0.701684,0.128081,3.675951,47.848004
Dynamic,i3,15.56,0.30,8.28,40.989602,0.628044,0.114405,3.722502,31.876041
Dynamic,i3,15.58,0.30,8.00,37.490650,0.609634,0.109671,3.202551,9.307216
Dynamic,i3,15.60,0.21,7.97,39.453682,0.608319,0.110197,3.328528,27.704479
Dynamic,i3,15.60,0.28,8.10,40.032019,0.604900,0.109145,3.451612,15.543711
Dynamic,i3,15.62,0.35,8.30,39.578870,0.628044,0.112827,3.464762,36.994653
Dynamic,i3,15.63,0.33,8.21,38.914006,0.630937,0.113353,3.495533,58.180972
Dynamic,i3,15.63,0.34,8.38,38.389847,0.628044,0.114142,3.389281,20.537070
Dynamic,i3,15.64,0.36,8.21,39.986783,0.616472,0.113879,3.366137,26.158930
Dynamic,i3,15.66,0.27,8.11,39.507860,0.604374,0.110460,3.198080,25.078384
Dynamic,i3,15.66,0.39,8.45,40.488324,0.647769,0.122558,3.447930,30.037864
Dynamic,i3,15.67,0.30,8.16,39.663556,0.627518,0.113353,3.398486,63.537541
Dynamic,i3,15.69,0.34,8.35,39.056289,0.625940,0.113879,3.376131,14.114323
Dynamic,i3,15.69,0.35,8.19,39.908409,0.629622,0.120717,3.367715,21.188277
Dynamic,i3,15.70,0.31,8.40,39.706951,0.617787,0.113879,3.719609,12.243520
Dynamic,i3,15.73,0.30,8.21,40.194553,0.620154,0.113353,3.380865,34.062221
Dynamic,i3,15.74,0.25,8.24,40.465706,0.634093,0.115457,3.556549,17.851594
Dynamic,i3,15.74,0.36,8.20,40.987498,0.621995,0.113353,3.395593,20.926729
Dynamic,i3,15.75,0.35,8.37,39.988098,0.636723,0.113090,3.525252,53.389662
Dynamic,i3,15.76,0.34,8.21,39.643305,0.633830,0.114142,3.442144,66.704683
Dynamic,i3,15.77,0.32,8.51,40.467284,0.650925,0.117824,3.591791,38.780205
Dynamic,i3,15.78,0.28,8.24,39.213300,0.626992,0.113879,3.322742,7.437913
Dynamic,i3,15.79,0.25,8.23,40.140638,0.621206,0.113090,3.409006,40.285922
Dynamic,i3,15.79,0.35,8.32,39.449474,0.625940,0.113090,3.341941,27.375395
Dynamic,i3,15.81,0.30,8.25,40.347882,0.629885,0.113090,3.385073,20.272356
Dynamic,i3,15.82,0.22,8.23,39.715367,0.627781,0.116772,3.354302,7.381751
Dynamic,i3,15.82,0.31,8.31,39.268793,0.623047,0.113879,3.376394,52.247068
Dynamic,i3,15.82,0.34,8.43,40.443614,0.648295,0.117824,3.463447,50.950848
Dynamic,i3,15.82,0.36,8.42,42.972359,0.662497,0.124136,3.894241,28.966106
Dynamic,i3,15.83,0.33,8.41,40.212437,0.642772,0.117824,3.522096,16.128631
Dynamic,i3,15.84,0.26,8.29,39.979156,0.621732,0.113879,3.389018,63.201003
Dynamic,i3,15.85,0.27,8.44,40.083830,0.646980,0.117035,3.489484,16.660465
Dynamic,i3,15.85,0.36,8.62,40.331576,0.651188,0.117298,3.452401,19.066515
Dynamic,i3,15.86,0.35,8.41,38.884287,0.626466,0.117824,3.318271,15.192082
Dynamic,i3,15.88,0.28,8.32,39.226713,0.615683,0.113616,3.365348,8.403714
Dynamic,i3,15.89,0.36,8.57,41.155292,0.651451,0.122558,3.558390,18.219971
Dynamic,i3,15.90,0.31,8.52,40.215856,0.654607,0.117561,3.461080,30.718993
Dynamic,i3,15.98,0.25,8.39,40.765263,0.624625,0.116246,3.669113,19.326520
Dynamic,i3,16.00,0.31,8.43,39.707740,0.645402,0.117824,3.545503,21.976698
Dynamic,i3,16.04,0.25,8.36,39.204884,0.630937,0.113879,3.443459,37.251655
Dynamic,i3,16.09,0.28,8.47,40.312640,0.650925,0.117298,3.294601,38.171823
Dynamic,i3,16.31,0.34,8.71,39.907357,0.658289,0.121243,3.511839,10.877098
Dynamic,i4,14.26,0.29,8.14,45.570799,0.618839,0.112827,4.311885,39.216875
Dynamic,i4,14.49,0.24,7.73,41.809636,0.610949,0.078900,4.892852,41.267632
Dynamic,i4,14.55,0.29,8.32,46.258018,0.626992,0.120980,4.238771,33.917263
Dynamic,i4,15.01,0.37,8.76,40.949363,0.673017,0.119665,3.680422,55.899006
Dynamic,i4,15.02,0.34,8.83,41.350964,0.669335,0.119928,3.605204,65.232927
Dynamic,i4,15.04,0.34,8.73,41.120050,0.666179,0.121243,3.526830,40.565130
Dynamic,i4,15.14,0.32,8.53,40.488324,0.647769,0.122558,3.447930,106.438267
Dynamic,i4,15.18,0.34,7.86,40.665323,0.591750,0.109671,3.563124,90.514144
Dynamic,i4,15.20,0.30,7.88,44.024885,0.600955,0.110723,4.099907,11.636228
Dynamic,i4,15.33,0.32,8.04,41.464317,0.600429,0.110197,3.656752,56.519963
Dynamic,i4,15.40,0.28,9.26,41.866444,0.704577,0.128081,3.774576,41.200177
Dynamic,i4,15.42,0.35,8.22,41.756773,0.629359,0.117298,3.614146,30.834950
Dynamic,i4,15.48,0.31,8.66,38.718860,0.644350,0.117561,3.505790,39.330665
Dynamic,i4,15.52,0.29,8.23,39.112308,0.630148,0.114142,3.479490,13.756490
Dynamic,i4,15.61,0.31,8.06,38.081085,0.606741,0.110460,3.276980,36.792154
Dynamic,i4,15.62,0.39,8.23,40.880194,0.623836,0.114142,3.304595,44.077564
Dynamic,i4,15.63,0.27,8.20,40.989602,0.628044,0.114405,3.722502,40.131965
Dynamic,i4,15.63,0.33,8.22,41.480097,0.624888,0.112827,3.559179,16.966627
Dynamic,i4,15.63,0.40,9.02,40.519621,0.676699,0.124662,3.579693,107.617319
Dynamic,i4,15.64,0.29,8.13,38.689930,0.601481,0.113090,3.409006,12.797814
Dynamic,i4,15.65,0.29,8.05,39.768756,0.604637,0.112564,3.486328,20.860151
Dynamic,i4,15.66,0.29,8.24,42.972359,0.640931,0.120454,3.803506,42.478057
Dynamic,i4,15.66,0.30,8.11,38.926630,0.610160,0.115194,3.354302,76.938699
Dynamic,i4,15.67,0.29,8.10,38.343033,0.608582,0.109934,3.116287,59.610772
Dynamic,i4,15.68,0.26,8.12,38.469273,0.607793,0.113090,3.354302,13.713868
Dynamic,i4,15.68,0.36,8.50,41.839092,0.649873,0.117561,3.502634,23.338834
Dynamic,i4,15.68,0.38,8.21,39.268793,0.623047,0.113879,3.376394,15.798338
Dynamic,i4,15.68,0.38,8.34,39.979156,0.621732,0.113879,3.389018,63.281168
Dynamic,i4,15.69,0.20,8.15,39.706951,0.617787,0.113879,3.613094,30.283866
Dynamic,i4,15.70,0.34,8.36,39.065231,0.631200,0.113616,3.344834,61.295241
Dynamic,i4,15.71,0.34,8.37,39.988098,0.636723,0.113090,3.525252,44.051897
Dynamic,i4,15.78,0.30,8.78,41.995051,0.674595,0.122821,3.690942,46.812829
Dynamic,i4,15.78,0.33,8.35,39.643305,0.633830,0.114142,3.442144,16.749174
Dynamic,i4,15.79,0.29,8.37,40.347882,0.629885,0.113090,3.385073,26.213762
Dynamic,i4,15.85,0.29,8.29,39.449474,0.625940,0.113090,3.341941,12.296109
Dynamic,i4,15.86,0.26,8.25,40.194553,0.620154,0.113353,3.380865,139.825566
Dynamic,i4,15.92,0.37,8.94,40.697409,0.673543,0.120454,3.673321,26.549598
Dynamic,i4,15.94,0.22,8.37,39.986783,0.616472,0.113879,3.366137,11.763563
Dynamic,i4,15.94,0.32,8.39,38.731221,0.626992,0.113353,3.489484,24.517963
Dynamic,i4,15.98,0.38,8.62,40.215856,0.654607,0.117561,3.461080,24.451460
Dynamic,i4,15.99,0.34,8.60,40.150895,0.649873,0.117824,3.318271,17.122963
Dynamic,i4,15.99,0.42,8.82,41.531908,0.672491,0.128081,3.509209,7.499166
Dynamic,i4,16.00,0.34,8.66,39.805050,0.651188,0.117035,3.381128,25.821632
Dynamic,i4,16.01,0.25,8.58,40.573799,0.648821,0.117035,3.506842,40.828135
Dynamic,i4,16.05,0.27,8.53,40.569854,0.649084,0.117561,3.428468,8.420127
Dynamic,i4,16.06,0.26,8.48,40.212437,0.642772,0.117824,3.522096,9.781508
Dynamic,i4,16.08,0.36,8.77,41.070343,0.673806,0.121243,3.625455,30.934580
Dynamic,i4,16.13,0.26,8.30,40.987498,0.621995,0.113353,3.395593,48.529503
Dynamic,i4,16.19,0.36,8.46,40.796034,0.645402,0.117824,3.545503,49.537805
Dynamic,i4,16.20,0.27,8.52,40.195342,0.636723,0.117298,3.450823,71.688047
Dynamic,i4,16.22,0.30,8.55,42.792993,0.643824,0.119402,3.650703,16.394170
CFS,i1,13.93,0.24,7.32,36.530700,0.539939,0.106515,3.093669,2.792433
CFS,i1,14.11,0.26,7.75,38.597354,0.579652,0.113879,3.133119,2.266135
CFS,i1,14.16,0.14,7.23,36.875756,0.546514,0.106515,2.958750,2.126970
CFS,i1,14.21,0.28,7.58,37.127447,0.560979,0.109934,3.169939,2.369802
CFS,i1,14.25,0.20,7.29,41.692601,0.553615,0.080215,3.965514,11.248769
CFS,i1,14.58,0.20,7.59,37.499066,0.571499,0.109145,3.093669,2.739891
CFS,i1,14.58,0.21,7.74,39.650669,0.582019,0.113879,3.220961,2.685970
CFS,i1,14.75,0.20,7.41,37.308128,0.572814,0.109671,3.212282,2.777972
CFS,i1,14.86,0.24,7.99,40.691886,0.610423,0.118350,3.413214,1.542466
CFS,i1,14.96,0.34,7.77,39.137556,0.589909,0.112564,3.278821,2.474555
CFS,i1,14.97,0.36,7.55,37.586382,0.574129,0.110460,2.982420,2.649847
CFS,i1,15.02,0.20,7.55,37.998240,0.568080,0.102570,3.155474,1.900886
CFS,i1,15.24,0.25,7.91,40.828646,0.611475,0.118350,3.297231,2.387510
CFS,i1,15.29,0.22,7.61,39.501811,0.568869,0.115457,3.259622,2.361386
CFS,i1,15.34,0.27,7.67,38.418251,0.583334,0.113616,3.124966,1.823260
CFS,i1,15.44,0.25,7.91,39.697483,0.606478,0.118087,3.158630,13.556030
CFS,i1,15.55,0.24,8.37,41.311777,0.625940,0.121769,3.486328,1.971593
CFS,i1,15.57,0.26,7.58,37.664756,0.561505,0.113616,3.162575,2.423555
CFS,i1,15.67,0.21,7.74,39.159385,0.593591,0.114142,3.205970,2.623638
CFS,i1,15.76,0.20,7.80,39.213037,0.582019,0.114405,3.090776,3.353016
CFS,i1,15.76,0.27,8.23,40.902812,0.638827,0.122295,3.382443,3.272809
CFS,i1,15.81,0.21,7.93,40.054637,0.608845,0.118087,3.307488,1.926885
CFS,i1,15.83,0.21,8.03,40.613512,0.608319,0.118087,3.200184,1.727173
CFS,i1,15.83,0.30,7.98,40.558545,0.601481,0.115194,3.312222,8.482211
CFS,i1,15.87,0.20,7.98,38.572895,0.618050,0.117298,3.271720,1.435716
CFS,i1,15.90,0.24,7.93,41.204473,0.602796,0.114931,3.262252,2.841680
CFS,i1,15.92,0.18,7.49,37.276831,0.564398,0.110460,3.057375,2.032261
CFS,i1,15.93,0.28,7.66,38.988435,0.597010,0.114142,3.124440,1.875636
CFS,i1,16.02,0.35,8.41,41.220253,0.635408,0.121506,3.501056,1.649464
CFS,i1,16.11,0.22,8.29,40.915962,0.642246,0.121769,3.410847,3.131228
CFS,i1,16.16,0.21,8.41,41.296523,0.623310,0.122295,3.252521,1.599217
CFS,i1,16.16,0.22,8.20,42.065009,0.628307,0.122295,3.535772,1.623299
CFS,i1,16.28,0.28,8.27,40.221642,0.639879,0.122295,3.438988,1.832801
CFS,i1,16.52,0.26,8.21,41.626325,0.630937,0.121243,3.470022,2.591678
CFS,i1,16.55,0.28,8.30,40.935950,0.632778,0.122032,3.392700,2.362432
CFS,i1,16.59,0.28,7.85,39.076014,0.589120,0.110986,3.233322,1.892176
CFS,i1,16.69,0.25,8.24,41.051933,0.624888,0.122295,3.367189,1.892636
CFS,i1,16.71,0.18,7.98,39.678021,0.607793,0.118087,3.238319,1.881387
CFS,i1,16.94,0.28,7.91,40.067787,0.603848,0.117035,3.278558,10.914141
CFS,i1,17.00,0.23,7.77,38.699135,0.578337,0.114405,3.133119,2.058593
CFS,i1,17.09,0.24,8.25,41.132148,0.625151,0.121506,3.292234,2.774764
CFS,i1,17.17,0.29,8.06,39.726150,0.616209,0.118350,3.282240,3.251726
CFS,i1,17.20,0.28,8.29,41.252602,0.631200,0.121769,3.350094,1.859218
CFS,i1,17.23,0.25,8.40,40.262144,0.636986,0.122295,3.337733,1.498675
CFS,i1,17.34,0.33,8.39,40.206914,0.623310,0.121243,3.303543,6.023533
CFS,i1,17.35,0.36,8.41,41.711274,0.656974,0.126240,3.511839,2.569389
CFS,i1,17.58,0.22,7.86,38.374593,0.585438,0.117298,3.374816,23.535165
CFS,i1,17.71,0.28,8.30,41.478519,0.630674,0.122295,3.281188,2.418182
CFS,i1,18.10,0.22,8.25,41.539535,0.620943,0.120717,3.517099,4.480564
CFS,i1,18.35,0.29,8.07,40.261881,0.606215,0.118350,3.139957,1.903806
CFS,i1,19.72,0.23,9.00,42.434261,0.674595,0.133341,3.644128,1.764256
CFS,i2,13.38,0.32,7.61,37.663704,0.564924,0.114405,3.031864,1.650924
CFS,i2,13.95,0.29,7.73,38.522136,0.584649,0.113090,3.168361,9.174422
CFS,i2,13.97,0.28,7.02,40.133011,0.532838,0.076533,3.858473,1.832510
CFS,i2,14.27,0.32,7.80,39.342433,0.587542,0.114142,3.093669,2.664681
CFS,i2,14.37,0.32,7.13,36.893640,0.547829,0.098625,3.052904,1.897385
CFS,i2,14.41,0.25,7.52,37.376771,0.559664,0.110460,3.101296,1.732051
CFS,i2,14.48,0.29,7.84,38.699135,0.578337,0.114405,3.133119,2.112428
CFS,i2,14.51,0.30,7.63,36.750568,0.564398,0.113353,3.045540,1.666549
CFS,i2,14.58,0.24,7.59,37.499066,0.571499,0.109145,3.093669,1.851886
CFS,i2,14.69,0.26,7.55,37.137178,0.574918,0.110460,3.070262,3.210432
CFS,i2,14.72,0.22,7.88,39.178584,0.601481,0.115194,3.312222,1.825511
CFS,i2,14.89,0.36,7.84,38.821693,0.598588,0.114405,3.164153,1.938094
CFS,i2,14.91,0.24,7.85,38.354342,0.590698,0.114142,3.186508,2.747555
CFS,i2,15.05,0.23,7.86,39.246701,0.598062,0.114405,3.216490,1.762714
CFS,i2,15.18,0.21,7.94,40.401534,0.602796,0.118350,3.197817,2.896185
CFS,i2,15.21,0.23,8.01,39.813466,0.621469,0.117824,3.305910,1.629716
CFS,i2,15.34,0.29,8.00,38.572895,0.618050,0.117298,3.271720,2.199552
CFS,i2,15.36,0.27,8.08,40.582741,0.601481,0.116772,3.350094,11.535432
CFS,i2,15.43,0.24,8.03,40.667690,0.613579,0.118087,3.311433,1.469840
CFS,i2,15.52,0.24,8.05,39.821093,0.604111,0.117561,3.234900,2.875474
CFS,i2,15.54,0.24,7.83,39.375045,0.587805,0.114405,3.175199,2.524556
CFS,i2,15.56,0.26,7.86,39.765337,0.589909,0.114405,3.128122,3.361728
CFS,i2,15.63,0.31,8.10,39.085745,0.617261,0.118350,3.224906,2.077220
CFS,i2,15.67,0.27,7.82,38.779087,0.589383,0.113879,3.149688,4.065355
CFS,i2,15.68,0.21,7.77,39.182003,0.582282,0.113616,3.162575,2.432470
CFS,i2,15.68,0.22,7.95,40.828646,0.611475,0.118350,3.297231,1.631925
CFS,i2,15.73,0.22,8.08,40.400219,0.606215,0.117824,3.382706,43.860352
CFS,i2,15.81,0.22,7.95,40.970666,0.607267,0.118350,3.431624,21.838573
CFS,i2,15.92,0.26,7.98,40.010190,0.602007,0.118350,3.142850,3.099766
CFS,i2,15.98,0.30,8.12,39.771649,0.614631,0.117561,3.501056,2.466430
CFS,i2,16.05,0.28,7.78,38.541598,0.583071,0.114405,3.258570,11.085521
CFS,i2,16.06,0.25,8.49,41.045884,0.647769,0.125977,3.297757,1.644298
CFS,i2,16.09,0.22,8.17,41.054300,0.621206,0.121769,3.387440,2.063346
CFS,i2,16.09,0.23,7.64,38.137367,0.582019,0.113879,3.220961,1.659508
CFS,i2,16.10,0.23,8.19,41.342811,0.634093,0.121506,3.526830,2.472681
CFS,i2,16.17,0.25,8.37,41.234981,0.629622,0.122032,3.415055,2.971805
CFS,i2,16.30,0.27,7.60,37.991928,0.569921,0.108619,3.278821,2.014343
CFS,i2,16.36,0.29,8.10,40.427308,0.610160,0.117298,3.370871,1.967593
CFS,i2,16.42,0.25,8.26,41.815159,0.622258,0.118876,3.343519,1.809091
CFS,i2,16.45,0.18,8.36,40.221642,0.639879,0.122295,3.438988,1.811884
CFS,i2,16.45,0.23,8.33,41.511394,0.628044,0.118876,3.455820,13.899737
CFS,i2,16.59,0.26,8.61,41.423552,0.654081,0.126240,3.335366,1.918387
CFS,i2,16.66,0.30,7.94,39.678021,0.607793,0.118087,3.238319,3.051059
CFS,i2,16.67,0.28,8.41,41.039835,0.626992,0.121243,3.556023,2.188301
CFS,i2,16.71,0.30,8.22,41.132148,0.625151,0.121506,3.292234,1.577841
CFS,i2,16.77,0.27,8.38,40.808921,0.625677,0.122295,3.371923,3.582269
CFS,i2,16.80,0.27,8.49,41.600025,0.658289,0.125977,3.401116,2.308847
CFS,i2,17.22,0.21,8.34,42.390077,0.627781,0.127292,3.479753,1.753049
CFS,i2,17.31,0.23,7.98,40.318163,0.600692,0.118350,3.308277,1.795299
CFS,i2,17.64,0.29,8.11,39.888158,0.600692,0.117824,3.243842,2.183761
CFS,i2,17.72,0.32,8.06,40.691886,0.610423,0.118350,3.413214,15.929375
CFS,i3,13.81,0.31,7.96,40.109078,0.603848,0.117561,3.184404,1.902178
CFS,i3,13.99,0.22,6.60,34.387250,0.502330,0.097047,2.765971,2.876557
CFS,i3,13.99,0.25,7.68,39.765337,0.589909,0.114405,3.128122,1.942134
CFS,i3,14.55,0.34,7.74,38.872715,0.580704,0.114405,3.039754,2.975935
CFS,i3,14.64,0.25,7.37,37.383083,0.559927,0.109934,3.030812,1.504383
CFS,i3,14.92,0.30,7.86,39.168590,0.590172,0.113353,3.269090,1.891634
CFS,i3,14.92,0.35,7.63,38.821693,0.598588,0.114405,3.164153,1.543507
CFS,i3,14.94,0.33,8.02,40.021499,0.602796,0.118350,3.258570,2.879223
CFS,i3,14.97,0.26,7.93,39.564931,0.605689,0.117298,3.374816,1.635883
CFS,i3,14.99,0.25,7.69,38.516087,0.579915,0.114405,3.212808,1.729507
CFS,i3,15.08,0.25,8.39,41.044306,0.631463,0.122032,3.334577,2.640849
CFS,i3,15.11,0.27,8.16,41.423552,0.621995,0.122295,3.419263,3.421309
CFS,i3,15.25,0.25,8.26,41.399356,0.631463,0.120454,3.485276,1.524176
CFS,i3,15.26,0.30,8.32,41.322823,0.634882,0.122032,3.414003,1.965799
CFS,i3,15.33,0.23,8.10,40.180351,0.604900,0.117561,3.269879,1.556342
CFS,i3,15.39,0.24,7.94,40.418103,0.618313,0.118087,3.233322,2.692139
CFS,i3,15.40,0.26,7.37,39.501811,0.568869,0.115457,3.153107,2.350306
CFS,i3,15.42,0.25,8.06,40.553022,0.607793,0.118350,3.283292,2.001926
CFS,i3,15.52,0.22,7.26,36.189852,0.553352,0.106515,2.879324,2.015758
CFS,i3,15.63,0.30,7.65,40.355246,0.582019,0.110986,3.154948,1.821802
CFS,i3,15.65,0.23,8.14,40.370763,0.607793,0.118876,3.455820,3.628561
CFS,i3,15.66,0.24,8.03,39.039194,0.619102,0.118350,3.333788,9.002380
CFS,i3,15.90,0.30,8.04,39.726150,0.616209,0.118350,3.282240,2.647472
CFS,i3,15.94,0.32,8.09,40.054637,0.608845,0.118087,3.307488,2.591597
CFS,i3,15.95,0.31,7.82,43.703499,0.595958,0.087579,4.160397,1.933845
CFS,i3,16.00,0.20,8.16,41.252602,0.631200,0.121769,3.350094,1.470260
CFS,i3,16.03,0.23,7.66,37.712885,0.596484,0.114405,3.119443,1.975137
CFS,i3,16.09,0.28,8.44,42.249898,0.649873,0.126240,3.587583,6.186701
CFS,i3,16.16,0.25,8.05,40.261881,0.606215,0.118350,3.139957,1.844220
CFS,i3,16.17,0.24,7.75,38.312525,0.585701,0.114142,3.053956,2.815722
CFS,i3,16.22,0.26,7.82,39.866066,0.586227,0.114405,3.325109,17.666174
CFS,i3,16.24,0.29,8.41,41.249709,0.624362,0.126240,3.431624,2.756306
CFS,i3,16.29,0.29,8.27,40.935950,0.632778,0.122032,3.392700,1.692719
CFS,i3,16.42,0.21,8.32,40.915962,0.642246,0.121769,3.410847,1.660136
CFS,i3,16.47,0.25,7.88,38.522136,0.584649,0.113090,3.278558,1.891761
CFS,i3,16.52,0.29,8.06,40.344463,0.618313,0.118350,3.316956,2.632931
CFS,i3,16.55,0.32,7.81,39.143079,0.584649,0.113879,3.277243,2.791722
CFS,i3,16.75,0.32,8.31,40.808921,0.625677,0.122295,3.371923,1.422504
CFS,i3,16.76,0.31,8.26,41.054300,0.621206,0.121769,3.387440,2.306173
CFS,i3,16.85,0.27,8.65,41.502715,0.639616,0.125714,3.484487,14.417075
CFS,i3,16.90,0.26,7.96,40.828646,0.611475,0.118350,3.297231,18.922766
CFS,i3,17.15,0.25,8.30,41.220253,0.635408,0.121506,3.501056,15.690875
CFS,i3,17.28,0.27,8.54,41.401986,0.641457,0.125451,3.403746,10.679266
CFS,i3,17.35,0.27,8.33,41.342811,0.634093,0.121506,3.526830,2.846639
CFS,i3,17.40,0.29,8.22,41.230247,0.628833,0.122032,3.296968,6.321240
CFS,i3,17.54,0.30,8.41,41.586349,0.646454,0.117298,3.637553,1.639927
CFS,i3,17.64,0.23,8.90,41.243397,0.654344,0.130185,3.521570,7.587872
CFS,i3,17.64,0.25,8.33,40.206914,0.623310,0.121243,3.303543,1.589967
CFS,i3,18.22,0.24,8.41,41.037205,0.633041,0.124925,3.466340,19.452938
CFS,i3,18.27,0.34,8.98,41.623432,0.694320,0.132289,3.625192,1.524592
CFS,i3,19.37,0.32,8.24,41.707592,0.621995,0.119139,3.419526,1.971008
CFS,i4,13.10,0.22,7.48,37.903297,0.560453,0.107304,3.105767,24.931888
CFS,i4,14.31,0.25,7.67,39.866066,0.586227,0.114405,3.325109,1.843052
CFS,i4,14.41,0.27,7.57,38.957927,0.560716,0.107041,3.154948,3.028765
CFS,i4,14.42,0.18,7.55,37.547458,0.569132,0.109934,3.041069,1.920013
CFS,i4,14.46,0.30,6.87,35.435568,0.529156,0.099151,2.911147,1.947095
CFS,i4,14.50,0.22,8.03,39.564931,0.605689,0.117298,3.374816,6.601329
CFS,i4,14.52,0.20,7.49,37.655025,0.576496,0.110460,3.108134,1.721846
CFS,i4,14.59,0.22,7.50,36.750568,0.564398,0.109408,2.937447,12.354188
CFS,i4,14.75,0.29,7.26,36.640634,0.549144,0.105463,3.058953,2.599805
CFS,i4,14.76,0.18,7.42,42.749072,0.574918,0.083897,4.064928,2.233055
CFS,i4,14.77,0.26,7.78,39.765337,0.589909,0.114405,3.128122,1.687718
CFS,i4,14.79,0.29,7.78,38.506093,0.587542,0.114142,3.133645,3.436769
CFS,i4,14.80,0.23,7.84,38.641012,0.584123,0.114405,3.162312,1.691134
CFS,i4,14.98,0.21,7.84,39.176743,0.590172,0.118350,3.413214,2.544765
CFS,i4,15.02,0.23,8.08,40.261881,0.606215,0.118350,3.139957,1.649427
CFS,i4,15.06,0.31,7.48,38.182340,0.562031,0.108882,3.086831,1.688340
CFS,i4,15.14,0.22,8.16,41.184485,0.635934,0.122295,3.371660,2.543470
CFS,i4,15.29,0.26,7.88,38.516087,0.579915,0.114405,3.298020,3.497351
CFS,i4,15.30,0.26,7.80,38.988435,0.597010,0.114142,3.124440,12.455773
CFS,i4,15.34,0.20,7.65,39.342433,0.587542,0.114142,3.093669,1.462923
CFS,i4,15.38,0.29,8.14,39.085745,0.636986,0.122295,3.337733,1.654303
CFS,i4,15.40,0.26,8.23,41.700491,0.632778,0.122295,3.401642,2.745017
CFS,i4,15.44,0.22,7.68,38.418251,0.583334,0.113616,3.124966,2.751807
CFS,i4,15.46,0.30,7.99,40.060160,0.614368,0.117035,3.294338,1.871342
CFS,i4,15.51,0.27,8.24,42.390077,0.627781,0.127292,3.479753,3.582732
CFS,i4,15.54,0.27,8.04,39.771649,0.614631,0.117561,3.391648,3.101017
CFS,i4,15.55,0.22,7.69,39.650669,0.582019,0.113879,3.220961,2.369304
CFS,i4,15.56,0.16,7.56,37.429897,0.557560,0.110460,3.026078,1.979717
CFS,i4,15.57,0.30,7.62,39.143079,0.584649,0.113879,3.277243,1.665509
CFS,i4,15.75,0.24,8.06,40.494110,0.608319,0.109934,3.365874,1.365883
CFS,i4,15.76,0.22,7.56,37.430160,0.566502,0.114142,3.200447,4.214857
CFS,i4,15.76,0.27,7.73,37.229754,0.597010,0.113353,3.168098,1.965346
CFS,i4,15.82,0.26,8.05,39.950489,0.614105,0.117561,3.425049,1.618674
CFS,i4,15.82,0.28,8.15,39.696957,0.634619,0.122295,3.258833,2.629391
CFS,i4,15.98,0.22,8.19,41.051933,0.624888,0.122295,3.367189,3.203311
CFS,i4,16.09,0.26,7.89,38.354342,0.611738,0.118087,3.291971,1.701092
CFS,i4,16.12,0.20,8.45,41.355698,0.645139,0.124925,3.456872,9.580260
CFS,i4,16.14,0.24,7.83,38.623391,0.584386,0.117561,3.184404,1.786008
CFS,i4,16.15,0.26,8.13,39.697483,0.606478,0.118087,3.247524,1.771551
CFS,i4,16.25,0.31,8.07,40.440458,0.612001,0.116509,3.384547,1.769426
CFS,i4,16.49,0.25,7.64,39.159385,0.593591,0.114142,3.205970,2.055050
CFS,i4,16.52,0.29,7.63,38.458490,0.600429,0.113879,3.196239,2.499390
CFS,i4,16.62,0.34,8.04,40.318163,0.600692,0.118350,3.308277,12.207562
CFS,i4,16.73,0.22,8.01,40.401534,0.602796,0.118350,3.197817,2.923805
CFS,i4,16.76,0.24,8.33,40.871252,0.620417,0.121769,3.354039,8.162500
CFS,i4,16.86,0.27,8.36,40.221642,0.639879,0.122295,3.438988,2.448137
CFS,i4,16.94,0.21,8.13,39.658033,0.602007,0.117824,3.273561,12.706648
